Reg	Orden	Hogar	Fex_c	P3	P4	P5	P6	P7	P8	P8a	P8b	P9	P10	P10n	P10u	Llave_viv	Llave_hog	Fex_c_2011
10	04	01	694.86300324	03	2	7	5	1	1			1	301	3	1	200601201024	20060120102401	695.643872271632
10	01	01	593.63948677	01	2	28	4	1	2	2	01		611	6	11	200601201025	20060120102501	592.508686567218
10	02	01	593.63948677	03	1	11	5	1	1			1	400	4	0	200601201025	20060120102501	592.508686567218
10	03	01	593.63948677	03	2	9	5	1	1			1	303	3	3	200601201025	20060120102501	592.508686567218
10	04	01	593.63948677	03	2	7	5	2	1			1	300	3	0	200601201025	20060120102501	592.508686567218
10	05	01	593.63948677	08	1	25	5	1	2	2	01		408	4	8	200601201025	20060120102501	592.508686567218
10	06	01	593.63948677	08	2	19	5	1	1			1	610	6	10	200601201025	20060120102501	592.508686567218
10	01	01	736.0876694	01	1	43	1	1	2	2	01		611	6	11	200601201026	20060120102601	737.934359456166
10	02	01	736.0876694	02	2	46	1	1	2	2	07		611	6	11	200601201026	20060120102601	737.934359456166
10	03	01	736.0876694	03	1	14	5	1	1			2	408	4	8	200601201026	20060120102601	737.934359456166
10	04	01	736.0876694	03	2	13	5	1	1			2	407	4	7	200601201026	20060120102601	737.934359456166
10	01	01	778.33740256	01	1	42	2	1	2	2	01		611	6	11	200601201027	20060120102701	778.250155588197
10	02	01	778.33740256	02	2	41	2	1	2	2	07		100	1	0	200601201027	20060120102701	778.250155588197
10	03	01	778.33740256	03	2	15	5	1	1			1	610	6	10	200601201027	20060120102701	778.250155588197
10	04	01	778.33740256	06	1	65	4	1	2	2	11		302	3	2	200601201027	20060120102701	778.250155588197
10	01	01	759.00103633	01	1	41	2	1	2	2	01		408	4	8	200601201028	20060120102801	760.29421777679
10	02	01	759.00103633	02	2	37	2	1	2	2	07		408	4	8	200601201028	20060120102801	760.29421777679
10	03	01	759.00103633	03	1	14	5	1	1			1	408	4	8	200601201028	20060120102801	760.29421777679
10	04	01	759.00103633	03	1	10	5	1	1			2	304	3	4	200601201028	20060120102801	760.29421777679
10	01	01	724.18218472	01	1	40	2	1	2	2	01		503	5	3	200601201029	20060120102901	725.884061872759
10	02	01	724.18218472	02	2	37	2	1	2	2	07		611	6	11	200601201029	20060120102901	725.884061872759
10	03	01	724.18218472	03	2	11	5	1	1			1	400	4	0	200601201029	20060120102901	725.884061872759
10	04	01	724.18218472	03	2	6	5	2	1			1	301	3	1	200601201029	20060120102901	725.884061872759
10	01	01	845.69731665	01	1	58	2	1	2	2	01		406	4	6	200601201030	20060120103001	845.395737818504
10	02	01	845.69731665	02	2	56	2	1	2	2	11		611	6	11	200601201030	20060120103001	845.395737818504
10	03	01	845.69731665	03	1	34	4	1	2	2	01		611	6	11	200601201030	20060120103001	845.395737818504
10	01	01	805.99987248	01	1	29	5	1	1			1	503	5	3	200601201031	20060120103101	806.574711427722
10	01	01	895.74051341	01	2	59	3	1	2	2	11		302	3	2	200601201032	20060120103201	894.536106009416
10	02	01	895.74051341	03	1	32	5	1	2	2	01		407	4	7	200601201032	20060120103201	894.536106009416
10	03	01	895.74051341	05	1	11	5	1	1			1	300	3	0	200601201032	20060120103201	894.536106009416
10	04	01	895.74051341	06	1	82	3	2	2	2	11		100	1	0	200601201032	20060120103201	894.536106009416
10	05	01	895.74051341	08	2	57	5	1	2	2	11		302	3	2	200601201032	20060120103201	894.536106009416
10	06	01	895.74051341	08	1	54	5	2	2	2	11		100	1	0	200601201032	20060120103201	894.536106009416
10	01	01	771.15566774	01	2	49	2	1	2	2	07		408	4	8	200601201033	20060120103301	770.583986253558
10	02	01	771.15566774	02	1	62	2	1	2	2	11		610	6	10	200601201033	20060120103301	770.583986253558
10	03	01	771.15566774	03	1	25	5	1	2	2	01		611	6	11	200601201033	20060120103301	770.583986253558
10	04	01	771.15566774	03	1	24	4	1	2	2	01		408	4	8	200601201033	20060120103301	770.583986253558
10	05	01	771.15566774	05	1	3	5									200601201033	20060120103301	770.583986253558
10	06	01	771.15566774	03	1	27	1	1	2	2	02		611	6	11	200601201033	20060120103301	770.583986253558
10	07	01	771.15566774	04	2	16	1	1	1			1	409	4	9	200601201033	20060120103301	770.583986253558
10	08	01	771.15566774	05	2	0	5									200601201033	20060120103301	770.583986253558
10	01	01	806.63151704	01	1	51	2	1	2	2	11		503	5	3	200601201034	20060120103401	810.465036241827
10	02	01	806.63151704	02	2	46	2	1	2	2	11		408	4	8	200601201034	20060120103401	810.465036241827
10	03	01	806.63151704	03	1	22	5	1	1			1	504	5	4	200601201034	20060120103401	810.465036241827
10	04	01	806.63151704	03	1	14	5	1	1			2	409	4	9	200601201034	20060120103401	810.465036241827
10	01	01	736.0876694	01	1	42	2	1	2	2	01		408	4	8	200601201035	20060120103501	737.934359456166
10	02	01	736.0876694	02	2	37	2	1	2	2	07		408	4	8	200601201035	20060120103501	737.934359456166
10	03	01	736.0876694	03	1	18	5	1	1			2	501	5	1	200601201035	20060120103501	737.934359456166
10	04	01	736.0876694	03	2	15	5	1	1			2	409	4	9	200601201035	20060120103501	737.934359456166
10	01	01	852.51314601	01	1	77	2	1	2	2	11		305	3	5	200601201036	20060120103601	854.623002660032
10	02	01	852.51314601	02	2	67	2	1	2	2	11		408	4	8	200601201036	20060120103601	854.623002660032
10	03	01	852.51314601	03	1	50	5	1	2	2	06		305	3	5	200601201036	20060120103601	854.623002660032
10	04	01	852.51314601	03	2	38	5	1	2	2	06		611	6	11	200601201036	20060120103601	854.623002660032
10	05	01	852.51314601	05	1	16	5	1	2	2	11		611	6	11	200601201036	20060120103601	854.623002660032
10	01	01	855.065435	01	1	58	2	1	2	2	11		302	3	2	200601201037	20060120103701	856.11777240128
10	02	01	855.065435	02	2	49	2	2	2	2	11		100	1	0	200601201037	20060120103701	856.11777240128
10	03	01	855.065435	03	1	31	5	1	2	2	02		501	5	1	200601201037	20060120103701	856.11777240128
10	01	01	676.77333376	01	1	29	1	1	2	2	02		407	4	7	200601201038	20060120103801	678.256634660804
10	02	01	676.77333376	02	2	25	1	1	2	2	02		407	4	7	200601201038	20060120103801	678.256634660804
10	03	01	676.77333376	03	2	8	5	1	1			1	302	3	2	200601201038	20060120103801	678.256634660804
10	04	01	676.77333376	03	2	6	5	1	1			1	301	3	1	200601201038	20060120103801	678.256634660804
10	05	01	676.77333376	03	2	5	5	2	1			1	300	3	0	200601201038	20060120103801	678.256634660804
10	01	01	998.60517901	01	2	54	2	1	2	2	11		303	3	3	200601201039	20060120103901	1003.65353809307
10	02	01	998.60517901	02	1	56	2	1	2	2	11		305	3	5	200601201039	20060120103901	1003.65353809307
10	03	01	998.60517901	03	1	31	5	1	2	2	01		305	3	5	200601201039	20060120103901	1003.65353809307
10	04	01	998.60517901	03	1	29	5	1	2	2	01		304	3	4	200601201039	20060120103901	1003.65353809307
10	05	01	998.60517901	03	1	28	5	1	2	2	01		305	3	5	200601201039	20060120103901	1003.65353809307
10	06	01	998.60517901	03	1	24	5	1	2	2	01		611	6	11	200601201039	20060120103901	1003.65353809307
10	07	01	998.60517901	03	2	23	5	1	2	2	02		611	6	11	200601201039	20060120103901	1003.65353809307
10	08	01	998.60517901	03	2	26	5	1	2	2	02		611	6	11	200601201039	20060120103901	1003.65353809307
10	09	01	998.60517901	03	2	32	5	1	2	2	02		611	6	11	200601201039	20060120103901	1003.65353809307
10	01	01	781.96929838	01	2	55	1	1	2	2	11		305	3	5	200601201040	20060120104001	782.09232587437
10	02	01	781.96929838	02	1	55	1	1	2	2	11		408	4	8	200601201040	20060120104001	782.09232587437
10	03	01	781.96929838	03	2	27	5	1	2	2	01		502	5	2	200601201040	20060120104001	782.09232587437
10	04	01	781.96929838	03	2	22	1	1	2	2	01		502	5	2	200601201040	20060120104001	782.09232587437
10	05	01	781.96929838	04	1	25	1	1	2	2	01		303	3	3	200601201040	20060120104001	782.09232587437
10	01	01	659.35963696	01	1	45	1	1	2	2	01		611	6	11	200601201041	20060120104101	660.066742643082
10	02	01	659.35963696	02	2	47	1	1	2	2	02		611	6	11	200601201041	20060120104101	660.066742643082
10	03	01	659.35963696	03	2	20	5	1	2	2	02		611	6	11	200601201041	20060120104101	660.066742643082
10	04	01	659.35963696	03	2	18	5	1	2	2	02		611	6	11	200601201041	20060120104101	660.066742643082
10	05	01	659.35963696	03	1	17	5	1	2	2	02		611	6	11	200601201041	20060120104101	660.066742643082
10	01	01	723.08765523	01	1	30	5	1	2	2	01		504	5	4	200601201042	20060120104201	723.370154587216
10	02	01	723.08765523	08	2	20	5	1	1			2	501	5	1	200601201042	20060120104201	723.370154587216
10	03	01	723.08765523	08	1	17	5	1	1			1	500	5	0	200601201042	20060120104201	723.370154587216
10	01	01	842.49782066	01	1	48	2	1	2	2	01		409	4	9	200601201043	20060120104301	844.077255880784
10	02	01	842.49782066	02	2	51	2	1	2	2	07		409	4	9	200601201043	20060120104301	844.077255880784
10	03	01	842.49782066	03	1	29	5	1	2	2	11		505	5	5	200601201043	20060120104301	844.077255880784
10	04	01	842.49782066	03	2	24	5	1	1			1	503	5	3	200601201043	20060120104301	844.077255880784
10	01	01	588.45285198	01	2	44	4	1	2	2	01		502	5	2	200601201044	20060120104401	589.500975847013
10	02	01	588.45285198	03	2	23	1	1	2	2	01		611	6	11	200601201044	20060120104401	589.500975847013
10	03	01	588.45285198	04	1	23	1	1	2	2	01		305	3	5	200601201044	20060120104401	589.500975847013
10	04	01	588.45285198	05	2	1	5									200601201044	20060120104401	589.500975847013
10	01	01	729.9034846	01	1	33	2	1	2	2	01		409	4	9	200601201045	20060120104501	732.597419428744
10	02	01	729.9034846	02	2	35	2	1	2	2	01		305	3	5	200601201045	20060120104501	732.597419428744
10	03	01	729.9034846	03	1	23	5	1	1			1	408	4	8	200601201045	20060120104501	732.597419428744
10	04	01	729.9034846	03	1	15	5	1	1			1	408	4	8	200601201045	20060120104501	732.597419428744
10	05	01	729.9034846	03	2	12	5	1	1			1	406	4	6	200601201045	20060120104501	732.597419428744
10	01	01	818.99988665	01	1	36	1	1	2	2	01		408	4	8	200601201046	20060120104601	821.13891629667
10	02	01	818.99988665	02	2	33	1	1	2	2	02		409	4	9	200601201046	20060120104601	821.13891629667
10	01	01	865.41118759	01	1	40	1	1	2	2	01		409	4	9	200601201047	20060120104701	866.437114201409
10	02	01	865.41118759	02	2	39	1	1	2	2	01		611	6	11	200601201047	20060120104701	866.437114201409
10	03	01	865.41118759	03	1	8	5	1	1			1	302	3	2	200601201047	20060120104701	866.437114201409
10	04	01	865.41118759	08	1	45	5	1	2	2	02		611	6	11	200601201047	20060120104701	866.437114201409
10	01	01	818.99988665	01	1	50	2	1	2	2	01		611	6	11	200601201048	20060120104801	821.13891629667
10	02	01	818.99988665	02	2	49	2	1	2	2	07		611	6	11	200601201048	20060120104801	821.13891629667
10	01	01	799.81568767	01	1	35	4	1	2	2	01		406	4	6	200601201049	20060120104901	801.2377714003
10	02	01	799.81568767	03	1	16	5	1	1			1	409	4	9	200601201049	20060120104901	801.2377714003
10	01	01	913.0416683	01	2	52	3	1	2	2	07		304	3	4	200601201050	20060120105001	916.607932666445
10	02	01	913.0416683	03	1	36	5	1	2	2	01		611	6	11	200601201050	20060120105001	916.607932666445
10	03	01	913.0416683	03	1	35	5	1	2	2	01		611	6	11	200601201050	20060120105001	916.607932666445
10	04	01	913.0416683	03	1	15	5	1	1			1	409	4	9	200601201050	20060120105001	916.607932666445
10	01	01	729.9034846	01	1	48	2	1	2	2	01		611	6	11	200601201051	20060120105101	732.597419428744
10	02	01	729.9034846	02	2	49	2	1	2	2	07		611	6	11	200601201051	20060120105101	732.597419428744
10	03	01	729.9034846	03	1	20	5	1	1			1	501	5	1	200601201051	20060120105101	732.597419428744
10	04	01	729.9034846	03	2	19	5	1	1			1	500	5	0	200601201051	20060120105101	732.597419428744
10	05	01	729.9034846	03	1	18	5	1	1			1	500	5	0	200601201051	20060120105101	732.597419428744
10	01	01	765.18522113	01	1	44	2	1	2	2	01		502	5	2	200601201052	20060120105201	765.631157804212
10	02	01	765.18522113	02	2	37	2	1	2	2	01		502	5	2	200601201052	20060120105201	765.631157804212
10	03	01	765.18522113	03	1	4	5									200601201052	20060120105201	765.631157804212
10	01	01	691.11145027	01	1	63	1	1	2	2	11		305	3	5	200601201053	20060120105301	692.008404059949
10	02	01	691.11145027	02	2	47	1	1	2	2	07		501	5	1	200601201053	20060120105301	692.008404059949
10	03	01	691.11145027	03	2	26	5	1	1			2	500	5	0	200601201053	20060120105301	692.008404059949
10	04	01	691.11145027	03	2	23	5	1	1			1	502	5	2	200601201053	20060120105301	692.008404059949
10	01	01	818.99988665	01	1	28	1	1	2	2	01		611	6	11	200601201054	20060120105401	821.13891629667
10	02	01	818.99988665	02	2	26	1	1	2	2	01		505	5	5	200601201054	20060120105401	821.13891629667
10	01	01	659.35963696	01	1	49	2	1	2	2	01		611	6	11	200601201055	20060120105501	660.066742643082
10	02	01	659.35963696	02	2	40	2	1	2	2	01		502	5	2	200601201055	20060120105501	660.066742643082
10	03	01	659.35963696	03	2	19	5	1	1			2	503	5	3	200601201055	20060120105501	660.066742643082
10	04	01	659.35963696	03	1	18	5	1	1			2	501	5	1	200601201055	20060120105501	660.066742643082
10	05	01	659.35963696	03	2	17	5	1	1			2	500	5	0	200601201055	20060120105501	660.066742643082
10	01	01	812.81570184	01	1	52	1	1	2	2	01		504	5	4	200601201056	20060120105601	815.801976269249
10	02	01	812.81570184	02	2	48	1	1	2	2	07		611	6	11	200601201056	20060120105601	815.801976269249
10	03	01	812.81570184	03	1	13	5	1	1			2	407	4	7	200601201056	20060120105601	815.801976269249
10	01	01	812.44015605	01	1	42	2	1	2	2	11		505	5	5	200601201057	20060120105701	809.146972662722
10	02	01	812.44015605	02	2	31	2	1	2	2	07		503	5	3	200601201057	20060120105701	809.146972662722
10	03	01	812.44015605	03	1	7	5	1	1			1	301	3	1	200601201057	20060120105701	809.146972662722
10	04	01	812.44015605	03	1	4	5									200601201057	20060120105701	809.146972662722
10	05	01	812.44015605	06	2	67	3	1	2	2	11		305	3	5	200601201057	20060120105701	809.146972662722
10	06	01	812.44015605	08	2	24	5	1	2	2	11		505	5	5	200601201057	20060120105701	809.146972662722
10	07	01	812.44015605	09	2	0	5									200601201057	20060120105701	809.146972662722
10	01	01	1061.7106744	01	1	62	1	1	2	2	11		408	4	8	200601201058	20060120105801	1062.75567139607
10	02	01	1061.7106744	02	2	52	1	1	2	2	11		302	3	2	200601201058	20060120105801	1062.75567139607
10	03	01	1061.7106744	03	1	25	5	1	2	2	01		611	6	11	200601201058	20060120105801	1062.75567139607
10	04	01	1061.7106744	03	2	22	5	1	2	2	02		611	6	11	200601201058	20060120105801	1062.75567139607
10	05	01	1061.7106744	09	1	23	5	1	1			1	501	5	1	200601201058	20060120105801	1062.75567139607
10	01	01	1052.1296791	01	1	38	2	1	2	2	01		505	5	5	200601201059	20060120105901	1052.74284198079
10	02	01	1052.1296791	02	2	39	2	1	2	2	07		502	5	2	200601201059	20060120105901	1052.74284198079
10	03	01	1052.1296791	03	1	8	5	1	1			1	302	3	2	200601201059	20060120105901	1052.74284198079
10	01	01	1037.9042692	01	2	54	4	1	2	2	11		408	4	8	200601201060	20060120106001	1038.55374700561
10	02	01	1037.9042692	09	1	80	3	1	2	2	11		302	3	2	200601201060	20060120106001	1038.55374700561
10	01	01	928.75361497	01	1	38	1	1	2	2	02		611	6	11	200601201061	20060120106101	925.649087167998
10	02	01	928.75361497	02	2	24	1	1	2	2	02		502	5	2	200601201061	20060120106101	925.649087167998
10	03	01	928.75361497	03	1	0	5									200601201061	20060120106101	925.649087167998
10	01	01	1052.1296791	01	1	50	1	1	2	2	01		305	3	5	200601201062	20060120106201	1052.74284198079
10	02	01	1052.1296791	02	2	38	1	1	2	2	07		611	6	11	200601201062	20060120106201	1052.74284198079
10	03	01	1052.1296791	03	1	1	5									200601201062	20060120106201	1052.74284198079
10	01	01	1037.9042692	01	1	62	2	1	2	2	11		305	3	5	200601201063	20060120106301	1038.55374700561
10	02	01	1037.9042692	02	2	38	2	1	2	2	07		611	6	11	200601201063	20060120106301	1038.55374700561
10	01	01	979.81088615	01	1	23	5	1	2	2	01		611	6	11	200601201064	20060120106401	983.119527324072
10	02	01	979.81088615	08	2	31	5	1	2	2	11		505	5	5	200601201064	20060120106401	983.119527324072
10	01	01	857.32251566	01	1	36	2	1	2	2	01		611	6	11	200601201065	20060120106501	859.456350636918
10	02	01	857.32251566	02	2	33	2	1	2	2	07		611	6	11	200601201065	20060120106501	859.456350636918
10	03	01	857.32251566	03	2	10	5	1	1			2	400	4	0	200601201065	20060120106501	859.456350636918
10	01	01	1007.6184185	01	1	38	2	1	2	2	01		302	3	2	200601201066	20060120106601	1012.52231263115
10	02	01	1007.6184185	02	2	26	2	1	2	2	07		611	6	11	200601201066	20060120106601	1012.52231263115
10	03	01	1007.6184185	03	1	17	5	1	1			1	610	6	10	200601201066	20060120106601	1012.52231263115
10	04	01	1007.6184185	03	1	14	5	1	1			1	408	4	8	200601201066	20060120106601	1012.52231263115
10	05	01	1007.6184185	08	1	33	5	1	2	2	01		408	4	8	200601201066	20060120106601	1012.52231263115
10	01	01	954.10719125	01	1	45	2	1	2	2	01		611	6	11	200601201067	20060120106701	955.510091919456
10	02	01	954.10719125	02	2	38	2	1	2	2	11		611	6	11	200601201067	20060120106701	955.510091919456
10	03	01	954.10719125	07	1	66	2	1	2	2	11		305	3	5	200601201067	20060120106701	955.510091919456
10	04	01	954.10719125	07	2	77	2	1	2	2	11		305	3	5	200601201067	20060120106701	955.510091919456
10	01	01	896.2563449	01	1	47	2	1	2	2	01		611	6	11	200601201068	20060120106801	900.515806418656
10	02	01	896.2563449	02	2	44	2	1	2	2	01		611	6	11	200601201068	20060120106801	900.515806418656
10	03	01	896.2563449	03	1	20	5	1	1			2	503	5	3	200601201068	20060120106801	900.515806418656
10	04	01	896.2563449	03	1	16	5	1	1			2	409	4	9	200601201068	20060120106801	900.515806418656
10	01	01	660.70715794	01	2	41	3	1	2	2	01		503	5	3	200601201069	20060120106901	660.930356707244
10	02	01	660.70715794	03	2	17	5	1	1			1	500	5	0	200601201069	20060120106901	660.930356707244
10	03	01	660.70715794	03	2	5	5	2	1			2	200	2	0	200601201069	20060120106901	660.930356707244
10	01	01	764.44032357	01	2	40	4	1	2	2	01		505	5	5	200601201070	20060120107001	767.901351923037
10	02	01	764.44032357	03	2	0	5									200601201070	20060120107001	767.901351923037
10	03	01	764.44032357	06	2	78	3	1	2	2	11		305	3	5	200601201070	20060120107001	767.901351923037
10	04	01	764.44032357	08	2	39	4	1	2	2	01		611	6	11	200601201070	20060120107001	767.901351923037
10	01	01	764.95166693	01	1	37	2	1	2	2	02		611	6	11	200601201071	20060120107101	764.180948030654
10	02	01	764.95166693	02	2	32	2	1	2	2	02		610	6	10	200601201071	20060120107101	764.180948030654
10	03	01	764.95166693	03	2	13	5	1	1			1	406	4	6	200601201071	20060120107101	764.180948030654
10	04	01	764.95166693	03	1	9	5	1	1			1	304	3	4	200601201071	20060120107101	764.180948030654
10	01	01	811.00306077	01	1	43	2	1	2	2	01		611	6	11	200601201072	20060120107201	813.996318701472
10	02	01	811.00306077	02	2	42	2	1	2	2	01		611	6	11	200601201072	20060120107201	813.996318701472
10	03	01	811.00306077	03	1	19	5	1	1			2	500	5	0	200601201072	20060120107201	813.996318701472
10	04	01	811.00306077	03	2	17	5	1	2	2	11		611	6	11	200601201072	20060120107201	813.996318701472
10	05	01	811.00306077	03	1	15	5	1	1			1	610	6	10	200601201072	20060120107201	813.996318701472
10	01	01	782.95110466	01	2	58	2	1	2	2	11		303	3	3	200601201073	20060120107301	781.828360168412
10	02	01	782.95110466	02	1	64	2	1	2	2	11		302	3	2	200601201073	20060120107301	781.828360168412
10	03	01	782.95110466	05	1	9	5	1	1			1	303	3	3	200601201073	20060120107301	781.828360168412
10	04	01	782.95110466	11	2	26	4	1	2	2	01		611	6	11	200601201073	20060120107301	781.828360168412
10	01	01	785.16263432	01	1	37	2	1	2	2	02		305	3	5	200601201074	20060120107401	787.132443201108
10	02	01	785.16263432	02	2	39	2	1	2	2	07		305	3	5	200601201074	20060120107401	787.132443201108
10	03	01	785.16263432	03	2	17	5	1	2	2	02		611	6	11	200601201074	20060120107401	787.132443201108
10	04	01	785.16263432	03	1	12	5	1	1			1	406	4	6	200601201074	20060120107401	787.132443201108
10	01	01	677.190546	01	2	33	1	1	2	2	01		304	3	4	200601201075	20060120107501	677.121234665781
10	02	01	677.190546	02	1	28	1	1	2	2	06		611	6	11	200601201075	20060120107501	677.121234665781
10	03	01	677.190546	03	2	18	5	1	2	2	11		611	6	11	200601201075	20060120107501	677.121234665781
10	04	01	677.190546	03	1	12	5	1	1			1	304	3	4	200601201075	20060120107501	677.121234665781
10	05	01	677.190546	03	1	10	5	1	1			1	303	3	3	200601201075	20060120107501	677.121234665781
10	06	01	677.190546	03	2	2	5									200601201075	20060120107501	677.121234665781
10	01	01	827.50670709	01	1	73	2	1	2	2	11		302	3	2	200601201076	20060120107601	734.682707902925
10	02	01	827.50670709	02	2	69	2	1	2	2	11		302	3	2	200601201076	20060120107601	734.682707902925
10	03	01	827.50670709	03	2	43	2	1	2	2	06		406	4	6	200601201076	20060120107601	734.682707902925
10	04	01	827.50670709	04	1	50	2	1	2	2	11		611	6	11	200601201076	20060120107601	734.682707902925
10	05	01	827.50670709	05	1	22	5	1	2	2	06		409	4	9	200601201076	20060120107601	734.682707902925
10	06	01	827.50670709	05	2	15	5	1	2	2	11		305	3	5	200601201076	20060120107601	734.682707902925
10	01	02	659.3460293	01	1	41	2	1	2	2	01		409	4	9	200601201076	20060120107602	734.682707902925
10	02	02	659.3460293	02	2	33	2	1	2	2	02		302	3	2	200601201076	20060120107602	734.682707902925
10	03	02	659.3460293	03	2	17	5	2	2	2	02		100	1	0	200601201076	20060120107602	734.682707902925
10	04	02	659.3460293	03	2	14	5	1	2	2	02		406	4	6	200601201076	20060120107602	734.682707902925
10	05	02	659.3460293	03	2	9	5	1	1			1	303	3	3	200601201076	20060120107602	734.682707902925
10	01	01	838.08098308	01	1	65	2	1	2	2	11		305	3	5	200601201077	20060120107701	836.857057088664
10	02	01	838.08098308	02	2	61	2	1	2	2	11		305	3	5	200601201077	20060120107701	836.857057088664
10	03	01	838.08098308	03	1	36	4	1	2	2	01		611	6	11	200601201077	20060120107701	836.857057088664
10	04	01	838.08098308	05	1	4	5									200601201077	20060120107701	836.857057088664
10	05	01	838.08098308	03	1	21	5	1	2	2	06		611	6	11	200601201077	20060120107701	836.857057088664
10	01	01	980.51064073	01	1	30	5	1	2	2	01		305	3	5	200601201078	20060120107801	983.410937356368
10	02	01	980.51064073	08	1	30	5	1	2	2	01		305	3	5	200601201078	20060120107801	983.410937356368
10	03	01	980.51064073	08	2	25	5	1	2	2	06		406	4	6	200601201078	20060120107801	983.410937356368
10	01	01	823.47036053	01	1	53	2	1	2	2	11		409	4	9	200601201079	20060120107901	826.518233683531
10	02	01	823.47036053	02	2	52	2	1	2	2	11		611	6	11	200601201079	20060120107901	826.518233683531
10	03	01	823.47036053	03	1	22	5	1	2	2	11		611	6	11	200601201079	20060120107901	826.518233683531
10	04	01	823.47036053	03	2	28	3	1	2	2	02		611	6	11	200601201079	20060120107901	826.518233683531
10	05	01	823.47036053	05	1	9	5	1	1			1	400	4	0	200601201079	20060120107901	826.518233683531
10	01	01	720.48990435	01	1	37	2	1	2	2	01		408	4	8	200601201080	20060120108001	718.081535861446
10	02	01	720.48990435	02	2	24	2	1	2	2	01		611	6	11	200601201080	20060120108001	718.081535861446
10	03	01	720.48990435	03	1	3	5									200601201080	20060120108001	718.081535861446
10	01	01	544.54105078	01	1	35	1	1	2	2	01		407	4	7	200601201081	20060120108101	540.546476907669
10	02	01	544.54105078	02	2	30	1	1	2	2	01		305	3	5	200601201081	20060120108101	540.546476907669
10	03	01	544.54105078	03	2	16	5	1	1			1	610	6	10	200601201081	20060120108101	540.546476907669
10	04	01	544.54105078	03	2	13	5	1	1			1	408	4	8	200601201081	20060120108101	540.546476907669
10	05	01	544.54105078	03	1	11	5	1	1			1	304	3	4	200601201081	20060120108101	540.546476907669
10	06	01	544.54105078	03	1	4	5									200601201081	20060120108101	540.546476907669
10	07	01	544.54105078	03	2	2	5									200601201081	20060120108101	540.546476907669
10	01	01	780.56130256	01	2	42	5	1	2	2	01		611	6	11	200601201082	20060120108201	783.892758743534
10	02	01	780.56130256	11	2	30	5	1	2	2	01		504	5	4	200601201082	20060120108201	783.892758743534
10	01	01	640.05032156	01	1	44	1	1	2	2	01		303	3	3	200601201083	20060120108301	640.416953667628
10	02	01	640.05032156	02	2	40	1	1	2	2	07		305	3	5	200601201083	20060120108301	640.416953667628
10	03	01	640.05032156	03	2	12	5	1	1			1	406	4	6	200601201083	20060120108301	640.416953667628
10	04	01	640.05032156	03	2	10	5	1	1			1	304	3	4	200601201083	20060120108301	640.416953667628
10	05	01	640.05032156	03	2	4	5									200601201083	20060120108301	640.416953667628
10	06	01	640.05032156	03	2	3	5									200601201083	20060120108301	640.416953667628
10	01	01	624.14456254	01	2	54	4	1	2	2	11		406	4	6	200601201084	20060120108401	627.617103680023
10	02	01	624.14456254	03	2	28	5	1	1			1	501	5	1	200601201084	20060120108401	627.617103680023
10	03	01	624.14456254	03	2	26	5	1	2	2	01		502	5	2	200601201084	20060120108401	627.617103680023
10	04	01	624.14456254	03	1	22	5	1	2	2	02		611	6	11	200601201084	20060120108401	627.617103680023
10	05	01	624.14456254	03	2	19	5	1	1			1	501	5	1	200601201084	20060120108401	627.617103680023
10	06	01	624.14456254	03	2	16	5	1	1			1	610	6	10	200601201084	20060120108401	627.617103680023
10	01	01	663.19618619	01	1	80	2	1	2	2	11		302	3	2	200601201085	20060120108501	661.806517160016
10	02	01	663.19618619	02	2	72	2	1	2	2	11		302	3	2	200601201085	20060120108501	661.806517160016
10	03	01	663.19618619	03	2	33	5	1	2	2	07		611	6	11	200601201085	20060120108501	661.806517160016
10	04	01	663.19618619	05	2	15	5	1	1			1	408	4	8	200601201085	20060120108501	661.806517160016
10	05	01	663.19618619	05	1	2	5									200601201085	20060120108501	661.806517160016
10	06	01	663.19618619	05	1	20	5	1	2	2	02		611	6	11	200601201085	20060120108501	661.806517160016
10	01	01	791.75911872	01	1	53	2	1	2	2	01		407	4	7	200601201086	20060120108601	792.825197020158
10	02	01	791.75911872	02	2	47	2	1	2	2	01		611	6	11	200601201086	20060120108601	792.825197020158
10	03	01	791.75911872	03	2	12	5	1	1			1	407	4	7	200601201086	20060120108601	792.825197020158
10	01	01	673.18887699	01	1	55	2	1	2	2	01		201	2	1	200601201087	20060120108701	673.243389788425
10	02	01	673.18887699	02	2	50	2	1	2	2	07		305	3	5	200601201087	20060120108701	673.243389788425
10	03	01	673.18887699	03	2	31	5	1	2	2	02		305	3	5	200601201087	20060120108701	673.243389788425
10	04	01	673.18887699	03	2	20	1	1	2	2	02		611	6	11	200601201087	20060120108701	673.243389788425
10	05	01	673.18887699	04	1	23	1	1	2	2	02		611	6	11	200601201087	20060120108701	673.243389788425
10	06	01	673.18887699	05	1	0	5									200601201087	20060120108701	673.243389788425
10	01	01	4146.9641598	01	2	50	4	1	2	2	07		302	3	2	200601201088	20060120108801	4091.70542105474
10	02	01	4146.9641598	03	1	27	5	1	2	2	01		305	3	5	200601201088	20060120108801	4091.70542105474
10	01	01	3951.2708973	01	1	24	2	1	2	2	01		611	6	11	200601201089	20060120108901	3958.6469184393
10	02	01	3951.2708973	02	2	23	2	1	2	2	01		611	6	11	200601201089	20060120108901	3958.6469184393
10	03	01	3951.2708973	03	1	7	5	1	1			1	301	3	1	200601201089	20060120108901	3958.6469184393
