Reg	Orden	Hogar	Fex_c	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	Llave_viv	Llave_hog	Fex_c_2011
50	03	01	1097.5088434	1	3	2	2	2	2	2							200601300311	20060130031101	1096.05149630216
50	01	01	756.45733889	4	6												200601300312	20060130031201	771.736467927084
50	02	01	756.45733889	4	4	2	2	1									200601300312	20060130031201	771.736467927084
50	03	01	756.45733889	4	1												200601300312	20060130031201	771.736467927084
50	04	01	756.45733889	4	1												200601300312	20060130031201	771.736467927084
50	05	01	756.45733889	4	4	2	2	2	2	2							200601300312	20060130031201	771.736467927084
50	01	01	1165.2683942	2	1												200601300313	20060130031301	1160.44632537244
50	02	01	1165.2683942	2	4	2	2	2	2	1	12						200601300313	20060130031301	1160.44632537244
50	03	01	1165.2683942	2	4	1											200601300313	20060130031301	1160.44632537244
50	01	01	856.3717066	1	1												200601300314	20060130031401	856.424466616415
50	01	01	999.09342597	1	1												200601300315	20060130031501	992.416315880772
50	02	01	999.09342597	1	4	2	2	2	2	2							200601300315	20060130031501	992.416315880772
50	01	01	790.24804424	1	1												200601300316	20060130031601	793.963294092667
50	02	01	790.24804424	2	4	2	2	2	2	2							200601300316	20060130031601	793.963294092667
50	03	01	790.24804424	2	4	2	2	2	2	2							200601300316	20060130031601	793.963294092667
50	04	01	790.24804424	2	1												200601300316	20060130031601	793.963294092667
50	05	01	790.24804424	2	4	2	2	2	2	1	02	2		2			200601300316	20060130031601	793.963294092667
50	01	01	1145.1840972	1	1												200601300317	20060130031701	1152.88938195109
50	02	01	1145.1840972	1	4	2	2	2	2	2							200601300317	20060130031701	1152.88938195109
50	05	01	1145.1840972	1	6												200601300317	20060130031701	1152.88938195109
50	01	01	1096.6792646	3	1												200601300318	20060130031801	1096.03071715556
50	02	01	1096.6792646	3	4	2	2	2	2	2							200601300318	20060130031801	1096.03071715556
50	03	01	1096.6792646	3	5	2	2	1									200601300318	20060130031801	1096.03071715556
50	04	01	1096.6792646	3	5	2	2	2	2	2							200601300318	20060130031801	1096.03071715556
50	01	01	959.62850863	1	1												200601300319	20060130031901	962.742577241352
50	02	01	959.62850863	1	4	2	2	2	2	2							200601300319	20060130031901	962.742577241352
50	01	01	805.36310288	1	1												200601300320	20060130032001	814.930126328721
50	02	01	805.36310288	1	4	2	2	2	2	2							200601300320	20060130032001	814.930126328721
50	03	01	805.36310288	1	4	2	2	2	2	2							200601300320	20060130032001	814.930126328721
50	07	01	805.36310288	2	5	2	2	2	2	2							200601300320	20060130032001	814.930126328721
50	08	01	805.36310288	2	4	2	2	2	2	2							200601300320	20060130032001	814.930126328721
50	09	01	805.36310288	2	6												200601300320	20060130032001	814.930126328721
50	01	01	1133.0930855	2	1												200601300321	20060130032101	1143.51008566028
50	02	01	1133.0930855	2	4	2	2	2	2	2							200601300321	20060130032101	1143.51008566028
50	01	01	1064.0783687	1	4	2	2	2	2	2							200601300322	20060130032201	1056.58324860935
50	02	01	1064.0783687	1	1												200601300322	20060130032201	1056.58324860935
50	03	01	1064.0783687	1	1												200601300322	20060130032201	1056.58324860935
50	04	01	1064.0783687	1	4	2	2	2	2	2							200601300322	20060130032201	1056.58324860935
50	05	01	1064.0783687	1	4	2	2	2	2	2							200601300322	20060130032201	1056.58324860935
50	07	01	1064.0783687	1	1												200601300322	20060130032201	1056.58324860935
50	08	01	1064.0783687	1	4	2	2	2	2	2							200601300322	20060130032201	1056.58324860935
50	01	01	1299.9951896	1	1												200601300323	20060130032301	1302.40313304385
50	02	01	1299.9951896	1	1												200601300323	20060130032301	1302.40313304385
50	03	01	1299.9951896	1	5	1											200601300323	20060130032301	1302.40313304385
50	01	01	1218.6353538	1	1												200601300324	20060130032401	1224.80459942326
50	02	01	1218.6353538	2	4	2	2	2	2	2							200601300324	20060130032401	1224.80459942326
50	01	01	997.63958436	1	5	2	2	2	1							1	200601300325	20060130032501	1002.32985894685
50	02	01	997.63958436	1	4	2	2	2	2	1	02	2		2			200601300325	20060130032501	1002.32985894685
50	03	01	997.63958436	1	5	2	2	2	2	2							200601300325	20060130032501	1002.32985894685
50	04	01	997.63958436	1	5	2	2	2	2	2							200601300325	20060130032501	1002.32985894685
50	05	01	997.63958436	1	5	2	2	2	2	2							200601300325	20060130032501	1002.32985894685
50	01	01	934.10273546	2	5	2	2	2	2	2							200601300326	20060130032601	939.628202861464
50	02	01	934.10273546	2	4	2	1										200601300326	20060130032601	939.628202861464
50	03	01	934.10273546	2	1												200601300326	20060130032601	939.628202861464
50	04	01	934.10273546	2	1												200601300326	20060130032601	939.628202861464
50	06	01	934.10273546	2	5	2	2	2	2	2							200601300326	20060130032601	939.628202861464
50	01	01	1127.4897514	1	1												200601300327	20060130032701	1124.80572269972
50	02	01	1127.4897514	2	4	2	2	2	2	1	09	2		2			200601300327	20060130032701	1124.80572269972
50	01	01	1211.4720099	2	1												200601300328	20060130032801	1215.40333013911
50	02	01	1211.4720099	2	4	2	2	2	2	2							200601300328	20060130032801	1215.40333013911
50	01	01	1133.7606449	2	1												200601300329	20060130032901	1126.2712838338
50	02	01	1133.7606449	2	4	2	2	2	2	2							200601300329	20060130032901	1126.2712838338
50	01	01	1037.0268292	1	1												200601300330	20060130033001	1029.8439792495
50	02	01	1037.0268292	2	4	2	2	2	2	2							200601300330	20060130033001	1029.8439792495
50	01	01	987.37296037	2	1												200601300331	20060130033101	993.025911047311
50	02	01	987.37296037	2	1												200601300331	20060130033101	993.025911047311
50	03	01	987.37296037	3	1												200601300331	20060130033101	993.025911047311
50	01	01	1016.6763677	1	1												200601300332	20060130033201	815.631287466249
50	02	01	1016.6763677	1	4	2	2	2	2	2							200601300332	20060130033201	815.631287466249
50	01	02	811.84881782	1	1												200601300332	20060130033202	815.631287466249
50	02	02	811.84881782	1	4	2	2	2	2	2							200601300332	20060130033202	815.631287466249
50	01	01	783.90731951	1	1												200601300333	20060130033301	788.222463432976
50	02	01	783.90731951	2	1												200601300333	20060130033301	788.222463432976
50	04	01	783.90731951	2	4	2	2	2	2	2							200601300333	20060130033301	788.222463432976
50	01	01	946.29263995	1	5	2	1										200601300334	20060130033401	950.545436316182
50	02	01	946.29263995	2	5	2	1										200601300334	20060130033401	950.545436316182
50	01	01	1209.5923918	2	1												200601300335	20060130033501	1207.98621258518
50	02	01	1209.5923918	2	1												200601300335	20060130033501	1207.98621258518
50	03	01	1209.5923918	2	4	2	2	2	2	2							200601300335	20060130033501	1207.98621258518
50	01	01	645.67341969	1	1												200601300336	20060130033601	649.031077903235
50	02	01	645.67341969	1	1												200601300336	20060130033601	649.031077903235
50	03	01	645.67341969	1	5	2	2	1									200601300336	20060130033601	649.031077903235
50	04	01	645.67341969	1	5	2	2	1									200601300336	20060130033601	649.031077903235
50	01	01	965.50365996	2	1												200601300337	20060130033701	966.777245179144
50	02	01	965.50365996	2	4	2	2	2	2	2							200601300337	20060130033701	966.777245179144
50	01	01	909.63383281	2	1												200601300338	20060130033801	910.998985929228
50	02	01	909.63383281	2	4	2	2	2	2	2							200601300338	20060130033801	910.998985929228
50	01	01	951.86882521	2	1												200601300339	20060130033901	954.957713057061
50	02	01	951.86882521	2	4	2	1										200601300339	20060130033901	954.957713057061
50	01	01	765.87488236	2	1												200601300340	20060130034001	773.19791261904
50	02	01	765.87488236	2	4	1											200601300340	20060130034001	773.19791261904
50	03	01	765.87488236	2	5	2	2	2	2	2							200601300340	20060130034001	773.19791261904
50	01	01	1019.0804634	2	1												200601300341	20060130034101	1018.83183699771
50	02	01	1019.0804634	2	4	1											200601300341	20060130034101	1018.83183699771
50	01	01	946.65841968	1	5	2	2	2	2	2							200601300342	20060130034201	955.143073098946
50	01	01	823.89674907	1	4	2	1										200601300343	20060130034301	834.616772051193
50	01	01	827.87611499	1	4	2	2	2	2	1	11						200601300344	20060130034401	837.257396601573
50	02	01	827.87611499	1	3	2	2	2	2	1	14						200601300344	20060130034401	837.257396601573
50	01	01	818.6712682	2	1												200601300345	20060130034501	819.899907236212
50	02	01	818.6712682	2	4	2	2	1									200601300345	20060130034501	819.899907236212
50	01	01	1470.4795888	1	1												200601300346	20060130034601	1463.30357276834
50	02	01	1470.4795888	1	4	2	2	2	2	2							200601300346	20060130034601	1463.30357276834
50	03	01	1470.4795888	1	1												200601300346	20060130034601	1463.30357276834
50	04	01	1470.4795888	1	3	2	2	2	2	2							200601300346	20060130034601	1463.30357276834
50	01	01	784.25253344	1	4	1											200601300347	20060130034701	795.263451596514
50	02	01	784.25253344	1	5	2	2	2	2	2							200601300347	20060130034701	795.263451596514
50	03	01	784.25253344	1	1												200601300347	20060130034701	795.263451596514
50	01	01	909.49299627	1	4	2	1										200601300348	20060130034801	916.11970820519
50	01	01	736.9195419	1	1												200601300349	20060130034901	743.66447421788
50	02	01	736.9195419	1	4	2	2	2	2	2							200601300349	20060130034901	743.66447421788
50	03	01	736.9195419	1	5	2	2	2	2	2							200601300349	20060130034901	743.66447421788
50	04	01	736.9195419	1	5	2	2	2	2	2							200601300349	20060130034901	743.66447421788
50	01	01	949.08454757	1	4	2	2	2	2	1	08	1	2				200601300350	20060130035001	958.829917333311
50	01	01	1151.3387157	2	5	2	1										200601300351	20060130035101	1156.12847907302
50	02	01	1151.3387157	2	1												200601300351	20060130035101	1156.12847907302
50	01	01	799.87510084	2	1												200601300352	20060130035201	802.30398374219
50	02	01	799.87510084	2	4	2	1										200601300352	20060130035201	802.30398374219
50	03	01	799.87510084	2	1												200601300352	20060130035201	802.30398374219
50	01	01	1050.146472	2	1												200601300353	20060130035301	1115.24014715875
50	02	01	1050.146472	2	1												200601300353	20060130035301	1115.24014715875
50	01	02	1104.6659759	1	1												200601300353	20060130035302	1115.24014715875
50	01	01	1249.4390873	2	1												200601300354	20060130035401	1240.04137060818
50	02	01	1249.4390873	2	4	2	2	2	2	2							200601300354	20060130035401	1240.04137060818
50	03	01	1249.4390873	2	5	2	2	1									200601300354	20060130035401	1240.04137060818
50	04	01	1249.4390873	2	5	2	2	1									200601300354	20060130035401	1240.04137060818
50	05	01	1249.4390873	5	5	1											200601300354	20060130035401	1240.04137060818
50	06	01	1249.4390873	5	1												200601300354	20060130035401	1240.04137060818
50	01	01	1331.0195782	1	1												200601300355	20060130035501	1329.09226776054
50	02	01	1331.0195782	1	5	2	2	2	2	2							200601300355	20060130035501	1329.09226776054
50	04	01	1331.0195782	1	5	2	2	2	2	2							200601300355	20060130035501	1329.09226776054
50	01	01	972.65343952	1	1												200601300356	20060130035601	973.050804644467
50	02	01	972.65343952	1	1												200601300356	20060130035601	973.050804644467
50	03	01	972.65343952	1	1												200601300356	20060130035601	973.050804644467
50	04	01	972.65343952	1	1												200601300356	20060130035601	973.050804644467
50	05	01	972.65343952	1	1												200601300356	20060130035601	973.050804644467
50	01	01	1191.3681807	2	1												200601300357	20060130035701	1184.56019389688
50	02	01	1191.3681807	2	4	2	2	2	2	2							200601300357	20060130035701	1184.56019389688
50	01	01	1259.2735721	1	1												200601300358	20060130035801	1264.51236270521
50	02	01	1259.2735721	1	1												200601300358	20060130035801	1264.51236270521
50	01	01	925.90938592	2	1												200601300359	20060130035901	938.731513537029
50	02	01	925.90938592	2	4	2	2	2	2	2							200601300359	20060130035901	938.731513537029
50	03	01	925.90938592	2	5	2	2	2	2	2							200601300359	20060130035901	938.731513537029
50	06	01	925.90938592	2	5	2	2	2	2	2							200601300359	20060130035901	938.731513537029
50	01	01	1087.0591737	2	5	2	2	1									200601300360	20060130036001	1087.29629642152
50	02	01	1087.0591737	2	1												200601300360	20060130036001	1087.29629642152
50	03	01	1087.0591737	2	5	2	2	2	2	2							200601300360	20060130036001	1087.29629642152
50	05	01	1087.0591737	2	5	2	2	2	1							1	200601300360	20060130036001	1087.29629642152
50	01	01	1266.0049669	1	5	2	1										200601300361	20060130036101	1274.24492899019
50	02	01	1266.0049669	2	4	2	2	2	2	1	02	2		2			200601300361	20060130036101	1274.24492899019
50	03	01	1266.0049669	1	5	2	2	2	2	1	02	2		2			200601300361	20060130036101	1274.24492899019
50	01	01	1145.3073415	2	1												200601300362	20060130036201	1142.15567841269
50	02	01	1145.3073415	2	1												200601300362	20060130036201	1142.15567841269
50	03	01	1145.3073415	2	1												200601300362	20060130036201	1142.15567841269
50	04	01	1145.3073415	2	4	2	2	2	2	2							200601300362	20060130036201	1142.15567841269
50	07	01	1145.3073415	2	4	2	2	2	2	2							200601300362	20060130036201	1142.15567841269
50	01	01	1383.8015012	2	1												200601300363	20060130036301	1382.81179908843
50	02	01	1383.8015012	2	1												200601300363	20060130036301	1382.81179908843
50	03	01	1383.8015012	2	4	2	2	2	2	2							200601300363	20060130036301	1382.81179908843
50	01	01	1298.736888	1	1												200601300364	20060130036401	1303.75825519712
50	02	01	1298.736888	1	5	2	2	2	2	2							200601300364	20060130036401	1303.75825519712
50	01	01	1353.2124374	1	1												200601300365	20060130036501	1347.69447410274
50	01	01	1360.7928016	2	1												200601300366	20060130036601	1358.98584814418
50	02	01	1360.7928016	2	1												200601300366	20060130036601	1358.98584814418
50	03	01	1360.7928016	2	5	2	2	2	2	2							200601300366	20060130036601	1358.98584814418
50	01	01	1148.5948322	1	5	2	1										200601300367	20060130036701	1149.2073401462
50	02	01	1148.5948322	2	1												200601300367	20060130036701	1149.2073401462
50	01	01	874.86120439	2	1												200601300368	20060130036801	877.517788423549
50	02	01	874.86120439	2	1												200601300368	20060130036801	877.517788423549
50	03	01	874.86120439	2	4	2	2	2	2	2							200601300368	20060130036801	877.517788423549
50	01	01	1112.8568958	1	5	2	2	2	2	2							200601300369	20060130036901	1123.08785608522
50	02	01	1112.8568958	2	4	2	2	2	2	2							200601300369	20060130036901	1123.08785608522
50	01	01	1102.5208581	2	1												200601300370	20060130037001	1091.2943957207
50	02	01	1102.5208581	2	4	2	2	2	2	2							200601300370	20060130037001	1091.2943957207
50	01	01	1444.8073493	1	1												200601300371	20060130037101	1438.82850306999
50	02	01	1444.8073493	1	4	2	2	2	2	2							200601300371	20060130037101	1438.82850306999
50	03	01	1444.8073493	2	1												200601300371	20060130037101	1438.82850306999
50	01	01	714.15286457	1	1												200601300372	20060130037201	721.998583846567
50	02	01	714.15286457	1	5	1											200601300372	20060130037201	721.998583846567
50	03	01	714.15286457	1	5	1											200601300372	20060130037201	721.998583846567
50	04	01	714.15286457	1	5	2	2	2	2	2							200601300372	20060130037201	721.998583846567
50	05	01	714.15286457	1	5	2	2	2	2	2							200601300372	20060130037201	721.998583846567
50	01	01	1181.7720313	1	5	1											200601300373	20060130037301	1184.43800772704
50	02	01	1181.7720313	1	1												200601300373	20060130037301	1184.43800772704
50	03	01	1181.7720313	1	1												200601300373	20060130037301	1184.43800772704
50	01	01	1581.2915147	1	1												200601300374	20060130037401	1572.84799924373
50	02	01	1581.2915147	2	1												200601300374	20060130037401	1572.84799924373
50	03	01	1581.2915147	2	5	2	2	2	2	1	02	2		2			200601300374	20060130037401	1572.84799924373
50	04	01	1581.2915147	2	5	2	2	2	2	1	02	2		2			200601300374	20060130037401	1572.84799924373
50	05	01	1581.2915147	2	5	2	2	2	2	2							200601300374	20060130037401	1572.84799924373
50	06	01	1581.2915147	2	5	2	2	2	2	2							200601300374	20060130037401	1572.84799924373
50	01	01	1449.5729962	1	4	1											200601300375	20060130037501	1442.12321066602
50	02	01	1449.5729962	1	5	1											200601300375	20060130037501	1442.12321066602
50	03	01	1449.5729962	1	5	2	2	2	2	1	11						200601300375	20060130037501	1442.12321066602
50	01	01	1393.8686242	1	1												200601300376	20060130037601	1370.80684939752
50	02	01	1393.8686242	1	4	2	2	2	2	2							200601300376	20060130037601	1370.80684939752
50	03	01	1393.8686242	1	5	2	2	2	2	2							200601300376	20060130037601	1370.80684939752
50	04	01	1393.8686242	1	5	2	2	2	2	2							200601300376	20060130037601	1370.80684939752
50	05	01	1393.8686242	1	5	2	2	2	2	2							200601300376	20060130037601	1370.80684939752
50	01	01	1581.2915147	1	1												200601300377	20060130037701	1572.84799924373
50	02	01	1581.2915147	2	5	2	2	2	2	1	13						200601300377	20060130037701	1572.84799924373
50	03	01	1581.2915147	2	1												200601300377	20060130037701	1572.84799924373
50	04	01	1581.2915147	2	1												200601300377	20060130037701	1572.84799924373
50	05	01	1581.2915147	2	5	2	2	2	2	2							200601300377	20060130037701	1572.84799924373
50	06	01	1581.2915147	2	5	2	2	2	2	2							200601300377	20060130037701	1572.84799924373
50	01	01	1330.3018846	2	1												200601300378	20060130037801	1328.83691628963
50	02	01	1330.3018846	2	4	2	2	2	2	1	12						200601300378	20060130037801	1328.83691628963
50	03	01	1330.3018846	2	5	2	2	2	2	2							200601300378	20060130037801	1328.83691628963
50	04	01	1330.3018846	2	5	1											200601300378	20060130037801	1328.83691628963
50	05	01	1330.3018846	2	5	2	2	2	2	1	02	2		2			200601300378	20060130037801	1328.83691628963
50	01	01	1241.9976863	1	1												200601300379	20060130037901	1237.5803890145
50	02	01	1241.9976863	1	4	2	2	2	2	2							200601300379	20060130037901	1237.5803890145
50	01	01	805.04198062	3	1												200601300380	20060130038001	817.372162786029
50	02	01	805.04198062	3	1												200601300380	20060130038001	817.372162786029
50	03	01	805.04198062	3	1												200601300380	20060130038001	817.372162786029
50	05	01	805.04198062	3	4	2	2	2	2	2							200601300380	20060130038001	817.372162786029
50	06	01	805.04198062	3	5	2	2	2	2	2							200601300380	20060130038001	817.372162786029
50	07	01	805.04198062	3	4	2	2	2	2	2							200601300380	20060130038001	817.372162786029
50	09	01	805.04198062	9	1												200601300380	20060130038001	817.372162786029
50	10	01	805.04198062	9	4	2	2	2	2	2							200601300380	20060130038001	817.372162786029
50	01	01	1142.0304862	1	1												200601300381	20060130038101	1142.10084531492
50	01	01	1100.6543998	2	1												200601300382	20060130038201	1102.30623128465
50	02	01	1100.6543998	2	4	2	2	2	2	1	02	2		2			200601300382	20060130038201	1102.30623128465
50	01	01	937.01045352	1	1												200601300383	20060130038301	932.311450760071
50	02	01	937.01045352	1	4	2	2	2	2	2							200601300383	20060130038301	932.311450760071
50	03	01	937.01045352	1	5	2	2	2	2	2							200601300383	20060130038301	932.311450760071
50	04	01	937.01045352	1	5	2	2	2	2	2							200601300383	20060130038301	932.311450760071
50	05	01	937.01045352	1	5	2	2	2	2	2							200601300383	20060130038301	932.311450760071
50	01	01	1104.1297508	1	4	2	2	2	2	1	12						200601300384	20060130038401	1097.82762237102
50	01	01	1189.3685085	1	1												200601300385	20060130038501	1198.00842055167
50	02	01	1189.3685085	1	4	2	2	1									200601300385	20060130038501	1198.00842055167
50	01	01	1271.0572718	2	1												200601300386	20060130038601	1273.92466808684
50	02	01	1271.0572718	2	4	2	2	1									200601300386	20060130038601	1273.92466808684
50	03	01	1271.0572718	2	1												200601300386	20060130038601	1273.92466808684
50	01	01	1230.1755684	2	1												200601300387	20060130038701	1221.59496453969
50	02	01	1230.1755684	2	4	2	2	2	2	2							200601300387	20060130038701	1221.59496453969
50	01	01	922.91766911	2	1												200601300388	20060130038801	911.392754759136
50	02	01	922.91766911	2	4	1											200601300388	20060130038801	911.392754759136
50	01	01	1340.8507818	2	1												200601300389	20060130038901	1351.42732652353
50	02	01	1340.8507818	2	4	2	2	2	2	2							200601300389	20060130038901	1351.42732652353
50	03	01	1340.8507818	2	4	2	2	2	2	2							200601300389	20060130038901	1351.42732652353
50	04	01	1340.8507818	2	1												200601300389	20060130038901	1351.42732652353
50	01	01	747.94715502	2	1												200601300390	20060130039001	745.72985397721
50	02	01	747.94715502	2	1												200601300390	20060130039001	745.72985397721
50	03	01	747.94715502	2	3	2	2	2	2	2							200601300390	20060130039001	745.72985397721
50	04	01	747.94715502	2	3	2	2	2	2	2							200601300390	20060130039001	745.72985397721
50	01	01	1080.5214	2	1												200601300391	20060130039101	1088.22352796725
50	02	01	1080.5214	2	2	2	2	2	1							1	200601300391	20060130039101	1088.22352796725
50	01	01	1249.2311161	1	4	2	2	2	2	2							200601300392	20060130039201	1253.97122417344
50	01	01	947.66456107	2	1												200601300393	20060130039301	942.645141266302
50	02	01	947.66456107	2	1												200601300393	20060130039301	942.645141266302
50	03	01	947.66456107	2	1												200601300393	20060130039301	942.645141266302
50	04	01	947.66456107	2	1												200601300393	20060130039301	942.645141266302
50	05	01	947.66456107	2	3	2	2	2	2	2							200601300393	20060130039301	942.645141266302
50	06	01	947.66456107	2	3	2	2	2	2	2							200601300393	20060130039301	942.645141266302
50	01	01	647.17903472	2	1												200601300394	20060130039401	625.731386497764
50	02	01	647.17903472	2	4	2	2	2	2	2							200601300394	20060130039401	625.731386497764
50	03	01	647.17903472	2	1												200601300394	20060130039401	625.731386497764
50	04	01	647.17903472	2	4	2	2	2	2	2							200601300394	20060130039401	625.731386497764
50	05	01	647.17903472	2	3	2	2	2	2	2							200601300394	20060130039401	625.731386497764
50	06	01	647.17903472	2	5	2	2	2	2	2							200601300394	20060130039401	625.731386497764
50	07	01	647.17903472	2	3	2	2	2	2	2							200601300394	20060130039401	625.731386497764
50	01	01	973.92205912	2	1												200601300395	20060130039501	977.647815793859
50	02	01	973.92205912	2	1												200601300395	20060130039501	977.647815793859
50	03	01	973.92205912	2	3	2	2	2	2	2							200601300395	20060130039501	977.647815793859
50	01	01	1249.2311161	1	4	2	2	2	2	2							200601300396	20060130039601	1253.97122417344
50	01	01	966.62858109	2	5	2	2	2	2	2							200601300397	20060130039701	956.245464634875
50	02	01	966.62858109	2	1												200601300397	20060130039701	956.245464634875
50	03	01	966.62858109	2	2	2	2	2	1							1	200601300397	20060130039701	956.245464634875
50	04	01	966.62858109	2	1												200601300397	20060130039701	956.245464634875
50	05	01	966.62858109	2	1												200601300397	20060130039701	956.245464634875
50	01	01	1131.6734666	2	1												200601300398	20060130039801	1136.83994376454
50	02	01	1131.6734666	2	1												200601300398	20060130039801	1136.83994376454
50	03	01	1131.6734666	2	3	2	2	2	2	2							200601300398	20060130039801	1136.83994376454
50	04	01	1131.6734666	2	3	2	2	2	2	2							200601300398	20060130039801	1136.83994376454
50	01	01	1038.214669	2	1												200601300399	20060130039901	1045.15313533439
50	02	01	1038.214669	2	1												200601300399	20060130039901	1045.15313533439
50	03	01	1038.214669	2	1												200601300399	20060130039901	1045.15313533439
50	01	01	1248.5496514	1	4	2	2	2	2	2							200601300400	20060130040001	1243.27675754453
50	02	01	1248.5496514	1	2	2	2	2	1							1	200601300400	20060130040001	1243.27675754453
50	03	01	1248.5496514	1	1												200601300400	20060130040001	1243.27675754453
50	04	01	1248.5496514	1	3	2	2	2	2	2							200601300400	20060130040001	1243.27675754453
50	05	01	1248.5496514	1	3	2	2	2	2	2							200601300400	20060130040001	1243.27675754453
50	01	01	796.51541967	1	4	2	2	2	2	2							200601300401	20060130040101	803.605380836578
50	02	01	796.51541967	1	3	2	2	2	2	2							200601300401	20060130040101	803.605380836578
50	01	01	1519.7716655	1	1												200601300402	20060130040201	1521.26254213673
50	02	01	1519.7716655	1	4	2	2	2	2	2							200601300402	20060130040201	1521.26254213673
50	03	01	1519.7716655	1	1												200601300402	20060130040201	1521.26254213673
50	01	01	1360.4183835	4	1												200601300403	20060130040301	1369.08171906665
50	02	01	1360.4183835	4	1												200601300403	20060130040301	1369.08171906665
50	03	01	1360.4183835	4	2	2	2	2	1							1	200601300403	20060130040301	1369.08171906665
50	04	01	1360.4183835	4	5	2	2	2	2	2							200601300403	20060130040301	1369.08171906665
50	01	01	1249.2311161	1	1												200601300404	20060130040401	1253.97122417344
50	01	01	1216.2236754	2	1												200601300405	20060130040501	1216.45482734236
50	02	01	1216.2236754	2	4	2	2	2	2	2							200601300405	20060130040501	1216.45482734236
50	03	01	1216.2236754	2	1												200601300405	20060130040501	1216.45482734236
50	04	01	1216.2236754	2	3	2	2	2	2	2							200601300405	20060130040501	1216.45482734236
50	05	01	1216.2236754	2	3	2	2	2	2	2							200601300405	20060130040501	1216.45482734236
50	09	01	1216.2236754	2	5	2	2	2	2	2							200601300405	20060130040501	1216.45482734236
50	01	01	973.75169294	2	1												200601300406	20060130040601	1406.6706258009
50	02	01	973.75169294	2	1												200601300406	20060130040601	1406.6706258009
50	03	01	973.75169294	2	3	2	2	2	2	2							200601300406	20060130040601	1406.6706258009
50	04	01	973.75169294	2	3	2	2	2	2	2							200601300406	20060130040601	1406.6706258009
50	01	02	1385.274124	1	1												200601300406	20060130040602	1406.6706258009
50	02	02	1385.274124	1	1												200601300406	20060130040602	1406.6706258009
50	03	02	1385.274124	1	3	2	2	2	2	2							200601300406	20060130040602	1406.6706258009
50	01	01	616.2474512	2	1												200601300407	20060130040701	619.290539855858
50	02	01	616.2474512	2	1												200601300407	20060130040701	619.290539855858
50	03	01	616.2474512	2	1												200601300407	20060130040701	619.290539855858
50	04	01	616.2474512	2	1												200601300407	20060130040701	619.290539855858
50	05	01	616.2474512	2	1												200601300407	20060130040701	619.290539855858
50	06	01	616.2474512	2	1												200601300407	20060130040701	619.290539855858
50	07	01	616.2474512	2	3	2	2	2	2	2							200601300407	20060130040701	619.290539855858
50	08	01	616.2474512	2	3	2	2	2	2	2							200601300407	20060130040701	619.290539855858
50	09	01	616.2474512	2	4	2	2	2	2	2							200601300407	20060130040701	619.290539855858
50	01	01	905.86892866	2	2	2	2	2	1							1	200601300408	20060130040801	907.59559860512
50	02	01	905.86892866	2	1												200601300408	20060130040801	907.59559860512
50	03	01	905.86892866	2	3	2	2	2	2	2							200601300408	20060130040801	907.59559860512
50	04	01	905.86892866	2	3	2	2	2	2	2							200601300408	20060130040801	907.59559860512
50	01	01	931.78569434	2	1												200601300409	20060130040901	937.251039818221
50	02	01	931.78569434	2	4	2	2	2	2	2							200601300409	20060130040901	937.251039818221
50	03	01	931.78569434	2	4	2	2	2	2	2							200601300409	20060130040901	937.251039818221
50	01	01	796.34505349	1	1												200601300410	20060130041001	793.070808561368
50	02	01	796.34505349	1	2	2	2	2	1							1	200601300410	20060130041001	793.070808561368
50	03	01	796.34505349	1	3	2	2	2	2	2							200601300410	20060130041001	793.070808561368
50	01	02	948.00529344	2	1												200601300410	20060130041002	793.070808561368
50	02	02	948.00529344	2	4	2	2	2	2	2							200601300410	20060130041002	793.070808561368
50	03	02	948.00529344	2	5	2	2	2	2	2							200601300410	20060130041002	793.070808561368
50	04	02	948.00529344	2	3	2	2	2	2	2							200601300410	20060130041002	793.070808561368
50	01	01	1190.540529	2	1												200601300411	20060130041101	1195.9989044744
50	02	01	1190.540529	2	4	2	2	2	2	2							200601300411	20060130041101	1195.9989044744
50	01	01	922.91766911	2	1												200601300412	20060130041201	911.392754759136
50	02	01	922.91766911	2	1												200601300412	20060130041201	911.392754759136
50	01	01	1249.2311161	1	1												200601300413	20060130041301	1253.97122417344
50	01	01	846.48712955	1	5	2	2	2	2	2							200601300414	20060130041401	848.373295288049
50	02	01	846.48712955	1	4	2	2	2	2	2							200601300414	20060130041401	848.373295288049
50	03	01	846.48712955	1	1												200601300414	20060130041401	848.373295288049
50	04	01	846.48712955	1	3	2	2	2	2	2							200601300414	20060130041401	848.373295288049
50	01	01	1131.8438328	2	1												200601300415	20060130041501	1139.51356042177
50	02	01	1131.8438328	2	1												200601300415	20060130041501	1139.51356042177
50	03	01	1131.8438328	2	3	2	2	2	2	2							200601300415	20060130041501	1139.51356042177
50	01	01	1063.6203361	1	1												200601300416	20060130041601	1066.7877265758
50	02	01	1063.6203361	1	1												200601300416	20060130041601	1066.7877265758
50	03	01	1063.6203361	1	3	1											200601300416	20060130041601	1066.7877265758
50	04	01	1063.6203361	1	3	2	2	2	2	2							200601300416	20060130041601	1066.7877265758
50	05	01	1063.6203361	1	3	2	2	2	2	2							200601300416	20060130041601	1066.7877265758
50	01	01	989.45044624	1	5	2	2	2	2	2							200601300417	20060130041701	987.139166938369
50	02	01	989.45044624	1	1												200601300417	20060130041701	987.139166938369
