Reg	Orden	Hogar	Fex_c	P60	P61	P61a	P62	P63	P64	P64a	Valor65a	Valor65b	Valor65c	Valor66a	Valor66b	Valor66c	Llave_viv	Llave_hog	Fex_c_2011
80	01	01	352.88695301	2				2			0	0	0	0	0	0	200601200192	20060120019201	352.884377515262
80	10	01	352.88695301	2				2			0	0	0	0	0	0	200601200192	20060120019201	352.884377515262
80	11	01	352.88695301	2				2			0	0	0	0	0	0	200601200192	20060120019201	352.884377515262
80	02	01	676.08881908								0	0	0	0	0	0	200601200193	20060120019301	677.089660936286
80	01	01	745.47135019	1	4	7	2				0	0	381500	0	0	0	200601200194	20060120019401	744.589781421308
80	02	01	745.47135019	1	4	3	2				0	0	0	0	0	0	200601200194	20060120019401	744.589781421308
80	02	01	818.99988665	2				2			0	0	0	0	0	0	200601200196	20060120019601	821.13891629667
80	02	01	754.83946854	2				2			0	300000	0	0	0	0	200601200197	20060120019701	755.311816004083
80	01	01	711.37055562	1	4	3	2				0	0	0	0	0	0	200601200198	20060120019801	710.123399311754
80	02	01	717.77637017	2				2			0	0	0	0	0	0	200601200199	20060120019901	621.85125825098
80	02	03	724.18218472	1	4	4	2				0	0	0	0	0	0	200601200199	20060120019903	621.85125825098
80	03	02	576.95738212	2				2			0	0	0	0	0	0	200601200200	20060120020002	637.677718852126
80	02	03	705.18637082	1	1	0	2				60000	0	0	0	0	0	200601200200	20060120020003	637.677718852126
80	03	03	705.18637082	2				2			0	0	0	0	0	0	200601200200	20060120020003	637.677718852126
80	03	01	742.2718542								0	0	0	0	0	0	200601200201	20060120020101	743.271299483587
80	04	01	665.54382176	2				2			0	0	0	0	0	0	200601200203	20060120020301	665.403682670504
80	01	01	839.51313185	1	3	8	2				0	0	0	500000	0	0	200601200204	20060120020401	840.058797791082
80	02	01	839.51313185	2				2			0	0	0	0	0	0	200601200204	20060120020401	840.058797791082
80	03	01	839.51313185	2				2			0	0	0	0	0	0	200601200204	20060120020401	840.058797791082
80	01	01	667.04836606	1	4	3	2				0	0	0	0	0	0	200601200205	20060120020501	669.264523517072
80	03	01	667.04836606	1	4	7	2				0	0	0	0	0	0	200601200205	20060120020501	669.264523517072
80	04	01	667.04836606	1	4	7	2				0	0	0	0	0	0	200601200205	20060120020501	669.264523517072
80	05	01	667.04836606	2				2			0	0	0	0	0	0	200601200205	20060120020501	669.264523517072
80	02	01	688.67881844	1	4	3	2				0	0	0	0	0	0	200601200206	20060120020601	690.30693224421
80	03	01	688.67881844	2				2			0	0	0	0	0	0	200601200206	20060120020601	690.30693224421
80	04	01	688.67881844	2				2			0	0	0	0	0	0	200601200206	20060120020601	690.30693224421
80	01	01	579.08473363	1	4	3	2				0	0	0	0	0	0	200601200207	20060120020701	578.778941264238
80	03	01	579.08473363	2				2			0	0	0	0	0	0	200601200207	20060120020701	578.778941264238
80	03	01	688.45718869	1	2	2	2				0	0	0	0	0	0	200601200208	20060120020801	687.763540991129
80	02	01	651.0860481	1	2	8	2				0	0	0	0	0	0	200601200209	20060120020901	651.85861534585
80	03	01	651.0860481	2				2			0	0	0	0	0	0	200601200209	20060120020901	651.85861534585
80	06	01	651.0860481	2				2			0	0	0	0	0	0	200601200209	20060120020901	651.85861534585
80	02	01	771.59103568	2				2			0	0	0	0	0	0	200601200211	20060120021101	773.511489084715
80	02	01	593.63948677	2				2			0	0	0	0	0	0	200601200212	20060120021201	592.508686567218
80	02	01	634.45413811	1	1	3	2				0	0	0	0	0	0	200601200214	20060120021401	633.452240190727
80	02	01	574.86530261	2				2			0	0	0	0	0	0	200601200215	20060120021501	573.954475231872
80	04	01	574.86530261	2				2			0	0	0	0	0	0	200601200215	20060120021501	573.954475231872
80	08	01	574.86530261	2				2			0	0	0	0	0	0	200601200215	20060120021501	573.954475231872
80	02	01	678.1114361	1	4	3	2				0	0	0	0	0	0	200601200216	20060120021601	737.306601964687
80	03	01	678.1114361	2				2			0	0	0	0	0	0	200601200216	20060120021601	737.306601964687
80	02	01	695.27301805	2				2			0	0	0	0	0	0	200601200218	20060120021801	696.990805832656
80	03	01	695.27301805	2				2			0	0	0	0	0	0	200601200218	20060120021801	696.990805832656
80	04	01	695.27301805	2				2			0	0	0	0	0	0	200601200218	20060120021801	696.990805832656
80	04	01	729.9034846	2				2			0	0	0	0	0	0	200601200219	20060120021901	732.597419428744
80	05	01	729.9034846	2				2			0	0	0	0	0	0	200601200219	20060120021901	732.597419428744
80	03	01	736.0876694	2				2			0	0	0	0	0	0	200601200220	20060120022001	737.934359456166
80	02	01	924.51446048	2				2			0	0	0	0	0	0	200601200221	20060120022101	927.702676741644
80	03	01	924.51446048	2				2			0	0	0	0	0	0	200601200221	20060120022101	927.702676741644
80	02	01	570.55156756	2				2			0	0	0	0	0	0	200601200222	20060120022201	570.917280544129
80	02	01	658.77506987	2				2			0	0	0	0	0	0	200601200223	20060120022301	659.488261379594
80	02	01	658.77506987	1	3	3	2				0	0	0	0	0	0	200601200225	20060120022501	659.488261379594
80	02	01	759.00103633	1	4	3	2				0	0	0	0	0	0	200601200226	20060120022601	760.29421777679
80	03	01	759.00103633	2				2			0	0	0	0	0	0	200601200226	20060120022601	760.29421777679
80	02	01	674.86174545	1	1	1	2				0	0	0	0	0	0	200601200228	20060120022801	680.821017665816
80	05	01	674.86174545	2				2			0	0	0	0	0	0	200601200228	20060120022801	680.821017665816
80	06	01	674.86174545	2				2			0	0	0	0	0	0	200601200228	20060120022801	680.821017665816
80	02	01	688.45718869	1	1	8	2				0	0	0	0	0	0	200601200232	20060120023201	687.763540991129
80	03	01	688.45718869	2				2			0	0	0	0	0	0	200601200232	20060120023201	687.763540991129
80	01	01	602.99268246	1	4	5	2				0	0	382000	1200000	0	0	200601200233	20060120023301	603.064214409376
80	02	01	602.99268246	2				2			0	0	0	0	0	0	200601200233	20060120023301	603.064214409376
80	03	01	602.99268246	2				2			0	0	0	0	0	0	200601200233	20060120023301	603.064214409376
80	04	01	602.99268246	2				2			0	0	0	0	0	0	200601200233	20060120023301	603.064214409376
80	05	01	602.99268246	2				2			0	0	0	0	0	0	200601200233	20060120023301	603.064214409376
80	08	01	602.99268246	2				2			0	0	0	0	0	0	200601200233	20060120023301	603.064214409376
80	02	01	444.91013986	1	1	3	2				0	0	0	0	0	0	200601200234	20060120023401	441.561395672523
80	01	01	739.28716539	1	4	5	2				0	180000	650000	0	0	0	200601200235	20060120023501	739.252841393886
80	02	01	739.28716539	2				2			0	0	0	0	0	0	200601200235	20060120023501	739.252841393886
80	03	01	739.28716539	2				2			0	0	0	0	0	0	200601200235	20060120023501	739.252841393886
80	02	01	628.04832356	2				2			0	0	0	0	0	0	200601200236	20060120023601	625.571908910224
80	02	01	759.00103633	1	2	3	2				0	0	0	0	0	0	200601200238	20060120023801	760.29421777679
80	03	01	759.00103633	2				2			0	0	0	0	0	0	200601200238	20060120023801	760.29421777679
