Reg	Orden	Hogar	Fex_c	P24	P26	P27	P26n	P27a	P27bi	P27bii	Valor28	P29	Valor29	P30	Valor30	P30a	Valor30a	P30b	Valor30b	Valor31	Valor31a	Valor32a	Valor32b	Valor33a	Valor33b	Valor33c	P33a	P33b	P33c	P33d	P33e	Llave_viv	Llave_hog	Fex_c_2011
60	03	01	835.90933787	62	01	4	0111	2			200000	1	80000	2		2		2				0	0	0	0	0	1	2		2		200601300242	20060130024201	839.839258439054
60	01	01	949.9634185	62	01	4	0111	2			200000	2		2		2		2				0	0	0	0	0	2			2		200601300243	20060130024301	943.688179468212
60	01	01	904.09522767	62	01	4	0111	2			192000	2		2		2		2				0	0	0	0	0	2			2		200601300244	20060130024401	900.848268167608
60	01	01	889.28778707	62	01	4	0111	2			200000	2		1	30000	2		2				0	0	0	0	0	1	2		2		200601300245	20060130024501	897.69625833034
60	01	01	949.40407912	61	01	6	0111													6000000	500000	0	0	0	0	0	1	2		2		200601300246	20060130024601	958.132349132617
60	01	01	868.91140217	62	01	4	0111	2			200000	1	80000	2		2		2				0	0	0	0	0	1	2		2		200601300247	20060130024701	862.892984899785
60	01	01	1034.2540315	60	01	4	0121	1	2	03	510000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300248	20060130024801	1033.66864545891
60	01	01	949.40407912	62	01	4	0121	2			200000	1	80000	2		2		2				0	0	0	0	0	1	2		2		200601300249	20060130024901	958.132349132617
60	01	01	761.73690755	60	01	4	0121	2			320000	2		2		2		2				0	0	0	0	0	1	2		2		200601300250	20060130025001	766.943245910176
60	01	01	868.91140217	98	01	4	0121	1	2	03	250000	2		2		2		2				0	0	0	0	0	1	2		2		200601300251	20060130025101	862.892984899785
60	01	01	868.91140217	62	01	4	0121	1	2	03	510000	1	140000	2		2		2				0	0	0	0	0	1	1	1	1	1	200601300252	20060130025201	862.892984899785
60	02	01	868.91140217	77	15	5	1530													700000	135000	0	0	0	0	0	1	1	5	2		200601300252	20060130025201	862.892984899785
60	01	01	744.2968998	54	95	3	9500	2			80000	1	120000	1	40000	2		2				0	0	0	0	0	1	2		2		200601300253	20060130025301	755.935101007874
60	04	01	744.2968998	45	52	1	5211	2			80000	2		2		2		2				0	0	960000	0	0	1	2		2		200601300253	20060130025301	755.935101007874
60	02	01	825.34511831	13	80	2	8043	1	1		1200000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300254	20060130025401	826.583773270566
60	01	01	958.79892991	41	52	5	5211													2500000	300000	0	0	0	0	0	2			2		200601300255	20060130025501	962.721798094754
60	03	01	958.79892991	98	60	5	6041													850000	80000	0	0	0	0	0	2			2		200601300255	20060130025501	962.721798094754
60	01	01	1029.7492925	61	01	5	0121													1200000	100000	0	0	0	0	0	1	2		2		200601300256	20060130025601	1031.65666723188
60	02	01	1029.7492925	53	55	7	5522															0	0	0	0	0	1	2		2		200601300256	20060130025601	1031.65666723188
60	01	01	1047.8790031	61	01	5	0121													3200000	320000	0	0	0	0	0	1	2		2		200601300257	20060130025701	1046.11889972308
60	02	01	1047.8790031	41	52	5	5211													3000000	300000	0	0	0	0	0	1	2		2		200601300257	20060130025701	1046.11889972308
60	03	01	1047.8790031	45	52	7	5211															0	0	0	0	0	1	2		2		200601300257	20060130025701	1046.11889972308
60	01	01	954.3756276	51	55	5	5530													1200000	100000	0	0	0	0	0	1	2		2		200601300258	20060130025801	962.929448347791
60	01	01	1029.7492925	51	55	5	5530													4500000	400000	0	0	0	0	0	1	2		2		200601300259	20060130025901	1031.65666723188
60	02	01	1029.7492925	53	55	7	5530															0	0	0	0	0	1	2		2		200601300259	20060130025901	1031.65666723188
60	03	01	1029.7492925	53	55	7	5530															0	0	0	0	0	2			2		200601300259	20060130025901	1031.65666723188
60	01	01	471.36132521	77	15	5	1551													240000	20000	0	0	0	0	0	1	2		2		200601300260	20060130026001	484.880551012411
60	01	01	891.86895774	13	80	2	8043	1	1		945000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300261	20060130026101	898.347748171074
60	02	01	891.86895774	13	80	2	8043	1	1		945000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300261	20060130026101	898.347748171074
60	01	01	929.79078505	61	01	5	0121													4000000	500000	0	0	0	0	0	2			2		200601300262	20060130026201	932.056974570359
60	02	01	929.79078505	59	91	1	9111	1	2	12	850000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300262	20060130026201	932.056974570359
60	01	01	1025.6187087	41	51	5	5122													4000000	400000	0	0	0	0	0	1	1	5	2		200601300263	20060130026301	1032.29408483905
60	03	01	1025.6187087	97	51	7	5122															0	0	0	0	0	2			2		200601300263	20060130026301	1032.29408483905
60	01	01	1079.5820722	84	50	5	5020													2400000	200000	0	0	0	0	0	2			2		200601300265	20060130026501	1083.08539939652
60	02	01	1079.5820722	41	52	5	5211													2400000	200000	0	0	0	0	0	1	2		2		200601300265	20060130026501	1083.08539939652
60	01	01	804.10534981	41	52	5	5241													1800000	150000	0	0	0	0	0	1	2		2		200601300266	20060130026601	825.074977132029
60	02	01	804.10534981	45	52	7	5241															0	0	0	0	0	1	2		2		200601300266	20060130026601	825.074977132029
60	01	01	870.50333216	61	01	5	0111													3500000	1000000	0	0	0	0	0	1	2		2		200601300267	20060130026701	882.321550895646
60	02	01	870.50333216	59	85	5	8532													1920000	160000	0	0	0	0	0	1	2		2		200601300267	20060130026701	882.321550895646
60	01	01	1477.4056471	56	93	5	9301													1200000	100000	0	0	0	0	0	1	2		2		200601300268	20060130026801	1460.66968253666
60	01	01	1242.0142133	41	52	5	5211													1500000	300000	0	0	0	0	0	1	2		2		200601300269	20060130026901	1241.45908641292
60	01	01	1041.4880393	85	52	5	5272													2400000	200000	0	0	0	0	0	1	2		2		200601300270	20060130027001	1038.09707126238
60	03	01	1041.4880393	45	52	1	5211	2			64000	2		2		2		2				0	0	0	0	0	2			2		200601300270	20060130027001	1038.09707126238
60	04	01	1041.4880393	97	52	1	5211	2			64000	2		2		2		2				0	0	0	0	0	1	2		2		200601300270	20060130027001	1038.09707126238
60	01	01	1174.1334179	62	01	4	0121	2			300000	2		2		2		2				0	0	0	0	0	2			2		200601300271	20060130027101	1172.43327791312
60	02	01	1174.1334179	13	80	2	8043	1	1		600000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300271	20060130027101	1172.43327791312
60	01	01	1029.7492925	61	01	5	0111													1800000	150000	0	0	0	0	0	1	2		2		200601300272	20060130027201	1031.65666723188
60	02	01	1029.7492925	41	52	5	5211													2500000	240000	0	0	0	0	0	2			2		200601300272	20060130027201	1031.65666723188
60	03	01	1029.7492925	62	01	7	0111															0	0	0	0	0	2			2		200601300272	20060130027201	1031.65666723188
60	01	01	1291.3920572	51	55	5	5530													2400000	200000	0	0	0	0	0	1	2		1	3	200601300273	20060130027301	1286.47442391925
60	02	01	1291.3920572	53	55	7	5530															0	0	0	0	0	2			2		200601300273	20060130027301	1286.47442391925
60	04	01	1291.3920572	37	55	7	5530															0	0	0	0	0	2			2		200601300273	20060130027301	1286.47442391925
60	01	01	1027.3880595	61	01	5	0111													1000000	100000	0	0	0	0	0	1	2		2		200601300274	20060130027401	1027.13740631163
60	02	01	1027.3880595	45	52	7	5211															0	0	0	0	0	1	2		2		200601300274	20060130027401	1027.13740631163
60	01	01	1015.6313878	56	93	5	9301													250000	25000	0	0	0	0	0	1	2		2		200601300275	20060130027501	1019.85658579763
60	02	01	1015.6313878	62	01	4	0121	2			24000	2		2		2		2				0	0	0	0	0	2			2		200601300275	20060130027501	1019.85658579763
60	01	01	897.54316973	61	01	6	0117													1000000	100000	0	0	0	0	0	1	1	5	2		200601300276	20060130027601	905.794660644912
60	01	01	897.54316973	61	01	5	0118													1920000	160000	0	0	0	0	0	1	2		2		200601300277	20060130027701	905.794660644912
60	01	01	1066.2528322	20	75	2	7512	1	2	48	2000000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300279	20060130027901	1069.71290499864
60	02	01	1066.2528322	21	64	1	6421	1	1		800000	2		2		2		2				0	0	0	0	0	1	1	5	2		200601300279	20060130027901	1069.71290499864
60	01	01	995.0805439	13	80	2	8043	1	1		930000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300280	20060130028001	997.417048312689
60	01	01	1107.2070847	58	75	2	7524	1	1		1000000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300281	20060130028101	1106.41520445216
60	01	01	990.96451763	61	01	6	0121													15000000	1500000	0	0	0	0	0	1	1	4	2		200601300282	20060130028201	998.163166470362
60	02	01	990.96451763	39	85	2	8511	1	1		570000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300282	20060130028201	998.163166470362
60	01	01	949.67605091	58	75	2	7524	1	1		1150000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300283	20060130028301	946.26539284425
60	01	01	1144.1647364	58	40	1	4010	1	1		812000	2		2		2		2				80000	0	0	0	0	1	1	1	1	1	200601300284	20060130028401	1146.28403952801
60	02	01	1144.1647364	39	64	1	6421	1	1		560000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300284	20060130028401	1146.28403952801
60	01	01	1088.244051	62	01	4	0114	2			260000	1	100000	2		2		2				100000	0	0	0	0	1	2		2		200601300285	20060130028501	1091.09843239985
60	01	01	1226.6794778	55	80	2	8043	1	2	12	408900	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300286	20060130028601	1226.13120489267
60	01	01	1372.6532697	58	40	1	4010	1	2	36	820000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300287	20060130028701	1365.95465111394
60	02	01	1372.6532697	57	93	5	9302													1200000	100000	0	0	0	0	0	1	1	5	2		200601300287	20060130028701	1365.95465111394
60	02	01	903.59211889	45	52	5	5261													44000	44000	0	0	0	0	0	1	2		2		200601300288	20060130028801	897.333489524204
60	02	01	650.22314426	59	52	1	5231	2			70000	2		2		2		1	30000			0	0	0	0	0	2			2		200601300289	20060130028901	664.09996134022
60	03	01	650.22314426	05	75	5	7512													4200000	700000	0	0	0	0	0	1	1	5	2		200601300289	20060130028901	664.09996134022
60	01	01	609.34752133	53	55	1	5521	2			140000	1	100000	2		2		2				0	0	1200000	0	0	1	2		2		200601300290	20060130029001	612.721114071522
60	01	01	585.87879393	99	40	1	4010	1	2	12	736000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300291	20060130029101	595.988457308479
60	02	01	585.87879393	53	15	5	1521													240000	20000	0	0	0	0	0	1	1	5	2		200601300291	20060130029101	595.988457308479
60	01	01	1284.3925899	62	40	1	4010	1	2	12	450000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300293	20060130029301	1281.46214492196
60	01	01	923.86567296	58	40	1	4010	1	2	36	450000	2		2		1	50000	2				0	0	0	0	0	1	1	1	1	1	200601300294	20060130029401	928.285479738919
60	01	01	1152.6669034	77	15	7	1551															0	0	0	0	0	1	2		2		200601300295	20060130029501	1150.73078969539
60	02	01	1152.6669034	77	15	5	1551													1900000	200000	0	0	0	0	0	1	2		2		200601300295	20060130029501	1150.73078969539
60	03	01	1152.6669034	77	15	7	1551															0	0	0	0	0	1	2		2		200601300295	20060130029501	1150.73078969539
60	04	01	1152.6669034	45	15	7	1551															0	0	0	0	0	1	2		2		200601300295	20060130029501	1150.73078969539
60	05	01	1152.6669034	37	15	7	1551															0	0	0	0	0	1	2		2		200601300295	20060130029501	1150.73078969539
60	01	01	896.44742311	62	01	4	0118	2			80000	2		2		2		2				0	0	0	0	0	1	2		2		200601300296	20060130029601	917.021618751534
60	01	01	849.33016698	58	40	1	4010	2			680000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300297	20060130029701	857.451167761614
60	02	01	849.33016698	59	75	1	7530	1	2	12	600000	2		2		2		2				0	0	0	0	0	1	1	4	1	3	200601300297	20060130029701	857.451167761614
60	01	01	738.85641391	41	52	5	5211													1008000	84000	0	0	0	0	0	1	1	5	2		200601300298	20060130029801	743.619074151213
60	02	01	738.85641391	13	80	2	8043	1	1		580000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300298	20060130029801	743.619074151213
60	01	01	897.54316973	41	52	5	5211													2000000	200000	50000	0	500000	0	0	2			2		200601300299	20060130029901	905.794660644912
60	02	01	897.54316973	45	52	7	5211															0	0	0	0	0	2			2		200601300299	20060130029901	905.794660644912
60	01	01	974.45992464	61	01	5	0121													1000000	100000	0	0	0	0	0	1	2		2		200601300300	20060130030001	970.486391769137
60	01	01	891.86895774	61	01	5	0121													3000000	200000	0	0	0	0	0	1	2		2		200601300301	20060130030101	898.347748171074
60	01	01	854.70930052	07	75	2	7513	1	1		800000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300302	20060130030201	851.63970519953
60	02	01	854.70930052	59	85	5	8511													6000000	500000	0	0	0	0	0	1	1	4	1	3	200601300302	20060130030201	851.63970519953
60	01	01	926.36658891	13	80	2	8043	1	1		950000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300304	20060130030401	926.860589791098
60	01	01	1035.4235045	61	01	5	0118													2500000	200000	0	0	0	0	0	1	2		2		200601300305	20060130030501	1039.10357970572
60	03	01	1035.4235045	62	01	7	0118															0	0	0	0	0	1	2		2		200601300305	20060130030501	1039.10357970572
60	01	01	738.85641391	61	01	5	0121													3600000	300000	0	0	0	0	0	1	2		2		200601300306	20060130030601	743.619074151213
60	01	01	898.37274845	53	55	5	5529													300000	150000	0	0	0	0	0	1	2		2		200601300307	20060130030701	905.81543979151
60	01	01	839.87788451	61	01	5	0114													2400000	360000	0	0	0	0	0	1	2		2		200601300308	20060130030801	843.895890671745
60	01	01	974.45992464	45	52	5	5272													2400000	200000	60000	0	0	0	0	1	2		2		200601300309	20060130030901	970.486391769137
60	04	01	1235.3891781	99	51	5	5119													110000	4800	0	0	0	0	0	2			2		200601300310	20060130031001	1229.36041536296
60	01	01	1097.5088434	61	01	5	0121													1200000	100000	0	0	0	0	0	1	1	5	2		200601300311	20060130031101	1096.05149630216
60	02	01	1097.5088434	13	80	2	8043	1	1		580000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300311	20060130031101	1096.05149630216
60	02	01	756.45733889	45	52	7	5211															0	0	0	0	0	2			2		200601300312	20060130031201	771.736467927084
60	03	01	756.45733889	45	52	5	5269													750000	70000	0	0	0	0	0	2			2		200601300312	20060130031201	771.736467927084
60	04	01	756.45733889	41	52	5	5211													1500000	120000	0	0	0	0	0	2			2		200601300312	20060130031201	771.736467927084
60	01	01	1165.2683942	60	01	2	0111	2			200000	2		2		2		2				0	0	0	0	0	2			2		200601300313	20060130031301	1160.44632537244
60	03	01	1165.2683942	62	01	4	0111	2			100000	2		2		2		2				0	0	0	0	0	2			2		200601300313	20060130031301	1160.44632537244
60	01	01	856.3717066	61	01	5	0111													1500000	30000	0	0	0	0	0	1	2		2		200601300314	20060130031401	856.424466616415
60	01	01	999.09342597	62	01	4	0111	2			240000	2		1	40000	2		2				0	0	0	0	0	1	1	4	2		200601300315	20060130031501	992.416315880772
60	01	01	790.24804424	61	01	5	0111													2000000	150000	0	0	0	0	0	1	2		2		200601300316	20060130031601	793.963294092667
60	04	01	790.24804424	62	01	7	0111															0	0	0	0	0	2			2		200601300316	20060130031601	793.963294092667
60	01	01	1145.1840972	62	01	4	0111	2			120000	1	50000	2		2		9				0	0	0	0	0	1	2		2		200601300317	20060130031701	1152.88938195109
60	01	01	1096.6792646	61	01	6	0111													2500000	100000	0	0	0	0	0	1	2		2		200601300318	20060130031801	1096.03071715556
60	03	01	1096.6792646	62	01	7	0111															0	0	0	0	0	1	2		2		200601300318	20060130031801	1096.03071715556
60	01	01	959.62850863	61	01	5	0111													4000000	300000	0	0	0	0	0	1	2		2		200601300319	20060130031901	962.742577241352
60	01	01	805.36310288	61	01	5	0140													2200000	400000	0	0	0	0	0	1	2		2		200601300320	20060130032001	814.930126328721
60	01	01	1133.0930855	62	01	4	0113	2			220000	1	50000	2		2		2				0	0	0	0	0	1	2		2		200601300321	20060130032101	1143.51008566028
60	02	01	1064.0783687	62	01	4	0121	2			400000	1	40000	2		2		2				0	0	0	0	0	2			2		200601300322	20060130032201	1056.58324860935
60	03	01	1064.0783687	61	01	5	0140													3900000	320000	0	0	0	0	0	2			2		200601300322	20060130032201	1056.58324860935
60	07	01	1064.0783687	61	01	5	0140													4800000	400000	0	0	0	0	0	2			2		200601300322	20060130032201	1056.58324860935
60	01	01	1299.9951896	98	60	5	6031													3500000	300000	0	0	0	0	0	2			2		200601300323	20060130032301	1302.40313304385
60	02	01	1299.9951896	51	55	5	5521													4000000	400000	0	0	0	0	0	2			2		200601300323	20060130032301	1302.40313304385
60	03	01	1299.9951896	84	50	1	5040	2			50000	2		2		2		2				0	0	0	0	0	2			2		200601300323	20060130032301	1302.40313304385
60	01	01	1218.6353538	81	36	5	3611													2400000	200000	0	0	0	0	0	1	2		2		200601300324	20060130032401	1224.80459942326
60	02	01	934.10273546	56	95	5	9500													1440000	120000	0	0	0	0	0	1	2		2		200601300326	20060130032601	939.628202861464
60	03	01	934.10273546	62	01	5	0140													4200000	350000	0	0	0	0	0	2			2		200601300326	20060130032601	939.628202861464
60	04	01	934.10273546	56	95	5	9500													2800000	200000	0	0	0	0	0	1	2		2		200601300326	20060130032601	939.628202861464
60	01	01	1127.4897514	60	01	1	0121	2			600000	2		2		2		2				0	0	0	0	0	2			2		200601300327	20060130032701	1124.80572269972
60	01	01	1211.4720099	98	60	5	6041													4800000	400000	0	0	0	0	0	1	2		2		200601300328	20060130032801	1215.40333013911
60	01	01	1133.7606449	41	52	5	5239													3600000	250000	0	0	0	0	0	1	2		2		200601300329	20060130032901	1126.2712838338
60	01	01	1037.0268292	14	91	5	9191													4000000	400000	0	0	0	0	0	2			2		200601300330	20060130033001	1029.8439792495
60	01	01	987.37296037	98	60	5	6021													12000000	1000000	200000	0	0	0	0	1	1	4	2		200601300331	20060130033101	993.025911047311
60	02	01	987.37296037	53	55	5	5521													9000000	800000	0	0	0	0	0	1	1	5	2		200601300331	20060130033101	993.025911047311
60	03	01	987.37296037	53	55	5	5521													9000000	800000	0	150000	0	0	0	1	1	4	2		200601300331	20060130033101	993.025911047311
60	01	01	1016.6763677	84	50	5	5040													4800000	400000	0	0	0	0	0	2			2		200601300332	20060130033201	815.631287466249
60	01	02	811.84881782	84	33	5	3311													600000	500000	0	0	0	0	0	1	2		2		200601300332	20060130033202	815.631287466249
60	01	01	783.90731951	45	52	7	5219															0	0	0	0	0	1	2		2		200601300333	20060130033301	788.222463432976
60	02	01	783.90731951	41	52	5	5219													4800000	1500000	0	0	0	0	0	1	2		2		200601300333	20060130033301	788.222463432976
60	01	01	946.29263995	41	52	6	5239													10000000	800000	0	0	0	0	0	1	2		2		200601300334	20060130033401	950.545436316182
60	02	01	946.29263995	45	52	7	5239															0	0	0	0	0	1	2		2		200601300334	20060130033401	950.545436316182
60	01	01	1209.5923918	41	52	6	5239													750000	250000	0	0	0	0	0	1	1	4	2		200601300335	20060130033501	1207.98621258518
60	02	01	1209.5923918	41	52	5	5219													4000000	600000	0	0	0	0	0	1	1	5	2		200601300335	20060130033501	1207.98621258518
60	01	01	645.67341969	41	52	5	5211													4800000	400000	0	0	0	0	0	2			2		200601300336	20060130033601	649.031077903235
60	02	01	645.67341969	41	52	5	5211													4800000	400000	0	0	0	0	0	2			2		200601300336	20060130033601	649.031077903235
60	03	01	645.67341969	45	52	7	5211															0	0	0	0	0	2			2		200601300336	20060130033601	649.031077903235
60	04	01	645.67341969	45	52	7	5211															0	0	0	0	0	2			2		200601300336	20060130033601	649.031077903235
60	01	01	965.50365996	41	52	6	5223													6000000	400000	0	0	0	0	0	2			2		200601300337	20060130033701	966.777245179144
60	01	01	909.63383281	97	60	5	6041													4000000	500000	0	0	0	0	0	2			2		200601300338	20060130033801	910.998985929228
60	01	01	951.86882521	13	80	2	8043	1	1		625000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300339	20060130033901	954.957713057061
60	02	01	951.86882521	45	52	1	5231	1	2	03	150000	2		1	30000	2		2				0	0	0	0	0	1	1	5	2		200601300339	20060130033901	954.957713057061
60	01	01	765.87488236	61	01	6	0121													2400000	500000	0	0	0	0	0	2			2		200601300340	20060130034001	773.19791261904
60	02	01	765.87488236	41	52	5	5219													2000000	400000	0	0	0	0	0	2			2		200601300340	20060130034001	773.19791261904
60	01	01	1019.0804634	61	01	5	0140													1900000	320000	0	0	0	0	0	1	2		2		200601300341	20060130034101	1018.83183699771
60	02	01	1019.0804634	41	52	5	5211													300000	20000	0	0	0	0	0	1	2		2		200601300341	20060130034101	1018.83183699771
60	01	01	823.89674907	59	85	5	8532													1960000	180000	0	0	0	0	0	2			2		200601300343	20060130034301	834.616772051193
60	01	01	818.6712682	41	52	5	5211													2400000	200000	0	0	0	0	0	2			2		200601300345	20060130034501	819.899907236212
60	02	01	818.6712682	45	52	7	5211															0	0	0	0	0	2			2		200601300345	20060130034501	819.899907236212
60	01	01	1470.4795888	61	01	5	0121													3800000	300000	0	0	0	0	0	2			2		200601300346	20060130034601	1463.30357276834
60	03	01	1470.4795888	62	01	7	0121															0	0	0	0	0	2			2		200601300346	20060130034601	1463.30357276834
60	01	01	784.25253344	56	95	5	9500													1200000	100000	0	0	0	0	0	2			2		200601300347	20060130034701	795.263451596514
60	03	01	784.25253344	54	95	3	9500	2			150000	1	80000	2		2		2				0	0	0	0	0	1	2		2		200601300347	20060130034701	795.263451596514
60	01	01	909.49299627	57	93	5	9302													800000	150000	0	0	0	0	0	2			2		200601300348	20060130034801	916.11970820519
60	01	01	736.9195419	61	01	5	0140													3960000	320000	0	0	0	0	0	1	2		2		200601300349	20060130034901	743.66447421788
60	01	01	1151.3387157	61	01	6	0121													6000000	500000	0	0	0	0	0	2			2		200601300351	20060130035101	1156.12847907302
60	02	01	1151.3387157	45	52	5	5269													6000000	400000	0	0	0	0	0	2			2		200601300351	20060130035101	1156.12847907302
60	01	01	799.87510084	77	15	5	1551													4800000	400000	0	0	0	0	0	1	1	5	2		200601300352	20060130035201	802.30398374219
60	02	01	799.87510084	13	80	2	8043	1	1		107500	2		2		2		2				0	670000	0	0	0	1	1	1	1	1	200601300352	20060130035201	802.30398374219
60	03	01	799.87510084	16	74	5	7494													2400000	200000	0	0	0	0	0	2			2		200601300352	20060130035201	802.30398374219
60	01	01	1050.146472	60	01	1	0121	2			600000	2		2		2		2				60000	0	0	0	0	1	1	4	2		200601300353	20060130035301	1115.24014715875
60	02	01	1050.146472	57	93	5	9302													900000	150000	0	0	0	0	0	1	1	5	2		200601300353	20060130035301	1115.24014715875
60	01	02	1104.6659759	77	15	1	1530	1	1		666000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300353	20060130035302	1115.24014715875
60	01	01	1249.4390873	61	01	6	0121													3000000	120000	0	0	0	0	0	1	2		2		200601300354	20060130035401	1240.04137060818
60	03	01	1249.4390873	62	01	7	0121															0	0	0	0	0	1	2		2		200601300354	20060130035401	1240.04137060818
60	04	01	1249.4390873	62	01	7	0121															0	0	0	0	0	1	2		2		200601300354	20060130035401	1240.04137060818
60	05	01	1249.4390873	45	52	7	5211															0	0	0	0	0	1	2		2		200601300354	20060130035401	1240.04137060818
60	06	01	1249.4390873	62	01	4	0121	2			200000	1	200000	1	50000	2		2				0	0	0	0	0	1	2		2		200601300354	20060130035401	1240.04137060818
60	01	01	1331.0195782	13	80	2	8046	1	1		1050000	2		2		2		2				0	0	0	0	0	1	1	1	1	1	200601300355	20060130035501	1329.09226776054
60	01	01	972.65343952	61	01	5	0140													2400000	200000	0	0	0	0	0	1	2		2		200601300356	20060130035601	973.050804644467
60	02	01	972.65343952	56	95	5	9500													840000	80000	0	0	0	0	0	1	2		2		200601300356	20060130035601	973.050804644467
60	03	01	972.65343952	77	15	7	1551															0	0	0	0	0	1	2		2		200601300356	20060130035601	973.050804644467
60	04	01	972.65343952	45	15	7	1551															0	0	0	0	0	1	2		2		200601300356	20060130035601	973.050804644467
60	05	01	972.65343952	45	15	7	1551															0	0	0	0	0	1	2		2		200601300356	20060130035601	973.050804644467
60	01	01	1191.3681807	61	01	5	0140													2400000	200000	0	0	0	0	0	2			2		200601300357	20060130035701	1184.56019389688
60	01	01	1259.2735721	59	85	5	8519													1000000	150000	0	0	0	0	0	2			2		200601300358	20060130035801	1264.51236270521
60	02	01	1259.2735721	62	01	4	0121	2			150000	2		2		2		2				0	0	0	0	0	2			2		200601300358	20060130035801	1264.51236270521
60	01	01	925.90938592	61	01	5	0140													2400000	200000	0	0	0	0	0	2			2		200601300359	20060130035901	938.731513537029
60	01	01	1087.0591737	45	52	7	5233															0	0	0	0	0	2			2		200601300360	20060130036001	1087.29629642152
60	02	01	1087.0591737	41	52	5	5233													2300000	200000	0	0	0	0	0	2			2		200601300360	20060130036001	1087.29629642152
60	01	01	1266.0049669	61	01	6	0121													5000000	200000	0	0	0	0	0	2			2		200601300361	20060130036101	1274.24492899019
60	01	01	1145.3073415	41	50	5	5051													4800000	400000	0	0	0	0	0	1	2		2		200601300362	20060130036201	1142.15567841269
60	02	01	1145.3073415	41	50	5	5051													4800000	400000	0	0	0	0	0	1	2		2		200601300362	20060130036201	1142.15567841269
60	03	01	1145.3073415	61	01	5	0121													98	98	0	0	0	0	0	1	2		2		200601300362	20060130036201	1142.15567841269
60	01	01	1383.8015012	95	45	1	4521	1	2	01	500000	2		2		2		2				0	0	0	0	0	1	2		2		200601300363	20060130036301	1382.81179908843
60	02	01	1383.8015012	54	95	3	9500	2			100000	1	120000	2		2		2				0	0	0	0	0	1	2		2		200601300363	20060130036301	1382.81179908843
60	01	01	1298.736888	53	55	1	5521	2			150000	1	300000	2		2		2				0	0	0	0	0	2			2		200601300364	20060130036401	1303.75825519712
60	01	01	1353.2124374	41	52	5	5224													350000	40000	0	0	0	0	0	2			2		200601300365	20060130036501	1347.69447410274
60	01	01	1360.7928016	61	01	5	0122													2400000	200000	0	0	0	0	0	1	2		2		200601300366	20060130036601	1358.98584814418
60	02	01	1360.7928016	77	15	5	1551													1800000	150000	0	0	0	0	0	1	2		2		200601300366	20060130036601	1358.98584814418
60	01	01	1148.5948322	61	01	5	0140													1900000	450000	0	0	0	0	0	2			2		200601300367	20060130036701	1149.2073401462
60	02	01	1148.5948322	51	55	6	5521													2400000	200000	0	0	0	0	0	2			2		200601300367	20060130036701	1149.2073401462
60	01	01	874.86120439	98	60	5	6021													1800000	150000	0	0	0	0	0	2			2		200601300368	20060130036801	877.517788423549
60	02	01	874.86120439	56	95	5	9500													1200000	100000	0	0	0	0	0	2			2		200601300368	20060130036801	877.517788423549
60	01	01	1102.5208581	61	01	5	0140													5760000	480000	0	0	0	0	0	1	2		2		200601300370	20060130037001	1091.2943957207
60	01	01	1444.8073493	61	01	5	0140													500000	60000	0	0	0	0	0	2			2		200601300371	20060130037101	1438.82850306999
60	03	01	1444.8073493	77	15	1	1551	2			60000	2		2		2		2				0	0	0	0	0	2			2		200601300371	20060130037101	1438.82850306999
60	01	01	714.15286457	77	15	5	1551													900000	80000	0	0	0	0	0	2			2		200601300372	20060130037201	721.998583846567
60	02	01	714.15286457	57	93	5	9302													400000	40000	0	0	0	0	0	2			2		200601300372	20060130037201	721.998583846567
60	03	01	714.15286457	57	93	5	9302													300000	25000	0	0	0	0	0	2			2		200601300372	20060130037201	721.998583846567
60	01	01	1181.7720313	41	52	5	5225													2000000	200000	0	0	0	0	0	2			2		200601300373	20060130037301	1184.43800772704
60	02	01	1181.7720313	61	01	5	0140													2400000	200000	0	0	0	0	0	2			2		200601300373	20060130037301	1184.43800772704
60	03	01	1181.7720313	62	01	4	0121	2			250000	1	100000	2		2		2				0	0	0	0	0	2			2		200601300373	20060130037301	1184.43800772704
