Reg	Orden	Hogar	Fex_c	P34	P35a	P35b	P36_1	P36_2	P36a	Llave_viv	Llave_hog	Fex_c_2011
61	01	01	634.45413811	48	2		2		006	200601200214	20060120021401	633.452240190727
61	01	01	574.86530261	48	2		2		240	200601200215	20060120021501	573.954475231872
61	01	01	678.1114361	60	2		2		180	200601200216	20060120021601	737.306601964687
61	01	02	765.18522113	48	2		2		048	200601200216	20060120021602	737.306601964687
61	02	02	765.18522113	48	2		2		048	200601200216	20060120021602	737.306601964687
61	01	01	818.99988665	70	2		2		096	200601200217	20060120021701	821.13891629667
61	02	01	818.99988665	48	2		2		007	200601200217	20060120021701	821.13891629667
61	01	01	695.27301805	50	2		2		168	200601200218	20060120021801	696.990805832656
61	05	01	695.27301805	24	1	24	2		024	200601200218	20060120021801	696.990805832656
61	02	01	729.9034846	48	2		2		072	200601200219	20060120021901	732.597419428744
61	03	01	729.9034846	24	2		2		048	200601200219	20060120021901	732.597419428744
61	01	01	736.0876694	48	2		2		003	200601200220	20060120022001	737.934359456166
61	02	01	736.0876694	16	2		2		012	200601200220	20060120022001	737.934359456166
61	04	01	736.0876694	32	2		2		018	200601200220	20060120022001	737.934359456166
61	01	01	924.51446048	30	1	16	2		110	200601200221	20060120022101	927.702676741644
61	01	01	658.77506987	24	2		2		006	200601200223	20060120022301	659.488261379594
61	01	01	671.36506923	60	2		2		030	200601200224	20060120022401	672.705532687518
61	01	01	658.77506987	72	2		2		000	200601200225	20060120022501	659.488261379594
61	01	01	688.45718869	80	2		2		156	200601200227	20060120022701	687.763540991129
61	01	01	674.86174545	60	1	60	2		240	200601200228	20060120022801	680.821017665816
61	03	01	674.86174545	48	1	48	2		048	200601200228	20060120022801	680.821017665816
61	04	01	674.86174545	48	1	48	2		048	200601200228	20060120022801	680.821017665816
61	01	01	717.77637017	70	2		2		012	200601200229	20060120022901	718.003730592257
61	02	01	717.77637017	48	2		2		036	200601200229	20060120022901	718.003730592257
61	01	01	729.27184004	48	2		2		002	200601200230	20060120023001	728.707094614638
61	02	01	729.27184004	48	2		2		048	200601200230	20060120023001	728.707094614638
61	01	01	729.27184004	60	2		2		096	200601200231	20060120023101	728.707094614638
61	02	01	729.27184004	48	2		2		005	200601200231	20060120023101	728.707094614638
61	01	01	688.45718869	48	2		2		060	200601200232	20060120023201	687.763540991129
61	07	01	602.99268246	48	2		2		000	200601200233	20060120023301	603.064214409376
61	01	01	628.04832356	48	2		2		060	200601200236	20060120023601	625.571908910224
61	01	01	628.04832356	60	2		2		264	200601200237	20060120023701	625.571908910224
61	02	01	628.04832356	70	2		2		036	200601200237	20060120023701	625.571908910224
61	01	01	759.00103633	48	2		2		036	200601200238	20060120023801	760.29421777679
61	02	01	725.50037129	48	2		2		002	200601200239	20060120023901	722.339704313092
61	03	01	725.50037129	48	2		2		002	200601200239	20060120023901	722.339704313092
61	05	01	725.50037129	48	2		2		000	200601200239	20060120023901	722.339704313092
61	01	01	677.95926884	30	2		2		096	200601200240	20060120024001	679.389406275964
61	01	01	670.36751921	48	2		1	6	156	200601200241	20060120024101	670.376303380301
61	01	01	649.40695152	16	2		2		018	200601200242	20060120024201	648.766226796818
61	02	01	649.40695152	35	1	5	2		096	200601200242	20060120024201	648.766226796818
