Reg	Orden	Hogar	Fex_c	P24	P26	P26n	P27	P27a	P27bi	P27bii	Valor28	P29	Valor29	P30	Valor30	P30a	Valor30a	P30b	Valor30b	Valor31	Valor32a	Valor32b	Valor33a	Valor33b	Valor33c	P33a	P33b	P33c	P33d	P33e	Llave_viv	Llave_hog	Fex_c_2011
60	06	01	1551.4920087	57	93	9302	4													150000	0	0	720000	0	0	1	2		2		200601203131	20060120313101	1546.07554783591
60	01	01	2189.6232737	61	01	0119	4													270000	0	0	0	0	0	1	2		2		200601203132	20060120313201	2177.82379351661
60	02	01	2189.6232737	75	17	1743	4													150000	0	0	0	0	0	1	2		2		200601203132	20060120313201	2177.82379351661
60	03	01	2189.6232737	84	50	5020	4													200000	0	0	0	0	0	1	2		2		200601203132	20060120313201	2177.82379351661
60	06	01	2189.6232737	61	01	0119	4													250000	0	0	0	0	0	1	2		2		200601203132	20060120313201	2177.82379351661
60	07	01	2189.6232737	75	17	1743	4													100000	0	0	0	0	0	1	2		2		200601203132	20060120313201	2177.82379351661
60	01	01	1536.73476	45	51	5124	4													300000	0	0	0	0	0	1	2		2		200601203133	20060120313301	1522.05060212094
60	02	01	1536.73476	53	55	5521	4													220000	0	0	0	0	0	1	2		2		200601203133	20060120313301	1522.05060212094
60	03	01	1536.73476	53	55	5521	6														0	0	0	0	0	1	2		2		200601203133	20060120313301	1522.05060212094
60	04	01	1536.73476	45	51	5124	4													175000	0	0	0	0	0	1	2		2		200601203133	20060120313301	1522.05060212094
60	01	01	1693.8518879	61	01	0119	4													275000	0	0	0	0	0	1	2		2		200601203135	20060120313501	1675.90631947881
60	02	01	1693.8518879	57	93	9302	4													90000	0	0	0	0	0	1	2		2		200601203135	20060120313501	1675.90631947881
60	01	01	1118.6342307	61	01	0119	4													170000	0	0	0	0	0	1	2		2		200601203137	20060120313701	1114.83069694043
60	03	01	1118.6342307	61	01	0119	4													140000	0	0	0	0	0	1	2		2		200601203137	20060120313701	1114.83069694043
60	04	01	1118.6342307	61	01	0119	4													140000	0	0	0	0	0	1	2		2		200601203137	20060120313701	1114.83069694043
60	01	01	2096.2195159	99	50	5020	4													420000	0	0	0	0	0	1	2		2		200601203138	20060120313801	2075.66341611657
60	01	01	1903.0696706	75	17	1743	4													120000	0	0	0	0	0	1	2		2		200601203139	20060120313901	1888.28969155603
60	02	01	1903.0696706	75	17	1743	4													120000	0	0	0	0	0	2			2		200601203139	20060120313901	1888.28969155603
60	01	01	2102.6152552	75	17	1743	4													145000	0	0	90000	0	0	1	2		2		200601203140	20060120314001	2092.28065159586
60	01	01	2090.269802	61	01	0119	4													300000	0	0	0	0	0	1	2		2		200601203141	20060120314101	2081.53480108248
60	01	01	2029.7085131	95	45	4521	4													350000	0	0	0	0	0	1	2		2		200601203142	20060120314201	2016.24847648995
60	02	01	3860.6672494	71	10	1010	1	2			400000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601203144	20060120314401	3666.01216923975
60	03	01	3860.6672494	71	10	1010	1	2			400000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601203144	20060120314401	3666.01216923975
60	01	01	1546.1155691	56	95	9500	4													40000	0	0	0	0	0	1	2		2		200601203145	20060120314501	1598.95080605862
60	02	01	1546.1155691	62	01	0121	1	2			40000	1	270000	2		2		2			0	0	0	0	0	1	2		2		200601203145	20060120314501	1598.95080605862
60	01	01	2817.0728572	71	10	1010	1	2			150000	2		2		2		2			0	0	0	0	0	1	2		2		200601203147	20060120314701	2783.6266103718
60	04	01	2817.0728572	97	10	1010	1	2			100000	2		2		2		2			0	0	0	0	0	1	2		2		200601203147	20060120314701	2783.6266103718
60	05	01	2817.0728572	97	10	1010	1	2			80000	2		2		2		2			0	0	0	0	0	1	2		2		200601203147	20060120314701	2783.6266103718
60	01	01	1546.1155691	77	55	5529	4													200000	0	0	0	0	0	1	2		2		200601203148	20060120314801	1198.4770803244
60	02	01	1546.1155691	95	45	4521	1	2			100000	2		2		2		2			0	0	0	0	0	1	2		2		200601203148	20060120314801	1198.4770803244
60	03	01	1546.1155691	95	45	4521	1	2			100000	2		2		2		2			0	0	0	0	0	1	2		2		200601203148	20060120314801	1198.4770803244
60	01	02	1283.9050629	45	52	5211	1	2			100000	1	150000	2		2		2			0	0	0	0	0	1	2		2		200601203148	20060120314802	1198.4770803244
60	01	01	1315.1752648	71	10	1010	1	2			70000	2		2		2		2			0	0	0	0	0	1	2		2		200601203149	20060120314901	1262.07325716083
60	01	01	1503.1626533	53	55	5529	4													270000	0	0	0	0	0	1	2		2		200601203150	20060120315001	1554.53006502965
60	02	01	1165.5052289	80	36	3693	1	2			60000	2		2		2		2			0	0	0	0	0	1	2		2		200601203152	20060120315201	1165.18197217441
60	03	01	1165.5052289	56	95	9500	4													30000	0	0	0	0	0	1	2		2		200601203152	20060120315201	1165.18197217441
60	01	01	3566.6590521	58	75	7522	2	1	1		647000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203153	20060120315301	3564.16602327842
60	02	01	3566.6590521	41	52	5211	4													98	0	0	0	0	0	1	1	5	2		200601203153	20060120315301	3564.16602327842
60	01	01	2904.3315587	97	27	2710	1	2			426000	2		2		2		1	90000		0	0	0	0	0	1	1	1	1	1	200601203154	20060120315401	2798.22791747868
60	01	01	1165.5052289	62	27	2710	1	1	2	12	350000	2		2		2		2			0	381500	0	0	0	1	1	1	3		200601203155	20060120315501	1165.18197217441
60	01	01	2017.2709401	71	10	1010	1	2			290000	2		2		2		2			0	0	0	0	0	1	1	4	1	3	200601203156	20060120315601	1776.49018442361
60	03	01	2017.2709401	45	36	3693	1	2			100000	2		2		2		2			0	0	0	0	0	2			2		200601203156	20060120315601	1776.49018442361
60	04	01	2017.2709401	80	36	3693	1	2			98	2		2		2		2			0	0	0	0	0	1	1	5	2		200601203156	20060120315601	1776.49018442361
60	01	01	2334.8082635	71	10	1010	1	2			500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203157	20060120315701	2200.64363008526
60	01	01	2483.6783386	95	45	4521	4													300000	0	0	0	0	0	1	2		2		200601203158	20060120315801	2290.93077075794
60	01	01	2314.0367673	90	36	3693	1	1	2	12	408000	2		2		2		2			0	0	0	0	0	1	2		2		200601203159	20060120315901	2121.62063903174
60	02	01	3480.4480943	61	01	0121	4													136000	0	0	0	0	0	2			2		200601203162	20060120316201	3441.28390049426
60	02	01	2103.4653358	61	01	0121	4													130000	0	0	0	0	0	2			2		200601203163	20060120316301	2102.34193435255
60	01	01	1848.2437124	59	85	8532	4													190000	0	0	400000	0	0	1	2		2		200601203164	20060120316401	1826.03261422934
60	03	01	2293.8784034	62	01	0118	1	2			25000	2		2		2		2			0	0	0	0	0	2			2		200601203165	20060120316501	2350.67505713227
60	01	01	3146.2752472	45	52	5269	4													400000	0	0	0	0	0	1	2		2		200601203168	20060120316801	3031.33270254904
60	02	01	3146.2752472	41	52	5225	4													98	0	0	0	0	0	1	2		2		200601203168	20060120316801	3031.33270254904
60	01	01	2320.8870886	61	01	0118	5													98	0	0	0	0	0	1	1	4	2		200601203170	20060120317001	2319.64756837364
60	02	01	2320.8870886	75	17	1720	4													98	0	0	0	0	0	1	2		2		200601203170	20060120317001	2319.64756837364
60	01	01	2320.8870886	51	55	5522	4													60000	0	0	0	0	0	1	2		2		200601203171	20060120317101	2319.64756837364
60	02	01	2320.8870886	45	55	5522	6														0	0	0	0	0	1	2		2		200601203171	20060120317101	2319.64756837364
60	01	02	4288.9943575	98	60	6042	1	2			381500	1	450000	2		2		2			0	0	0	0	0	1	2		2		200601203172	20060120317202	3428.84841842316
60	02	02	4288.9943575	45	52	5261	4													30000	0	0	0	0	0	1	2		2		200601203172	20060120317202	3428.84841842316
60	01	01	3169.1937602	85	45	4542	4													100000	0	0	0	0	0	1	2		2		200601203173	20060120317301	4863.75276427946
60	02	01	3169.1937602	41	52	5221	4													185000	0	0	0	0	0	1	2		2		200601203173	20060120317301	4863.75276427946
60	03	01	3169.1937602	85	45	4542	6														0	0	0	0	0	1	2		2		200601203173	20060120317301	4863.75276427946
60	04	01	3169.1937602	41	52	5221	6														0	0	0	0	0	1	2		2		200601203173	20060120317301	4863.75276427946
60	01	02	4174.5673133	61	01	0118	4													0	0	0	0	0	0	1	2		2		200601203173	20060120317302	4863.75276427946
60	03	02	4174.5673133	62	01	0118	6														0	0	0	0	0	1	2		2		200601203173	20060120317302	4863.75276427946
60	01	01	3863.7775558	45	15	1593	1	1	1		1000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203174	20060120317401	3772.2047533902
60	01	01	1420.4216015	59	85	8515	4													160000	0	0	0	0	0	1	2		2		200601203176	20060120317601	1420.02764282952
60	02	01	1420.4216015	45	52	5211	6														0	0	0	0	0	1	2		2		200601203176	20060120317601	1420.02764282952
60	01	01	3068.4439379	61	01	0121	4													98	0	0	2400000	0	0	1	1	5	2		200601203177	20060120317701	2940.03639051659
60	01	01	4550.0699406	61	01	0115	4													80000	0	0	0	0	0	2			2		200601203178	20060120317801	4502.06259443888
60	01	01	1602.8270911	41	52	5221	4													320000	0	0	0	0	0	1	2		2		200601203179	20060120317901	1538.1107459977
60	02	01	1602.8270911	45	52	5221	6														0	0	0	0	0	1	2		2		200601203179	20060120317901	1538.1107459977
60	01	01	3075.6971247	62	01	0118	1	2			98	1	98	2		2		2			0	0	0	0	0	1	2		2		200601203180	20060120318001	2891.86610995177
60	01	01	2075.1487943	75	17	1720	4													30000	0	0	0	0	0	1	2		2		200601203181	20060120318101	2031.73678953486
60	01	01	1420.4216015	41	52	5223	4													150000	0	0	0	0	0	1	1	5	2		200601203182	20060120318201	1420.02764282952
60	02	01	1420.4216015	41	52	5232	4													250000	0	0	0	0	0	1	2		2		200601203182	20060120318201	1420.02764282952
60	01	01	2075.1487943	75	17	1720	4													5000	0	0	0	0	0	1	2		2		200601203183	20060120318301	2031.73678953486
60	01	01	3363.8893617	61	01	0115	4													98	0	0	0	0	0	1	2		2		200601203184	20060120318401	3283.32808739085
60	02	01	3363.8893617	75	17	1720	4													39000	0	0	0	0	0	1	2		2		200601203184	20060120318401	3283.32808739085
60	01	01	2191.7658255	61	01	0115	5													600000	0	0	0	0	0	1	2		2		200601203186	20060120318601	1881.66166162406
60	01	01	1262.5969791	95	45	4521	5													300000	0	0	0	0	0	1	2		2		200601203187	20060120318701	1262.24679362624
60	02	01	1262.5969791	59	85	8532	4													170000	0	0	0	0	0	1	2		2		200601203187	20060120318701	1262.24679362624
60	03	01	1262.5969791	55	24	2412	1	1	1		381500	1	80000	2		2		2			0	0	0	0	0	1	1	1	2		200601203187	20060120318701	1262.24679362624
60	01	01	1844.576706	41	52	5225	4													28000	0	0	0	0	0	1	2		2		200601203188	20060120318801	1805.98825736432
60	01	01	2763.3187898	98	60	6031	4													300000	0	0	0	0	0	1	1	4	2		200601203189	20060120318901	2614.92071813568
60	03	01	2763.3187898	39	75	7512	4													98	0	0	0	0	0	2			2		200601203189	20060120318901	2614.92071813568
60	02	01	3363.8893617	62	01	0115	1	2			150000	1	60000	2		2		2			0	0	0	0	0	1	2		2		200601203190	20060120319001	3283.32808739085
60	01	01	1198.8095741	61	01	0121	4													400000	0	300000	0	0	0	1	1	3	3		200601203192	20060120319201	1198.4770803244
60	03	01	1198.8095741	62	01	0121	6														0	0	0	0	0	1	1	4	2		200601203192	20060120319201	1198.4770803244
60	01	01	1427.8025115	41	52	5223	4													200000	0	0	0	0	0	1	2		2		200601203194	20060120319401	1348.314112325
60	02	01	1427.8025115	45	52	5223	6														0	0	0	0	0	1	2		2		200601203194	20060120319401	1348.314112325
60	01	01	2032.0355424	71	10	1010	4													98	0	0	0	0	0	1	2		2		200601203195	20060120319501	1984.4294848821
60	02	01	2032.0355424	41	52	5211	4													0	0	0	0	0	0	1	2		2		200601203195	20060120319501	1984.4294848821
60	01	01	1198.8095741	71	10	1010	1	2			408000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203196	20060120319601	1198.4770803244
60	01	01	1198.8095741	61	01	0121	5													300000	0	800000	0	0	0	1	1	3	3		200601203197	20060120319701	1198.4770803244
60	03	01	1198.8095741	19	75	7512	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203197	20060120319701	1198.4770803244
60	01	01	154.60255523	95	45	4521	1	2			360000	2		2		2		2			0	0	0	0	0	1	2		2		200601203200	20060120320001	162.106387945361
60	01	02	163.85922821	97	63	6310	4													100000	0	0	0	0	0	2			2		200601203200	20060120320002	162.106387945361
60	01	01	154.60255523	95	45	4522	1	2			360000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601203201	20060120320101	153.812656850985
60	01	01	202.03569451	98	60	6041	4													120000	0	0	0	0	0	1	2		2		200601203202	20060120320201	199.509404849749
60	02	01	135.45923059	54	95	9500	3	2			180000	1	100000	2		2		2			0	0	0	0	0	1	2		2		200601203203	20060120320301	137.617555519403
60	01	01	140.1387092	45	52	5269	4													150000	0	0	0	0	0	1	2		2		200601203204	20060120320401	140.021408922919
60	02	01	140.1387092	62	01	0122	6														0	0	0	0	0	1	2		2		200601203204	20060120320401	140.021408922919
60	01	01	180.21774554	80	52	5271	4													200000	0	0	0	0	0	2			2		200601203205	20060120320501	179.102065970339
60	01	01	181.26862141	58	93	9309	4													98	0	0	0	0	0	1	2		2		200601203206	20060120320601	178.933721628993
60	01	01	154.60255523	84	29	2919	1	1	2	02	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203207	20060120320701	153.812656850985
60	02	01	154.60255523	97	25	2529	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203207	20060120320701	153.812656850985
60	01	01	176.07881299	53	55	5521	1	2			168000	1	60000	2		2		2			0	0	0	0	0	2			2		200601203209	20060120320901	174.664748210661
60	01	01	175.83662989	84	50	5020	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203210	20060120321001	174.364773333539
60	01	01	144.60581051	37	64	6412	4													100000	0	0	0	0	0	1	2		2		200601203211	20060120321101	145.246830446904
60	01	01	167.71264941	87	28	2811	1	2			400000	2		2		2		2			0	0	0	0	0	1	2		2		200601203212	20060120321201	164.960070997811
60	01	01	140.02369267	55	70	7010	1	2			426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203213	20060120321301	140.626435845831
60	01	01	143.65229541	41	52	5211	5													480000	0	0	0	0	0	1	1	4	2		200601203214	20060120321401	143.198633590694
60	02	01	143.65229541	45	52	5211	6														0	0	0	0	0	1	1	5	2		200601203214	20060120321401	143.198633590694
60	01	01	237.77971959	95	45	4521	1	2			426000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601203216	20060120321601	232.395132160521
60	03	01	237.77971959	38	64	6421	4													70000	0	0	0	0	0	1	2		2		200601203216	20060120321601	232.395132160521
60	04	01	148.70170593	39	73	7310	1	1	2	01	600000	2		2		2		2			0	0	0	0	0	1	2		2		200601203217	20060120321701	148.783459235763
60	02	01	180.21774554	59	85	8532	4													130000	0	0	0	0	0	1	1	4	1	3	200601203218	20060120321801	179.102065970339
60	03	01	180.21774554	37	85	8532	1	1	2	03	452000	2		2		2		2			0	0	0	0	0	2			2		200601203218	20060120321801	179.102065970339
60	01	01	149.76994643	45	52	5269	4													300000	0	0	0	0	0	1	2		2		200601203219	20060120321901	149.238631386864
60	01	01	180.62620155	45	52	5269	4													150000	80000	0	0	0	0	1	2		2		200601203220	20060120322001	178.038109826841
60	06	01	180.62620155	45	52	5269	6														0	0	0	0	0	1	2		2		200601203220	20060120322001	178.038109826841
60	01	01	162.90571311	80	52	5271	4													200000	0	0	0	0	0	1	2		2		200601203222	20060120322201	160.663218012062
60	03	01	184.78742222	99	50	5020	4													300000	0	0	0	0	0	1	2		2		200601203223	20060120322301	181.224434066269
60	04	01	184.78742222	45	52	5269	4													300000	0	0	0	0	0	1	2		2		200601203223	20060120322301	181.224434066269
60	05	01	184.78742222	45	52	5269	4													300000	0	0	0	0	0	1	2		2		200601203223	20060120322301	181.224434066269
60	01	01	162.68089465	95	45	4521	4													350000	0	0	0	0	0	1	2		2		200601203224	20060120322401	160.986759627386
60	03	01	162.68089465	37	51	5153	1	1	2	03	430000	2		2		2		2			0	0	0	0	0	1	2		2		200601203224	20060120322401	160.986759627386
60	03	01	180.21774554	05	85	8511	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203225	20060120322501	179.102065970339
60	01	01	197.47094131	95	28	2893	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203226	20060120322601	195.512526741122
60	03	01	197.47094131	37	55	5522	1	2			100000	2		2		2		2			0	0	0	0	0	2			2		200601203226	20060120322601	195.512526741122
60	02	01	171.04705823	95	45	4521	1	2			30000	1	20000	2		2		2			0	0	0	0	0	1	2		2		200601203227	20060120322701	170.691436840237
60	03	01	171.04705823	83	25	2529	1	2			240000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601203227	20060120322701	170.691436840237
60	02	01	163.85922821	21	71	7130	4													200000	0	0	0	0	0	2			2		200601203228	20060120322801	162.711414868272
60	01	01	135.34913753	58	65	6512	1	1	2	04	500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203229	20060120322901	136.348072429617
60	02	01	135.34913753	19	91	9199	1	2			1200000	2		2		2		2			0	0	0	0	0	1	1	5	2		200601203229	20060120322901	136.348072429617
60	02	01	125.80232085	72	27	2731	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203230	20060120323001	128.123160577086
60	03	01	125.80232085	45	24	2424	1	1	2	12	550000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203230	20060120323001	128.123160577086
60	01	01	155.89139217	85	52	5272	4													99	0	0	0	0	0	2			2		200601203231	20060120323101	157.247297265697
60	03	01	155.89139217	83	29	2930	1	1	2	02	515000	1	80000	2		1	30000	2			0	0	0	0	0	1	1	1	1	1	200601203231	20060120323101	157.247297265697
60	04	01	155.89139217	34	80	8043	7													200000	0	0	0	0	0	1	2		2		200601203231	20060120323101	157.247297265697
60	05	01	155.89139217	97	64	6412	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203231	20060120323101	157.247297265697
60	06	01	155.89139217	97	52	5211	1	2			220000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601203231	20060120323101	157.247297265697
60	08	01	155.89139217	54	95	9500	3	2			240000	1	100000	2		2		2			0	0	0	0	0	1	2		2		200601203231	20060120323101	157.247297265697
60	01	01	171.25451205	54	95	9500	3	2			150000	1	100000	2		2		2			0	0	250000	0	0	1	2		2		200601203232	20060120323201	169.744378732465
60	02	01	171.25451205	85	50	5020	4													200000	0	0	0	0	0	1	2		2		200601203232	20060120323201	169.744378732465
60	04	01	149.39538217	54	95	9500	3	2			180000	1	100000	2		2		2			0	0	0	0	0	1	1	2	2		200601203233	20060120323301	148.920166940206
60	03	01	180.21774554	45	52	5269	4													80000	0	0	0	0	0	1	2		2		200601203234	20060120323401	179.102065970339
60	01	01	144.58844587	95	45	4521	1	2			360000	2		2		2		2			0	0	0	0	0	1	2		2		200601203235	20060120323501	144.623313954457
60	02	01	144.58844587	45	52	5261	4													80000	0	0	0	0	0	1	2		2		200601203235	20060120323501	144.623313954457
60	03	01	153.32686091	33	75	7512	2	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203236	20060120323601	154.304542807656
60	04	01	153.32686091	95	45	4521	5													1200000	0	0	0	0	0	1	1	4	2		200601203236	20060120323601	154.304542807656
60	01	01	166.24012193	85	65	6512	1	1	1		650000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203238	20060120323801	166.394583854488
60	02	01	148.00128572	53	91	9199	1	1	2	06	240000	1	60000	2		2		2			0	0	0	0	0	1	1	1	1	1	200601203239	20060120323901	148.018803831108
60	03	01	148.00128572	53	92	9219	1	2			178000	2		2		2		2			0	0	140000	0	0	2			2		200601203239	20060120323901	148.018803831108
60	01	01	125.33502817	41	52	5221	4													300000	0	0	0	0	0	1	1	4	1	3	200601203240	20060120324001	127.158729533089
60	01	01	153.24880338	62	15	1530	1	1	1		430000	2		2		2		2			0	0	0	0	0	1	1	2	1	2	200601203241	20060120324101	151.168823069745
60	03	01	153.24880338	59	52	5231	1	1	2	12	430000	2		2		2		2			0	0	0	0	0	1	1	2	1	2	200601203241	20060120324101	151.168823069745
60	05	01	153.24880338	45	24	2423	1	1	2	03	430000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203241	20060120324101	151.168823069745
60	01	01	139.79887421	85	45	4542	4													280000	0	0	0	0	0	2			2		200601203242	20060120324201	140.949977461155
60	02	01	139.79887421	55	70	7010	1	1	1		162000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203242	20060120324201	140.949977461155
60	01	01	145.44363329	83	28	2893	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203243	20060120324301	146.38448405768
60	02	01	150.5101057	83	28	2893	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203244	20060120324401	152.908242113163
60	01	01	196.46523102	77	15	1581	1	1	1		480000	2		2		1	40000	2			0	0	0	0	0	1	1	2	1	2	200601203245	20060120324501	193.701824739599
60	01	01	119.11797534	54	95	9500	3	2			280000	1	100000	2		2		2			0	0	0	0	0	1	1	2	1	2	200601203246	20060120324601	122.280358385625
60	01	01	150.26030766	45	52	5269	4													150000	0	0	0	0	0	1	2		2		200601203247	20060120324701	153.267732437367
60	03	01	150.26030766	58	75	7530	1	1	2	12	450000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203247	20060120324701	153.267732437367
60	02	01	134.68897977	40	52	5234	1	1	1		426500	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203248	20060120324801	137.225158303607
60	04	01	135.19436983	54	95	9500	3	2			240000	1	80000	2		2		2			0	0	2400000	0	0	1	1	2	1	2	200601203250	20060120325001	135.521165050771
60	01	01	154.99572205	54	95	9500	3	2			150000	1	100000	2		2		2			0	0	0	0	0	2			2		200601203251	20060120325101	154.584064438855
60	02	01	154.99572205	62	01	0117	1	2			400000	1	100000	1	70000	2		2			0	0	0	0	0	2			2		200601203251	20060120325101	154.584064438855
60	03	01	154.99572205	62	01	0124	1	2			420000	1	100000	1	70000	2		2			0	0	0	0	0	2			2		200601203251	20060120325101	154.584064438855
60	04	01	154.99572205	54	95	9500	3	2			300000	1	100000	1	100000	2		2			0	0	0	0	0	1	1	2	2		200601203251	20060120325101	154.584064438855
60	05	01	154.99572205	54	95	9500	3	2			120000	1	100000	1	100000	2		2			0	0	0	0	0	1	1	2	2		200601203251	20060120325101	154.584064438855
60	01	01	175.81926525	95	45	4521	4													400000	140000	0	0	0	0	1	2		2		200601203252	20060120325201	190.628693906965
60	03	01	175.81926525	55	74	7493	4													100000	0	0	0	0	0	1	2		2		200601203252	20060120325201	190.628693906965
60	04	01	175.81926525	87	28	2899	1	2			400000	2		2		2		2			0	0	0	0	0	1	2		2		200601203252	20060120325201	190.628693906965
60	01	02	173.47310081	58	52	5219	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	2		2		200601203252	20060120325202	190.628693906965
60	01	01	154.60255523	87	28	2899	1	2			440000	2		2		2		2			0	0	0	0	0	1	2		2		200601203253	20060120325301	153.812656850985
60	01	01	154.26272025	45	52	5269	4													1800000	0	0	0	0	0	2			2		200601203254	20060120325401	154.741225389221
60	01	01	140.15607383	45	52	5269	4													400000	0	0	0	0	0	2			2		200601203255	20060120325501	140.644925415366
60	02	01	140.15607383	45	52	5269	6														0	0	0	0	0	2			2		200601203255	20060120325501	140.644925415366
60	01	01	149.41274681	87	28	2899	4													100000	0	0	0	0	0	1	1	4	2		200601203256	20060120325601	149.543683432653
60	01	01	144.81326433	45	52	5269	4													200000	0	0	0	0	0	2			2		200601203257	20060120325701	144.299772339133
60	02	01	144.81326433	45	52	5269	6														0	0	0	0	0	2			2		200601203257	20060120325701	144.299772339133
60	01	01	157.34064857	87	28	2812	1	1	1		535000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203259	20060120325901	157.190773791412
60	05	01	157.34064857	93	28	2812	1	1	2	02	428000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203259	20060120325901	157.190773791412
60	01	01	186.07555771	98	40	4010	1	1	2	06	500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203260	20060120326001	183.230574614742
60	01	01	144.58844587	51	55	5521	4													500000	0	0	0	0	0	1	1	4	2		200601203261	20060120326101	144.623313954457
60	02	01	144.58844587	53	55	5521	6														0	0	0	0	0	1	1	5	2		200601203261	20060120326101	144.623313954457
60	01	01	223.92955366	98	60	6031	4													200000	0	0	0	0	0	1	2		2		200601203262	20060120326201	221.580649626901
60	02	01	223.92955366	55	74	7493	4													0	0	0	0	0	0	1	2		2		200601203262	20060120326201	221.580649626901
60	02	01	200.6812508	55	74	7493	4													40000	0	0	0	0	0	1	2		2		200601203263	20060120326301	197.980564712848
60	07	01	200.6812508	54	95	9500	3	2			140000	1	90000	2		2		2			0	0	0	0	0	1	2		2		200601203263	20060120326301	197.980564712848
60	01	01	139.79887421	45	52	5269	4													50000	0	0	0	0	0	1	2		2		200601203265	20060120326501	140.949977461155
60	02	01	139.79887421	97	15	1521	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203265	20060120326501	140.949977461155
60	01	01	139.31265179	81	36	3611	4													200000	0	0	0	0	0	1	1	5	2		200601203266	20060120326601	139.866211648941
60	03	01	139.31265179	39	75	7530	1	1	2	12	451000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601203266	20060120326601	139.866211648941
60	02	01	125.91704626	45	52	5269	4													150000	0	0	0	0	0	1	2		2		200601203267	20060120326701	163.951642345899
60	01	02	154.26272025	45	52	5269	4													150000	0	0	0	0	0	1	2		2		200601203267	20060120326702	163.951642345899
60	01	03	192.9061881	54	95	9500	3	2			180000	1	100000	2		2		2			0	0	0	0	0	1	2		2		200601203267	20060120326703	163.951642345899
60	01	01	144.81326433	56	93	9301	4													45000	0	0	0	0	0	1	2		2		200601203269	20060120326901	144.299772339133
60	02	01	163.14818733	79	52	5271	4													20000	0	0	0	0	0	1	2		2		200601203271	20060120327101	161.951190671383
60	03	01	163.14818733	85	45	4521	1	2			400000	2		2		2		2			0	0	0	0	0	1	2		2		200601203271	20060120327101	161.951190671383
60	05	01	149.13890169	55	74	7493	4													120000	0	0	500000	0	0	1	2		2		200601203272	20060120327201	145.638349499971
60	01	01	207.87950041	81	36	3611	1	2			300000	2		2		2		2			0	0	0	0	0	1	1	5	2		200601203274	20060120327401	201.644068713237
60	12	01	207.87950041	95	20	2090	1	2			320000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601203274	20060120327401	201.644068713237
60	01	01	149.602836	59	85	8532	4													155000	0	0	0	0	0	1	1	4	2		200601203275	20060120327501	147.973108832435
60	01	01	162.24031329	81	36	3611	4													153000	0	0	0	0	0	1	2		2		200601203276	20060120327601	162.133593374499
60	02	01	162.24031329	79	52	5271	4													12000	0	0	0	0	0	1	2		2		200601203276	20060120327601	162.133593374499
60	04	01	162.24031329	79	18	1810	1	2			300000	1	60000	2		2		2			0	0	0	0	0	1	2		2		200601203276	20060120327601	162.133593374499
60	01	01	140.1387092	95	45	4521	1	2			400000	2		2		2		2			0	0	0	0	0	2			2		200601203277	20060120327701	140.021408922919
60	02	01	140.1387092	41	52	5211	4													180000	0	0	0	0	0	2			2		200601203277	20060120327701	140.021408922919
60	01	01	131.51374559	53	55	5530	1	2			450000	2		2		2		2			0	0	960000	0	0	1	2		2		200601203279	20060120327901	130.239334871038
