Reg	Orden	Hogar	Fex_c	P24	P26	P26n	P27	P27a	P27bi	P27bii	Valor28	P29	Valor29	P30	Valor30	P30a	Valor30a	P30b	Valor30b	Valor31	Valor32a	Valor32b	Valor33a	Valor33b	Valor33c	P33a	P33b	P33c	P33d	P33e	Llave_viv	Llave_hog	Fex_c_2011
60	03	01	174.12582575	97	51	5125	1	2			390000	2		2		2		2			0	0	0	0	0	2			2		200601206058	20060120605801	170.966627527728
60	04	01	174.12582575	58	75	7524	2	1	1		180000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206058	20060120605801	170.966627527728
60	06	01	174.12582575	45	15	1551	6														0	0	0	0	0	1	2		2		200601206058	20060120605801	170.966627527728
60	04	01	83.122840467	58	75	7523	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206059	20060120605901	80.1726427126565
60	06	01	83.122840467	45	52	5261	4													50000	0	0	0	0	0	1	1	5	2		200601206059	20060120605901	80.1726427126565
60	07	01	83.122840467	62	01	0115	1	2			98	1	98	1	98	2		2			0	0	0	0	0	1	1	4	2		200601206059	20060120605901	80.1726427126565
60	01	01	167.4631413	54	95	9500	3	2			240000	1	100000	2		2		2			0	0	150000	0	0	1	2		2		200601206060	20060120606001	162.78576880777
60	01	01	178.12482213	87	50	5020	4													98	0	0	0	0	0	1	2		2		200601206061	20060120606101	177.001543490319
60	03	01	178.12482213	45	52	5211	1	1	2	03	381000	2		2		2		2			0	0	0	0	0	1	2		2		200601206061	20060120606101	177.001543490319
60	02	01	135.58498909	98	60	6031	4													600000	0	0	0	0	0	2			2		200601206062	20060120606201	125.881520399156
60	04	01	135.58498909	45	52	5244	1	2			426000	2		2		2		2			0	0	0	0	0	2			2		200601206062	20060120606201	125.881520399156
60	01	01	125.88702537	98	80	8046	2	1	1		750000	2		2		2		2			150000	0	0	0	0	1	1	1	1	1	200601206063	20060120606301	125.201019223226
60	01	01	148.09252895	53	55	5529	4													300000	0	0	0	0	0	2			2		200601206064	20060120606401	143.99371903111
60	02	01	148.09252895	53	55	5529	6														0	0	0	0	0	2			2		200601206064	20060120606401	143.99371903111
60	02	01	218.6353091	61	01	0121	4													1000000	0	0	0	0	0	1	1	4	2		200601206065	20060120606501	217.398552396979
60	01	01	165.03635139	41	52	5211	4													381500	0	600000	600000	0	0	1	1	3	3		200601206067	20060120606701	163.509474226329
60	01	01	126.32063857	94	36	3699	4													98	500000	600000	0	0	0	1	1	4	2		200601206068	20060120606801	121.888872125563
60	02	01	126.32063857	45	01	0116	1	2			250000	2		2		2		2			0	0	0	0	0	1	1	4	2		200601206068	20060120606801	121.888872125563
60	01	01	133.34586135	41	51	5125	5													300000	0	0	0	0	0	1	1	1	2		200601206070	20060120607001	130.599897598759
60	02	01	133.34586135	40	51	5125	1	2			400000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601206070	20060120607001	130.599897598759
60	04	01	133.34586135	54	95	9500	3	2			250000	1	270000	1	150000	2		2			0	0	0	0	0	1	2		2		200601206070	20060120607001	130.599897598759
60	01	01	125.83969909	98	60	6021	4													750000	0	800000	0	0	0	1	1	3	3		200601206071	20060120607101	128.940691406694
60	03	01	125.83969909	44	22	2212	1	1	1		394000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206071	20060120607101	128.940691406694
60	01	01	216.28231933	56	93	9301	4													320000	0	0	0	0	0	2			2		200601206072	20060120607201	223.908469648073
60	01	02	184.74249628	41	52	5211	4													600000	0	0	0	0	0	2			2		200601206072	20060120607202	223.908469648073
60	02	02	184.74249628	19	92	9219	4													200000	0	0	0	0	0	2			2		200601206072	20060120607202	223.908469648073
60	03	02	184.74249628	45	52	5211	6														0	0	0	0	0	2			2		200601206072	20060120607202	223.908469648073
60	01	01	183.91139461	84	50	5020	4													98	0	0	0	0	0	1	1	5	2		200601206073	20060120607301	186.49287419888
60	02	01	183.91139461	32	75	7512	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206073	20060120607301	186.49287419888
60	01	01	165.6001296	13	80	8050	1	1	2	11	1500000	2		2		2		2			0	0	0	0	0	1	1	3	3		200601206074	20060120607401	164.748918258437
60	02	01	165.6001296	13	80	8050	1	1	2	10	1100000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206074	20060120607401	164.748918258437
60	01	01	181.84670592	21	45	4522	5													10000000	0	0	0	0	0	1	1	4	2		200601206075	20060120607501	181.455981467968
60	01	01	162.97976134	30	63	6339	2	1	1		1250000	2		2		2		2			98	0	0	0	0	1	1	2	1	2	200601206076	20060120607601	162.685292368876
60	02	01	162.97976134	21	60	6021	1	1	1		1400000	2		2		2		2			98	0	0	0	0	1	1	2	1	2	200601206076	20060120607601	162.685292368876
60	01	01	183.91139461	57	93	9302	4													98	0	0	1200000	0	0	1	1	4	2		200601206077	20060120607701	186.49287419888
60	01	01	134.84677184	61	01	0123	4													98	98	0	0	0	0	1	1	4	2		200601206078	20060120607801	134.397346297562
60	02	01	134.84677184	61	01	0123	4													700000	0	0	7800000	0	0	1	1	4	1	3	200601206078	20060120607801	134.397346297562
60	01	01	162.97976134	85	45	4542	4													0	0	0	0	0	0	1	2		2		200601206079	20060120607901	162.685292368876
60	01	01	137.44259151	35	62	6212	1	2			98	2		2		2		2			0	0	0	0	0	1	1	1	9		200601206080	20060120608001	134.563341002227
60	04	01	137.44259151	97	64	6412	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206080	20060120608001	134.563341002227
60	01	01	155.61117816	41	51	5131	4													98	0	0	0	0	0	1	1	4	2		200601206081	20060120608101	160.384947735968
60	04	01	155.61117816	41	51	5131	4													98	98	0	0	0	0	1	1	4	2		200601206081	20060120608101	160.384947735968
60	01	01	165.18712841	05	91	9111	1	1	1		2000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206082	20060120608201	163.64453430649
60	01	01	195.78460984	95	45	4522	1	1	2	12	450000	2		2		2		2			250000	0	0	0	0	1	1	1	1	1	200601206083	20060120608301	197.297558539659
60	03	01	195.78460984	83	28	2811	4													600000	0	0	0	0	0	2			2		200601206083	20060120608301	197.297558539659
60	07	01	195.78460984	13	80	8050	1	1	1		900000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206083	20060120608301	197.297558539659
60	01	01	165.04445004	84	75	7522	2	1	1		600000	1	100000	2		2		2			0	0	0	0	0	1	1	1	1	1	200601206084	20060120608401	167.722185099788
60	01	01	154.13991555	41	52	5211	4													500000	0	0	0	0	0	2			2		200601206085	20060120608501	155.048617869606
60	01	01	136.32313375	39	75	7514	2	1	1		1300000	2		2		2		2			200000	0	0	0	0	1	1	1	1	1	200601206086	20060120608601	136.297163811469
60	01	01	155.61627746	58	51	5125	1	1	2	12	700000	1	300000	1	80000	2		2			0	0	0	0	0	1	1	1	2		200601206087	20060120608701	156.948435383513
60	03	01	165.6001296	45	15	1551	4													480000	0	0	0	0	0	2			2		200601206088	20060120608801	164.748918258437
60	01	01	168.48787632	45	51	5141	1	2			426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206089	20060120608901	159.173447396349
60	04	01	168.48787632	33	91	9191	1	1	2	12	600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206089	20060120608901	159.173447396349
60	02	01	141.14098946	21	85	8511	2	1	1		1800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206090	20060120609001	144.048947347051
60	03	01	141.14098946	11	45	4530	1	1	1		600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206090	20060120609001	144.048947347051
60	01	01	135.4024514	41	52	5211	4													500000	0	0	0	0	0	1	1	4	2		200601206091	20060120609101	131.424079456211
60	03	01	135.4024514	45	52	5211	6														0	0	0	0	0	1	1	5	2		200601206091	20060120609101	131.424079456211
60	01	01	139.25162637	11	74	7412	4													2900000	600000	0	0	0	0	1	1	4	1	3	200601206092	20060120609201	141.044745881196
60	02	01	139.25162637	06	80	8060	1	1	1		1800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206092	20060120609201	141.044745881196
60	03	01	136.87881331	54	95	9500	1	2			200000	1	80000	1	100000	2		2			0	0	0	0	0	1	1	2	2		200601206093	20060120609301	133.323896970119
60	01	01	151.63252277	21	45	4521	4													381500	0	0	0	0	0	1	1	5	2		200601206094	20060120609401	155.618130625286
60	03	01	151.63252277	33	75	7530	1	1	1		600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206094	20060120609401	155.618130625286
60	02	01	127.52962201	98	60	6031	4													98	0	0	0	0	0	1	1	4	2		200601206095	20060120609501	131.42778639112
60	03	01	127.52962201	98	60	6031	4													98	0	0	0	0	0	2			2		200601206095	20060120609501	131.42778639112
60	04	01	127.52962201	51	93	9309	5													98	0	0	0	0	0	1	1	4	2		200601206095	20060120609501	131.42778639112
60	01	01	163.12243971	41	52	5233	4													900000	0	0	0	0	0	1	1	4	2		200601206096	20060120609601	158.607641575578
60	01	01	148.23415053	98	60	6031	4													800000	0	0	0	0	0	1	1	4	2		200601206097	20060120609701	144.603769587168
60	02	01	148.23415053	41	52	5237	4													600000	0	0	0	0	0	1	1	5	2		200601206097	20060120609701	144.603769587168
60	01	01	127.52962201	61	01	0121	5													5000000	0	0	0	0	0	1	1	5	2		200601206098	20060120609801	131.42778639112
60	01	01	164.63144886	06	85	8520	4													2000000	0	0	0	0	0	1	1	4	2		200601206099	20060120609901	166.617801147841
60	01	01	154.6955951	54	55	5519	4													1000000	0	0	0	0	0	1	1	4	2		200601206100	20060120610001	152.075351028255
60	01	01	154.6955951	06	85	8512	1	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206101	20060120610101	152.075351028255
60	01	01	131.00569552	35	75	7522	2	1	1		3500000	2		2		2		2			98	0	0	0	0	1	1	1	1	1	200601206102	20060120610201	128.989390746036
60	01	01	156.02927864	12	74	7411	4													98	0	0	0	0	0	1	1	4	1	3	200601206103	20060120610301	158.052819335461
60	02	01	156.02927864	19	80	8060	2	1	1		2000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206103	20060120610301	158.052819335461
60	02	01	145.89398471	61	01	0124	5													98	0	0	0	0	0	2			2		200601206104	20060120610401	142.993262734446
60	01	01	143.28171511	57	93	9302	5													2800000	0	0	0	0	0	1	1	4	1	3	200601206105	20060120610501	145.142347718344
60	02	01	143.28171511	57	93	9302	4													2500000	0	0	0	0	0	1	1	5	1	3	200601206105	20060120610501	145.142347718344
60	01	01	156.02927864	61	01	0121	5													98	0	0	0	0	0	1	1	5	2		200601206106	20060120610601	158.052819335461
60	02	01	156.02927864	19	85	8532	2	1	1		1500000	2		2		2		2			400000	0	0	0	0	1	1	1	1	1	200601206106	20060120610601	158.052819335461
60	02	01	199.21268498	41	51	5141	5													5000000	0	0	0	0	80000000	1	1	4	2		200601206107	20060120610701	201.601130139237
60	01	01	147.67847098	41	52	5241	5													98	0	0	0	0	0	1	1	5	2		200601206108	20060120610801	147.577036428519
60	02	01	145.89398471	84	72	7250	4													98	0	0	0	0	0	2			2		200601206109	20060120610901	142.993262734446
60	01	01	136.32313375	41	52	5211	4													800000	0	450000	0	98	0	1	1	3	3		200601206110	20060120611001	136.297163811469
60	02	01	136.32313375	41	52	5211	4													800000	0	450000	0	0	0	1	1	3	3		200601206110	20060120611001	136.297163811469
60	02	01	161.4707522	32	15	1594	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206111	20060120611101	154.675132796613
60	05	01	161.4707522	53	55	5529	4													98	0	0	0	0	0	1	1	5	2		200601206111	20060120611101	154.675132796613
60	01	01	147.67847098	45	52	5269	4													700000	0	0	0	0	0	1	1	4	2		200601206112	20060120611201	147.577036428519
60	02	01	147.67847098	53	55	5529	4													400000	0	0	0	0	0	1	1	5	2		200601206112	20060120611201	147.577036428519
60	01	01	186.24346179	54	95	9500	3	2			280000	1	150000	2		2		2			0	0	500000	0	0	2			2		200601206113	20060120611301	183.890670178143
60	01	01	149.74315968	41	52	5211	4													1000000	0	0	0	0	0	1	1	4	2		200601206114	20060120611401	152.613929159431
60	02	01	149.74315968	45	52	5211	6														0	0	0	0	0	1	1	5	2		200601206114	20060120611401	152.613929159431
60	01	01	145.33830515	79	18	1810	4													300000	0	0	0	0	0	1	1	5	2		200601206115	20060120611501	145.966529575797
60	01	01	174.89622321	13	80	8043	2	1	1		1600000	2		2		2		2			0	98	0	0	0	1	1	1	1	1	200601206116	20060120611601	176.823508434553
60	02	01	174.89622321	79	18	1810	4													400000	0	0	0	0	0	1	1	5	2		200601206116	20060120611601	176.823508434553
60	01	01	183.91139461	45	52	5269	4													800000	0	0	0	0	0	1	1	4	1	2	200601206117	20060120611701	186.49287419888
60	02	01	167.50599763	45	52	5261	4													98	0	0	0	0	0	1	1	4	2		200601206118	20060120611801	160.266131764748
60	03	01	131.92637788	97	24	2429	1	2			426000	2		2		2		2			0	0	0	0	0	1	1	2	9		200601206119	20060120611901	133.862475101294
60	02	01	131.92637788	05	85	8511	2	1	1		1250000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206120	20060120612001	133.862475101294
60	01	01	163.67811927	58	70	7020	1	1	2	12	530000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206121	20060120612101	155.634374734227
60	02	01	163.67811927	54	74	7493	4													250000	0	0	0	0	0	1	1	5	2		200601206121	20060120612101	155.634374734227
60	04	01	163.67811927	54	95	9500	3	2			200000	1	100000	2		2		2			0	0	0	0	0	2			2		200601206121	20060120612101	155.634374734227
60	02	01	171.8976542	54	74	7493	4													70000	0	0	0	0	0	1	2		2		200601206122	20060120612201	166.137332827378
60	05	01	171.8976542	38	64	6421	1	2			450000	2		2		2		2			0	0	0	0	0	1	2		2		200601206122	20060120612201	166.137332827378
60	03	01	145.89398471	95	45	4521	5													98	0	0	0	0	0	2			2		200601206123	20060120612301	142.993262734446
60	01	01	147.67847098	97	24	2429	1	2			426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206124	20060120612401	136.577365905964
60	02	01	147.67847098	55	74	7493	4													25000	0	0	0	0	0	1	1	5	2		200601206124	20060120612401	136.577365905964
60	01	02	156.02927864	45	92	9242	4													150000	0	0	0	0	0	2			2		200601206124	20060120612402	136.577365905964
60	02	02	156.02927864	55	70	7020	1	2			25000	2		2		2		2			0	0	0	0	0	2			2		200601206124	20060120612402	136.577365905964
60	01	01	165.18712841	58	74	7492	4													98	0	0	0	0	0	1	1	4	2		200601206125	20060120612501	225.589333133472
60	01	02	254.57993166	53	55	5521	1	2			390000	1	150000	2		2		2			0	0	0	0	0	1	2		2		200601206125	20060120612502	225.589333133472
60	01	03	149.73506103	53	55	5521	1	2			450000	1	180000	2		2		2			0	0	0	0	0	2			2		200601206125	20060120612503	225.589333133472
60	01	01	179.93273923	95	45	4521	5													600000	0	0	0	0	0	1	2		2		200601206126	20060120612601	181.726057088198
60	01	01	179.91954128	53	55	5521	1	1	1		400000	1	90000	2		2		2			0	0	400000	0	0	1	1	1	1	1	200601206127	20060120612701	180.949858567194
60	02	01	179.91954128	41	52	5237	4													600000	0	0	0	0	0	1	1	5	2		200601206127	20060120612701	180.949858567194
60	01	01	165.59203095	54	74	7493	4													200000	0	0	100000	0	0	2			2		200601206129	20060120612901	160.536207384978
60	01	01	162.97976134	98	60	6021	1	1	1		400000	2		2		2		2			0	0	0	0	0	1	1	2	1	2	200601206130	20060120613001	162.685292368876
60	01	01	165.6001296	98	60	6031	4													400000	0	0	0	0	0	1	2		2		200601206131	20060120613101	164.748918258437
60	01	01	161.05775101	95	45	4521	5													500000	0	0	0	0	0	1	1	5	2		200601206133	20060120613301	153.570748844666
60	01	01	196.72179715	85	45	4542	1	1	1		480000	2		2		2		2			0	0	0	0	0	1	1	2	1	2	200601206134	20060120613401	194.683654935373
60	02	01	196.72179715	53	15	1551	1	1	1		381500	2		2		2		2			0	0	0	0	0	1	1	2	1	2	200601206134	20060120613401	194.683654935373
60	02	01	179.39241082	53	55	5521	1	2			300000	1	90000	2		2		2			0	0	0	0	0	1	2		2		200601206135	20060120613501	171.847014626532
60	05	01	179.39241082	53	55	5521	1	2			200000	1	90000	2		2		2			0	0	0	0	0	1	2		2		200601206135	20060120613501	171.847014626532
60	06	01	179.39241082	95	45	4521	1	2			300000	2		2		2		2			0	0	0	0	0	1	2		2		200601206135	20060120613501	171.847014626532
60	01	01	140.72798828	45	52	5219	6														0	0	0	0	0	1	2		2		200601206136	20060120613601	142.944563395104
60	02	01	140.72798828	41	52	5219	4													300000	0	0	0	0	0	1	2		2		200601206136	20060120613601	142.944563395104
60	01	01	147.67847098	33	51	5125	1	1	2	12	650000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206137	20060120613701	147.577036428519
60	01	01	150.15616086	98	60	6041	4													400000	0	0	0	0	0	1	1	5	2		200601206138	20060120613801	153.718313111379
60	02	01	150.15616086	54	95	9500	3	9			381500	1	98	2		2		2			0	0	0	0	0	1	1	1	2		200601206138	20060120613801	153.718313111379
60	03	01	150.15616086	45	51	5141	1	9			426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206138	20060120613801	153.718313111379
60	01	01	152.59310486	54	74	7493	4													350000	0	0	0	0	0	1	2		2		200601206139	20060120613901	149.536536862423
60	03	01	152.59310486	97	63	6310	4													170000	0	0	0	0	0	1	2		2		200601206139	20060120613901	149.536536862423
60	02	01	197.14799628	59	64	6421	4													200000	0	0	0	0	0	2			2		200601206140	20060120614001	196.564237408325
60	03	01	197.14799628	59	64	6421	6														0	0	0	0	0	2			2		200601206140	20060120614001	196.564237408325
60	01	01	154.13991555	45	52	5233	1	1	1		480000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601206141	20060120614101	155.048617869606
60	01	01	154.13991555	13	80	8043	2	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206142	20060120614201	155.048617869606
60	01	01	156.02927864	61	01	0121	5													98	220000	0	0	0	0	1	2		2		200601206143	20060120614301	158.052819335461
60	02	01	156.02927864	33	63	6331	1	1	9		450000	2		2		2		2			0	0	0	0	0	1	1	1	9		200601206143	20060120614301	158.052819335461
60	03	01	156.02927864	41	52	5246	5													900000	0	0	0	0	0	2			2		200601206143	20060120614301	158.052819335461
60	01	01	162.97976134	45	50	5030	4													1500000	0	0	0	0	0	1	1	5	2		200601206144	20060120614401	162.685292368876
60	02	01	162.97976134	06	85	8511	1	1	1		600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206144	20060120614401	162.685292368876
60	01	01	140.72798828	41	50	5040	4													2000000	0	98	0	0	0	1	1	3	3		200601206145	20060120614501	142.944563395104
60	02	01	140.72798828	45	50	5040	6														0	0	0	0	0	1	1	5	2		200601206145	20060120614501	142.944563395104
60	01	01	156.57176024	84	50	5020	4													98	0	0	0	0	0	1	1	4	2		200601206146	20060120614601	154.303353973106
60	02	01	156.57176024	79	18	1810	4													60000	0	0	0	0	0	1	1	5	2		200601206146	20060120614601	154.303353973106
60	03	01	156.57176024	44	66	6601	1	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206146	20060120614601	154.303353973106
60	05	01	156.57176024	45	52	5241	1	2			426000	1	12000	2		2		2			0	0	0	0	0	1	1	1	1	1	200601206146	20060120614601	154.303353973106
60	06	01	156.57176024	39	85	8512	1	1	2	03	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206146	20060120614601	154.303353973106
60	01	01	176.64734246	06	52	5231	1	1	1		1000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206147	20060120614701	173.344834695321
60	02	01	176.64734246	15	92	9213	1	1	1		800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206147	20060120614701	173.344834695321
60	03	01	176.64734246	39	74	7413	1	1	1		1000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206147	20060120614701	173.344834695321
60	01	01	217.12629996	51	55	5529	4													800000	0	0	0	0	0	2			2		200601206148	20060120614801	209.388392824716
60	02	01	217.12629996	58	80	8060	1	1	9		60000	2		2		2		2			0	0	0	0	0	1	1	1	1	9	200601206148	20060120614801	209.388392824716
60	03	01	217.12629996	45	52	5225	6														0	0	0	0	0	1	2		2		200601206148	20060120614801	209.388392824716
60	01	01	199.21268498	01	73	7310	2	1	1		2000000	2		2		2		2			600000	0	0	0	0	1	1	1	1	1	200601206149	20060120614901	201.601130139237
60	02	01	132.89505862	32	75	7513	2	1	1		450000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206150	20060120615001	131.993592211891
60	03	01	132.89505862	02	74	7421	5													1800000	0	0	0	0	0	1	1	4	1	3	200601206150	20060120615001	131.993592211891
60	01	01	149.74315968	34	85	8511	1	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206151	20060120615101	152.613929159431
60	02	01	149.74315968	32	64	6421	1	1	1		400000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206151	20060120615101	152.613929159431
60	01	01	154.37759113	84	50	5020	4													98	0	0	0	0	0	2			2		200601206153	20060120615301	154.120310556496
60	01	01	169.01500678	41	52	5211	4													600000	0	0	0	0	0	2			2		200601206154	20060120615401	168.276291337011
60	02	01	169.01500678	54	74	7493	4													450000	0	0	1000000	0	0	2			2		200601206154	20060120615401	168.276291337011
60	01	01	163.5354409	41	51	5125	4													3500000	0	0	0	0	0	1	1	4	2		200601206155	20060120615501	159.712025527525
60	01	01	183.91139461	41	52	5241	5													98	0	0	0	0	0	1	1	5	2		200601206156	20060120615601	186.49287419888
60	02	01	183.91139461	32	75	7523	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206156	20060120615601	186.49287419888
60	01	01	162.97976134	98	63	6340	4													850000	0	0	0	0	0	1	1	4	2		200601206157	20060120615701	162.685292368876
60	01	01	175.53598336	98	60	6042	4													381500	0	0	0	0	0	1	1	4	2		200601206158	20060120615801	179.291368378023
60	02	01	175.53598336	98	60	6042	4													381500	0	0	0	0	0	1	1	5	2		200601206158	20060120615801	179.291368378023
60	01	01	183.91139461	58	75	7522	2	1	1		2000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206159	20060120615901	186.49287419888
60	01	01	179.78201722	95	45	4521	1	2			600000	2		2		2		2			0	0	0	0	0	1	2		2		200601206160	20060120616001	176.419088737056
60	01	01	165.6001296	98	60	6021	4													98	0	0	0	0	0	1	1	4	2		200601206161	20060120616101	164.748918258437
60	02	01	164.86912444	45	52	5261	4													80000	0	0	800000	0	0	1	1	5	2		200601206162	20060120616201	165.689493834731
60	03	01	164.86912444	13	80	8043	4													750000	0	0	0	0	0	1	1	4	1	3	200601206162	20060120616201	165.689493834731
60	04	01	164.86912444	39	52	5211	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206162	20060120616201	165.689493834731
60	05	01	164.86912444	38	64	6421	1	2			200000	1	40000	2		2		2			0	0	0	0	0	2			2		200601206162	20060120616201	165.689493834731
60	01	01	162.97976134	41	52	5242	4													700000	140000	0	0	0	0	1	1	5	2		200601206166	20060120616601	162.685292368876
60	02	01	162.97976134	45	51	5190	1	1	2	06	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206166	20060120616601	162.685292368876
60	01	01	252.24786449	13	80	8041	4													560000	0	0	0	0	0	1	2		2		200601206167	20060120616701	254.250764277779
60	01	01	163.5354409	51	55	5529	4													600000	0	0	0	0	0	1	2		2		200601206168	20060120616801	159.712025527525
60	02	01	163.5354409	53	55	5529	6														0	0	0	0	0	2			2		200601206168	20060120616801	159.712025527525
60	03	01	163.5354409	38	64	6421	1	2			180000	2		2		2		2			0	0	0	0	0	1	2		2		200601206168	20060120616801	159.712025527525
60	01	01	184.74249628	32	60	6042	1	1	1		740000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206169	20060120616901	158.752783589912
60	01	02	145.61378228	97	51	5125	1	2			500000	2		2		2		2			0	0	0	0	0	1	2		2		200601206169	20060120616902	158.752783589912
60	02	02	145.61378228	45	52	5261	4													100000	0	0	0	0	0	1	2		2		200601206169	20060120616902	158.752783589912
60	01	01	136.33123241	41	52	5244	5													12000000	1700000	0	0	0	0	1	1	1	1	1	200601206170	20060120617001	140.509874684929
60	02	01	136.33123241	33	52	5244	6														0	0	0	0	0	1	1	5	2		200601206170	20060120617001	140.509874684929
60	03	01	136.33123241	45	52	5244	1	2			500000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601206170	20060120617001	140.509874684929
60	01	01	164.63144886	61	01	0115	4													4000000	0	0	0	0	0	1	1	4	2		200601206171	20060120617101	166.617801147841
60	01	01	136.32313375	41	51	5124	4													3000000	98	98	0	0	0	1	1	3	3		200601206172	20060120617201	136.297163811469
60	01	01	164.63144886	61	01	0121	4													1600000	0	0	0	0	0	1	1	4	2		200601206174	20060120617401	166.617801147841
60	02	01	134.84677184	13	80	8011	1	1	1		800000	2		2		2		2			0	0	0	0	0	1	1	2	1	2	200601206175	20060120617501	134.397346297562
60	01	01	164.63144886	21	74	7414	4													2000000	0	0	0	0	0	1	1	4	1	3	200601206176	20060120617601	166.617801147841
60	01	01	188.30815049	41	51	5132	4													20000000	0	0	0	0	0	2			2		200601206177	20060120617701	188.927562909055
60	01	01	102.36371509	45	52	5223	4													98	70000	0	0	0	0	1	2		2		200601206178	20060120617801	132.982200464481
60	01	02	153.60600895	84	50	5020	1	2			300000	2		2		2		2			0	0	0	0	0	1	2		2		200601206178	20060120617802	132.982200464481
60	01	03	114.65459337	95	45	4521	1	2			240000	2		2		2		2			0	0	0	0	0	1	2		2		200601206178	20060120617803	132.982200464481
60	02	03	114.65459337	13	80	8060	4													98	0	0	0	0	0	2			2		200601206178	20060120617803	132.982200464481
60	04	03	114.65459337	75	17	1750	1	2			240000	2		2		2		2			0	0	0	0	0	1	2		2		200601206178	20060120617803	132.982200464481
60	01	01	94.06593547	54	95	9500	3	2			150000	1	80000	2		2		2			0	0	0	0	0	1	2		2		200601206179	20060120617901	118.322885542183
60	01	02	141.22896194	84	50	5020	1	2			380000	2		2		2		2			0	0	0	0	0	1	2		2		200601206179	20060120617902	118.322885542183
60	01	03	116.08614847	84	50	5020	1	2			150000	2		2		2		2			0	0	0	0	0	1	2		2		200601206179	20060120617903	118.322885542183
60	01	01	134.84607871	83	28	2811	1	2			400000	2		2		2		2			0	0	0	0	0	1	2		2		200601206180	20060120618001	135.730924379682
60	01	01	110.40237493	58	75	7524	2	1	1		970000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206181	20060120618101	109.972437424627
60	05	01	110.40237493	55	85	8511	1	1	2	12	320000	2		2		2		2			0	0	0	0	0	1	1	1	2		200601206181	20060120618101	109.972437424627
60	01	01	123.46035377	54	95	9500	3	2			120000	1	80000	2		2		2			0	0	0	0	0	1	2		2		200601206183	20060120618301	122.046681988333
60	01	01	134.84607871	83	28	2893	1	2			450000	2		2		2		2			0	0	0	0	0	2			2		200601206184	20060120618401	135.730924379682
60	02	01	139.4249075	45	52	5211	4													100000	0	0	0	0	0	1	1	5	2		200601206185	20060120618501	140.888215993767
60	03	01	139.4249075	49	52	5252	1	2			500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206185	20060120618501	140.888215993767
60	01	01	134.84607871	58	75	7524	2	1	1		1400000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	200601206186	20060120618601	135.730924379682
60	02	01	134.84607871	57	93	9302	4													200000	0	0	0	0	0	1	1	5	2		200601206186	20060120618601	135.730924379682
60	01	01	108.64011438	72	28	2899	1	2			320000	2		2		2		2			0	0	0	0	0	2			2		200601206187	20060120618701	127.536235163769
