Reg	Orden	Hogar	Fex_c	P37	P37a	Valor38	P39	P40	P41	P42	P43	P44	P45	P46a	P46b	P46c	P46d	P46e	P46f	P46g	P46h	P46i	P47	P48	Llave_viv	Llave_hog	Fex_c_2011
62	02	01	2494.0806018	2				2					2												200601202089	20060120208901	2472.34938814725
62	02	01	1937.6421351	1	4	98	10	1	20	2	1	1			1		1						2	1	200601202090	20060120209001	1870.74773386356
62	04	01	1937.6421351	2				2					1		1					1			2	1	200601202090	20060120209001	1870.74773386356
62	01	01	2727.2626285	2				2					2												200601202091	20060120209101	2679.98307913441
62	02	01	2727.2626285	2				2					2												200601202091	20060120209101	2679.98307913441
62	01	01	2760.9998558	2				2					2												200601202092	20060120209201	2773.01629600916
62	02	01	2760.9998558	2				2					2												200601202092	20060120209201	2773.01629600916
62	01	01	2211.0702285	2				1	24	1	1	1			1								1	1	200601202093	20060120209301	2209.29969655196
62	03	01	2211.0702285	2				2					1		1								2	1	200601202093	20060120209301	2209.29969655196
62	04	01	2211.0702285	2				2					2												200601202093	20060120209301	2209.29969655196
62	05	01	2211.0702285	2				2					2												200601202093	20060120209301	2209.29969655196
62	01	01	2170.2905294	2				2					2												200601202094	20060120209401	2120.95815110729
62	03	01	2170.2905294	2				2					2												200601202094	20060120209401	2120.95815110729
62	04	01	2210.6079171	2				1	48	1	1	2													200601202096	20060120209601	2219.82979146545
62	01	01	2614.6916587	2				2					2												200601202097	20060120209701	2603.1144476997
62	01	01	3210.258523	1	4	100000	30	2					2												200601202099	20060120209901	3230.86772398912
62	02	01	3210.258523	2				2					1						1				2	1	200601202099	20060120209901	3230.86772398912
62	01	01	2787.4374833	2				2					2												200601202100	20060120210001	2769.26381128858
62	02	01	2787.4374833	2				1	07	2	1	2													200601202100	20060120210001	2769.26381128858
62	02	01	1739.7642537	2				2					2												200601202101	20060120210101	1742.46333626301
62	01	01	1691.4715497	2				1	40	1	1	1			1								1	1	200601202102	20060120210201	1675.95891699217
62	01	01	2567.2036443	2				2					1		1								2	1	200601202103	20060120210301	2584.10819217945
62	01	01	3000.5027433	2				2					1		1	1							2	1	200601202104	20060120210401	3018.40399049569
62	02	01	3000.5027433	2				2					2												200601202104	20060120210401	3018.40399049569
62	01	01	3089.1214843	2				2					2												200601202105	20060120210501	3060.86410081525
62	02	01	3089.1214843	2				2					2												200601202105	20060120210501	3060.86410081525
62	01	01	1724.0557481	2				1	24	1	1	1			1								2	1	200601202106	20060120210601	1698.17634325441
62	01	01	2408.9398047	2				2					2												200601202108	20060120210801	2397.01166971113
62	02	01	2408.9398047	2				2					2												200601202108	20060120210801	2397.01166971113
62	03	01	2408.9398047	2				2					2												200601202108	20060120210801	2397.01166971113
62	01	01	2501.3960953	2				1	25	2	1	2													200601202110	20060120211001	2512.76043778467
62	03	01	1567.340169	1	4	98	40	2					2												200601202112	20060120211201	1575.86945253436
62	01	01	2755.8526608	2				1	30	1	1	1		1	1								1	1	200601202113	20060120211301	2739.33774581077
62	02	01	2148.0647904	2				2					1	1									2	1	200601202114	20060120211401	2129.30975512354
62	01	01	3089.1214843	2				2					1	1	1								2	1	200601202115	20060120211501	3060.86410081525
62	03	01	3089.1214843	2				1	20	1	1	1			1								1	1	200601202115	20060120211501	3060.86410081525
62	01	01	2338.2620673	2				2					1							1			2	1	200601202116	20060120211601	2907.46487984293
62	01	02	2721.6299343	2				2					2												200601202116	20060120211602	2907.46487984293
62	02	03	3098.411541	2				2					2												200601202116	20060120211603	2907.46487984293
62	01	04	2698.5036039	2				1	48	2	1	1			1						1		2	1	200601202116	20060120211604	2907.46487984293
62	02	04	2698.5036039	2				1	36	2	1	2													200601202116	20060120211604	2907.46487984293
62	03	04	2698.5036039	2				1	36	1	1	1									1		1	1	200601202116	20060120211604	2907.46487984293
62	01	02	3595.4454371	2				1	15	2	1	2													200601202117	20060120211702	1998.92178775131
62	02	02	3595.4454371	2				2					1								1		2	1	200601202117	20060120211702	1998.92178775131
62	02	01	2270.9721505	2				2					2												200601202118	20060120211801	2222.3816313459
62	01	01	2551.4951387	2				2					1		1		1						1	1	200601202119	20060120211901	2539.82119917086
62	03	01	1324.5623184	2				1	16	1	1	2													200601202120	20060120212001	1304.00328355927
62	02	01	1724.0557481	2				2					2												200601202121	20060120212101	1698.17634325441
62	01	01	2438.8831657	2				2					1			1				1			2	1	200601202122	20060120212201	2408.91798584519
62	01	01	1585.7767673	2				2					2												200601202123	20060120212301	1524.76949230189
62	02	01	1585.7767673	2				2					1		1	1							2	1	200601202123	20060120212301	1524.76949230189
62	01	01	1720.8350971	2				2					2												200601202124	20060120212401	1743.3933270755
62	03	01	1720.8350971	2				1	48	1	1	1		1	1								1	1	200601202124	20060120212401	1743.3933270755
62	06	01	1720.8350971	2				2					2												200601202124	20060120212401	1743.3933270755
62	01	01	2560.8013079	2				2					1		1					1			2	1	200601202125	20060120212501	2657.39846144779
62	02	01	2560.8013079	2				2					1	1	1				1				1	1	200601202125	20060120212501	2657.39846144779
62	02	01	1095.3986051	2				2					2												200601202126	20060120212601	1095.39605822996
62	01	01	3028.9339581	2				1	15	2	1	2													200601202127	20060120212701	3202.5172719918
62	02	01	3028.9339581	2				1	20	2	1	1			1		1						1	1	200601202127	20060120212701	3202.5172719918
62	01	02	2534.1937957	2				2					2												200601202127	20060120212702	3202.5172719918
62	01	01	2811.3977111	2				2					2												200601202128	20060120212801	2759.45241984424
62	02	01	2811.3977111	2				2					1		1								1	1	200601202128	20060120212801	2759.45241984424
62	03	01	2811.3977111	2				2					2												200601202128	20060120212801	2759.45241984424
62	01	01	3087.8994989	2				2					2												200601202129	20060120212901	3100.54200649766
62	02	01	3087.8994989	2				2					2												200601202129	20060120212901	3100.54200649766
62	03	01	3087.8994989	2				2					2												200601202129	20060120212901	3100.54200649766
62	01	03	2615.4997574	2				2					1							1			2	1	200601202130	20060120213003	1779.94915368521
62	01	04	1499.9154919	2				2					1		1			1					2	1	200601202130	20060120213004	1779.94915368521
62	01	01	2534.1937957	2				2					1		1					1			1	1	200601202131	20060120213101	2502.7572235337
62	01	01	1281.8574698	2				2					2												200601202132	20060120213201	1261.84057722766
62	02	01	1281.8574698	2				2					2												200601202132	20060120213201	1261.84057722766
62	01	01	1639.9636627	2				2					2												200601202134	20060120213401	1572.23690873028
62	03	01	1639.9636627	2				2					2												200601202134	20060120213401	1572.23690873028
62	04	01	1639.9636627	2				2					2												200601202134	20060120213401	1572.23690873028
62	01	01	2731.5299311	2				2					1		1								2	1	200601202135	20060120213501	2668.6622202031
62	02	01	2731.5299311	2				1	12	2	1	1			1								2	1	200601202135	20060120213501	2668.6622202031
62	01	01	2744.540738	2				2					2												200601202136	20060120213601	3063.69312366363
62	01	02	2674.4652982	2				2					1		1								2	1	200601202136	20060120213602	3063.69312366363
62	01	01	3345.0889359	2				1	20	2	1	2													200601202137	20060120213701	3348.68203331172
62	02	01	3345.0889359	2				2					1							1			2	1	200601202137	20060120213701	3348.68203331172
62	03	01	1728.7106007	2				2					1		1								1	1	200601202138	20060120213801	1651.10021899986
62	04	01	1728.7106007	2				2					1		1								2	1	200601202138	20060120213801	1651.10021899986
62	01	01	2492.5319001	2				2					1			1							2	1	200601202139	20060120213901	2514.2137173871
62	01	01	2524.2867127	2				2					1							1			2	2	200601202140	20060120214001	2921.31313748905
62	01	02	2524.2867127	2				2					1		1								1	1	200601202140	20060120214002	2921.31313748905
62	01	04	2605.27482	2				2					2												200601202140	20060120214004	2921.31313748905
62	02	04	2605.27482	2				2					1		1								2	2	200601202140	20060120214004	2921.31313748905
62	02	01	3145.629269	2				2					2												200601202141	20060120214101	3158.8932895894
62	05	01	3145.629269	2				2					1		1								2	1	200601202141	20060120214101	3158.8932895894
62	01	01	2378.6851665	2				2					2												200601202142	20060120214201	2347.10599190656
62	02	01	2378.6851665	2				2					2												200601202142	20060120214201	2347.10599190656
62	01	01	2689.096577	2				2					2												200601202143	20060120214301	2700.80007930052
62	01	01	2546.5986079	2				2					2												200601202144	20060120214401	2535.32289618844
62	01	01	2888.5562439	2				2					2												200601202145	20060120214501	2890.58882302284
62	02	01	2888.5562439	2				2					2												200601202145	20060120214501	2890.58882302284
62	03	01	2888.5562439	2				2					1		1		1				1		1	1	200601202145	20060120214501	2890.58882302284
62	01	01	2328.0225314	2				1	24	1	1	2													200601202146	20060120214601	2369.80561895858
62	02	01	2328.0225314	2				1	36	1	1	2													200601202146	20060120214601	2369.80561895858
62	07	01	2328.0225314	2				1	35	1	1	2													200601202146	20060120214601	2369.80561895858
62	01	01	2706.681346	2				2					1								1		2	1	200601202149	20060120214901	2671.04696891216
62	02	01	2706.681346	2				2					2												200601202149	20060120214901	2671.04696891216
62	03	01	2706.681346	2				2					2												200601202149	20060120214901	2671.04696891216
62	04	01	2706.681346	2				2					2												200601202149	20060120214901	2671.04696891216
62	03	01	1571.7417201	2				1	20	2	1	2													200601202152	20060120215201	1494.0427410225
62	04	01	1571.7417201	2				2					1	1	1				1				2	1	200601202152	20060120215201	1494.0427410225
62	01	01	2375.7992591	2				2					2												200601202153	20060120215301	2346.3275647892
62	01	01	2011.675985	2				2					1	1									2	1	200601202154	20060120215401	2030.77375462082
62	01	01	1297.1790587	2				2					2												200601202158	20060120215801	1258.49811177366
62	02	01	1297.1790587	2				2					2												200601202158	20060120215801	1258.49811177366
62	03	01	1297.1790587	2				1	99	2	1	1			1								1	1	200601202158	20060120215801	1258.49811177366
62	01	01	1095.3986051	2				2					2												200601202159	20060120215901	1095.39605822996
62	03	01	1095.3986051	2				2					1	1	1								2	1	200601202159	20060120215901	1095.39605822996
62	06	01	1095.3986051	2				2					2												200601202159	20060120215901	1095.39605822996
62	01	01	1849.3317039	2				2					2												200601202160	20060120216001	1775.42011560908
62	02	01	1849.3317039	2				2					1		1		1						1	1	200601202160	20060120216001	1775.42011560908
62	01	02	2143.3210735	2				2					1		1								2	1	200601202160	20060120216002	1775.42011560908
62	01	01	2409.9388842	2				2					2												200601202161	20060120216101	2415.6685609574
62	02	01	2409.9388842	2				2					1	1	1	1							2	1	200601202161	20060120216101	2415.6685609574
62	01	01	3318.2683289	2				2					2												200601202163	20060120216301	3364.09957936029
62	01	01	2796.1563198	2				2					2												200601202164	20060120216401	2801.39048271341
62	02	01	2796.1563198	2				1	30	2	1	2													200601202164	20060120216401	2801.39048271341
62	01	01	2995.9983623	2				2					2												200601202165	20060120216501	2982.73281904522
62	01	01	3012.4236052	2				1	06	2	1	2													200601202166	20060120216601	3019.58570119675
62	02	01	3012.4236052	2				2					2												200601202166	20060120216601	3019.58570119675
62	01	01	3262.0673125	2				2					1							1			2	1	200601202167	20060120216701	3219.09066809246
62	02	01	3262.0673125	2				2					2												200601202167	20060120216701	3219.09066809246
62	01	01	2507.8554051	2				2					2												200601202168	20060120216801	2495.28504364911
62	02	01	2507.8554051	2				2					2												200601202168	20060120216801	2495.28504364911
62	03	01	2507.8554051	2				2					2												200601202168	20060120216801	2495.28504364911
62	01	01	3335.5504218	2				2					2												200601202169	20060120216901	3300.23435552405
62	03	01	3335.5504218	1	1	200000	18	1	05	1	1	2													200601202169	20060120216901	3300.23435552405
62	01	01	3447.6543597	2				2					2												200601202170	20060120217001	3493.67488164099
62	02	01	3447.6543597	2				2					2												200601202170	20060120217001	3493.67488164099
62	02	01	3451.4273452	2				2					1		1	1				1			2	2	200601202171	20060120217101	3405.5803635854
62	03	01	3451.4273452	2				1	40	1	1	1			1								1	1	200601202171	20060120217101	3405.5803635854
62	01	01	3215.7153542	2				1	05	2	1	2													200601202173	20060120217301	3141.72904940706
62	02	01	3215.7153542	2				2					2												200601202173	20060120217301	3141.72904940706
62	03	01	3215.7153542	2				2					2												200601202173	20060120217301	3141.72904940706
62	02	01	3725.1574329	2				2					2												200601202174	20060120217401	3726.97805413493
62	01	01	1885.5264663	2				2					2												200601202175	20060120217501	1864.35867007076
62	02	01	2733.3540878	2				1	20	2	2	2													200601202176	20060120217601	2724.62271156171
62	03	01	2733.3540878	2				1	15	2	1	1			1						1		2	1	200601202176	20060120217601	2724.62271156171
62	01	01	2977.142624	2				2					1							1			2	1	200601202177	20060120217701	2945.07310983628
62	02	01	2977.142624	2				2					1							1			2	2	200601202177	20060120217701	2945.07310983628
62	03	01	2977.142624	2				2					1				1						2	1	200601202177	20060120217701	2945.07310983628
62	04	01	2977.142624	2				2					2												200601202177	20060120217701	2945.07310983628
62	02	01	2104.8742419	2				2					2												200601202178	20060120217801	2085.19097501347
62	04	01	2104.8742419	2				2					2												200601202178	20060120217801	2085.19097501347
62	06	01	2104.8742419	2				2					1		1								2	1	200601202178	20060120217801	2085.19097501347
62	01	01	2483.4382886	1	4	400000	40	2					1					1					2	1	200601202179	20060120217901	2484.65203608995
62	02	01	1680.7290409	2				2					1		1	1							2	1	200601202180	20060120218001	1639.32439292296
62	01	01	2830.870226	2				2					2												200601202181	20060120218101	2877.47452461458
62	01	01	2345.9123766	2				1	18	2	1	1			1					1			2	1	200601202182	20060120218201	2386.3940380712
62	01	01	1633.2529041	2				2					1		1								2	1	200601202183	20060120218301	1582.04694261242
62	02	01	1633.2529041	2				1	20	1	1	1		1	1								2	1	200601202183	20060120218301	1582.04694261242
62	03	01	1633.2529041	1	6		14	1	48	1	1	1			1		1				1		1	1	200601202183	20060120218301	1582.04694261242
62	01	01	2294.0425314	2				2					1		1								2	1	200601202184	20060120218401	2620.11223918296
62	02	01	2294.0425314	2				1	20	2	1	1			1								2	1	200601202184	20060120218401	2620.11223918296
62	01	02	2530.9144254	2				2					2												200601202184	20060120218402	2620.11223918296
62	01	01	2684.5015456	2				1	24	1	2	1		1	1								1	1	200601202185	20060120218501	2385.61036562894
62	01	02	2375.7992591	2				2					1		1								2	1	200601202185	20060120218502	2385.61036562894
62	03	03	1816.4174991	2				1	10	2	1	2													200601202185	20060120218503	2385.61036562894
62	04	03	1816.4174991	2				2					2												200601202185	20060120218503	2385.61036562894
62	01	01	1896.8078407	2				2					2												200601202186	20060120218601	1889.97501623015
62	01	01	2937.7828447	2				2					2												200601202187	20060120218701	2945.43063087192
62	02	01	2937.7828447	2				2					2												200601202187	20060120218701	2945.43063087192
62	03	01	2937.7828447	2				2					1		1								2	1	200601202187	20060120218701	2945.43063087192
62	02	01	1650.8421584	2				2					2												200601202188	20060120218801	1679.39086620496
62	02	01	2238.7625097	2				2					2												200601202189	20060120218901	2209.04093355912
62	03	01	2238.7625097	2				2					2												200601202189	20060120218901	2209.04093355912
62	01	01	2483.4382886	2				2					1		1				1				2	1	200601202190	20060120219001	2484.65203608995
62	03	01	2483.4382886	2				1	48	1	1	1			1								1	1	200601202190	20060120219001	2484.65203608995
62	01	01	2530.9144254	2				2					2												200601202191	20060120219101	2541.92948640049
62	03	01	2530.9144254	2				2					2												200601202191	20060120219101	2541.92948640049
62	01	01	1095.3986051	2				2					2												200601202192	20060120219201	1095.39605822996
62	02	01	1095.3986051	2				2					2												200601202192	20060120219201	1095.39605822996
62	03	01	1095.3986051	2				1	25	1	1	1			1		1						1	1	200601202192	20060120219201	1095.39605822996
62	01	01	2375.7992591	2				1	12	2	1	1		1	1								2	1	200601202193	20060120219301	2346.3275647892
62	01	01	2530.9144254	2				1	30	1	1	2													200601202194	20060120219401	2541.92948640049
62	02	01	2530.9144254	2				1	12	2	1	2													200601202194	20060120219401	2541.92948640049
62	01	01	2839.6167119	1	4	200000	3	1	06	2	1	2													200601202195	20060120219501	2846.81511181752
62	02	01	2839.6167119	1	6		10	2					2												200601202195	20060120219501	2846.81511181752
62	03	01	2839.6167119	2				2					2												200601202195	20060120219501	2846.81511181752
62	02	01	2236.9250558	2				1	20	1	1	2													200601202196	20060120219601	2241.11238617073
62	03	01	2236.9250558	2				2					2												200601202196	20060120219601	2241.11238617073
62	01	01	2715.9164742	2				2					2												200601202197	20060120219701	2697.46493472978
62	02	01	2715.9164742	2				2					2												200601202197	20060120219701	2697.46493472978
62	03	01	2715.9164742	2				2					1	1	1								1	1	200601202197	20060120219701	2697.46493472978
62	01	01	2671.165034	2				2					2												200601202198	20060120219801	2663.2767360639
62	01	01	2053.7604608	2				2					2												200601202199	20060120219901	2053.50548522983
62	01	01	2238.7625097	2				2					1		1					1			2	1	200601202200	20060120220001	2209.04093355912
62	02	01	1358.6902426	2				2					2												200601202201	20060120220101	1346.50231336359
62	01	01	1495.726992	2				1	18	2	1	2													200601202202	20060120220201	1483.78894459367
62	02	01	2530.9144254	2				2					2												200601202203	20060120220301	2541.92948640049
62	01	01	2294.0425314	2				1	20	2	1	1			1								2	1	200601202204	20060120220401	2268.97486924238
62	02	01	1154.2614857	2				2					1		1								2	2	200601202205	20060120220501	1125.69439405338
62	01	01	1394.1466667	2				2					2												200601202207	20060120220701	1394.14342519101
62	01	01	1607.3287669	2				2					1		1	1				1			2	1	200601202208	20060120220801	1576.17793492811
62	02	01	1607.3287669	2				2					1		1	1				1			2	1	200601202208	20060120220801	1576.17793492811
62	04	01	1607.3287669	2				2					1		1								2	1	200601202208	20060120220801	1576.17793492811
62	05	01	1607.3287669	2				2					1		1								1	1	200601202208	20060120220801	1576.17793492811
62	01	01	2909.7645125	2				2					2												200601202209	20060120220901	2884.41139670243
62	02	01	2909.7645125	1	4	350000	4	1	30	2	1	2													200601202209	20060120220901	2884.41139670243
62	01	01	3695.5538348	1	5	98	10	2					2												200601202210	20060120221001	3558.65547594474
62	02	01	3695.5538348	2				2					1		1								2	1	200601202210	20060120221001	3558.65547594474
62	03	01	3695.5538348	2				2					2												200601202210	20060120221001	3558.65547594474
62	04	01	3695.5538348	2				2					1		1								2	1	200601202210	20060120221001	3558.65547594474
62	01	02	2674.3068549	2				2					1		1								2	1	200601202210	20060120221002	3558.65547594474
62	01	01	3050.4775965	2				2					2												200601202211	20060120221101	3036.97083262674
62	01	01	1964.7034901	2				2					1		1					1			2	2	200601202212	20060120221201	1911.68852043938
62	02	01	1964.7034901	2				1	20	2	1	1			1								2	1	200601202212	20060120221201	1911.68852043938
62	01	01	2674.3068549	2				2					1	1									2	1	200601202213	20060120221301	2686.45676555029
62	01	01	3050.4775965	2				1	30	1	1	1		1	1								1	1	200601202214	20060120221401	3036.97083262674
62	02	01	3050.4775965	2				2					2												200601202214	20060120221401	3036.97083262674
62	01	01	3023.750991	2				2					1								1		2	1	200601202215	20060120221501	2986.24148153416
62	01	01	2693.0324258	2				2					2												200601202216	20060120221601	2691.63489961189
62	02	01	2693.0324258	2				2					2												200601202216	20060120221601	2691.63489961189
62	01	01	3616.4551639	2				2					1		1								2	1	200601202218	20060120221801	3588.46672819838
62	03	01	3616.4551639	2				2					2												200601202218	20060120221801	3588.46672819838
62	04	01	3616.4551639	2				2					2												200601202218	20060120221801	3588.46672819838
62	01	01	2568.1733943	2				1	20	2	1	1		1	1								1	1	200601202220	20060120222001	2579.84111947615
62	01	01	3181.1267713	2				2					2												200601202222	20060120222201	3145.82377378263
62	04	01	3181.1267713	2				2					2												200601202222	20060120222201	3145.82377378263
62	05	01	3181.1267713	2				2					2												200601202222	20060120222201	3145.82377378263
62	01	01	3171.5887071	2				2					2												200601202223	20060120222301	3142.57696423038
62	02	01	3171.5887071	2				2					2												200601202223	20060120222301	3142.57696423038
62	01	01	3093.334229	2				2					2												200601202224	20060120222401	3106.79705686841
62	02	01	3093.334229	2				2					2												200601202224	20060120222401	3106.79705686841
62	02	01	3102.8722932	2				1	20	2	1	2													200601202225	20060120222501	3110.04386642066
62	01	01	2706.6439179	2				2					2												200601202226	20060120222601	2683.01185501606
62	01	01	3358.1437645	2				2					1							1			2	1	200601202227	20060120222701	3313.56140033868
62	01	01	3892.4113995	2				2					2												200601202228	20060120222801	3856.80601393004
62	01	01	2298.5751519	2				2					2												200601202230	20060120223001	2252.98364492538
62	02	01	2298.5751519	2				2					2												200601202230	20060120223001	2252.98364492538
62	01	01	2679.558367	2				1	10	2	1	1								1			2	1	200601202231	20060120223101	2670.11204435736
62	01	01	2514.8625111	2				2					2												200601202232	20060120223201	2492.95022225662
62	02	01	2514.8625111	2				2					2												200601202232	20060120223201	2492.95022225662
62	01	01	1953.7875248	2				2					2												200601202233	20060120223301	1886.33572636598
62	02	01	1953.7875248	2				2					2												200601202233	20060120223301	1886.33572636598
62	03	01	1953.7875248	2				2					2												200601202233	20060120223301	1886.33572636598
62	04	01	1953.7875248	2				2					2												200601202233	20060120223301	1886.33572636598
62	01	01	2651.4708515	2				2					2												200601202234	20060120223401	2614.30392052068
62	04	01	2651.4708515	2				1	14	2	2	2													200601202234	20060120223401	2614.30392052068
62	05	01	2651.4708515	2				2					2												200601202234	20060120223401	2614.30392052068
62	01	01	2854.4350263	2				1	30	2	1	1			1					1			2	1	200601202235	20060120223501	3043.48652398778
62	03	01	2854.4350263	2				2					2												200601202235	20060120223501	3043.48652398778
62	01	02	2580.5036142	2				2					1								1		2	1	200601202235	20060120223502	3043.48652398778
62	03	01	1525.4136384	2				2					1		1								2	1	200601202236	20060120223601	1472.35802196252
62	01	01	1848.8019449	2				1	08	2	1	2													200601202237	20060120223701	1803.25683221526
62	02	01	2954.4657461	2				2					1							1			2	1	200601202238	20060120223801	2934.07978737629
62	03	01	2954.4657461	2				2					1								1		1	1	200601202238	20060120223801	2934.07978737629
62	05	01	2954.4657461	2				2					2												200601202238	20060120223801	2934.07978737629
62	01	01	2383.603144	2				2					1			1							1	1	200601202239	20060120223901	2348.98405016193
62	01	01	2294.0425314	2				2					2												200601202240	20060120224001	2268.97486924238
62	02	01	2294.0425314	2				2					2												200601202240	20060120224001	2268.97486924238
62	04	01	2294.0425314	2				2					1		1								2	1	200601202240	20060120224001	2268.97486924238
62	01	01	2375.7992591	2				2					2												200601202241	20060120224101	2346.3275647892
62	03	01	1386.7396713	2				2					2												200601202242	20060120224201	1338.5072926932
62	01	01	2530.9144254	2				2					1		1								2	1	200601202243	20060120224301	2541.92948640049
62	02	01	2530.9144254	2				2					1		1								2	1	200601202243	20060120224301	2541.92948640049
62	03	01	1377.8522196	2				2					2												200601202244	20060120224401	1418.43245642218
62	01	01	1772.9666372	2				2					2												200601202246	20060120224601	1789.89059007432
62	02	01	1772.9666372	2				1	30	2	1	2													200601202246	20060120224601	1789.89059007432
62	01	01	2286.2386464	2				2					1						1				2	1	200601202247	20060120224701	2766.80593089798
62	02	01	2286.2386464	2				2					1		1								2	1	200601202247	20060120224701	2766.80593089798
62	01	02	2345.9123766	2				2					2												200601202247	20060120224702	2766.80593089798
62	01	03	2499.4994968	2				2					1			1							2	1	200601202247	20060120224703	2766.80593089798
62	02	01	1482.1811075	2				1	24	2	1	1			1								2	1	200601202248	20060120224801	1414.03356010295
62	03	01	1482.1811075	1	4	100000	6	1	24	2	1	2													200601202248	20060120224801	1414.03356010295
62	04	01	1482.1811075	2				2					2												200601202248	20060120224801	1414.03356010295
62	05	01	1482.1811075	2				2					2												200601202248	20060120224801	1414.03356010295
62	01	01	1406.1663794	2				1	15	2	2	2													200601202250	20060120225001	1403.77976367413
62	02	01	1406.1663794	2				2					2												200601202250	20060120225001	1403.77976367413
62	01	01	2775.5902043	2				2					2												200601202251	20060120225101	2817.54058893132
62	01	01	2383.603144	2				1	48	2	1	1									1		2	1	200601202252	20060120225201	2348.98405016193
62	02	01	1776.1704771	2				2					2												200601202253	20060120225301	1714.85066033271
62	03	01	1776.1704771	2				2					1		1								2	1	200601202253	20060120225301	1714.85066033271
62	04	01	1776.1704771	2				1	30	1	1	1			1								1	1	200601202253	20060120225301	1714.85066033271
62	01	01	2760.7809981	2				1	60	2	1	2													200601202254	20060120225401	2751.00581633647
62	02	01	1095.3986051	1	4	250000	30	1	15	2	1	2													200601202255	20060120225501	1095.39605822996
62	03	01	1095.3986051	2				2					2												200601202255	20060120225501	1095.39605822996
62	01	01	2493.7574972	2				2					2												200601202256	20060120225601	2428.57884275895
62	03	01	2493.7574972	2				2					1			1							1	1	200601202256	20060120225601	2428.57884275895
62	05	01	2493.7574972	2				2					2												200601202256	20060120225601	2428.57884275895
62	01	01	1717.6866155	2				1	40	2	1	1			1						1		2	1	200601202258	20060120225801	1729.95665439106
62	01	01	2496.6338345	2				2					2												200601202259	20060120225901	2521.85424116421
62	02	01	2496.6338345	2				2					2												200601202259	20060120225901	2521.85424116421
62	05	01	2496.6338345	2				2					2												200601202259	20060120225901	2521.85424116421
62	02	01	2694.4549385	2				2					1		1								2	1	200601202261	20060120226101	2653.94238227884
62	03	01	2694.4549385	2				1	30	2	1	1			1				1				2	1	200601202261	20060120226101	2653.94238227884
62	04	01	2694.4549385	2				2					1		1								2	1	200601202261	20060120226101	2653.94238227884
62	01	01	3048.3105745	2				2					2												200601202262	20060120226201	3021.75029076493
62	01	01	3178.12958	2				2					2												200601202263	20060120226301	3131.9709036024
62	01	01	3459.9125942	2				2					2												200601202264	20060120226401	3428.26344170222
62	01	01	2030.8304763	2				2					1		1								2	1	200601202265	20060120226501	2015.49768185736
62	03	01	2030.8304763	2				1	15	2	1	2													200601202265	20060120226501	2015.49768185736
62	01	01	2594.940933	2				1	15	2	1	2													200601202267	20060120226701	2571.20400928669
62	01	01	2696.699139	2				2					1		1								2	1	200601202269	20060120226901	2714.01139409724
62	02	01	2696.699139	2				2					1	1							1		2	1	200601202269	20060120226901	2714.01139409724
62	02	01	1316.6057668	2				2					2												200601202271	20060120227101	1323.77058275458
62	03	01	1316.6057668	2				2					2												200601202271	20060120227101	1323.77058275458
62	04	01	1095.3986051	2				1	20	1	1	2													200601202272	20060120227201	1095.39605822996
62	01	01	2019.4798699	2				2					2												200601202273	20060120227301	2033.43023999354
62	02	01	2019.4798699	1	4	80000	4	1	25	2	1	2													200601202273	20060120227301	2033.43023999354
62	04	01	2019.4798699	2				2					2												200601202273	20060120227301	2033.43023999354
62	01	01	3010.5139668	2				1	10	2	2	2													200601202275	20060120227501	2990.88586977238
62	02	01	3010.5139668	2				1	10	2	2	2													200601202275	20060120227501	2990.88586977238
62	01	01	2187.9293133	2				1	20	2	1	1		1	1								1	1	200601202276	20060120227601	2158.94248211956
62	02	01	2187.9293133	2				1	10	2	1	1		1	1								1	1	200601202276	20060120227601	2158.94248211956
62	03	01	1888.5081853	2				2					2												200601202278	20060120227801	1833.54731010461
62	05	01	1888.5081853	2				1	30	1	1	2													200601202278	20060120227801	1833.54731010461
62	01	01	3553.5504352	2				2					2												200601202279	20060120227901	3491.62032786405
62	02	01	3553.5504352	2				2					2												200601202279	20060120227901	3491.62032786405
62	03	01	3553.5504352	2				2					2												200601202279	20060120227901	3491.62032786405
62	04	01	3553.5504352	2				2					2												200601202279	20060120227901	3491.62032786405
62	01	01	3037.441979	2				2					2												200601202280	20060120228001	3032.20703486978
62	01	01	3118.2365275	2				1	04	2	2	2													200601202282	20060120228201	3079.55492878583
62	02	01	3000.6882234	2				2					2												200601202283	20060120228301	2974.54287882893
62	01	01	2883.1399194	2				1	20	1	1	2													200601202284	20060120228401	2869.53082887202
62	02	01	2883.1399194	2				2					1	1	1						1		1	1	200601202284	20060120228401	2869.53082887202
62	01	01	3611.9726484	2				2					2												200601202285	20060120228501	3640.80324533691
62	02	01	3010.9308224	2				2					1			1							2	1	200601202286	20060120228601	2978.02951588062
62	01	01	3332.0677823	1	5	800000	0	2					2												200601202288	20060120228801	3339.76908795234
62	02	01	3332.0677823	2				2					2												200601202288	20060120228801	3339.76908795234
62	01	01	3400.1469541	2				1	20	2	1	1			1								2	1	200601202289	20060120228901	3493.88174704017
62	03	01	2468.0827588	2				2					1	1		1				1			2	1	200601202290	20060120229001	2361.09348095188
62	05	01	2468.0827588	2				2					1	1	1		1						2	1	200601202290	20060120229001	2361.09348095188
62	01	01	3359.5568863	2				2					2												200601202291	20060120229101	3381.95125126314
62	02	01	3359.5568863	2				2					2												200601202291	20060120229101	3381.95125126314
