Reg	Orden	Hogar	Fex_c	P60	P61	P61a	P62	P63	P64	P64a	Valor65a	Valor65b	Valor65c	Valor66a	Valor66b	Valor66c	Llave_viv	Llave_hog	Fex_c_2011
80	03	01	2791.0580187	1	2	8	2				0	0	0	0	0	0	200601300173	20060130017301	2765.54865128649
80	04	01	2791.0580187	2				2			0	0	0	0	0	0	200601300173	20060130017301	2765.54865128649
80	02	01	3114.9094323	2				2			0	0	0	0	0	0	200601300174	20060130017401	3101.6737416033
80	04	01	3114.9094323	1	1	8	2				0	0	0	0	0	0	200601300174	20060130017401	3101.6737416033
80	05	01	3114.9094323	1	1	7	2				0	0	0	0	0	0	200601300174	20060130017401	3101.6737416033
80	01	01	3207.1989946	1	4	8	2				0	0	0	0	0	0	200601300175	20060130017501	3229.7602702018
80	02	01	3207.1989946	2				2			0	0	0	0	0	0	200601300175	20060130017501	3229.7602702018
80	01	01	2984.0679197	2				2			0	0	0	840000	0	0	200601300176	20060130017601	3001.21391032146
80	04	01	3747.8527211	1	2	3	2				0	0	0	0	0	0	200601300177	20060130017701	3857.24151775343
80	01	01	3324.7619324	1	2	4	2				0	0	0	0	0	0	200601300178	20060130017801	3366.14642144123
80	01	01	2140.6387609	1	4	5	2				0	0	2000000	0	0	0	200601300179	20060130017901	2165.59036015768
80	02	01	2140.6387609	1	4	3	2				0	0	0	0	0	0	200601300179	20060130017901	2165.59036015768
80	02	01	3181.7601847	2				2			0	0	0	0	0	0	200601300180	20060130018001	3179.82645448198
80	03	01	3181.7601847	2				2			0	0	0	0	0	0	200601300180	20060130018001	3179.82645448198
80	04	01	3181.7601847	2				2			0	0	0	0	0	0	200601300180	20060130018001	3179.82645448198
80	01	01	3005.6751706	1	4	5	1		2	01	0	0	450000	0	0	0	200601300181	20060130018101	2966.1035961148
80	02	01	3005.6751706	2				1	4	01	0	0	0	0	0	0	200601300181	20060130018101	2966.1035961148
80	09	01	3005.6751706	2				2			0	0	0	0	0	0	200601300181	20060130018101	2966.1035961148
80	10	01	3005.6751706	2				2			0	0	0	0	0	0	200601300181	20060130018101	2966.1035961148
80	02	01	3812.2542566	2				2			0	0	0	0	0	0	200601300182	20060130018201	3805.38620207091
80	03	01	3812.2542566	2				2			0	0	0	0	0	0	200601300182	20060130018201	3805.38620207091
80	03	01	3469.9086476	2				2			0	0	0	0	0	0	200601300184	20060130018401	3469.90783092778
80	02	01	2795.8656146	1	4	3	2				0	0	0	0	0	0	200601300185	20060130018501	2789.83259507136
80	03	01	2795.8656146	2				2			0	0	0	0	0	0	200601300185	20060130018501	2789.83259507136
80	04	01	2795.8656146	2				2			0	0	0	0	0	0	200601300185	20060130018501	2789.83259507136
80	05	01	2795.8656146	2				2			0	0	0	0	0	0	200601300185	20060130018501	2789.83259507136
80	02	01	3192.5647145	2				2			0	0	0	0	0	0	200601300186	20060130018601	3230.06819729618
80	04	01	3192.5647145	2				2			0	0	0	400000	0	0	200601300186	20060130018601	3230.06819729618
80	06	01	3192.5647145								0	0	407000	0	0	0	200601300186	20060130018601	3230.06819729618
80	02	01	2707.8674583	2				2			0	0	0	0	0	0	200601300187	20060130018701	2713.22830911854
80	03	01	2707.8674583	2				1	2	02	0	0	0	0	0	0	200601300187	20060130018701	2713.22830911854
80	04	01	2707.8674583	2				2			0	0	0	0	0	0	200601300187	20060130018701	2713.22830911854
80	01	01	2543.9847939	2				2			0	0	300000	0	0	0	200601300189	20060130018901	2555.54511320091
80	02	01	1565.1080273	2				2			0	0	0	0	0	0	200601300190	20060130019001	1563.98865382583
80	02	01	1131.0499126	2				2			0	0	0	0	0	0	200601300191	20060130019101	1138.78044070158
80	03	01	1131.0499126	2				2			0	0	0	0	0	0	200601300191	20060130019101	1138.78044070158
80	04	01	1131.0499126	2				2			0	0	0	0	0	0	200601300191	20060130019101	1138.78044070158
80	03	01	1377.0246976	2				2			0	0	0	0	0	0	200601300192	20060130019201	1377.32507107594
80	04	01	1377.0246976	2				2			0	0	0	0	0	0	200601300192	20060130019201	1377.32507107594
80	02	01	1400.7917242	2				2			0	0	0	0	0	0	200601300194	20060130019401	1410.96747472798
80	03	01	1460.352696	1	2	0	2				0	0	0	0	0	0	200601300195	20060130019501	1463.91203004575
80	04	01	1460.352696	2				2			0	0	0	0	0	0	200601300195	20060130019501	1463.91203004575
80	05	01	1460.352696	2				2			0	0	0	0	0	0	200601300195	20060130019501	1463.91203004575
80	03	01	1670.5913751	1	1	8	2				0	0	0	0	0	0	200601300196	20060130019601	1658.67722686436
80	04	01	1670.5913751	2				2			0	0	0	0	0	0	200601300196	20060130019601	1658.67722686436
80	05	01	1670.5913751	2				2			0	0	0	0	0	0	200601300196	20060130019601	1658.67722686436
80	06	01	1670.5913751	2				2			0	0	0	0	0	0	200601300196	20060130019601	1658.67722686436
80	02	01	1535.6915496	1	4	3	2				0	0	0	0	0	0	200601300197	20060130019701	1534.82235079617
80	03	01	1535.6915496	2				2			0	0	0	0	0	0	200601300197	20060130019701	1534.82235079617
80	04	01	1535.6915496	2				2			0	0	0	0	0	0	200601300197	20060130019701	1534.82235079617
80	06	01	881.40091916	1	4	3	2				0	0	0	0	0	0	200601300198	20060130019801	888.612148497266
80	01	01	1068.004412	1	4	4	2				0	0	0	0	560000	0	200601300199	20060130019901	1083.27319286916
80	02	01	1068.004412	2				2			0	0	0	0	0	0	200601300199	20060130019901	1083.27319286916
80	01	01	897.78409143	2				2			0	0	0	1200000	0	0	200601300200	20060130020001	905.336578784388
80	02	01	897.78409143	2				2			0	0	0	0	0	0	200601300200	20060130020001	905.336578784388
80	03	01	897.78409143	2				2			0	0	0	0	0	0	200601300200	20060130020001	905.336578784388
80	02	01	883.28571364	2				2			0	0	0	0	0	0	200601300202	20060130020201	889.819056076506
80	03	01	883.28571364								0	0	0	0	0	0	200601300202	20060130020201	889.819056076506
80	01	01	1009.5203712	1	4	3	2				0	0	0	400000	0	0	200601300203	20060130020301	1018.56843993489
80	01	01	1009.5203712	1	4	4	2				0	0	0	1200000	0	0	200601300204	20060130020401	1018.56843993489
80	02	01	1180.1012249	1	3	3	2				0	0	0	0	0	0	200601300205	20060130020501	1174.68028234483
80	04	01	1180.1012249	2				2			0	0	0	0	0	0	200601300205	20060130020501	1174.68028234483
80	05	01	1180.1012249	2				2			0	0	0	0	0	0	200601300205	20060130020501	1174.68028234483
80	01	01	1053.0707611								0	0	0	1000000	0	0	200601300206	20060130020601	1070.79129135685
80	02	01	1053.0707611	1	4	6	2				0	0	0	0	0	0	200601300206	20060130020601	1070.79129135685
80	02	01	979.89294324	2				2			0	0	0	0	0	0	200601300207	20060130020701	980.415487967996
80	02	01	1219.0898297	2				2			0	0	0	0	0	0	200601300208	20060130020801	1209.62101160588
80	06	01	1219.0898297	2				2			0	0	0	0	0	0	200601300208	20060130020801	1209.62101160588
80	02	01	908.2181802	2				2			0	0	0	0	0	0	200601300209	20060130020901	912.29986361096
80	02	01	1099.9335644	1	4	3	2				0	0	0	0	0	0	200601300210	20060130021001	1096.15141179748
80	03	01	1099.9335644	2				2			0	0	0	0	0	0	200601300210	20060130021001	1096.15141179748
80	02	01	1070.8781453	1	4	3	2				0	0	0	0	0	0	200601300211	20060130021101	1062.21900881967
80	02	01	1153.7353133	1	4	5	2				0	0	1500000	0	0	0	200601300212	20060130021201	1163.8487389528
80	03	01	1153.7353133	2				2			0	0	0	400000	0	0	200601300212	20060130021201	1163.8487389528
80	04	01	1153.7353133	2				2			0	0	0	0	0	0	200601300212	20060130021201	1163.8487389528
80	05	01	1153.7353133	2				2			0	0	0	0	0	0	200601300212	20060130021201	1163.8487389528
80	02	01	873.0343547	2				2			0	0	0	0	0	0	200601300213	20060130021301	874.344580343137
80	01	01	920.52496735	1	4	8	2				0	0	0	0	0	0	200601300214	20060130021401	946.530218115237
80	04	01	920.52496735								0	0	0	0	0	0	200601300214	20060130021401	946.530218115237
80	05	01	920.52496735	2				2			0	0	0	0	0	0	200601300214	20060130021401	946.530218115237
80	01	01	1009.5203712	1	4	3	2				0	0	0	200000	0	0	200601300215	20060130021501	1018.56843993489
80	02	01	975.76999071	2				2			0	0	0	0	0	0	200601300216	20060130021601	968.963892524645
80	01	01	949.40407912								0	0	0	0	0	0	200601300217	20060130021701	958.132349132617
80	02	01	949.40407912	2				2			0	0	0	1200000	0	0	200601300217	20060130021701	958.132349132617
80	04	01	1034.2540315	2				2			0	0	0	0	0	0	200601300218	20060130021801	1033.66864545891
80	02	01	979.89294324	2				2			0	0	0	0	0	0	200601300219	20060130021901	980.415487967996
80	02	01	908.2181802	1	1	8	2				0	0	0	0	0	0	200601300220	20060130022001	912.29986361096
80	02	01	1378.4459185	2				2			0	0	0	0	0	0	200601300222	20060130022201	1368.50966936468
80	04	01	1378.4459185	2				2			0	0	0	0	0	0	200601300222	20060130022201	1368.50966936468
80	02	01	775.79304582	2				2			0	0	0	0	0	0	200601300223	20060130022301	779.403167636777
80	05	01	775.79304582	2				2			0	0	0	0	0	0	200601300223	20060130022301	779.403167636777
80	02	01	962.57926846	2				2			0	0	0	0	0	0	200601300224	20060130022401	965.553021101875
80	03	01	962.57926846	2				2			0	0	0	0	0	0	200601300224	20060130022401	965.553021101875
80	04	01	962.57926846	2				2			0	0	0	0	0	0	200601300224	20060130022401	965.553021101875
80	02	01	812.91806265	2				2			0	0	0	0	0	0	200601300225	20060130022501	813.90848954086
80	02	01	904.09522767	2				2			0	0	0	0	0	0	200601300226	20060130022601	900.848268167608
80	02	01	1125.7401366	2				2			0	0	0	0	0	0	200601300227	20060130022701	1121.42712485391
80	03	01	1125.7401366	2				2			0	0	0	0	0	0	200601300227	20060130022701	1121.42712485391
80	02	01	1158.4262948	2				2			0	0	0	0	0	0	200601300228	20060130022801	1154.60201994989
80	02	01	868.91140217	1	2	3	2				0	0	0	0	0	0	200601300230	20060130023001	862.892984899785
80	02	01	1082.901677	1	2	8	2				0	0	0	0	0	0	200601300231	20060130023101	1086.24714873961
80	03	01	1082.901677	2				2			0	0	0	0	0	0	200601300231	20060130023101	1086.24714873961
80	04	01	1082.901677	1	1	8	2				0	0	0	0	0	0	200601300231	20060130023101	1086.24714873961
80	02	01	1141.9613648	2				2			0	0	0	0	0	0	200601300233	20060130023301	1145.6671176403
80	02	01	1021.7454527	1	4	3	2				0	0	0	0	0	0	200601300234	20060130023401	1026.33734656233
80	01	01	1140.9741632	1	4	4	2				0	0	0	0	0	0	200601300236	20060130023601	1145.64239038137
80	02	01	1140.9741632	2				2			0	0	0	0	0	0	200601300236	20060130023601	1145.64239038137
80	02	01	1015.2708485	2				2			0	0	0	0	0	0	200601300237	20060130023701	1018.25654658705
80	02	01	1055.0582232	2				2			0	0	0	0	0	0	200601300238	20060130023801	1051.3811504932
80	02	01	888.40683814	1	2	3	2				0	0	0	0	0	0	200601300240	20060130024001	892.657008572998
80	03	01	888.40683814	2				2			0	0	0	0	0	0	200601300240	20060130024001	892.657008572998
80	01	01	878.60682865	2				2			0	0	0	500000	0	0	200601300241	20060130024101	890.038704561295
80	02	01	835.90933787	2				2			0	0	0	0	0	0	200601300242	20060130024201	839.839258439054
80	04	01	835.90933787	2				2			0	0	0	0	0	0	200601300242	20060130024201	839.839258439054
80	05	01	835.90933787	2				2			0	0	0	0	0	0	200601300242	20060130024201	839.839258439054
80	02	01	949.9634185	1	4	3	2				0	0	0	0	0	0	200601300243	20060130024301	943.688179468212
80	02	01	904.09522767	2				2			0	0	0	0	0	0	200601300244	20060130024401	900.848268167608
80	02	01	889.28778707	2				2			0	0	0	0	0	0	200601300245	20060130024501	897.69625833034
80	03	01	889.28778707								0	0	0	0	0	0	200601300245	20060130024501	897.69625833034
80	02	01	949.40407912	2				2			0	0	0	0	0	0	200601300246	20060130024601	958.132349132617
80	02	01	868.91140217	2				2			0	0	0	0	0	0	200601300247	20060130024701	862.892984899785
80	02	01	1034.2540315	2				1	4	09	0	0	0	0	0	0	200601300248	20060130024801	1033.66864545891
80	03	01	1034.2540315	2				2			0	0	0	0	0	0	200601300248	20060130024801	1033.66864545891
80	05	01	1034.2540315	2				2			0	0	0	0	0	0	200601300248	20060130024801	1033.66864545891
80	02	01	949.40407912	2				2			0	0	0	0	0	0	200601300249	20060130024901	958.132349132617
80	02	01	761.73690755	1	4	3	2				0	0	0	0	0	0	200601300250	20060130025001	766.943245910176
80	03	01	761.73690755	2				2			0	0	0	0	0	0	200601300250	20060130025001	766.943245910176
80	04	01	761.73690755	2				2			0	0	0	0	0	0	200601300250	20060130025001	766.943245910176
80	02	01	868.91140217	2				1	2	09	0	0	0	0	0	0	200601300251	20060130025101	862.892984899785
80	02	01	744.2968998	1	2	3	2				0	0	0	960000	0	0	200601300253	20060130025301	755.935101007874
80	05	01	744.2968998	2				2			0	0	0	0	0	0	200601300253	20060130025301	755.935101007874
80	07	01	744.2968998	2				2			0	0	0	0	0	0	200601300253	20060130025301	755.935101007874
80	02	01	958.79892991	2				2			0	0	0	0	0	0	200601300255	20060130025501	962.721798094754
80	03	01	1029.7492925	2				2			0	0	0	0	0	0	200601300256	20060130025601	1031.65666723188
80	04	01	1047.8790031	2				2			0	0	0	0	0	0	200601300257	20060130025701	1046.11889972308
80	05	01	1047.8790031	2				2			0	0	0	0	0	0	200601300257	20060130025701	1046.11889972308
80	02	01	471.36132521	2				2			0	0	0	0	0	0	200601300260	20060130026001	484.880551012411
80	03	01	471.36132521	2				2			0	0	0	0	0	0	200601300260	20060130026001	484.880551012411
80	04	01	471.36132521	2				2			0	0	0	0	0	0	200601300260	20060130026001	484.880551012411
80	03	01	929.79078505	2				2			0	0	0	0	0	0	200601300262	20060130026201	932.056974570359
80	04	01	929.79078505	2				2			0	0	0	0	0	0	200601300262	20060130026201	932.056974570359
80	05	01	929.79078505	2				2			0	0	0	0	0	0	200601300262	20060130026201	932.056974570359
80	02	01	1025.6187087	2				2			0	0	0	0	0	0	200601300263	20060130026301	1032.29408483905
80	01	01	1073.672581	2				2			0	0	0	1500000	0	0	200601300264	20060130026401	1083.29562939127
80	02	01	1477.4056471	2				2			0	0	0	0	0	0	200601300268	20060130026801	1460.66968253666
80	03	01	1477.4056471	2				2			0	0	0	0	0	0	200601300268	20060130026801	1460.66968253666
80	04	01	1477.4056471	2				2			0	0	0	0	0	0	200601300268	20060130026801	1460.66968253666
80	02	01	1041.4880393	2				2			0	0	0	0	0	0	200601300270	20060130027001	1038.09707126238
80	05	01	1041.4880393	2				2			0	0	0	0	0	0	200601300270	20060130027001	1038.09707126238
80	03	01	1174.1334179	2				2			0	0	0	0	0	0	200601300271	20060130027101	1172.43327791312
80	03	01	1291.3920572	1	2	4	2				0	0	0	0	0	0	200601300273	20060130027301	1286.47442391925
80	02	01	897.54316973	1	1	5	2				0	0	1000000	0	0	0	200601300276	20060130027601	905.794660644912
80	02	01	897.54316973	2				2			0	0	0	0	0	0	200601300277	20060130027701	905.794660644912
80	01	01	856.3717066								0	0	0	600000	0	0	200601300278	20060130027801	856.424466616415
80	02	01	995.0805439	2				2			0	0	0	0	0	0	200601300280	20060130028001	997.417048312689
80	03	01	995.0805439	2				2			0	0	0	0	0	0	200601300280	20060130028001	997.417048312689
80	04	01	995.0805439	2				2			0	0	0	0	0	0	200601300280	20060130028001	997.417048312689
80	08	01	995.0805439	2				2			0	0	0	0	0	0	200601300280	20060130028001	997.417048312689
80	02	01	1107.2070847	2				1	2	09	0	0	0	0	0	0	200601300281	20060130028101	1106.41520445216
80	03	01	1107.2070847	2				2			0	0	0	0	0	0	200601300281	20060130028101	1106.41520445216
80	02	01	949.67605091	1	2	6	2				0	0	0	0	0	0	200601300283	20060130028301	946.26539284425
80	03	01	1144.1647364	2				2			0	0	0	0	0	0	200601300284	20060130028401	1146.28403952801
80	02	01	1088.244051	1	1	3	2				20000	0	0	0	0	0	200601300285	20060130028501	1091.09843239985
80	02	01	1226.6794778	2				2			0	0	0	0	0	0	200601300286	20060130028601	1226.13120489267
80	03	01	1372.6532697	1	1	1	2				15000	0	0	0	0	0	200601300287	20060130028701	1365.95465111394
80	04	01	1372.6532697	2				2			0	0	0	0	0	0	200601300287	20060130028701	1365.95465111394
80	01	01	650.22314426	1	4	1	2				0	0	0	8400000	0	0	200601300289	20060130028901	664.09996134022
80	02	01	609.34752133	2				2			0	0	0	0	0	0	200601300290	20060130029001	612.721114071522
80	03	01	609.34752133	2				2			0	0	0	0	0	0	200601300290	20060130029001	612.721114071522
80	03	01	585.87879393	1	1	7	2				0	0	0	0	0	0	200601300291	20060130029101	595.988457308479
80	04	01	585.87879393	2				2			0	0	0	0	0	0	200601300291	20060130029101	595.988457308479
80	05	01	585.87879393	2				2			0	0	0	0	0	0	200601300291	20060130029101	595.988457308479
80	01	01	1049.8131904	1	2	6	2				0	0	0	600000	0	0	200601300292	20060130029201	1059.22239318257
80	02	01	1284.3925899	2				2			0	0	0	0	0	0	200601300293	20060130029301	1281.46214492196
80	03	01	1284.3925899	2				2			0	0	0	0	0	0	200601300293	20060130029301	1281.46214492196
80	04	01	1284.3925899	2				2			0	0	0	0	0	0	200601300293	20060130029301	1281.46214492196
80	02	01	923.86567296	2				2			0	0	0	0	0	0	200601300294	20060130029401	928.285479738919
80	02	01	896.44742311	2				2			0	0	0	0	0	0	200601300296	20060130029601	917.021618751534
80	03	01	896.44742311								0	0	0	0	0	0	200601300296	20060130029601	917.021618751534
80	03	01	849.33016698	2				2			0	0	0	0	0	0	200601300297	20060130029701	857.451167761614
80	03	01	738.85641391	2				2			0	0	0	0	0	0	200601300298	20060130029801	743.619074151213
80	02	01	891.86895774	2				2			0	0	0	0	0	0	200601300301	20060130030101	898.347748171074
80	01	01	954.3756276	1	4	4	2				0	0	0	1200000	0	0	200601300303	20060130030301	962.929448347791
80	02	01	926.36658891	2				2			0	0	0	0	0	0	200601300304	20060130030401	926.860589791098
80	02	01	1035.4235045	2				2			0	0	0	0	0	0	200601300305	20060130030501	1039.10357970572
80	02	01	738.85641391	2				2			0	0	0	0	0	0	200601300306	20060130030601	743.619074151213
80	03	01	738.85641391	2				2			0	0	0	0	0	0	200601300306	20060130030601	743.619074151213
80	02	01	839.87788451	2				2			0	0	0	0	0	0	200601300308	20060130030801	843.895890671745
80	03	01	839.87788451	2				2			0	0	0	0	0	0	200601300308	20060130030801	843.895890671745
80	01	01	1235.3891781								0	0	0	0	0	600000	200601300310	20060130031001	1229.36041536296
80	02	01	1235.3891781	1	3	8	2				0	0	0	0	0	0	200601300310	20060130031001	1229.36041536296
80	03	01	1235.3891781	2				2			0	0	0	0	0	0	200601300310	20060130031001	1229.36041536296
80	03	01	1097.5088434	2				2			0	0	0	0	0	0	200601300311	20060130031101	1096.05149630216
80	01	01	756.45733889								0	0	0	0	0	0	200601300312	20060130031201	771.736467927084
80	05	01	756.45733889	1	1	1	2				0	0	0	0	0	0	200601300312	20060130031201	771.736467927084
80	02	01	1165.2683942	2				2			0	0	0	0	0	0	200601300313	20060130031301	1160.44632537244
80	02	01	999.09342597	2				2			0	0	0	0	0	0	200601300315	20060130031501	992.416315880772
80	02	01	790.24804424	2				2			0	0	0	0	0	0	200601300316	20060130031601	793.963294092667
80	03	01	790.24804424	2				2			0	0	0	0	0	0	200601300316	20060130031601	793.963294092667
80	05	01	790.24804424	2				2			0	0	0	0	0	0	200601300316	20060130031601	793.963294092667
80	02	01	1145.1840972	2				2			0	0	0	0	0	0	200601300317	20060130031701	1152.88938195109
80	05	01	1145.1840972								0	0	0	0	0	0	200601300317	20060130031701	1152.88938195109
80	02	01	1096.6792646	2				2			0	0	0	0	0	0	200601300318	20060130031801	1096.03071715556
80	04	01	1096.6792646	2				2			0	0	0	600000	0	0	200601300318	20060130031801	1096.03071715556
80	02	01	959.62850863	2				2			0	0	0	0	0	0	200601300319	20060130031901	962.742577241352
80	02	01	805.36310288	2				2			0	0	0	0	0	0	200601300320	20060130032001	814.930126328721
80	03	01	805.36310288	2				2			0	0	0	0	0	0	200601300320	20060130032001	814.930126328721
80	07	01	805.36310288	1	4	4	2				0	0	0	0	0	0	200601300320	20060130032001	814.930126328721
80	08	01	805.36310288	1	4	3	2				0	0	0	0	0	0	200601300320	20060130032001	814.930126328721
80	09	01	805.36310288								0	0	0	0	0	0	200601300320	20060130032001	814.930126328721
80	02	01	1133.0930855	2				2			0	0	0	1800000	0	0	200601300321	20060130032101	1143.51008566028
80	01	01	1064.0783687	1	4	3	2				0	0	0	0	0	0	200601300322	20060130032201	1056.58324860935
80	04	01	1064.0783687	1	2	3	1		2	01	0	0	0	0	0	0	200601300322	20060130032201	1056.58324860935
80	05	01	1064.0783687	2				2			0	0	0	0	0	0	200601300322	20060130032201	1056.58324860935
80	08	01	1064.0783687	1	2	3	1		2	01	0	0	0	0	0	0	200601300322	20060130032201	1056.58324860935
80	02	01	1218.6353538	2				2			0	0	0	0	0	0	200601300324	20060130032401	1224.80459942326
80	02	01	997.63958436	1	4	3	2				0	0	0	0	0	0	200601300325	20060130032501	1002.32985894685
80	03	01	997.63958436	2				2			0	0	0	0	0	0	200601300325	20060130032501	1002.32985894685
80	04	01	997.63958436	2				2			0	0	0	0	0	0	200601300325	20060130032501	1002.32985894685
80	05	01	997.63958436	2				2			0	0	0	0	0	0	200601300325	20060130032501	1002.32985894685
80	01	01	934.10273546	1	4	4	2				0	0	0	60000	0	0	200601300326	20060130032601	939.628202861464
80	06	01	934.10273546	2				2			0	0	0	0	0	0	200601300326	20060130032601	939.628202861464
80	02	01	1127.4897514	1	4	3	2				0	0	0	0	0	0	200601300327	20060130032701	1124.80572269972
80	02	01	1211.4720099	2				2			0	0	0	0	0	0	200601300328	20060130032801	1215.40333013911
80	02	01	1133.7606449	1	2	3	2				0	0	0	10000000	0	0	200601300329	20060130032901	1126.2712838338
80	02	01	1037.0268292	1	3	3	2				0	0	0	0	0	0	200601300330	20060130033001	1029.8439792495
80	02	01	1016.6763677	1	3	3	2				0	0	0	0	0	0	200601300332	20060130033201	815.631287466249
80	02	02	811.84881782	1	1	3	1		1	01	0	0	0	0	0	0	200601300332	20060130033202	815.631287466249
80	04	01	783.90731951	2				2			0	0	0	0	0	0	200601300333	20060130033301	788.222463432976
80	03	01	1209.5923918	2				2			0	0	0	0	0	0	200601300335	20060130033501	1207.98621258518
80	02	01	965.50365996	1	4	3	2				0	0	0	0	0	0	200601300337	20060130033701	966.777245179144
80	02	01	909.63383281	1	4	3	2				0	0	0	0	0	0	200601300338	20060130033801	910.998985929228
80	03	01	765.87488236	2				2			0	0	0	0	0	0	200601300340	20060130034001	773.19791261904
80	01	01	946.65841968	1	4	4	2				0	0	0	1500000	0	0	200601300342	20060130034201	955.143073098946
80	01	01	827.87611499	1	4	4	2				0	0	0	0	960000	0	200601300344	20060130034401	837.257396601573
80	02	01	827.87611499	2				1	1	01	0	0	0	0	0	0	200601300344	20060130034401	837.257396601573
80	02	01	1470.4795888	2				2			0	0	0	0	0	0	200601300346	20060130034601	1463.30357276834
80	04	01	1470.4795888	2				2			0	0	0	0	0	0	200601300346	20060130034601	1463.30357276834
80	02	01	784.25253344	1	1	6	2				5000	0	0	0	0	0	200601300347	20060130034701	795.263451596514
80	02	01	736.9195419	2				2			0	0	0	0	0	0	200601300349	20060130034901	743.66447421788
80	03	01	736.9195419	2				2			0	0	0	0	0	0	200601300349	20060130034901	743.66447421788
80	04	01	736.9195419	2				2			0	0	0	0	0	0	200601300349	20060130034901	743.66447421788
80	01	01	949.08454757								0	0	400000	0	0	0	200601300350	20060130035001	958.829917333311
80	02	01	1249.4390873	2				2			0	0	0	0	0	0	200601300354	20060130035401	1240.04137060818
80	02	01	1331.0195782	2				2			0	0	0	0	0	0	200601300355	20060130035501	1329.09226776054
80	04	01	1331.0195782	2				2			0	0	0	0	0	0	200601300355	20060130035501	1329.09226776054
80	02	01	1191.3681807	1	1	3	2				0	0	0	0	0	0	200601300357	20060130035701	1184.56019389688
80	02	01	925.90938592	2				2			0	0	0	0	0	0	200601300359	20060130035901	938.731513537029
80	03	01	925.90938592	2				2			0	0	0	0	0	0	200601300359	20060130035901	938.731513537029
80	06	01	925.90938592	2				2			0	0	0	0	0	0	200601300359	20060130035901	938.731513537029
80	03	01	1087.0591737	2				2			0	0	0	0	0	0	200601300360	20060130036001	1087.29629642152
80	02	01	1266.0049669	1	4	3	2				0	0	0	0	0	0	200601300361	20060130036101	1274.24492899019
80	03	01	1266.0049669	2				2			0	0	0	0	0	0	200601300361	20060130036101	1274.24492899019
80	04	01	1145.3073415	2				2			0	0	0	0	0	0	200601300362	20060130036201	1142.15567841269
80	07	01	1145.3073415	2				2			0	0	0	0	0	0	200601300362	20060130036201	1142.15567841269
80	03	01	1383.8015012	2				2			0	0	0	0	0	0	200601300363	20060130036301	1382.81179908843
80	02	01	1298.736888	2				2			0	0	0	0	0	0	200601300364	20060130036401	1303.75825519712
80	03	01	1360.7928016	2				2			0	0	0	0	0	0	200601300366	20060130036601	1358.98584814418
80	03	01	874.86120439	2				2			0	0	0	0	0	0	200601300368	20060130036801	877.517788423549
80	01	01	1112.8568958	1	4	4	2				0	0	0	840000	0	0	200601300369	20060130036901	1123.08785608522
80	02	01	1112.8568958	2				2			0	0	0	0	0	0	200601300369	20060130036901	1123.08785608522
80	02	01	1102.5208581	1	1	3	2				0	0	0	0	0	0	200601300370	20060130037001	1091.2943957207
80	02	01	1444.8073493	1	3	4	2				0	0	0	0	0	0	200601300371	20060130037101	1438.82850306999
80	04	01	714.15286457	1	1	8	2				60000	0	0	0	0	0	200601300372	20060130037201	721.998583846567
80	05	01	714.15286457	2				2			0	0	0	0	0	0	200601300372	20060130037201	721.998583846567
80	03	01	1581.2915147	2				2			0	0	0	0	0	0	200601300374	20060130037401	1572.84799924373
80	04	01	1581.2915147	2				1	1	01	0	0	0	0	0	0	200601300374	20060130037401	1572.84799924373
80	05	01	1581.2915147	2				2			0	0	0	0	0	0	200601300374	20060130037401	1572.84799924373
80	06	01	1581.2915147	2				2			0	0	0	0	0	0	200601300374	20060130037401	1572.84799924373
80	03	01	1449.5729962	2				2			0	0	0	0	0	0	200601300375	20060130037501	1442.12321066602
80	02	01	1393.8686242	2				2			0	0	0	0	0	0	200601300376	20060130037601	1370.80684939752
80	03	01	1393.8686242	2				2			0	0	0	0	0	0	200601300376	20060130037601	1370.80684939752
80	04	01	1393.8686242	2				2			0	0	0	0	0	0	200601300376	20060130037601	1370.80684939752
80	05	01	1393.8686242	2				2			0	0	0	0	0	0	200601300376	20060130037601	1370.80684939752
80	02	01	1581.2915147	1	2	4	2				0	0	0	0	0	0	200601300377	20060130037701	1572.84799924373
80	05	01	1581.2915147	2				2			0	0	0	0	0	0	200601300377	20060130037701	1572.84799924373
80	06	01	1581.2915147	2				2			0	0	0	0	0	0	200601300377	20060130037701	1572.84799924373
80	02	01	1330.3018846	2				2			0	0	0	500000	0	0	200601300378	20060130037801	1328.83691628963
80	03	01	1330.3018846	2				2			0	0	0	0	0	0	200601300378	20060130037801	1328.83691628963
80	05	01	1330.3018846	2				2			0	0	0	0	0	0	200601300378	20060130037801	1328.83691628963
80	02	01	1241.9976863	2				2			0	0	0	0	0	0	200601300379	20060130037901	1237.5803890145
80	05	01	805.04198062	1	2	4	1		2	01	0	0	0	0	0	0	200601300380	20060130038001	817.372162786029
80	06	01	805.04198062	1	2	8	2				0	0	0	0	0	0	200601300380	20060130038001	817.372162786029
80	07	01	805.04198062	1	4	3	1		3	01	0	0	0	0	0	0	200601300380	20060130038001	817.372162786029
80	10	01	805.04198062	1	1	3	2				0	0	0	0	0	0	200601300380	20060130038001	817.372162786029
80	02	01	1100.6543998	2				2			0	0	0	0	0	0	200601300382	20060130038201	1102.30623128465
80	02	01	937.01045352	1	2	4	2				0	0	0	0	0	0	200601300383	20060130038301	932.311450760071
