Reg	Orden	Hogar	Fex_c	P37	Valor38	P39	P40	P41	P42	P43	P44	P45	P46a	P46b	P46c	P46d	P46e	P46f	P46g	P46h	P46i	P46j	P47	P48	Llave_viv	Llave_hog	Fex_c_2011
62	03	01	645.67341969	2			2					2													200601300336	20060130033601	649.031077903235
62	04	01	645.67341969	2			2					2													200601300336	20060130033601	649.031077903235
62	01	01	965.50365996	2			2					2													200601300337	20060130033701	966.777245179144
62	01	01	909.63383281	2			2					2													200601300338	20060130033801	910.998985929228
62	01	01	951.86882521	2			2					2													200601300339	20060130033901	954.957713057061
62	02	01	951.86882521	2			2					2													200601300339	20060130033901	954.957713057061
62	01	01	765.87488236	2			2					2													200601300340	20060130034001	773.19791261904
62	02	01	765.87488236	2			2					2													200601300340	20060130034001	773.19791261904
62	01	01	1019.0804634	2			2					2													200601300341	20060130034101	1018.83183699771
62	02	01	1019.0804634	2			2					2													200601300341	20060130034101	1018.83183699771
62	01	01	823.89674907	2			2					1		1					1				2	2	200601300343	20060130034301	834.616772051193
62	01	01	818.6712682	2			2					2													200601300345	20060130034501	819.899907236212
62	02	01	818.6712682	2			2					2													200601300345	20060130034501	819.899907236212
62	01	01	1470.4795888	2			2					2													200601300346	20060130034601	1463.30357276834
62	03	01	1470.4795888	2			2					2													200601300346	20060130034601	1463.30357276834
62	01	01	784.25253344	2			1	20	2	1	1			1									2	1	200601300347	20060130034701	795.263451596514
62	03	01	784.25253344	2			2					2													200601300347	20060130034701	795.263451596514
62	01	01	909.49299627	2			2					2													200601300348	20060130034801	916.11970820519
62	01	01	736.9195419	2			2					2													200601300349	20060130034901	743.66447421788
62	01	01	1151.3387157	2			2					2													200601300351	20060130035101	1156.12847907302
62	02	01	1151.3387157	2			2					2													200601300351	20060130035101	1156.12847907302
62	01	01	799.87510084	2			2					2													200601300352	20060130035201	802.30398374219
62	02	01	799.87510084	2			2					2													200601300352	20060130035201	802.30398374219
62	03	01	799.87510084	2			1	25	2	1	1			1									2	1	200601300352	20060130035201	802.30398374219
62	01	01	1050.146472	2			2					2													200601300353	20060130035301	1115.24014715875
62	02	01	1050.146472	2			2					2													200601300353	20060130035301	1115.24014715875
62	01	02	1104.6659759	1	300000	12	2					2													200601300353	20060130035302	1115.24014715875
62	01	01	1249.4390873	1	150000	2	2					2													200601300354	20060130035401	1240.04137060818
62	03	01	1249.4390873	2			2					2													200601300354	20060130035401	1240.04137060818
62	04	01	1249.4390873	2			2					2													200601300354	20060130035401	1240.04137060818
62	05	01	1249.4390873	2			2					1		1									2	1	200601300354	20060130035401	1240.04137060818
62	06	01	1249.4390873	2			2					2													200601300354	20060130035401	1240.04137060818
62	01	01	1331.0195782	2			2					2													200601300355	20060130035501	1329.09226776054
62	01	01	972.65343952	2			2					2													200601300356	20060130035601	973.050804644467
62	02	01	972.65343952	1	300000	14	2					2													200601300356	20060130035601	973.050804644467
62	03	01	972.65343952	2			2					2													200601300356	20060130035601	973.050804644467
62	04	01	972.65343952	2			2					2													200601300356	20060130035601	973.050804644467
62	05	01	972.65343952	2			2					2													200601300356	20060130035601	973.050804644467
62	01	01	1191.3681807	2			2					1		1					1				1	1	200601300357	20060130035701	1184.56019389688
62	01	01	1259.2735721	2			2					2													200601300358	20060130035801	1264.51236270521
62	02	01	1259.2735721	2			2					1				1							2	1	200601300358	20060130035801	1264.51236270521
62	01	01	925.90938592	1	40000	10	2					1		1					1				2	1	200601300359	20060130035901	938.731513537029
62	01	01	1087.0591737	2			2					2													200601300360	20060130036001	1087.29629642152
62	02	01	1087.0591737	2			2					2													200601300360	20060130036001	1087.29629642152
62	01	01	1266.0049669	2			2					2													200601300361	20060130036101	1274.24492899019
62	01	01	1145.3073415	2			2					2													200601300362	20060130036201	1142.15567841269
62	02	01	1145.3073415	2			2					2													200601300362	20060130036201	1142.15567841269
62	03	01	1145.3073415	2			2					2													200601300362	20060130036201	1142.15567841269
62	01	01	1383.8015012	2			2					2													200601300363	20060130036301	1382.81179908843
62	02	01	1383.8015012	1	80000	20	2					2													200601300363	20060130036301	1382.81179908843
62	01	01	1298.736888	2			2					1		1									2	1	200601300364	20060130036401	1303.75825519712
62	01	01	1353.2124374	2			2					1		1									2	1	200601300365	20060130036501	1347.69447410274
62	01	01	1360.7928016	2			2					2													200601300366	20060130036601	1358.98584814418
62	02	01	1360.7928016	2			2					2													200601300366	20060130036601	1358.98584814418
62	01	01	1148.5948322	2			2					1		1					1				2	1	200601300367	20060130036701	1149.2073401462
62	02	01	1148.5948322	2			2					2													200601300367	20060130036701	1149.2073401462
62	01	01	874.86120439	1	100000	10	2					2													200601300368	20060130036801	877.517788423549
62	02	01	874.86120439	2			2					2													200601300368	20060130036801	877.517788423549
62	01	01	1102.5208581	1	100000	12	2					2													200601300370	20060130037001	1091.2943957207
62	01	01	1444.8073493	2			2					2													200601300371	20060130037101	1438.82850306999
62	03	01	1444.8073493	2			1	30	2	2	1			1									2	1	200601300371	20060130037101	1438.82850306999
62	01	01	714.15286457	1	60000	10	1	25	2	1	1			1									2	1	200601300372	20060130037201	721.998583846567
62	02	01	714.15286457	2			2					2													200601300372	20060130037201	721.998583846567
62	03	01	714.15286457	2			2					2													200601300372	20060130037201	721.998583846567
62	01	01	1181.7720313	2			2					2													200601300373	20060130037301	1184.43800772704
62	02	01	1181.7720313	2			2					1		1									2	1	200601300373	20060130037301	1184.43800772704
62	03	01	1181.7720313	2			2					2													200601300373	20060130037301	1184.43800772704
62	01	01	1581.2915147	2			2					1		1									2	1	200601300374	20060130037401	1572.84799924373
62	02	01	1581.2915147	1	100000	3	2					1		1									2	1	200601300374	20060130037401	1572.84799924373
62	01	01	1449.5729962	2			2					1		1									2	1	200601300375	20060130037501	1442.12321066602
62	02	01	1449.5729962	2			1	52	2	2	1					1							2	1	200601300375	20060130037501	1442.12321066602
62	01	01	1393.8686242	1	140000	10	2					1		1									1	1	200601300376	20060130037601	1370.80684939752
62	01	01	1581.2915147	2			1	24	2	1	2														200601300377	20060130037701	1572.84799924373
62	03	01	1581.2915147	2			2					1		1									2	1	200601300377	20060130037701	1572.84799924373
62	04	01	1581.2915147	2			2					1		1									2	1	200601300377	20060130037701	1572.84799924373
62	01	01	1330.3018846	2			2					1		1					1				2	1	200601300378	20060130037801	1328.83691628963
62	04	01	1330.3018846	2			2					1		1									2	1	200601300378	20060130037801	1328.83691628963
62	01	01	1241.9976863	2			2					1		1					1				1	1	200601300379	20060130037901	1237.5803890145
62	01	01	805.04198062	1	120000	9	2					2													200601300380	20060130038001	817.372162786029
62	02	01	805.04198062	1	98	35	2					2													200601300380	20060130038001	817.372162786029
62	03	01	805.04198062	2			2					2													200601300380	20060130038001	817.372162786029
62	09	01	805.04198062	2			2					1		1									1	1	200601300380	20060130038001	817.372162786029
62	01	01	1142.0304862	2			1	24	1	1	1			1									1	1	200601300381	20060130038101	1142.10084531492
62	01	01	1100.6543998	1	200000	10	1	10	2	1	1			1					1				2	1	200601300382	20060130038201	1102.30623128465
62	01	01	937.01045352	2			2					1				1							2	1	200601300383	20060130038301	932.311450760071
62	01	01	1189.3685085	2			2					1		1									2	1	200601300385	20060130038501	1198.00842055167
62	02	01	1189.3685085	1	160000	24	2					2													200601300385	20060130038501	1198.00842055167
62	01	01	1271.0572718	2			2					2													200601300386	20060130038601	1273.92466808684
62	02	01	1271.0572718	2			2					2													200601300386	20060130038601	1273.92466808684
62	03	01	1271.0572718	2			2					1		1									2	1	200601300386	20060130038601	1273.92466808684
62	01	01	1230.1755684	2			2					2													200601300387	20060130038701	1221.59496453969
62	01	01	922.91766911	2			2					2													200601300388	20060130038801	911.392754759136
62	02	01	922.91766911	2			2					2													200601300388	20060130038801	911.392754759136
62	01	01	1340.8507818	2			2					2													200601300389	20060130038901	1351.42732652353
62	04	01	1340.8507818	2			2					2													200601300389	20060130038901	1351.42732652353
62	01	01	747.94715502	2			2					1				1							1	1	200601300390	20060130039001	745.72985397721
62	02	01	747.94715502	2			2					2													200601300390	20060130039001	745.72985397721
62	01	01	1080.5214	2			2					1		1									1	1	200601300391	20060130039101	1088.22352796725
62	01	01	947.66456107	2			2					2													200601300393	20060130039301	942.645141266302
62	02	01	947.66456107	2			2					2													200601300393	20060130039301	942.645141266302
62	03	01	947.66456107	2			2					1		1									2	1	200601300393	20060130039301	942.645141266302
62	04	01	947.66456107	2			2					1		1									2	1	200601300393	20060130039301	942.645141266302
62	01	01	647.17903472	2			2					2													200601300394	20060130039401	625.731386497764
62	03	01	647.17903472	2			2					2													200601300394	20060130039401	625.731386497764
62	01	01	973.92205912	2			2					1		1									1	1	200601300395	20060130039501	977.647815793859
62	02	01	973.92205912	2			2					2													200601300395	20060130039501	977.647815793859
62	02	01	966.62858109	2			2					2													200601300397	20060130039701	956.245464634875
62	04	01	966.62858109	2			2					2													200601300397	20060130039701	956.245464634875
62	05	01	966.62858109	2			2					2													200601300397	20060130039701	956.245464634875
62	01	01	1131.6734666	2			2					1		1									1	1	200601300398	20060130039801	1136.83994376454
62	02	01	1131.6734666	2			2					1		1									1	1	200601300398	20060130039801	1136.83994376454
62	01	01	1038.214669	2			2					1		1									1	1	200601300399	20060130039901	1045.15313533439
62	02	01	1038.214669	2			2					1		1									1	1	200601300399	20060130039901	1045.15313533439
62	03	01	1038.214669	2			2					2													200601300399	20060130039901	1045.15313533439
62	03	01	1248.5496514	2			2					1		1									1	1	200601300400	20060130040001	1243.27675754453
62	01	01	1519.7716655	1	80000	10	2					2													200601300402	20060130040201	1521.26254213673
62	03	01	1519.7716655	2			2					1		1									1	1	200601300402	20060130040201	1521.26254213673
62	01	01	1360.4183835	2			2					1	1	1						1			2	1	200601300403	20060130040301	1369.08171906665
62	02	01	1360.4183835	2			2					2													200601300403	20060130040301	1369.08171906665
62	01	01	1249.2311161	2			2					2													200601300404	20060130040401	1253.97122417344
62	01	01	1216.2236754	2			2					1		1									1	1	200601300405	20060130040501	1216.45482734236
62	03	01	1216.2236754	2			2					1		1									2	1	200601300405	20060130040501	1216.45482734236
62	01	01	973.75169294	2			2					1		1									2	1	200601300406	20060130040601	1406.6706258009
62	02	01	973.75169294	2			2					1		1									2	1	200601300406	20060130040601	1406.6706258009
62	01	02	1385.274124	2			2					1		1									1	1	200601300406	20060130040602	1406.6706258009
62	02	02	1385.274124	2			2					1		1									2	1	200601300406	20060130040602	1406.6706258009
62	01	01	616.2474512	2			2					2													200601300407	20060130040701	619.290539855858
62	02	01	616.2474512	2			2					1		1									1	1	200601300407	20060130040701	619.290539855858
62	03	01	616.2474512	2			2					1		1									1	1	200601300407	20060130040701	619.290539855858
62	04	01	616.2474512	2			2					1		1									1	1	200601300407	20060130040701	619.290539855858
62	05	01	616.2474512	2			2					1		1									1	1	200601300407	20060130040701	619.290539855858
62	06	01	616.2474512	2			2					1		1									1	1	200601300407	20060130040701	619.290539855858
62	02	01	905.86892866	2			2					1	1	1									2	1	200601300408	20060130040801	907.59559860512
62	01	01	931.78569434	2			2					1		1									1	1	200601300409	20060130040901	937.251039818221
62	01	01	796.34505349	2			2					2													200601300410	20060130041001	793.070808561368
62	01	02	948.00529344	2			2					2													200601300410	20060130041002	793.070808561368
62	01	01	1190.540529	2			2					2													200601300411	20060130041101	1195.9989044744
62	01	01	922.91766911	2			2					1		1									1	1	200601300412	20060130041201	911.392754759136
62	02	01	922.91766911	2			2					2													200601300412	20060130041201	911.392754759136
62	01	01	1249.2311161	2			2					2													200601300413	20060130041301	1253.97122417344
62	03	01	846.48712955	2			2					1		1									2	1	200601300414	20060130041401	848.373295288049
62	01	01	1131.8438328	2			2					1		1									1	1	200601300415	20060130041501	1139.51356042177
62	02	01	1131.8438328	2			2					2													200601300415	20060130041501	1139.51356042177
62	01	01	1063.6203361	2			2					1		1									2	1	200601300416	20060130041601	1066.7877265758
62	02	01	1063.6203361	2			2					1		1					1				2	1	200601300416	20060130041601	1066.7877265758
62	03	01	1063.6203361	2			2					2													200601300416	20060130041601	1066.7877265758
62	02	01	989.45044624	2			2					1		1					1				1	1	200601300417	20060130041701	987.139166938369
62	01	01	499.64563965	2			2					1		1									1	1	200601300418	20060130041801	484.029731938444
62	01	01	1054.7750005	2			2					1		1									2	1	200601300419	20060130041901	1061.24170341138
62	01	01	789.91315362	2			2					1		1									1	1	200601300420	20060130042001	783.45301329562
62	03	01	789.91315362	2			2					2													200601300420	20060130042001	783.45301329562
62	01	01	1089.3667356	2			2					2													200601300421	20060130042101	1093.76955113168
62	03	01	1089.3667356	2			2					1		1									2	1	200601300421	20060130042101	1093.76955113168
62	01	01	973.75169294	2			2					2													200601300422	20060130042201	974.974199136631
62	01	01	477.54798424	1	60000	20	2					2													200601300423	20060130042301	477.92666509937
62	03	01	477.54798424	2			2					1		1									1	1	200601300423	20060130042301	477.92666509937
62	01	01	879.95216298	2			2					2													200601300424	20060130042401	877.940157392019
62	02	01	879.95216298	2			2					2													200601300424	20060130042401	877.940157392019
62	01	01	477.54798424	2			2					2													200601300425	20060130042501	477.92666509937
62	02	01	477.54798424	2			2					2													200601300425	20060130042501	477.92666509937
62	05	01	477.54798424	2			2					2													200601300425	20060130042501	477.92666509937
62	06	01	477.54798424	2			2					2													200601300425	20060130042501	477.92666509937
62	02	01	828.78425169	2			2					2													200601300426	20060130042601	822.414433704423
62	01	01	1089.8778342	2			2					1		1									1	1	200601300427	20060130042701	1101.79040110336
62	01	01	1089.3667356	2			2					1		1									2	1	200601300428	20060130042801	1093.76955113168
62	01	01	853.4074384	1	0	10	2					2													200601300429	20060130042901	853.560634248802
62	01	01	1147.0314875	2			2					2													200601300430	20060130043001	1143.65767825182
62	01	01	1089.8778342	2			2					2													200601300432	20060130043201	1101.79040110336
62	01	01	1147.5425861	2			2					2													200601300434	20060130043401	1151.67852822351
62	01	01	1038.214669	2			2					1						1					1	1	200601300435	20060130043501	1045.15313533439
62	02	01	1038.214669	2			2					2													200601300435	20060130043501	1045.15313533439
62	01	01	1063.6203361	2			2					1		1									2	1	200601300436	20060130043601	1066.7877265758
62	03	01	1063.6203361	2			2					2													200601300436	20060130043601	1066.7877265758
62	04	01	1063.6203361	2			2					2													200601300436	20060130043601	1066.7877265758
62	05	01	1063.6203361	2			2					2													200601300436	20060130043601	1066.7877265758
62	01	01	1234.9256098	2			2					2													200601300437	20060130043701	1246.02341334725
62	02	01	1234.9256098	2			2					2													200601300437	20060130043701	1246.02341334725
62	01	01	988.40732714	2			2					2													200601300438	20060130043801	993.021789621848
62	02	01	988.40732714	2			2					2													200601300438	20060130043801	993.021789621848
62	01	01	1034.9071191	2			2					2													200601300439	20060130043901	1023.68221232054
62	02	01	1034.9071191	2			2					2													200601300439	20060130043901	1023.68221232054
62	01	01	960.8531327	2			2					2													200601300440	20060130044001	950.178223214706
62	01	01	930.99070862	2			2					2													200601300441	20060130044101	931.157831508361
62	01	01	1075.8671927	2			2					1		1									1	1	200601300443	20060130044301	1072.54849697253
62	03	01	1075.8671927	2			2					2													200601300443	20060130044301	1072.54849697253
62	01	01	1016.3084776	1	150000	20	2					2													200601300444	20060130044401	1019.53985670056
62	02	01	1016.3084776	2			2					2													200601300444	20060130044401	1019.53985670056
62	04	01	1016.3084776	2			2					2													200601300444	20060130044401	1019.53985670056
62	01	01	1399.4333779	2			2					2													200601300445	20060130044501	1402.17300906397
62	03	01	1399.4333779	2			2					2													200601300445	20060130044501	1402.17300906397
62	01	01	1034.1884547	2			2					1		1									2	1	200601300446	20060130044601	1034.1743613539
62	03	01	1125.1825138	2			2					1		1									2	1	200601300447	20060130044701	1118.03256033678
62	01	01	767.62046463	2			2					2													200601300448	20060130044801	776.974301641606
62	05	01	767.62046463	2			2					2													200601300448	20060130044801	776.974301641606
62	01	01	1215.4509423	1	100000	10	2					2													200601300449	20060130044901	1216.52195363444
62	02	01	1215.4509423	2			2					2													200601300449	20060130044901	1216.52195363444
62	03	01	1215.4509423	2			2					2													200601300449	20060130044901	1216.52195363444
62	04	01	1215.4509423	2			2					2													200601300449	20060130044901	1216.52195363444
62	08	01	1215.4509423	2			2					2													200601300449	20060130044901	1216.52195363444
62	01	01	1189.1905419	2			2					2													200601300450	20060130045001	1204.36671612212
62	01	01	853.4074384	2			2					2													200601300451	20060130045101	853.560634248802
62	01	01	801.86113356	2			2					2													200601300452	20060130045201	783.62660043826
62	03	01	801.86113356	2			2					2													200601300452	20060130045201	783.62660043826
62	04	01	801.86113356	2			2					2													200601300452	20060130045201	783.62660043826
62	05	01	801.86113356	2			2					2													200601300452	20060130045201	783.62660043826
62	06	01	801.86113356	2			2					2													200601300452	20060130045201	783.62660043826
62	07	01	801.86113356	2			2					2													200601300452	20060130045201	783.62660043826
62	01	01	1090.3662431	1	20000	10	2					2													200601300453	20060130045301	1089.49898918038
62	01	01	906.52770382	2			2					2													200601300454	20060130045401	897.977803339372
62	01	01	1173.6394652	1	150000	30	2					2													200601300455	20060130045501	1174.56310308295
62	01	01	948.17565963	1	100000	10	2					2													200601300456	20060130045601	950.665991237986
62	01	01	880.78130432	2			2					2													200601300457	20060130045701	870.995978783498
62	01	01	1147.5425861	2			2					2													200601300458	20060130045801	1151.67852822351
62	01	01	853.4074384	2			2					2													200601300459	20060130045901	853.560634248802
62	01	01	1224.8073765	1	50000	20	2					2													200601300460	20060130046001	1230.08882677055
62	05	01	1224.8073765	1	20000	20	2					2													200601300460	20060130046001	1230.08882677055
62	01	01	1223.3143505	2			2					1		1									1	1	200601300461	20060130046101	1224.31578296034
62	01	01	963.53368056	2			2					2													200601300462	20060130046201	957.483725725268
62	02	01	963.53368056	1	280000	30	2					2													200601300462	20060130046201	957.483725725268
62	05	01	963.53368056	1	300000	30	2					1		1					1				2	1	200601300462	20060130046201	957.483725725268
62	01	01	1357.3952686	2			2					2													200601300463	20060130046301	1360.60658671022
62	01	01	851.39794031	2			2					1		1									1	1	200601300464	20060130046401	856.656311511503
62	07	01	851.39794031	2			2					2													200601300464	20060130046401	856.656311511503
62	08	01	851.39794031	2			2					2													200601300464	20060130046401	856.656311511503
62	01	01	948.00529344	2			2					1		1									1	1	200601300465	20060130046501	947.992374580758
62	01	01	832.21988458	1	100000	98	2					2													200601300466	20060130046601	826.523405928486
62	01	01	1282.6424946	2			2					2													200601300467	20060130046701	1282.65057054792
62	03	01	1282.6424946	2			1	10	1	1	1			1									1	1	200601300467	20060130046701	1282.65057054792
62	01	01	965.05403389	2			2					2													200601300468	20060130046801	951.789530734774
62	01	01	615.4310485	2			2					1		1									2	1	200601300469	20060130046901	605.498700590717
62	01	01	1064.1314347	1	50000	20	2					2													200601300470	20060130047001	1074.80857654749
62	01	01	1004.5792694	2			1	08	2	1	2														200601300471	20060130047101	1012.91265657319
62	01	01	1091.1389763	2			2					2													200601300472	20060130047201	1089.43186288831
62	01	01	643.16372442	2			2					2													200601300473	20060130047301	644.675419117666
62	06	01	643.16372442	2			2					2													200601300473	20060130047301	644.675419117666
62	01	01	948.6640686	2			2					2													200601300474	20060130047401	938.374579315009
62	02	01	766.78783435	2			2					2													200601300475	20060130047501	776.793118645293
62	04	01	766.78783435	2			2					2													200601300475	20060130047501	776.793118645293
62	05	01	766.78783435	2			2					2													200601300475	20060130047501	776.793118645293
62	11	01	766.78783435	2			2					2													200601300475	20060130047501	776.793118645293
62	01	01	1106.2677995	2			2					1		1									2	1	200601300476	20060130047601	1115.20535252312
62	01	01	480.16077383	2			2					2													200601300477	20060130047701	477.92666509937
62	01	01	852.91902942	2			2					2													200601300478	20060130047801	865.852046171778
62	03	01	1226.409251	2			2					1		1					1				2	1	200601300479	20060130047901	1223.07752186995
62	01	01	1063.9610685	2			2					1		1									1	1	200601300480	20060130048001	1072.13495989026
62	01	01	1090.0255108	2			2					2													200601300481	20060130048101	1084.15175586593
62	02	01	1090.0255108	2			2					1		1									1	1	200601300481	20060130048101	1084.15175586593
62	01	01	1267.2844736	2			2					2													200601300482	20060130048201	1275.83283606064
62	04	01	1267.2844736	2			2					2													200601300482	20060130048201	1275.83283606064
62	01	01	906.03929484	2			2					1		1									1	1	200601300483	20060130048301	910.269215262348
62	02	01	906.03929484	2			2					2													200601300483	20060130048301	910.269215262348
62	01	01	770.91669678	2			2					2													200601300484	20060130048401	768.487984715415
62	04	01	770.91669678	2			2					2													200601300484	20060130048401	768.487984715415
62	01	02	974.4104681	2			2					1		1									2	1	200601300484	20060130048402	768.487984715415
62	01	01	948.00529344	2			2					1		1									1	1	200601300485	20060130048501	947.992374580758
62	02	01	948.00529344	2			1	09	2	1	1			1									1	1	200601300485	20060130048501	947.992374580758
62	06	01	948.00529344	2			2					1		1									1	1	200601300485	20060130048501	947.992374580758
62	01	01	1080.5214	2			2					1		1									2	1	200601300486	20060130048601	1088.22352796725
62	02	01	1080.5214	2			2					1		1									2	1	200601300486	20060130048601	1088.22352796725
62	01	01	1216.1165623	2			2					1		1									1	1	200601300487	20060130048701	1220.30711237305
62	02	01	1216.1165623	2			2					1		1									1	1	200601300487	20060130048701	1220.30711237305
62	01	01	773.69355451	2			2					2													200601300488	20060130048801	772.711678533083
62	02	01	773.69355451	2			2					1		1									1	1	200601300488	20060130048801	772.711678533083
62	03	01	773.69355451	2			2					2													200601300488	20060130048801	772.711678533083
62	01	01	589.68464901	2			2					2													200601300489	20060130048901	578.516876034844
62	03	01	589.68464901	2			2					1		1									1	1	200601300489	20060130048901	578.516876034844
62	04	01	589.68464901	2			2					1		1									1	1	200601300489	20060130048901	578.516876034844
62	05	01	589.68464901	2			2					2													200601300489	20060130048901	578.516876034844
62	01	01	1274.3248496	2			2					2													200601300490	20060130049001	1289.08386834865
62	02	01	1274.3248496	2			2					2													200601300490	20060130049001	1289.08386834865
62	02	01	654.47251276	2			2					2													200601300491	20060130049101	647.133737656748
62	03	01	654.47251276	2			2					2													200601300491	20060130049101	647.133737656748
62	01	01	906.35733763	2			2					1		1									1	2	200601300492	20060130049201	895.304186682143
62	01	01	1267.8868406	2			2					1		1									1	1	200601300493	20060130049301	1273.09209311134
62	01	01	1462.7002656	2			2					1		1					1				2	1	200601300494	20060130049401	1474.55379824778
62	02	01	1896.6978839	2			2					2													200601300495	20060130049501	1906.06532212806
62	03	01	1896.6978839	2			2					2													200601300495	20060130049501	1906.06532212806
62	04	01	1896.6978839	2			2					1		1									1	1	200601300495	20060130049501	1906.06532212806
62	06	01	1896.6978839	2			2					1		1									1	1	200601300495	20060130049501	1906.06532212806
62	15	01	1896.6978839	2			2					2													200601300495	20060130049501	1906.06532212806
62	01	01	1537.0787537	2			2					2													200601300496	20060130049601	1552.50129215845
62	01	01	1491.0682698	2			2					2													200601300497	20060130049701	1486.02413038602
62	01	01	1427.3845641	2			2					2													200601300498	20060130049801	1443.71892132137
62	03	01	1427.3845641	2			2					2													200601300498	20060130049801	1443.71892132137
62	01	01	1075.6516268	2			2					1		1									1	1	200601300499	20060130049901	1075.0920635936
62	01	01	1332.1517485	2			2					1		1					1				2	1	200601300500	20060130050001	1330.34858504595
62	01	01	1307.7391005	2			2					2													200601300501	20060130050101	1299.38576051623
62	03	01	1307.7391005	2			2					1		1									1	1	200601300501	20060130050101	1299.38576051623
62	08	01	1307.7391005	2			2					1		1									1	1	200601300501	20060130050101	1299.38576051623
62	01	01	1585.3396341	2			2					1		1									1	1	200601300502	20060130050201	1593.92701509756
62	02	01	1585.3396341	2			2					1		1									1	1	200601300502	20060130050201	1593.92701509756
62	03	01	1585.3396341	2			2					2													200601300502	20060130050201	1593.92701509756
62	04	01	1585.3396341	2			2					2													200601300502	20060130050201	1593.92701509756
62	06	01	1585.3396341	2			2					1		1									1	1	200601300502	20060130050201	1593.92701509756
62	02	01	1140.7395928	2			2					1		1									2	1	200601300503	20060130050301	1127.79247265175
62	03	01	1140.7395928	2			2					1	1	1					1				2	1	200601300503	20060130050301	1127.79247265175
62	01	01	929.26036203	2			2					2													200601300504	20060130050401	935.059727329638
62	01	01	1574.9734775	2			2					2													200601300505	20060130050501	1573.7207772766
62	01	01	1574.727393	2			2					2													200601300506	20060130050601	1569.85888651237
62	02	01	1574.727393	2			2					1		1									2	1	200601300506	20060130050601	1569.85888651237
62	01	01	1194.5588369	2			2					2													200601300507	20060130050701	1207.83955210605
62	03	01	1194.5588369	2			2					2													200601300507	20060130050701	1207.83955210605
62	01	01	1292.6117196	2			2					1		1									2	1	200601300508	20060130050801	1305.16419825375
62	01	01	1141.2317618	1	100000	35	2					2													200601300509	20060130050901	1135.51625418021
62	01	01	1540.8109122	2			2					2													200601300510	20060130051001	1539.12702049578
62	04	01	1540.8109122	2			2					1		1									1	1	200601300510	20060130051001	1539.12702049578
62	05	01	1540.8109122	2			2					1		1									1	1	200601300510	20060130051001	1539.12702049578
62	06	01	1540.8109122	2			2					1		1									1	1	200601300510	20060130051001	1539.12702049578
62	01	01	1345.4205136	2			2					1		1									1	1	200601300511	20060130051101	1346.08328900002
62	01	01	1181.0439873	2			2					2													200601300512	20060130051201	1188.24295738774
62	02	01	1181.0439873	2			2					2													200601300512	20060130051201	1188.24295738774
62	01	01	1658.806031	2			2					1		1									2	1	200601300513	20060130051301	1669.20309054318
62	02	01	1658.806031	2			2					1		1									2	1	200601300513	20060130051301	1669.20309054318
62	01	01	1499.3973407	2			2					2													200601300514	20060130051401	1505.80376367466
62	03	01	1499.3973407	2			2					2													200601300514	20060130051401	1505.80376367466
62	01	01	1201.8493159	2			2					2													200601300515	20060130051501	1190.00526260835
62	01	01	1344.9283446	2			2					1		1									1	1	200601300516	20060130051601	1338.35950747156
62	01	01	1259.6468029	2			2					2													200601300517	20060130051701	1260.5399611642
62	05	01	1259.6468029	2			2					1		1									2	1	200601300517	20060130051701	1260.5399611642
62	01	01	1378.8775992	1	80000	20	2					2													200601300519	20060130051901	1398.43130761803
62	01	01	1717.2275191	1	20000	20	2					2													200601300520	20060130052001	1731.91704736998
62	02	01	1717.2275191	2			2					2													200601300520	20060130052001	1731.91704736998
62	01	01	2131.4694002	2			2					2													200601300521	20060130052101	2162.85970596417
62	05	01	2131.4694002	2			2					2													200601300521	20060130052101	2162.85970596417
62	01	01	1369.0949081	2			2					2													200601300522	20060130052201	1365.46044123705
62	02	01	1864.8164325	2			2					2													200601300523	20060130052301	1861.91890332522
62	03	01	1864.8164325	2			2					1		1									1	1	200601300523	20060130052301	1861.91890332522
62	01	01	1231.748081	2			2					2													200601300524	20060130052401	1246.81329906138
62	01	01	1635.1316364	1	80000	20	2					2													200601300525	20060130052501	1649.82593830615
62	01	01	1118.2628469	2			2					2													200601300526	20060130052601	1098.38484010599
62	01	01	1462.4541811	2			2					2													200601300527	20060130052701	1470.69190748355
62	03	01	1462.4541811	2			2					2													200601300527	20060130052701	1470.69190748355
62	01	01	1194.8049214	2			2					2													200601300528	20060130052801	1211.70144287028
62	02	01	1194.8049214	2			2					2													200601300528	20060130052801	1211.70144287028
62	01	01	1467.6399597	2			2					1		1									1	1	200601300529	20060130052901	1470.50886891321
62	03	01	1467.6399597	2			2					1		1									1	1	200601300529	20060130052901	1470.50886891321
62	01	01	1634.8855519	2			2					2													200601300530	20060130053001	1645.96404754192
62	02	01	1634.8855519	2			2					2													200601300530	20060130053001	1645.96404754192
62	01	01	1346.6181622	1	300000	30	2					2													200601300531	20060130053101	1336.0528086913
62	01	01	1560.7531483	2			2					2													200601300532	20060130053201	1571.87844439548
62	01	01	1231.9941655	2			2					2													200601300533	20060130053301	1250.67518982561
62	01	01	1574.9734775	2			2					2													200601300534	20060130053401	1573.7207772766
62	01	01	928.52210855	2			2					2													200601300535	20060130053501	923.474055036951
62	05	01	928.52210855	2			2					1		1									1	1	200601300535	20060130053501	923.474055036951
62	01	01	1345.1744291	2			2					2													200601300536	20060130053601	1342.22139823579
62	03	01	1345.1744291	2			2					2													200601300536	20060130053601	1342.22139823579
