Reg	Orden	Hogar	Fex_c	P37	Valor38	P39	P40	P41	P42	P43	P44	P45	P46a	P46b	P46c	P46d	P46e	P46f	P46g	P46h	P46i	P46j	P47	P48	Llave_viv	Llave_hog	Fex_c_2011
62	02	01	792.33275384	2			2					2													200601300651	20060130065101	796.256425111473
62	05	01	792.33275384	2			2					2													200601300651	20060130065101	796.256425111473
62	06	01	792.33275384	2			2					2													200601300651	20060130065101	796.256425111473
62	01	01	942.70464688	2			2					2													200601300652	20060130065201	960.272664425718
62	01	01	865.46871697	2			2					1		1					1	1			1	1	200601300653	20060130065301	868.629659801004
62	01	01	829.372288	2			2					2													200601300654	20060130065401	823.883691887046
62	04	01	829.372288	2			2					2													200601300654	20060130065401	823.883691887046
62	01	01	643.915225	2			2					2													200601300655	20060130065501	653.136347659901
62	04	01	643.915225	2			2					2													200601300655	20060130065501	653.136347659901
62	01	01	1112.4443709	2			2					2													200601300656	20060130065601	1129.80079752675
62	02	01	1112.4443709	2			2					2													200601300656	20060130065601	1129.80079752675
62	03	01	1112.4443709	2			2					2													200601300656	20060130065601	1129.80079752675
62	01	01	1240.591837	2			2					1		1					1				1	1	200601300657	20060130065701	1260.06369406534
62	03	01	1240.591837	2			2					2													200601300657	20060130065701	1260.06369406534
62	01	01	1030.7416395	2			2					2													200601300658	20060130065801	1039.54315675282
62	02	01	1030.7416395	2			2					2													200601300658	20060130065801	1039.54315675282
62	01	01	1247.0821496	2			2					2													200601300660	20060130066001	1270.10713206101
62	02	01	1247.0821496	2			2					2													200601300660	20060130066001	1270.10713206101
62	02	01	752.23219168	2			2					2													200601300661	20060130066101	765.391585730009
62	01	01	1204.259162	2			1	16	2	1	2														200601300662	20060130066201	1207.77546001569
62	01	01	744.50242596	2			2					1		1		1							1	1	200601300663	20060130066301	739.119625336531
62	02	01	744.50242596	2			2					2													200601300663	20060130066301	739.119625336531
62	01	01	719.8651006	2			2					2													200601300664	20060130066401	726.503164206944
62	01	01	956.82889164	2			2					2													200601300665	20060130066501	963.437164347189
62	01	01	829.372288	1	150000	20	2					2													200601300666	20060130066601	823.883691887046
62	03	01	829.372288	2			2					2													200601300666	20060130066601	823.883691887046
62	04	01	829.372288	2			2					2													200601300666	20060130066601	823.883691887046
62	01	01	534.69197246	2			2					2													200601300667	20060130066701	517.888100869562
62	02	01	534.69197246	2			2					2													200601300667	20060130066701	517.888100869562
62	03	01	534.69197246	2			2					2													200601300667	20060130066701	517.888100869562
62	04	01	534.69197246	2			1	38	1	1	1			1									1	1	200601300667	20060130066701	517.888100869562
62	02	01	546.8487957	2			2					2													200601300669	20060130066901	543.4856845667
62	01	01	1139.4560454	2			2					2													200601300670	20060130067001	1148.56131806936
62	02	01	1139.4560454	2			2					2													200601300670	20060130067001	1148.56131806936
62	08	01	1139.4560454	2			2					2													200601300670	20060130067001	1148.56131806936
62	01	01	866.20618063	2			2					2													200601300671	20060130067101	861.386749559319
62	02	01	866.20618063	2			2					2													200601300671	20060130067101	861.386749559319
62	03	01	866.20618063	2			2					2													200601300671	20060130067101	861.386749559319
62	01	01	998.423009	2			2					2													200601300672	20060130067201	993.501359000699
62	02	01	998.423009	1	98	10	2					2													200601300672	20060130067201	993.501359000699
62	02	01	581.05379006	2			2					2													200601300673	20060130067301	581.806432854572
62	03	01	581.05379006	2			2					2													200601300673	20060130067301	581.806432854572
62	02	01	1130.8865269	2			2					2													200601300674	20060130067401	1142.60092353841
62	03	01	1130.8865269	2			2					2													200601300674	20060130067401	1142.60092353841
62	05	01	1130.8865269	2			2					2													200601300674	20060130067401	1142.60092353841
62	01	01	1121.4793611	2			2					2													200601300675	20060130067501	1163.96485646899
62	01	01	1717.6244229	2			2					1		1					1				1	1	200601300676	20060130067601	1719.46418950899
62	03	01	1717.6244229	2			2					1		1					1				1	1	200601300676	20060130067601	1719.46418950899
62	07	01	1717.6244229	2			2					1		1					1				1	1	200601300676	20060130067601	1719.46418950899
62	09	01	1717.6244229	2			2					1		1					1				1	1	200601300676	20060130067601	1719.46418950899
62	14	01	1717.6244229	2			2					2													200601300676	20060130067601	1719.46418950899
62	01	01	1199.1878119	2			2					2													200601300677	20060130067701	1198.28922207435
62	02	01	1199.1878119	2			2					2													200601300677	20060130067701	1198.28922207435
62	03	01	1199.1878119	2			2					2													200601300677	20060130067701	1198.28922207435
62	04	01	1199.1878119	2			2					2													200601300677	20060130067701	1198.28922207435
62	05	01	1199.1878119	2			2					2													200601300677	20060130067701	1198.28922207435
62	01	01	1351.9989045	2			2					2													200601300678	20060130067801	1369.57339659419
62	01	01	985.35624772	2			2					2													200601300679	20060130067901	1014.27820404671
62	02	01	985.35624772	2			2					2													200601300679	20060130067901	1014.27820404671
62	01	01	894.14906433	2			2					2													200601300680	20060130068001	901.40713276692
62	02	01	663.28957437	2			2					2													200601300681	20060130068101	665.536207289949
62	01	01	781.3363186	2			2					2													200601300683	20060130068301	776.622683008804
62	02	01	781.3363186	2			2					2													200601300683	20060130068301	776.622683008804
62	01	01	926.4387173	2			2					2													200601300684	20060130068401	933.534354980246
62	02	01	926.4387173	2			2					2													200601300684	20060130068401	933.534354980246
62	02	01	1027.5745089	2			2					2													200601300685	20060130068501	1045.03673097623
62	01	01	787.82663123	2			2					2													200601300686	20060130068601	786.666121004475
62	02	01	787.82663123	2			2					2													200601300686	20060130068601	786.666121004475
62	01	01	1084.9763646	1	100000	19	2					2													200601300687	20060130068701	1093.30453687531
62	02	01	1084.9763646	2			2					2													200601300687	20060130068701	1093.30453687531
62	03	01	1084.9763646	2			2					2													200601300687	20060130068701	1093.30453687531
62	09	01	1084.9763646	2			2					2													200601300687	20060130068701	1093.30453687531
62	01	01	1003.7829027	2			2					2													200601300688	20060130068801	1017.59032646295
62	02	01	1003.7829027	2			2					2													200601300688	20060130068801	1017.59032646295
62	01	01	1003.7829027	2			2					2													200601300689	20060130068901	1017.59032646295
62	02	01	1003.7829027	2			2					2													200601300689	20060130068901	1017.59032646295
62	01	01	1253.1329058	2			2					2													200601300690	20060130069001	1284.90552360172
62	02	01	1253.1329058	2			2					2													200601300690	20060130069001	1284.90552360172
62	01	01	1355.5073788	2			2					2													200601300691	20060130069101	1374.37981297863
62	04	01	1355.5073788	2			2					2													200601300691	20060130069101	1374.37981297863
62	01	01	2108.7194881	2			2					2													200601300692	20060130069201	2121.13783425873
62	02	01	2108.7194881	2			2					2													200601300692	20060130069201	2121.13783425873
62	03	01	2108.7194881	2			2					2													200601300692	20060130069201	2121.13783425873
62	01	01	781.2801402	2			2					2													200601300693	20060130069301	777.789261118212
62	02	01	781.2801402	2			2					2													200601300693	20060130069301	777.789261118212
62	01	01	1594.7180088	2			2					2													200601300694	20060130069401	1605.73181870253
62	01	01	1131.4291511	2			2					2													200601300695	20060130069501	1162.63839937893
62	01	01	781.3363186	2			2					1		1					1				1	1	200601300696	20060130069601	776.622683008804
62	02	01	781.3363186	2			2					2													200601300696	20060130069601	776.622683008804
62	01	01	872.69649327	2			2					2													200601300697	20060130069701	871.43018755499
62	01	01	1048.142472	2			2					2													200601300699	20060130069901	1055.80147920303
62	05	01	1048.142472	2			2					2													200601300699	20060130069901	1055.80147920303
62	01	01	640.58331945	2			2					2													200601300700	20060130070001	644.437248525908
62	02	01	640.58331945	2			2					2													200601300700	20060130070001	644.437248525908
62	03	01	640.58331945	2			2					2													200601300700	20060130070001	644.437248525908
62	01	01	659.63256393	2			2					2													200601300701	20060130070101	654.355558786016
62	02	01	659.63256393	2			2					2													200601300701	20060130070101	654.355558786016
62	01	01	828.63482433	2			2					2													200601300702	20060130070201	831.126602128731
62	01	01	956.82889164	2			2					2													200601300703	20060130070301	963.437164347189
62	01	01	974.4746867	2			2					2													200601300704	20060130070401	980.795363858488
62	02	01	974.4746867	2			2					2													200601300704	20060130070401	980.795363858488
62	02	01	546.8487957	2			1	16	2	1	2														200601300705	20060130070501	543.4856845667
62	01	01	819.57361928	2			2					2													200601300706	20060130070601	835.571863080032
62	01	01	940.04349277	2			2					2													200601300707	20060130070701	948.6857069869
62	01	01	1097.4980049	2			2					2													200601300709	20060130070901	1095.65455736905
62	03	01	1097.4980049	2			1	32	1	1	1			1									1	1	200601300709	20060130070901	1095.65455736905
62	01	01	749.15598007	2			2					2													200601300711	20060130071101	756.571648113991
62	03	01	749.15598007	2			2					2													200601300711	20060130071101	756.571648113991
62	01	01	954.69804307	2			2					2													200601300712	20060130071201	962.638648281916
62	02	01	954.69804307	2			2					2													200601300712	20060130071201	962.638648281916
62	03	01	954.69804307	2			1	40	2	1	1			1									2	1	200601300712	20060130071201	962.638648281916
62	01	01	1133.6291625	2			2					2													200601300713	20060130071301	1125.51753458205
62	03	01	1133.6291625	2			2					2													200601300713	20060130071301	1125.51753458205
62	04	01	1133.6291625	1	176000	6	2					2													200601300713	20060130071301	1125.51753458205
62	05	01	1133.6291625	2			2					2													200601300713	20060130071301	1125.51753458205
62	01	01	754.89301025	2			1	16	1	1	2														200601300715	20060130071501	747.361389776203
62	02	01	754.89301025	2			2					2													200601300715	20060130071501	747.361389776203
62	03	01	754.89301025	2			1	16	1	1	2														200601300715	20060130071501	747.361389776203
62	04	01	754.89301025	2			1	08	2	1	1			1				1	1				1	1	200601300715	20060130071501	747.361389776203
62	08	01	754.89301025	2			2					2													200601300715	20060130071501	747.361389776203
62	01	01	918.2518493	2			2					2													200601300716	20060130071601	918.452149656775
62	02	01	918.2518493	2			1	16	1	1	1			1				1	1				2	1	200601300716	20060130071601	918.452149656775
62	04	01	918.2518493	2			1	16	2	1	1			1				1	1				2	1	200601300716	20060130071601	918.452149656775
62	01	01	864.42673057	2			2					2													200601300717	20060130071701	865.724038128874
62	02	01	864.42673057	2			2					2													200601300717	20060130071701	865.724038128874
62	01	01	869.94426308	2			2					2													200601300718	20060130071801	881.263427173531
62	01	01	984.14930667	2			2					2													200601300719	20060130071901	983.086220654943
62	03	01	984.14930667	2			2					1						1	1				2	1	200601300719	20060130071901	983.086220654943
62	04	01	984.14930667	2			2					1						1					2	1	200601300719	20060130071901	983.086220654943
62	01	01	1084.4527154	2			2					2													200601300720	20060130072001	1088.30704902133
62	01	01	1220.446	2			1	20	2	1	2														200601300721	20060130072101	1215.39559730069
62	01	01	1078.5098191	2			2					2													200601300722	20060130072201	1080.50751151899
62	03	01	1078.5098191	2			2					2													200601300722	20060130072201	1080.50751151899
62	01	01	810.42068361	2			2					2													200601300723	20060130072301	821.423201987327
62	01	01	1004.1998261	2			2					2													200601300724	20060130072401	1008.30844929794
62	02	01	1004.1998261	2			2					2													200601300724	20060130072401	1008.30844929794
62	03	01	1004.1998261	2			2					2													200601300724	20060130072401	1008.30844929794
62	02	01	1143.9762949	1	30000	8	2					1		1				1	1				1	1	200601300725	20060130072501	1148.14727420753
62	01	01	837.39890552	2			2					2													200601300726	20060130072601	837.137518107625
62	02	01	837.39890552	2			2					2													200601300726	20060130072601	837.137518107625
62	02	01	1132.5124927	2			2					2													200601300727	20060130072701	1127.55393392001
62	03	01	1132.5124927	2			2					2													200601300727	20060130072701	1127.55393392001
62	04	01	1132.5124927	2			2					2													200601300727	20060130072701	1127.55393392001
62	01	01	1114.6409766	2			2					2													200601300728	20060130072801	1110.370488732
62	02	01	1114.6409766	2			2					2													200601300728	20060130072801	1110.370488732
62	05	01	1114.6409766	2			2					2													200601300728	20060130072801	1110.370488732
62	01	01	478.22303223	2			2					1		1	1								2	1	200601300729	20060130072901	478.408984240016
62	02	01	478.22303223	2			2					1		1					1				2	1	200601300729	20060130072901	478.408984240016
62	05	01	478.22303223	2			2					1		1									1	1	200601300729	20060130072901	478.408984240016
62	02	01	940.04349277	2			2					2													200601300730	20060130073001	948.6857069869
62	01	01	1084.4527154	2			2					2													200601300731	20060130073101	1088.30704902133
62	02	01	1084.4527154	2			2					2													200601300731	20060130073101	1088.30704902133
62	01	01	638.09037523	2			2					2													200601300732	20060130073201	647.46188065484
62	02	01	638.09037523	2			2					2													200601300732	20060130073201	647.46188065484
62	03	01	638.09037523	2			1	20	2	1	1			1									1	1	200601300732	20060130073201	647.46188065484
62	01	01	888.93244891	2			1	36	2	1	1			1				1					1	1	200601300733	20060130073301	896.410473023585
62	02	01	888.93244891	2			2					1		1				1		1			2	1	200601300733	20060130073301	896.410473023585
62	01	01	1349.6728727	2			2					1		1				1					2	9	200601300734	20060130073401	1320.56268927686
62	02	01	1349.6728727	2			2					1		1				1	1				2	9	200601300734	20060130073401	1320.56268927686
62	03	01	1349.6728727	2			2					2													200601300734	20060130073401	1320.56268927686
62	04	01	1349.6728727	2			2					2													200601300734	20060130073401	1320.56268927686
62	05	01	1349.6728727	2			2					2													200601300734	20060130073401	1320.56268927686
62	06	01	1349.6728727	2			2					2													200601300734	20060130073401	1320.56268927686
62	07	01	1349.6728727	2			2					2													200601300734	20060130073401	1320.56268927686
62	01	01	1332.4913315	2			2					2													200601300735	20060130073501	1322.16912991
62	02	01	1332.4913315	2			2					2													200601300735	20060130073501	1322.16912991
62	03	01	1332.4913315	2			2					2													200601300735	20060130073501	1322.16912991
62	04	01	1332.4913315	2			2					2													200601300735	20060130073501	1322.16912991
62	01	01	1005.0686869	2			2					2													200601300736	20060130073601	1008.33021237542
62	01	01	773.84262664	2			2					2													200601300737	20060130073701	778.830807622348
62	01	01	970.23175396	2			2					2													200601300739	20060130073901	970.749146697569
62	01	01	970.23175396	2			2					1		1					1				2	2	200601300740	20060130074001	849.481278220088
62	02	01	970.23175396	2			2					2													200601300740	20060130074001	849.481278220088
62	01	02	940.04349277	1	5000	3	2					2													200601300740	20060130074002	849.481278220088
62	01	01	970.23175396	2			2					2													200601300741	20060130074101	970.749146697569
62	02	01	970.23175396	2			2					2													200601300741	20060130074101	970.749146697569
62	01	01	800.27039727	2			1	06	2	1	1			1									1	1	200601300742	20060130074201	806.101295817838
62	02	01	906.62587194	2			2					1		1					1				2	1	200601300743	20060130074301	899.570232311341
62	01	01	661.36448903	2			2					2													200601300745	20060130074501	670.343375042032
62	01	02	731.95649244	2			2					2													200601300746	20060130074602	725.365047784872
62	01	01	849.69771506	1	75000	7	2					1	1	1									2	1	200601300747	20060130074701	847.244057594918
62	02	01	849.69771506	1	75000	7	2					1	1	1									2	1	200601300747	20060130074701	847.244057594918
62	01	01	733.86707092	2			2					2													200601300749	20060130074901	737.165191479255
62	01	01	815.72222841	2			2					2													200601300750	20060130075001	823.033334771521
62	01	01	873.35273621	2			1	03	2	1	1			1					1				2	1	200601300752	20060130075201	867.515972388073
62	01	01	851.81947893	2			2					2													200601300753	20060130075301	848.346034192108
62	01	01	887.80931637	2			2					2													200601300754	20060130075401	891.502752994748
62	01	01	779.62298053	2			2					2													200601300755	20060130075501	785.286384178001
62	01	01	600.43778609	2			2					2													200601300756	20060130075601	603.136253276214
62	02	01	600.43778609	2			2					2													200601300756	20060130075601	603.136253276214
62	01	01	724.08840035	2			2					2													200601300757	20060130075701	726.661936475967
62	01	01	587.92259581	2			2					2													200601300758	20060130075801	593.481572699573
62	02	01	587.92259581	2			2					2													200601300758	20060130075801	593.481572699573
62	01	01	636.37678423	2			2					2													200601300759	20060130075901	638.342780390084
62	02	01	636.37678423	2			2					2													200601300759	20060130075901	638.342780390084
62	01	01	539.95483651	2			2					2													200601300760	20060130076001	545.117697572375
62	02	01	539.95483651	2			2					2													200601300760	20060130076001	545.117697572375
62	01	01	636.37678423	2			2					1	1	1									1	1	200601300761	20060130076101	638.342780390084
62	02	01	636.37678423	2			1	24	1	1	1			1									2	1	200601300761	20060130076101	638.342780390084
62	01	01	921.00681818	2			2					2													200601300763	20060130076301	919.783842537665
62	01	01	676.89550542	2			2					1		1				1	1				1	1	200601300764	20060130076401	678.068626552959
62	01	01	908.30817995	2			2					1		1							1		2	1	200601300765	20060130076501	901.808825315461
62	02	01	908.30817995	2			2					2													200601300765	20060130076501	901.808825315461
62	03	01	908.30817995	2			2					2													200601300765	20060130076501	901.808825315461
62	02	01	753.19974315	2			2					2													200601300766	20060130076601	760.12422438991
62	01	01	760.97447764	2			2					2													200601300767	20060130076701	762.201428346038
62	03	01	760.97447764	2			2					1		1									2	1	200601300767	20060130076701	762.201428346038
62	01	01	605.71102286	2			2					2													200601300768	20060130076801	612.461632947335
62	01	01	851.44576035	2			2					2													200601300769	20060130076901	847.770010969928
62	03	01	707.38295907	2			2					1		1					1				1	1	200601300770	20060130077001	717.24761683157
62	05	01	707.38295907	2			2					1	1	1					1				2	1	200601300770	20060130077001	717.24761683157
62	01	01	717.25444228	2			1	20	2	1	1			1									2	1	200601300771	20060130077101	714.678501100392
62	01	01	875.93179142	2			2					2													200601300772	20060130077201	882.410739575573
62	03	01	875.93179142	2			2					1		1					1				2	9	200601300772	20060130077201	882.410739575573
62	01	01	1214.6440315	2			2					2													200601300773	20060130077301	1209.42310805052
62	03	01	1214.6440315	2			1	07	2	1	1			1					1				2	1	200601300773	20060130077301	1209.42310805052
62	04	01	1214.6440315	2			1	09	2	1	1			1					1				2	1	200601300773	20060130077301	1209.42310805052
62	05	01	1214.6440315	2			1	08	2	1	1			1					1				2	1	200601300773	20060130077301	1209.42310805052
62	01	01	849.33780134	2			2					1							1				2	1	200601300774	20060130077401	858.920239940182
62	02	01	849.33780134	2			2					1		1	1				1				1	1	200601300774	20060130077401	858.920239940182
62	01	01	1024.7729941	2			2					2													200601300775	20060130077501	1025.04089172719
62	03	01	1024.7729941	2			1	16	2	1	1			1				1	1				2	1	200601300775	20060130077501	1025.04089172719
62	05	01	1024.7729941	2			2					2													200601300775	20060130077501	1025.04089172719
62	01	01	1012.5777034	2			2					2													200601300776	20060130077601	1017.7037984193
62	01	01	1038.7241018	1	60000	16	2					2													200601300777	20060130077701	1028.44516223932
62	01	01	1031.5953032	2			2					2													200601300778	20060130077801	1032.87430799083
62	04	01	1031.5953032	2			2					2													200601300778	20060130077801	1032.87430799083
62	01	01	898.31187402	2			2					2													200601300779	20060130077901	898.367217924218
62	01	01	809.93225477	2			2					2													200601300780	20060130078001	817.676546358562
62	01	01	1007.9218306	2			2					2													200601300781	20060130078101	1002.16213467887
62	01	01	4404.289029	2			2					2													200601300783	20060130078301	4419.32707092145
62	02	01	4404.289029	2			2					2													200601300783	20060130078301	4419.32707092145
62	04	01	4404.289029	2			2					1	1	1									2	1	200601300783	20060130078301	4419.32707092145
62	07	01	4404.289029	2			2					2													200601300783	20060130078301	4419.32707092145
62	01	01	2722.2092955	2			2					2													200601300784	20060130078401	2737.81603082947
62	01	01	3470.8634565	2			2					2													200601300785	20060130078501	3498.22828635847
62	01	01	3029.9355117	2			2					2													200601300786	20060130078601	2996.65865290001
62	01	01	3451.5922231	2			2					1		1									1	1	200601300787	20060130078701	3413.24563990519
62	01	01	3713.6933005	2			2					2													200601300788	20060130078801	3694.02327539882
62	01	01	3983.6280874	2			2					2													200601300789	20060130078901	3941.33008596269
62	01	01	3653.3814115	2			2					2													200601300790	20060130079001	3624.71755772196
62	02	01	3653.3814115	2			2					2													200601300790	20060130079001	3624.71755772196
62	01	01	4494.9693442	2			2					2													200601300792	20060130079201	4481.7481124186
62	03	01	4494.9693442	2			2					1		1									1	1	200601300792	20060130079201	4481.7481124186
62	04	01	4494.9693442	2			2					1		1									1	1	200601300792	20060130079201	4481.7481124186
62	05	01	4494.9693442	2			2					1		1									1	1	200601300792	20060130079201	4481.7481124186
62	01	01	3449.6782535	2			2					2													200601300793	20060130079301	3461.41303582472
62	02	01	3449.6782535	2			2					2													200601300793	20060130079301	3461.41303582472
62	01	01	4272.9104565	2			2					2													200601300794	20060130079401	4269.5118750088
62	01	01	4577.2842738	2			2					1	1	1									2	1	200601300795	20060130079501	4507.1516154084
62	07	01	4577.2842738	2			2					2													200601300795	20060130079501	4507.1516154084
62	08	01	4577.2842738	2			2					1	1	1									2	1	200601300795	20060130079501	4507.1516154084
62	01	01	4272.9104565	2			2					2													200601300796	20060130079601	4269.5118750088
62	01	01	3650.7998135	2			2					2													200601300797	20060130079701	3662.40762582328
62	02	01	3650.7998135	2			2					2													200601300797	20060130079701	3662.40762582328
62	03	01	3650.7998135	2			2					1		1									2	1	200601300797	20060130079701	3662.40762582328
62	04	01	3650.7998135	2			2					1		1									2	1	200601300797	20060130079701	3662.40762582328
62	01	01	3738.8985307	2			2					2													200601300798	20060130079801	3762.51873542173
62	01	01	3814.5878947	2			2					2													200601300799	20060130079901	3799.75923430721
62	07	01	3814.5878947	2			2					2													200601300799	20060130079901	3799.75923430721
62	01	01	2103.3478788	2			2					2													200601300800	20060130080001	2103.49904136085
62	01	01	2475.9704672	1	400000	18	2					2													200601300801	20060130080101	2425.38929646158
62	02	01	2475.9704672	2			2					2													200601300801	20060130080101	2425.38929646158
62	05	01	2475.9704672	2			2					2													200601300801	20060130080101	2425.38929646158
62	06	01	2475.9704672	2			2					2													200601300801	20060130080101	2425.38929646158
62	01	01	3740.9014159	2			2					1		1									2	1	200601300802	20060130080201	3793.95071887637
62	01	01	4780.8284721	2			2					2													200601300803	20060130080301	4724.4819135573
62	03	01	4780.8284721	2			2					1		1									1	1	200601300803	20060130080301	4724.4819135573
62	04	01	4780.8284721	2			2					2													200601300803	20060130080301	4724.4819135573
62	04	01	6179.7195913	2			2					2													200601300804	20060130080401	6205.16846378344
62	01	01	4180.2272561	2			2					2													200601300805	20060130080501	4175.65885005701
62	04	01	4180.2272561	2			2					1		1									2	1	200601300805	20060130080501	4175.65885005701
62	06	01	4180.2272561	2			2					2													200601300805	20060130080501	4175.65885005701
62	01	01	3981.0464894	2			2					2													200601300806	20060130080601	3979.020154064
62	02	01	3981.0464894	2			2					2													200601300806	20060130080601	3979.020154064
62	01	01	4660.7603106	2			2					2													200601300807	20060130080701	4650.53170435718
62	03	01	4660.7603106	2			2					2													200601300807	20060130080701	4650.53170435718
62	01	01	3196.3941064	2			2					2													200601300808	20060130080801	3175.9195726568
62	01	01	4601.2431628	2			2					2													200601300809	20060130080901	4634.29179916905
62	02	01	4601.2431628	2			2					1		1									1	1	200601300809	20060130080901	4634.29179916905
62	01	01	4635.6230872	2			2					1	1	1									1	1	200601300810	20060130081001	4597.71160858394
62	03	01	4635.6230872	2			2					1		1									1	1	200601300810	20060130081001	4597.71160858394
62	02	01	7056.5473361	2			2					2													200601300812	20060130081201	7124.93220178201
62	04	01	7056.5473361	2			2					2													200601300812	20060130081201	7124.93220178201
62	01	01	5008.2407238	2			2					2													200601300813	20060130081301	5009.13975709631
62	01	01	6395.9725536	2			2					2													200601300814	20060130081401	6465.8817202964
62	01	01	6395.9725536	2			2					1		1									1	1	200601300815	20060130081501	6465.8817202964
62	01	01	6583.2861218	2			2					2													200601300816	20060130081601	6419.00748549202
62	01	02	5471.0715186	2			2					2													200601300816	20060130081602	6419.00748549202
62	01	01	5466.205684	2			2					2													200601300817	20060130081701	5468.89842343259
62	02	01	5466.205684	2			2					2													200601300817	20060130081701	5468.89842343259
62	01	01	6304.2251734	2			2					2													200601300818	20060130081801	6258.83252914952
62	03	01	6304.2251734	2			1	10	1	1	1			1									2	1	200601300818	20060130081801	6258.83252914952
62	04	01	6304.2251734	2			1	10	1	1	1			1									1	1	200601300818	20060130081801	6258.83252914952
62	01	01	4076.6074129	2			2					2													200601300820	20060130082001	4099.97906664073
62	01	01	5601.1361101	2			2					2													200601300821	20060130082101	5665.88898883427
62	01	01	7027.5870946	2			2					2													200601300822	20060130082201	7064.9112594711
62	01	01	3692.3607734	2			2					2													200601300823	20060130082301	3638.12279592442
62	01	01	5933.2351423	2			2					2													200601300824	20060130082401	5917.48448376412
62	03	01	5933.2351423	2			2					2													200601300824	20060130082401	5917.48448376412
62	01	01	4115.1588216	2			2					2													200601300825	20060130082501	4026.42531286579
62	05	01	4115.1588216	2			2					2													200601300825	20060130082501	4026.42531286579
62	01	01	6881.1138302	2			2					2													200601300826	20060130082601	6923.48401484096
62	04	01	6881.1138302	2			2					2													200601300826	20060130082601	6923.48401484096
62	01	01	4939.4898386	2			2					2													200601300827	20060130082701	4947.71005007586
62	02	01	4939.4898386	2			2					2													200601300827	20060130082701	4947.71005007586
62	08	01	4939.4898386	2			2					1		1									1	1	200601300827	20060130082701	4947.71005007586
62	01	01	6295.2700761	2			2					2													200601300828	20060130082801	6246.50927104901
62	02	01	6295.2700761	2			2					2													200601300828	20060130082801	6246.50927104901
62	04	01	6295.2700761	2			2					1		1									1	1	200601300828	20060130082801	6246.50927104901
62	01	01	7291.3513357	2			2					1		1									2	1	200601300829	20060130082901	7317.78606283904
62	01	01	6095.4683123	2			2					1		1									1	1	200601300830	20060130083001	6103.12092836739
62	03	01	6095.4683123	2			2					1		1									2	1	200601300830	20060130083001	6103.12092836739
62	01	01	6024.6778208	2			2					1		1									1	1	200601300831	20060130083101	6087.7324028682
62	01	01	6041.0229075	2			2					2													200601300832	20060130083201	6102.16993232327
62	01	02	6077.16138	2			2					1		1									2	1	200601300832	20060130083202	6102.16993232327
62	01	01	5251.7639087	2			2					1		1									2	1	200601300833	20060130083301	5189.58742927445
62	01	01	3036.4398794	2			2					2													200601300834	20060130083401	3005.54458324785
62	01	01	6763.8228534	2			2					2													200601300835	20060130083501	6812.03645610317
62	01	01	1337.372816	2			2					2													200601300836	20060130083601	1328.82221280232
62	02	01	1337.372816	2			2					1		1									2	2	200601300836	20060130083601	1328.82221280232
62	01	01	1057.9922789	2			2					2													200601300840	20060130084001	1065.91679691276
62	01	01	1159.0728853	2			2					2													200601300842	20060130084201	1314.68909954081
62	04	01	1159.0728853	2			1	20	1	1	1			1									1	1	200601300842	20060130084201	1314.68909954081
62	01	02	1742.7655929	2			2					1		1									1	1	200601300842	20060130084202	1314.68909954081
62	01	03	1146.5275765	2			2					1		1									1	1	200601300842	20060130084203	1314.68909954081
62	01	01	1486.0232771	2			1	10	2	1	1			1									1	1	200601300843	20060130084301	1479.8318987112
62	01	01	1075.3634815	2			1	16	2	1	1			1					1				1	1	200601300844	20060130084401	1052.26571860077
62	02	01	1225.6046994	2			2					2													200601300845	20060130084501	1216.74349822816
62	03	01	676.46459835	2			2					2													200601300846	20060130084601	677.558490531116
62	07	01	676.46459835	2			2					2													200601300846	20060130084601	677.558490531116
62	01	01	771.68750259	2			2					2													200601300847	20060130084701	768.23948487914
62	01	01	1228.197855	2			2					1		1									2	1	200601300848	20060130084801	1254.64191747861
62	04	01	1228.197855	2			2					2													200601300848	20060130084801	1254.64191747861
62	02	01	2331.8572047	1	0	16	2					1		1									1	1	200601300849	20060130084901	2364.36541750145
62	03	01	2331.8572047	2			1	10	1	1	1			1									1	1	200601300849	20060130084901	2364.36541750145
62	02	01	3073.9559039	2			2					1		1									2	1	200601300850	20060130085001	3133.39295956087
62	03	01	3073.9559039	2			2					2													200601300850	20060130085001	3133.39295956087
62	09	01	3073.9559039	2			2					2													200601300850	20060130085001	3133.39295956087
62	01	01	1628.3939552	2			2					2													200601300851	20060130085101	1633.90950013708
62	01	01	2723.5035623	2			2					1		1									1	1	200601300852	20060130085201	2710.0782593683
62	03	01	2442.9838645	2			1	16	1	1	1			1									1	1	200601300853	20060130085301	2431.92380682801
62	04	01	2442.9838645	2			1	30	1	1	1			1									1	1	200601300853	20060130085301	2431.92380682801
62	01	01	2994.8857624	2			2					2													200601300854	20060130085401	3031.52934885285
62	01	01	2295.6359725	1	0	20	2					2													200601300855	20060130085501	2315.28007992343
62	02	01	2295.6359725	2			2					1		1				1					2	2	200601300855	20060130085501	2315.28007992343
62	01	01	2064.1275141	2			2					2													200601300856	20060130085601	2084.06021106965
62	01	01	1780.832272	2			2					2													200601300857	20060130085701	1763.26575828283
62	01	01	1628.3939552	2			2					2													200601300858	20060130085801	1633.90950013708
62	01	01	1610.6896461	1	90000	20	2					2													200601300859	20060130085901	1606.51295687642
