Reg	Orden	Hogar	Fex_c	P3	P4	P5	P6	P7	P8	P8a	P8b	P9	P10	P10a	P10b	P10c	P10n	P10u	Llave_viv	Llave_hog	Fex_c_2011
10	03	01	818.6712682	03	2	6	5	1	1			1	301	2	2		3	1	200601300345	20060130034501	819.899907236212
10	04	01	818.6712682	03	2	2	5												200601300345	20060130034501	819.899907236212
10	01	01	1470.4795888	01	1	34	1	1	2	2	01		409				4	9	200601300346	20060130034601	1463.30357276834
10	02	01	1470.4795888	02	2	32	1	1	2	2	07		611				6	11	200601300346	20060130034601	1463.30357276834
10	03	01	1470.4795888	03	1	14	5	1	2	2	01		305				3	5	200601300346	20060130034601	1463.30357276834
10	04	01	1470.4795888	03	1	13	5	1	1			1	409				4	9	200601300346	20060130034601	1463.30357276834
10	05	01	1470.4795888	03	1	2	5												200601300346	20060130034601	1463.30357276834
10	01	01	784.25253344	01	2	45	3	1	2	2	02		305				3	5	200601300347	20060130034701	795.263451596514
10	02	01	784.25253344	03	2	11	5	1	2	2	02		301				3	1	200601300347	20060130034701	795.263451596514
10	03	01	784.25253344	03	2	16	5	1	2	2	02		302				3	2	200601300347	20060130034701	795.263451596514
10	04	01	784.25253344	05	1	0	5												200601300347	20060130034701	795.263451596514
10	01	01	909.49299627	01	2	26	4	1	2	2	01		611				6	11	200601300348	20060130034801	916.11970820519
10	02	01	909.49299627	03	2	9	5	1	1			1	303	2	2		3	3	200601300348	20060130034801	916.11970820519
10	03	01	909.49299627	03	2	0	5												200601300348	20060130034801	916.11970820519
10	01	01	736.9195419	01	1	51	2	2	2	2	01		100				1	0	200601300349	20060130034901	743.66447421788
10	02	01	736.9195419	02	2	44	2	1	2	2	07		305				3	5	200601300349	20060130034901	743.66447421788
10	03	01	736.9195419	03	2	17	5	1	1			1	610				6	10	200601300349	20060130034901	743.66447421788
10	04	01	736.9195419	03	2	15	5	1	1			1	407				4	7	200601300349	20060130034901	743.66447421788
10	05	01	736.9195419	05	2	0	5												200601300349	20060130034901	743.66447421788
10	01	01	949.08454757	01	2	53	3	1	2	2	11		302				3	2	200601300350	20060130035001	958.829917333311
10	02	01	949.08454757	05	2	9	5	1	1			1	303	2	2		3	3	200601300350	20060130035001	958.829917333311
10	01	01	1151.3387157	01	2	63	3	1	2	2	11		303				3	3	200601300351	20060130035101	1156.12847907302
10	02	01	1151.3387157	03	1	38	4	1	2	2	02		611				6	11	200601300351	20060130035101	1156.12847907302
10	01	01	799.87510084	01	1	45	2	1	2	2	01		305				3	5	200601300352	20060130035201	802.30398374219
10	02	01	799.87510084	02	2	53	2	1	2	2	07		505				5	5	200601300352	20060130035201	802.30398374219
10	03	01	799.87510084	03	2	21	4	1	2	2	07		611				6	11	200601300352	20060130035201	802.30398374219
10	04	01	799.87510084	05	2	2	5												200601300352	20060130035201	802.30398374219
10	05	01	799.87510084	05	2	0	5												200601300352	20060130035201	802.30398374219
10	01	01	1050.146472	01	1	47	2	1	2	2	01		506				5	6	200601300353	20060130035301	1115.24014715875
10	02	01	1050.146472	02	2	35	2	1	2	2	06		611				6	11	200601300353	20060130035301	1115.24014715875
10	03	01	1050.146472	03	1	5	5	2	1			1	200	2	2		2	0	200601300353	20060130035301	1115.24014715875
10	04	01	1050.146472	03	2	2	5												200601300353	20060130035301	1115.24014715875
10	01	02	1104.6659759	01	1	35	4	1	2	2	01		611				6	11	200601300353	20060130035302	1115.24014715875
10	01	01	1249.4390873	01	1	55	2	1	2	2	01		302				3	2	200601300354	20060130035401	1240.04137060818
10	02	01	1249.4390873	02	2	45	2	1	2	2	07		303				3	3	200601300354	20060130035401	1240.04137060818
10	03	01	1249.4390873	03	1	16	5	1	1			1	610				6	10	200601300354	20060130035401	1240.04137060818
10	04	01	1249.4390873	03	1	14	5	1	1			1	409				4	9	200601300354	20060130035401	1240.04137060818
10	05	01	1249.4390873	03	2	23	1	1	2	2	02		611				6	11	200601300354	20060130035401	1240.04137060818
10	06	01	1249.4390873	04	1	24	1	1	2	2	01		302				3	2	200601300354	20060130035401	1240.04137060818
10	07	01	1249.4390873	05	1	1	5												200601300354	20060130035401	1240.04137060818
10	08	01	1249.4390873	05	2	9	5	1	1			1	304	2	2		3	4	200601300354	20060130035401	1240.04137060818
10	01	01	1331.0195782	01	2	38	4	1	2	2	01		507				5	7	200601300355	20060130035501	1329.09226776054
10	02	01	1331.0195782	03	1	11	5	1	1			1	406				4	6	200601300355	20060130035501	1329.09226776054
10	03	01	1331.0195782	03	1	9	5	1	1			1	304	2	2		3	4	200601300355	20060130035501	1329.09226776054
10	04	01	1331.0195782	09	1	12	5	1	1			1	407				4	7	200601300355	20060130035501	1329.09226776054
10	01	01	972.65343952	01	1	38	1	1	2	2	01		304				3	4	200601300356	20060130035601	973.050804644467
10	02	01	972.65343952	02	2	41	1	2	2	2	07		100				1	0	200601300356	20060130035601	973.050804644467
10	03	01	972.65343952	03	1	14	5	1	1			1	400				4	0	200601300356	20060130035601	973.050804644467
10	04	01	972.65343952	03	2	13	5	1	1			1	303				3	3	200601300356	20060130035601	973.050804644467
10	05	01	972.65343952	03	2	13	5	1	1			1	302				3	2	200601300356	20060130035601	973.050804644467
10	06	01	972.65343952	03	1	9	5	1	1			1	302	1		007	3	2	200601300356	20060130035601	973.050804644467
10	01	01	1191.3681807	01	1	33	1	1	2	2	01		301				3	1	200601300357	20060130035701	1184.56019389688
10	02	01	1191.3681807	02	2	25	1	1	2	2	07		409				4	9	200601300357	20060130035701	1184.56019389688
10	03	01	1191.3681807	03	1	9	5	1	1			1	304	2	2		3	4	200601300357	20060130035701	1184.56019389688
10	04	01	1191.3681807	03	2	6	5	2	1			1	200	2	2		2	0	200601300357	20060130035701	1184.56019389688
10	05	01	1191.3681807	03	1	4	5												200601300357	20060130035701	1184.56019389688
10	06	01	1191.3681807	03	2	2	5												200601300357	20060130035701	1184.56019389688
10	01	01	1259.2735721	01	2	65	3	1	2	2	01		303				3	3	200601300358	20060130035801	1264.51236270521
10	02	01	1259.2735721	03	1	25	5	2	2	2	11		100				1	0	200601300358	20060130035801	1264.51236270521
10	01	01	925.90938592	01	1	35	2	1	2	2	01		303				3	3	200601300359	20060130035901	938.731513537029
10	02	01	925.90938592	02	2	26	2	1	2	2	06		304				3	4	200601300359	20060130035901	938.731513537029
10	03	01	925.90938592	03	2	11	5	1	2	2	02		302				3	2	200601300359	20060130035901	938.731513537029
10	04	01	925.90938592	03	2	9	5	1	2	2	02		302	2	2		3	2	200601300359	20060130035901	938.731513537029
10	05	01	925.90938592	03	2	7	5	2	2	2	02		100	2	2		1	0	200601300359	20060130035901	938.731513537029
10	06	01	925.90938592	06	2	83	3	1	2	2	11		301				3	1	200601300359	20060130035901	938.731513537029
10	01	01	1087.0591737	01	1	34	2	1	2	2	01		303				3	3	200601300360	20060130036001	1087.29629642152
10	02	01	1087.0591737	02	2	29	2	1	2	2	07		610				6	10	200601300360	20060130036001	1087.29629642152
10	03	01	1087.0591737	03	1	12	5	1	1			1	406				4	6	200601300360	20060130036001	1087.29629642152
10	04	01	1087.0591737	03	2	8	5	1	1			1	302	2	2		3	2	200601300360	20060130036001	1087.29629642152
10	05	01	1087.0591737	09	2	17	5	1	2	2	02		305				3	5	200601300360	20060130036001	1087.29629642152
10	01	01	1266.0049669	01	1	55	2	1	2	2	02		302				3	2	200601300361	20060130036101	1274.24492899019
10	02	01	1266.0049669	02	2	50	2	1	2	2	02		303				3	3	200601300361	20060130036101	1274.24492899019
10	03	01	1266.0049669	03	1	13	5	1	1			1	407				4	7	200601300361	20060130036101	1274.24492899019
10	01	01	1145.3073415	01	1	42	1	1	2	2	01		303				3	3	200601300362	20060130036201	1142.15567841269
10	02	01	1145.3073415	02	2	41	1	1	2	2	07		303				3	3	200601300362	20060130036201	1142.15567841269
10	03	01	1145.3073415	03	1	18	5	1	2	2	06		305				3	5	200601300362	20060130036201	1142.15567841269
10	04	01	1145.3073415	03	2	16	5	1	2	2	06		305				3	5	200601300362	20060130036201	1142.15567841269
10	05	01	1145.3073415	05	1	2	5												200601300362	20060130036201	1142.15567841269
10	06	01	1145.3073415	05	2	0	5												200601300362	20060130036201	1142.15567841269
10	07	01	1145.3073415	03	2	15	5	1	2	2	06		305				3	5	200601300362	20060130036201	1142.15567841269
10	01	01	1383.8015012	01	1	28	2	1	2	2	01		611				6	11	200601300363	20060130036301	1382.81179908843
10	02	01	1383.8015012	02	2	28	2	1	2	2	07		610				6	10	200601300363	20060130036301	1382.81179908843
10	03	01	1383.8015012	03	1	10	5	1	1			1	304				3	4	200601300363	20060130036301	1382.81179908843
10	04	01	1383.8015012	03	2	3	5												200601300363	20060130036301	1382.81179908843
10	01	01	1298.736888	01	2	30	4	1	2	2	01		305				3	5	200601300364	20060130036401	1303.75825519712
10	02	01	1298.736888	03	1	12	5	1	1			1	304				3	4	200601300364	20060130036401	1303.75825519712
10	03	01	1298.736888	03	2	9	5	1	1			1	302	2	2		3	2	200601300364	20060130036401	1303.75825519712
10	01	01	1353.2124374	01	1	37	5	1	2	2	01		303				3	3	200601300365	20060130036501	1347.69447410274
10	01	01	1360.7928016	01	1	45	1	1	2	2	06		305				3	5	200601300366	20060130036601	1358.98584814418
10	02	01	1360.7928016	02	2	48	1	1	2	2	07		305				3	5	200601300366	20060130036601	1358.98584814418
10	03	01	1360.7928016	03	1	10	5	1	1			1	302				3	2	200601300366	20060130036601	1358.98584814418
10	04	01	1360.7928016	03	1	7	5	2	1			1	200	2	2		2	0	200601300366	20060130036601	1358.98584814418
10	01	01	1148.5948322	01	1	31	1	1	2	2	01		303				3	3	200601300367	20060130036701	1149.2073401462
10	02	01	1148.5948322	02	2	33	1	1	2	2	07		408				4	8	200601300367	20060130036701	1149.2073401462
10	03	01	1148.5948322	03	2	9	5	1	1			1	303	2	2		3	3	200601300367	20060130036701	1149.2073401462
10	04	01	1148.5948322	03	1	4	5												200601300367	20060130036701	1149.2073401462
10	01	01	874.86120439	01	1	41	1	1	2	2	01		407				4	7	200601300368	20060130036801	877.517788423549
10	02	01	874.86120439	02	2	35	1	1	2	2	07		611				6	11	200601300368	20060130036801	877.517788423549
10	03	01	874.86120439	03	2	13	5	1	1			1	408				4	8	200601300368	20060130036801	877.517788423549
10	04	01	874.86120439	03	2	8	5	1	1			1	303	2	2		3	3	200601300368	20060130036801	877.517788423549
10	05	01	874.86120439	03	2	1	5												200601300368	20060130036801	877.517788423549
10	01	01	1112.8568958	01	1	69	2	2	2	2	11		100				1	0	200601300369	20060130036901	1123.08785608522
10	02	01	1112.8568958	02	2	72	2	1	2	2	11		100				1	0	200601300369	20060130036901	1123.08785608522
10	01	01	1102.5208581	01	1	25	1	1	2	2	01		305				3	5	200601300370	20060130037001	1091.2943957207
10	02	01	1102.5208581	02	2	18	1	1	2	2	07		304				3	4	200601300370	20060130037001	1091.2943957207
10	03	01	1102.5208581	03	1	1	5												200601300370	20060130037001	1091.2943957207
10	04	01	1102.5208581	03	2	0	5												200601300370	20060130037001	1091.2943957207
10	01	01	1444.8073493	01	1	43	1	2	2	2	01		100				1	0	200601300371	20060130037101	1438.82850306999
10	02	01	1444.8073493	02	2	39	1	1	2	2	02		407				4	7	200601300371	20060130037101	1438.82850306999
10	03	01	1444.8073493	03	1	14	5	1	1			1	400				4	0	200601300371	20060130037101	1438.82850306999
10	04	01	1444.8073493	03	1	9	5	1	1			1	302	2	2		3	2	200601300371	20060130037101	1438.82850306999
10	05	01	1444.8073493	03	1	7	5	2	1			1	300	2	2		3	0	200601300371	20060130037101	1438.82850306999
10	01	01	714.15286457	01	2	39	1	1	2	2	01		303				3	3	200601300372	20060130037201	721.998583846567
10	02	01	714.15286457	03	2	19	5	1	1			1	408				4	8	200601300372	20060130037201	721.998583846567
10	03	01	714.15286457	03	2	15	5	1	1			1	406				4	6	200601300372	20060130037201	721.998583846567
10	04	01	714.15286457	03	2	14	5	1	1			1	406				4	6	200601300372	20060130037201	721.998583846567
10	05	01	714.15286457	03	1	11	5	1	1			1	304				3	4	200601300372	20060130037201	721.998583846567
10	06	01	714.15286457	03	2	3	5												200601300372	20060130037201	721.998583846567
10	01	01	1181.7720313	01	2	33	1	1	2	2	02		406				4	6	200601300373	20060130037301	1184.43800772704
10	02	01	1181.7720313	02	1	34	1	1	2	2	01		305				3	5	200601300373	20060130037301	1184.43800772704
10	03	01	1181.7720313	09	1	25	5	1	2	2	06		305				3	5	200601300373	20060130037301	1184.43800772704
10	01	01	1581.2915147	01	1	43	1	1	2	2	01		302				3	2	200601300374	20060130037401	1572.84799924373
10	02	01	1581.2915147	02	2	45	1	1	2	2	07		303				3	3	200601300374	20060130037401	1572.84799924373
10	03	01	1581.2915147	03	1	18	5	1	2	2	02		305				3	5	200601300374	20060130037401	1572.84799924373
10	04	01	1581.2915147	03	1	17	5	1	2	2	02		611				6	11	200601300374	20060130037401	1572.84799924373
10	05	01	1581.2915147	03	2	16	5	1	1			1	610				6	10	200601300374	20060130037401	1572.84799924373
10	06	01	1581.2915147	05	1	14	5	1	2	2	02		302				3	2	200601300374	20060130037401	1572.84799924373
10	01	01	1449.5729962	01	2	55	4	2	2	2	02		100				1	0	200601300375	20060130037501	1442.12321066602
10	02	01	1449.5729962	03	1	25	5	1	2	2	01		406				4	6	200601300375	20060130037501	1442.12321066602
10	03	01	1449.5729962	03	1	17	5	1	2	2	02		406				4	6	200601300375	20060130037501	1442.12321066602
10	04	01	1449.5729962	03	2	9	5	1	1			1	302	2	2		3	2	200601300375	20060130037501	1442.12321066602
10	05	01	1449.5729962	03	2	8	5	1	1			1	301	2	2		3	1	200601300375	20060130037501	1442.12321066602
10	01	01	1393.8686242	01	1	39	1	1	2	2	01		406				4	6	200601300376	20060130037601	1370.80684939752
10	02	01	1393.8686242	02	2	21	1	1	2	2	07		305				3	5	200601300376	20060130037601	1370.80684939752
10	03	01	1393.8686242	03	1	15	5	1	1			1	406				4	6	200601300376	20060130037601	1370.80684939752
10	04	01	1393.8686242	03	1	14	5	1	1			1	406				4	6	200601300376	20060130037601	1370.80684939752
10	05	01	1393.8686242	03	2	11	5	1	1			1	304				3	4	200601300376	20060130037601	1370.80684939752
10	06	01	1393.8686242	03	1	4	5												200601300376	20060130037601	1370.80684939752
10	07	01	1393.8686242	03	2	2	5												200601300376	20060130037601	1370.80684939752
10	01	01	1581.2915147	01	2	36	2	1	2	2	01		305				3	5	200601300377	20060130037701	1572.84799924373
10	02	01	1581.2915147	02	1	41	2	2	2	2	06		100				1	0	200601300377	20060130037701	1572.84799924373
10	03	01	1581.2915147	03	1	19	5	1	2	2	02		305				3	5	200601300377	20060130037701	1572.84799924373
10	04	01	1581.2915147	03	1	17	5	1	2	2	02		407				4	7	200601300377	20060130037701	1572.84799924373
10	05	01	1581.2915147	03	1	15	5	1	1			1	406				4	6	200601300377	20060130037701	1572.84799924373
10	06	01	1581.2915147	03	2	13	5	1	1			1	406				4	6	200601300377	20060130037701	1572.84799924373
10	01	01	1330.3018846	01	1	59	2	1	2	2	01		301				3	1	200601300378	20060130037801	1328.83691628963
10	02	01	1330.3018846	02	2	38	2	1	2	2	07		302				3	2	200601300378	20060130037801	1328.83691628963
10	03	01	1330.3018846	03	1	11	5	1	1			1	303				3	3	200601300378	20060130037801	1328.83691628963
10	04	01	1330.3018846	03	1	16	1	1	1			1	407				4	7	200601300378	20060130037801	1328.83691628963
10	05	01	1330.3018846	04	2	14	1	1	2	2	02		408				4	8	200601300378	20060130037801	1328.83691628963
10	06	01	1330.3018846	05	1	5	5	2	1			1	200	2	2		2	0	200601300378	20060130037801	1328.83691628963
10	01	01	1241.9976863	01	1	20	1	1	2	2	01		303				3	3	200601300379	20060130037901	1237.5803890145
10	02	01	1241.9976863	02	2	14	1	1	2	2	06		304				3	4	200601300379	20060130037901	1237.5803890145
10	01	01	805.04198062	01	1	46	2	1	2	2	01		301				3	1	200601300380	20060130038001	817.372162786029
10	02	01	805.04198062	02	2	43	2	1	2	2	07		303				3	3	200601300380	20060130038001	817.372162786029
10	03	01	805.04198062	03	2	23	5	1	2	2	05		303				3	3	200601300380	20060130038001	817.372162786029
10	04	01	805.04198062	05	1	5	5	2	2	2	03		100	2	2		1	0	200601300380	20060130038001	817.372162786029
10	05	01	805.04198062	03	2	21	5	1	2	2	05		303				3	3	200601300380	20060130038001	817.372162786029
10	06	01	805.04198062	03	2	16	5	1	1			1	406				4	6	200601300380	20060130038001	817.372162786029
10	07	01	805.04198062	03	2	26	4	1	2	2	05		305				3	5	200601300380	20060130038001	817.372162786029
10	08	01	805.04198062	05	1	3	5												200601300380	20060130038001	817.372162786029
10	09	01	805.04198062	03	1	19	1	1	2	2	01		302				3	2	200601300380	20060130038001	817.372162786029
10	10	01	805.04198062	04	2	20	1	1	2	2	07		302				3	2	200601300380	20060130038001	817.372162786029
10	01	01	1142.0304862	01	1	58	4	2	2	2	11		100				1	0	200601300381	20060130038101	1142.10084531492
10	01	01	1100.6543998	01	1	40	1	1	2	2	01		301				3	1	200601300382	20060130038201	1102.30623128465
10	02	01	1100.6543998	02	2	39	1	1	2	2	02		301				3	1	200601300382	20060130038201	1102.30623128465
10	03	01	1100.6543998	03	2	5	5	2	1			1	200	2	2		2	0	200601300382	20060130038201	1102.30623128465
10	04	01	1100.6543998	03	2	1	5												200601300382	20060130038201	1102.30623128465
10	01	01	937.01045352	01	1	35	1	1	2	2	01		406				4	6	200601300383	20060130038301	932.311450760071
10	02	01	937.01045352	02	2	35	1	1	2	2	07		305				3	5	200601300383	20060130038301	932.311450760071
10	03	01	937.01045352	03	2	17	5	1	1			1	406				4	6	200601300383	20060130038301	932.311450760071
10	04	01	937.01045352	03	2	14	5	1	1			1	303				3	3	200601300383	20060130038301	932.311450760071
10	05	01	937.01045352	03	2	11	5	1	1			1	301				3	1	200601300383	20060130038301	932.311450760071
10	06	01	937.01045352	03	2	8	5	1	1			1	301	2	2		3	1	200601300383	20060130038301	932.311450760071
10	07	01	937.01045352	03	1	6	5	2	1			1	200	2	2		2	0	200601300383	20060130038301	932.311450760071
10	08	01	937.01045352	03	1	4	5												200601300383	20060130038301	932.311450760071
10	09	01	937.01045352	03	1	2	5												200601300383	20060130038301	932.311450760071
10	01	01	1104.1297508	01	2	20	4	1	2	2	02		304				3	4	200601300384	20060130038401	1097.82762237102
10	02	01	1104.1297508	03	2	2	5												200601300384	20060130038401	1097.82762237102
10	03	01	1104.1297508	03	1	0	5												200601300384	20060130038401	1097.82762237102
10	01	01	1189.3685085	01	1	43	2	1	2	2	06		305				3	5	200601300385	20060130038501	1198.00842055167
10	02	01	1189.3685085	02	2	39	2	1	2	2	06		303				3	3	200601300385	20060130038501	1198.00842055167
10	01	01	1271.0572718	01	1	39	1	1	2	2	01		305				3	5	200601300386	20060130038601	1273.92466808684
10	02	01	1271.0572718	02	2	27	1	1	2	2	02		305				3	5	200601300386	20060130038601	1273.92466808684
10	03	01	1271.0572718	15	1	31	5	1	2	1	01		305				3	5	200601300386	20060130038601	1273.92466808684
10	01	01	1230.1755684	01	1	27	1	1	2	2	01		100				1	0	200601300387	20060130038701	1221.59496453969
10	02	01	1230.1755684	02	2	18	1	1	2	2	06		305				3	5	200601300387	20060130038701	1221.59496453969
10	03	01	1230.1755684	03	1	0	5												200601300387	20060130038701	1221.59496453969
10	01	01	922.91766911	01	1	31	1	1	2	2	01		611				6	11	200601300388	20060130038801	911.392754759136
10	02	01	922.91766911	02	2	24	1	1	2	2	07		408				4	8	200601300388	20060130038801	911.392754759136
10	03	01	922.91766911	03	1	6	5	1	1			1	301	2	2		3	1	200601300388	20060130038801	911.392754759136
10	04	01	922.91766911	03	2	5	5	1	1			1	300	2	2		3	0	200601300388	20060130038801	911.392754759136
10	05	01	922.91766911	03	1	2	5												200601300388	20060130038801	911.392754759136
10	01	01	1340.8507818	01	1	64	2	1	2	2	01		303				3	3	200601300389	20060130038901	1351.42732652353
10	02	01	1340.8507818	02	2	59	2	1	2	2	07		305				3	5	200601300389	20060130038901	1351.42732652353
10	03	01	1340.8507818	03	2	29	1	1	2	2	07		611				6	11	200601300389	20060130038901	1351.42732652353
10	04	01	1340.8507818	04	1	30	1	1	2	2	01		407				4	7	200601300389	20060130038901	1351.42732652353
10	05	01	1340.8507818	05	1	5	5	2	1			1	200	2	2		2	0	200601300389	20060130038901	1351.42732652353
10	06	01	1340.8507818	05	2	2	5												200601300389	20060130038901	1351.42732652353
10	07	01	1340.8507818	03	2	1	5												200601300389	20060130038901	1351.42732652353
10	01	01	747.94715502	01	1	40	2	1	2	2	02		611				6	11	200601300390	20060130039001	745.72985397721
10	02	01	747.94715502	02	2	39	2	1	2	2	02		611				6	11	200601300390	20060130039001	745.72985397721
10	03	01	747.94715502	03	2	15	5	1	1			1	409				4	9	200601300390	20060130039001	745.72985397721
10	04	01	747.94715502	03	2	12	5	1	1			1	406				4	6	200601300390	20060130039001	745.72985397721
10	05	01	747.94715502	03	1	9	5	1	1			1	303	2	2		3	3	200601300390	20060130039001	745.72985397721
10	01	01	1080.5214	01	1	35	2	1	2	2	01		406				4	6	200601300391	20060130039101	1088.22352796725
10	02	01	1080.5214	02	2	27	2	1	2	2	07		611				6	11	200601300391	20060130039101	1088.22352796725
10	03	01	1080.5214	03	1	6	5	1	1			1	302	2	2		3	2	200601300391	20060130039101	1088.22352796725
10	04	01	1080.5214	03	1	3	5												200601300391	20060130039101	1088.22352796725
10	05	01	1080.5214	03	2	2	5												200601300391	20060130039101	1088.22352796725
10	01	01	1249.2311161	01	2	74	3	2	2	2	11		100				1	0	200601300392	20060130039201	1253.97122417344
10	01	01	947.66456107	01	1	54	1	1	2	2	02		303				3	3	200601300393	20060130039301	942.645141266302
10	02	01	947.66456107	02	2	43	1	2	2	2	02		100				1	0	200601300393	20060130039301	942.645141266302
10	03	01	947.66456107	03	1	21	5	1	2	2	06		302				3	2	200601300393	20060130039301	942.645141266302
10	04	01	947.66456107	03	1	16	5	1	2	2	06		303				3	3	200601300393	20060130039301	942.645141266302
10	05	01	947.66456107	03	2	15	5	1	1			1	304				3	4	200601300393	20060130039301	942.645141266302
10	06	01	947.66456107	03	1	12	5	1	1			1	304				3	4	200601300393	20060130039301	942.645141266302
10	07	01	947.66456107	03	2	9	5	1	1			1	302	2	2		3	2	200601300393	20060130039301	942.645141266302
10	08	01	947.66456107	03	1	5	5	2	1			1	200	2	2		2	0	200601300393	20060130039301	942.645141266302
10	01	01	647.17903472	01	1	58	2	2	2	2	01		100				1	0	200601300394	20060130039401	625.731386497764
10	02	01	647.17903472	02	2	58	2	1	2	2	07		303				3	3	200601300394	20060130039401	625.731386497764
10	03	01	647.17903472	03	1	22	5	1	2	2	01		305				3	5	200601300394	20060130039401	625.731386497764
10	04	01	647.17903472	03	2	18	5	1	2	2	11		409				4	9	200601300394	20060130039401	625.731386497764
10	05	01	647.17903472	03	1	16	5	1	1			1	400				4	0	200601300394	20060130039401	625.731386497764
10	06	01	647.17903472	05	2	16	5	2	2	2	11		100				1	0	200601300394	20060130039401	625.731386497764
10	07	01	647.17903472	05	2	11	5	1	1			1	400				4	0	200601300394	20060130039401	625.731386497764
10	08	01	647.17903472	05	1	4	5												200601300394	20060130039401	625.731386497764
10	01	01	973.92205912	01	1	28	1	1	2	2	01		505				5	5	200601300395	20060130039501	977.647815793859
10	02	01	973.92205912	02	2	34	1	1	2	2	01		505				5	5	200601300395	20060130039501	977.647815793859
10	03	01	973.92205912	03	2	11	5	1	1			1	406				4	6	200601300395	20060130039501	977.647815793859
10	04	01	973.92205912	03	2	0	5												200601300395	20060130039501	977.647815793859
10	01	01	1249.2311161	01	2	69	3	1	2	2	11		305				3	5	200601300396	20060130039601	1253.97122417344
10	01	01	966.62858109	01	1	68	2	1	2	2	02		303				3	3	200601300397	20060130039701	956.245464634875
10	02	01	966.62858109	02	2	58	2	1	2	2	02		305				3	5	200601300397	20060130039701	956.245464634875
10	03	01	966.62858109	03	1	29	5	1	2	2	11		505				5	5	200601300397	20060130039701	956.245464634875
10	04	01	966.62858109	09	2	14	5	1	1			1	408				4	8	200601300397	20060130039701	956.245464634875
10	05	01	966.62858109	09	2	12	5	1	1			1	407				4	7	200601300397	20060130039701	956.245464634875
10	01	01	1131.6734666	01	1	42	1	1	2	2	02		302				3	2	200601300398	20060130039801	1136.83994376454
10	02	01	1131.6734666	02	2	35	1	1	2	2	02		303				3	3	200601300398	20060130039801	1136.83994376454
10	03	01	1131.6734666	03	1	16	5	1	1			1	406				4	6	200601300398	20060130039801	1136.83994376454
10	04	01	1131.6734666	03	1	11	5	1	1			1	303				3	3	200601300398	20060130039801	1136.83994376454
10	05	01	1131.6734666	03	2	9	5	1	1			1	302	2	2		3	2	200601300398	20060130039801	1136.83994376454
10	01	01	1038.214669	01	1	36	1	2	2	2	01		100				1	0	200601300399	20060130039901	1045.15313533439
10	02	01	1038.214669	02	2	49	1	1	2	2	02		305				3	5	200601300399	20060130039901	1045.15313533439
10	03	01	1038.214669	03	1	16	5	1	2	2	06		303				3	3	200601300399	20060130039901	1045.15313533439
10	04	01	1038.214669	03	1	8	5	1	1			1	301	2	2		3	1	200601300399	20060130039901	1045.15313533439
10	05	01	1038.214669	03	1	6	5	2	1			1	300	2	2		3	0	200601300399	20060130039901	1045.15313533439
10	01	01	1248.5496514	01	2	62	3	1	2	2	07		301				3	1	200601300400	20060130040001	1243.27675754453
10	02	01	1248.5496514	03	1	24	5	1	2	2	01		611				6	11	200601300400	20060130040001	1243.27675754453
10	03	01	1248.5496514	05	1	20	5	1	2	2	01		408				4	8	200601300400	20060130040001	1243.27675754453
10	04	01	1248.5496514	05	1	10	5	1	1			1	302				3	2	200601300400	20060130040001	1243.27675754453
10	05	01	1248.5496514	05	1	10	5	1	1			1	302				3	2	200601300400	20060130040001	1243.27675754453
10	01	01	796.51541967	01	2	32	4	1	2	2	02		305				3	5	200601300401	20060130040101	803.605380836578
10	02	01	796.51541967	03	2	15	5	1	1			1	409				4	9	200601300401	20060130040101	803.605380836578
10	01	01	1519.7716655	01	1	36	5	1	2	2	01		303				3	3	200601300402	20060130040201	1521.26254213673
10	02	01	1519.7716655	06	2	75	3	1	2	2	07		304				3	4	200601300402	20060130040201	1521.26254213673
10	03	01	1519.7716655	08	1	32	5	1	2	2	01		303				3	3	200601300402	20060130040201	1521.26254213673
10	01	01	1360.4183835	01	1	52	1	1	2	2	01		505				5	5	200601300403	20060130040301	1369.08171906665
10	02	01	1360.4183835	02	2	47	1	1	2	2	07		611				6	11	200601300403	20060130040301	1369.08171906665
10	03	01	1360.4183835	03	1	27	5	1	2	2	01		611				6	11	200601300403	20060130040301	1369.08171906665
10	04	01	1360.4183835	03	1	25	5	1	2	2	01		611				6	11	200601300403	20060130040301	1369.08171906665
10	01	01	1249.2311161	01	2	70	3	2	2	2	01		100				1	0	200601300404	20060130040401	1253.97122417344
10	01	01	1216.2236754	01	1	38	1	1	2	2	01		408				4	8	200601300405	20060130040501	1216.45482734236
10	02	01	1216.2236754	02	2	33	1	1	2	2	01		305				3	5	200601300405	20060130040501	1216.45482734236
10	03	01	1216.2236754	03	1	16	5	1	2	2	06		407				4	7	200601300405	20060130040501	1216.45482734236
10	04	01	1216.2236754	03	1	12	5	1	1			1	406				4	6	200601300405	20060130040501	1216.45482734236
10	05	01	1216.2236754	03	2	11	5	1	1			1	302				3	2	200601300405	20060130040501	1216.45482734236
10	06	01	1216.2236754	03	1	8	5	1	1			1	302	2	2		3	2	200601300405	20060130040501	1216.45482734236
10	07	01	1216.2236754	03	1	6	5	1	1			2	300	2	2		3	0	200601300405	20060130040501	1216.45482734236
10	08	01	1216.2236754	03	2	4	5												200601300405	20060130040501	1216.45482734236
10	09	01	1216.2236754	07	2	65	3	2	2	2	02		100				1	0	200601300405	20060130040501	1216.45482734236
