Reg	Orden	Hogar	Area	Fex_c	Rama4d	P49	P50	P51	P52	P52na	P53	P54	P55	P56	P57	P57na	Valor58a	Valor58b	Valor58c	Valor59a	Valor59b	Valor59c	Dsi	Llave_viv	Llave_hog	Fex_c_2011
70	01	01	11	3435.2529876	1581	208	48	77	1	05	2	4	96	15	1	8	400000	0	0	0	0	0	1	200601102271	20060110227101	3428.09081288224
70	02	01	11	3435.2529876	8011	156	24	77	1	05	2	208	54	80	1	8	0	0	0	0	0	0	1	200601102271	20060110227101	3428.09081288224
70	04	01	11	822.72023483	0116	4	60	58	1	07	2	4	62	01	1	6	98	0	0	0	0	0	1	200601102291	20060110229101	821.092666778446
70	03	01	11	866.97961953	6041	4	48	98	1	01	2	4	98	60	1	8	98	0	0	0	0	0	1	200601102292	20060110229201	865.512544691065
70	08	01	11	866.97961953	6042	8	48	98	1	01	2	8	98	60	1	8	0	0	0	0	0	0	1	200601102292	20060110229201	865.512544691065
70	10	01	11	866.97961953	5530	4	60	58	1	01	2	4	58	55	1	1	80000	0	0	0	0	0	1	200601102292	20060110229201	865.512544691065
70	03	01	11	2190.8620406	1810	156	40	19	1	12	2	4	45	18	1	8	0	0	0	0	0	0	1	200601102303	20060110230301	2193.71359517533
70	01	01	11	3104.6610313	4100	52	40	39	2	09	2	104	39	41	2	8	0	0	0	0	0	0	1	200601102304	20060110230401	3106.79705686841
70	01	01	11	2867.2682535	8050	4	30	18	1	05	2	4	18	80	1	8	800000	0	0	0	0	0	1	200601102306	20060110230601	2867.72847623666
70	01	01	11	2769.023402	6512	104	24	59	4	10	2	998	32	65	1	7	0	0	0	0	0	0	1	200601102308	20060110230801	2769.93965513317
70	01	01	11	2338.9456566	1110	998	48	01	4	14	2	998	01	11	4	5	0	0	3500000	0	0	0	1	200601102313	20060110231301	2336.91200437214
70	02	01	11	2338.9456566	5261	43	48	57	4	08	2	208	45	52	4	0	0	0	0	0	0	0	1	200601102313	20060110231301	2336.91200437214
70	03	01	11	2348.0191176	8515	34	40	07	1	14	2	34	07	85	4	4	0	0	0	0	0	0	1	200601102316	20060110231601	2356.97786170823
70	05	01	11	2348.0191176		17	48	16	1	01	1						0	0	0	0	0	0	1	200601102316	20060110231601	2356.97786170823
70	03	01	11	2755.932745	9213	21	48	17	1	01	2	21	39	92	1	1	0	0	0	0	0	0	1	200601102317	20060110231701	2762.46050269585
70	04	01	11	2227.9276479	0112	4	48	45	1	14	2	13	60	01	1	6	0	0	0	0	0	800000	1	200601102328	20060110232801	2226.54613143083
70	04	01	11	1293.4688559	5211	52	48	39	1	02	2	60	45	52	1	8	0	0	0	0	0	0	1	200601102329	20060110232901	1298.56458505565
70	02	01	11	2317.6327491	9500	4	48	97	1	04	2	4	54	95	3	6	250000	0	0	0	0	0	1	200601102330	20060110233001	2309.95541695059
70	01	02	11	2317.6327491	7010	2	48	95	1	09	2	2	95	70	1	8	170000	0	0	0	0	0	1	200601102330	20060110233002	2309.95541695059
70	03	02	11	2317.6327491	9242	52	40	59	1	02	2	78	33	92	1	0	0	0	0	0	0	0	1	200601102330	20060110233002	2309.95541695059
70	02	01	11	2597.8995446	8043	104	48	13	2	02	2	156	13	80	1	3	0	0	0	0	0	0	1	200601102332	20060110233201	2601.86342208375
70	02	01	11	2323.2864396	5211	8	40	45	1	14	2	998	45	52	1	3	0	0	0	0	0	0	1	200601102334	20060110233401	2326.25231955292
70	03	01	11	2576.8965251	1551	4	48	77	1	01	2	4	77	15	1	8	0	0	0	0	0	0	1	200601102339	20060110233901	2573.86049465941
70	01	01	11	1835.7189659	5241	8	44	95	1	05	2	8	95	52	1	7	0	0	0	0	0	0	1	200601102342	20060110234201	1837.58279990697
70	02	01	11	2553.0537577	8532	8	36	39	1	07	2	52	39	85	2	8	0	0	0	3600000	0	0	1	200601102358	20060110235801	2541.85374968629
70	03	01	11	2553.0537577	8050	8	36	39	1	07	2	4	13	80	2	8	381500	0	0	3600000	0	0	1	200601102358	20060110235801	2541.85374968629
70	05	01	11	2553.0537577	8050	17	24	39	1	07	2	52	13	80	2	2	0	0	0	3000000	0	0	1	200601102358	20060110235801	2541.85374968629
70	01	01	11	2471.5315733	7250	17	60	34	1	01	2	17	34	72	1	8	0	0	0	0	0	0	1	200601102359	20060110235901	2472.34938814725
70	01	01	11	2752.6866855	9242	78	72	51	4	08	2	78	51	92	5	7	0	0	0	0	0	98	1	200601102365	20060110236501	2745.36560891063
70	03	01	11	2752.6866855	5211	8	30	45	1	01	2	104	45	52	1	8	0	0	0	0	0	0	1	200601102365	20060110236501	2745.36560891063
70	03	01	11	2724.840083	5529	104	60	34	1	14	2	17	37	55	1	1	0	0	0	0	0	0	1	200601102367	20060110236701	2720.55418637443
70	02	01	11	2265.5687209	8060	26	20	15	4	14	2	26	13	80	1	0	0	0	0	500000	0	0	1	200601102374	20060110237401	2266.31838386966
70	03	01	11	2476.3048946	6390	26	48	33	1	08	2	52	09	63	4	8	0	0	0	0	0	0	1	200601102388	20060110238801	2471.95603687195
70	04	01	11	2476.3048946		52	48	04	1	02	1						0	0	0	0	0	0	1	200601102388	20060110238801	2471.95603687195
70	01	01	11	2506.6897295	7512	156	48	13	1	09	2	156	19	75	2	0	0	0	0	18000000	0	0	1	200601102399	20060110239901	2506.47965422519
70	01	01	11	3404.4445421	9111	52	60	12	1	14	2	21	21	91	1	1	0	0	0	0	0	0	1	200601102417	20060110241701	3410.32525708271
70	04	01	13	450.52260069	9500	52	48	54	3	01	2	52	54	95	3	1	0	0	0	0	0	0	1	200601102423	20060110242301	449.145468005762
70	02	01	13	475.76807871	7492	52	48	58	1	01	2	104	58	74	1	8	0	0	0	0	0	0	1	200601102425	20060110242501	480.830741844589
70	09	01	13	520.82153975	4521	156	48	99	1	01	2	208	95	45	4	6	0	0	0	0	0	0	1	200601102426	20060110242601	523.232728080735
70	03	01	13	428.16625299	4552	4	48	93	4	01	2	4	93	45	4	8	350000	0	0	0	0	0	1	200601102429	20060110242901	423.717515430955
70	01	01	13	452.51879642	6021	13	48	98	1	01	2	13	98	60	1	6	0	0	0	0	0	0	1	200601102431	20060110243101	454.015570137863
70	03	01	13	429.27154948		104	48	45	1	01	1						0	0	0	0	0	0	1	200601102434	20060110243401	426.009249669762
70	01	01	13	487.69673793	2529	4	48	45	1	01	2	4	97	25	1	8	500000	0	0	0	0	0	1	200601102435	20060110243501	489.720161200464
70	02	01	13	239.20245015	8043	4	48	13	2	01	2	4	13	80	2	1	840000	0	0	0	0	0	1	200601102445	20060110244501	239.780808604907
70	02	01	13	221.39302789		4	48	45	1	01	1						0	0	0	0	0	0	1	200601102446	20060110244601	219.786901449451
70	04	01	13	211.99671989	5020	17	48	84	1	01	2	17	84	50	4	6	0	0	0	0	0	0	1	200601102447	20060110244701	211.690624271094
70	07	01	13	211.99671989		104	48	58	1	01	1						0	0	0	0	0	0	1	200601102447	20060110244701	211.690624271094
70	02	01	13	244.59662824	3611	2	50	81	4	02	2	2	81	36	4	8	200000	0	0	0	0	0	1	200601102450	20060110245001	244.730567874843
70	03	01	13	244.59662824	2529	8	48	45	1	06	2	99	45	25	1	8	0	0	0	0	0	0	1	200601102450	20060110245001	244.730567874843
70	07	01	13	197.69398626	4521	8	56	58	4	01	2	8	99	45	4	8	0	0	0	0	0	0	1	200601102458	20060110245801	197.055342006536
70	02	01	13	220.96183779	8041	8	48	13	1	12	2	4	13	80	1	4	0	0	0	0	0	0	1	200601102460	20060110246001	221.13741937823
70	02	01	13	270.14714201	8046	26	48	58	1	01	2	104	58	80	2	1	0	0	0	0	0	0	1	200601102461	20060110246101	271.302100835494
70	02	02	13	216.82181932	5020	8	48	84	4	01	2	8	84	50	4	8	0	0	0	0	0	0	1	200601102462	20060110246202	216.414686844605
70	03	03	13	248.33558983		156	48	45	1	01	1						0	0	0	0	0	0	1	200601102464	20060110246403	248.161675771617
70	02	01	13	242.84696498	5234	4	48	45	1	01	2	4	45	52	1	8	250000	0	0	0	0	0	1	200601102465	20060110246501	240.572650624044
70	01	01	13	217.9067204	5521	13	40	53	4	08	2	13	53	55	4	4	0	150000	0	0	0	0	1	200601102468	20060110246801	218.95718703508
70	02	01	13	217.9067204	8511	13	48	06	2	01	2	26	06	85	1	8	0	0	0	0	0	0	1	200601102468	20060110246801	218.95718703508
70	04	01	13	234.99960526	5269	104	48	45	1	07	2	86	45	52	4	6	0	0	0	0	0	0	1	200601102469	20060110246901	235.42488755949
70	04	01	13	258.5548384	6421	78	48	32	1	01	2	78	43	64	1	2	0	0	0	0	0	0	1	200601102470	20060110247001	258.88830953021
70	06	01	13	258.5548384	6042	13	48	39	1	01	2	8	33	60	1	8	0	0	0	0	0	0	1	200601102470	20060110247001	258.88830953021
70	02	01	13	215.63387261	9301	8	24	56	4	01	2	17	56	93	4	4	0	0	0	0	0	0	1	200601102471	20060110247101	215.439675900931
70	02	01	13	256.10937454	9500	8	48	54	3	01	2	13	54	95	3	8	0	0	0	0	0	0	1	200601102472	20060110247201	257.014632654234
70	02	01	13	222.59731776	9500	8	40	54	3	01	2	26	54	95	3	3	0	0	0	0	0	0	1	200601102473	20060110247301	221.723862264232
70	03	01	13	222.59731776		4	48	45	1	01	1						0	0	0	0	0	0	1	200601102473	20060110247301	221.723862264232
70	01	02	13	236.85553674	4521	34	50	58	1	03	2	39	99	45	4	8	0	0	0	0	0	0	1	200601102481	20060110248102	238.152942069647
70	03	01	13	267.41148378		26	40	58	1	03	1						0	0	0	0	0	0	1	200601102482	20060110248201	266.129030264279
70	01	01	13	221.39302789	6022	52	48	45	1	01	2	52	39	60	1	0	0	0	0	1500000	0	0	1	200601102489	20060110248901	219.786901449451
70	01	01	13	222.11166198	2811	52	56	83	1	01	2	26	83	28	4	8	0	0	0	0	0	0	1	200601102490	20060110249001	223.960725616664
70	03	01	13	222.11166198	1551	156	48	97	1	01	2	204	45	15	1	8	0	0	0	0	0	0	1	200601102490	20060110249001	223.960725616664
70	11	01	13	222.11166198	5223	26	48	87	1	01	2	26	97	52	1	8	0	0	0	0	0	0	1	200601102490	20060110249001	223.960725616664
70	02	01	13	223.62582038	5237	4	48	45	1	01	2	4	45	52	1	8	250000	0	0	0	0	0	1	200601102497	20060110249701	223.986291116879
70	02	01	13	222.28024858	5211	104	48	45	1	01	2	104	32	52	1	3	0	0	0	0	0	0	1	200601102502	20060110250201	220.502857060842
70	03	01	13	254.42513205	4522	52	48	02	1	07	2	13	03	45	1	8	0	0	0	0	0	0	1	200601102505	20060110250501	254.500544555136
70	02	01	13	248.93713313	1511	78	48	45	1	01	2	156	45	15	1	8	0	0	0	0	0	0	1	200601102510	20060110251001	249.748393490372
70	04	01	13	269.11863939	6424	52	48	37	1	01	2	52	85	64	1	8	0	0	0	0	0	0	1	200601102516	20060110251601	269.039671982847
70	01	01	13	216.31591898	8511	104	48	58	1	01	2	104	58	85	1	6	0	0	0	0	0	0	1	200601102520	20060110252001	216.058147382905
70	02	01	13	258.25291147	9500	13	48	54	3	01	2	13	55	95	3	6	0	0	0	240000	0	0	1	200601102521	20060110252101	259.177419131727
70	03	01	13	253.76428641		8	48	45	1	01	1						0	0	0	0	0	600000	1	200601102523	20060110252301	253.58072210368
70	05	01	13	253.76428641	5170	56	48	84	1	01	2	8	84	51	1	8	0	0	0	800000	0	0	1	200601102523	20060110252301	253.58072210368
70	01	01	13	274.32941508	2521	30	48	11	1	01	2	30	11	25	1	6	0	0	0	0	0	0	1	200601102526	20060110252601	275.467590675261
70	04	01	13	224.6746349	7411	8	48	12	4	13	2	13	12	74	1	8	0	0	0	0	0	0	1	200601102529	20060110252901	222.751351172508
70	02	01	13	236.27333751	4521	26	78	58	1	01	2	13	99	45	4	7	0	0	0	0	0	0	1	200601102531	20060110253101	237.102922008275
70	02	01	13	252.66443947	9000	104	48	58	1	01	2	104	55	90	1	8	0	0	0	0	0	0	1	200601102534	20060110253401	252.019942563552
70	03	01	13	227.4439226	9219	78	56	53	1	01	2	104	53	92	1	8	0	0	0	0	0	0	1	200601102538	20060110253801	229.065349311699
70	02	01	13	210.11586067		8	48	39	1	01	1						0	0	0	0	0	0	1	200601102543	20060110254301	207.427698586074
70	01	01	13	242.96114827	0501	13	48	53	1	09	2	13	53	05	1	7	0	0	0	0	0	0	1	200601102551	20060110255101	244.144124988841
70	03	01	13	242.96114827	7411	104	48	45	1	01	2	78	32	74	1	8	0	0	0	0	0	0	1	200601102551	20060110255101	244.144124988841
70	04	01	13	242.96114827		26	48	53	1	01	1						0	0	0	0	0	0	1	200601102551	20060110255101	244.144124988841
70	07	01	13	265.61718965		156	48	45	1	01	1						0	0	0	0	0	0	1	200601102553	20060110255301	266.69984276357
70	08	01	13	265.61718965		17	48	58	1	01	1						0	0	0	0	0	0	1	200601102553	20060110255301	266.69984276357
70	05	01	13	209.46204816	5234	17	48	45	1	01	2	52	45	52	1	8	0	0	0	0	0	0	1	200601102554	20060110255401	210.1964771891
70	01	01	13	232.25413257		52	48	83	1	01	1						0	0	0	3600000	0	0	1	200601102562	20060110256201	231.279872533465
70	04	01	13	280.91067763	7512	156	48	33	1	10	2	156	33	75	2	1	0	0	0	0	0	0	1	200601102565	20060110256501	282.353936679711
70	06	01	13	280.91067763	5521	104	48	33	1	01	2	104	33	55	1	2	0	0	0	0	0	0	1	200601102565	20060110256501	282.353936679711
70	05	01	13	252.66811643	5231	26	84	43	1	08	2	26	06	52	5	7	0	0	0	5450000	0	0	1	200601102566	20060110256601	254.053106201262
70	03	01	13	511.56917519	2429	24	48	39	1	07	2	130	55	24	1	1	0	0	0	0	0	0	1	200601102569	20060110256901	514.938601064406
70	06	01	13	511.56917519	9242	17	48	39	1	02	2	17	45	92	1	1	0	0	0	100000	0	0	1	200601102569	20060110256901	514.938601064406
70	03	01	13	444.73362736	2811	164	48	02	1	07	2	104	21	28	1	6	0	0	0	0	0	0	1	200601102571	20060110257101	450.673190490305
70	03	01	13	223.54626306	1593	104	48	32	1	01	2	104	45	15	1	8	0	0	0	0	0	0	1	200601102596	20060110259601	223.856564590986
70	05	01	13	223.54626306	6422	34	48	45	1	01	2	34	38	64	1	6	0	0	0	0	0	0	1	200601102596	20060110259601	223.856564590986
70	03	01	13	258.81980456	5223	998	48	32	1	01	2	998	45	52	1	6	0	0	0	1200000	0	0	1	200601102598	20060110259801	259.236123613508
70	02	01	13	271.46417163	9302	104	48	21	1	01	2	52	50	93	1	6	0	0	0	0	0	0	1	200601102600	20060110260001	271.683172100195
70	03	01	13	264.17049399	5223	52	48	54	3	01	2	52	77	52	1	8	0	0	0	0	0	0	1	200601102602	20060110260201	264.730608216001
70	01	01	13	290.39434723	1512	26	48	97	1	01	2	52	77	15	1	7	0	0	0	0	0	250000	1	200601102604	20060110260401	291.448306218886
70	03	01	13	197.51811176		78	48	05	1	05	1						0	0	0	0	0	0	1	200601102613	20060110261301	199.262930338488
70	01	01	13	220.74138628	5222	26	48	45	1	09	2	34	77	52	1	7	0	0	0	1800000	0	0	1	200601102624	20060110262401	218.995807754074
70	02	01	13	243.62791745	5233	3	48	45	1	06	2	3	45	52	1	8	385000	0	0	1250000	0	0	1	200601102628	20060110262801	242.718468976076
70	06	01	13	317.6231176	5511	998	48	39	1	11	2	998	39	55	1	6	0	0	0	0	0	0	1	200601102630	20060110263001	320.261717549596
70	02	01	13	200.5828797	9500	4	48	54	2	01	2	4	54	95	3	6	150000	0	0	0	0	0	1	200601102660	20060110266001	200.933906361762
70	03	01	13	161.94904974	5529	4	56	58	1	01	2	4	45	55	4	6	200000	0	0	0	0	0	1	200601102661	20060110266101	159.447302243191
70	04	01	13	161.94904974	9500	8	48	54	3	01	2	8	54	95	3	8	0	0	0	0	0	0	1	200601102661	20060110266101	159.447302243191
70	02	01	13	223.26423656	5521	156	48	53	1	01	2	156	53	55	4	7	0	0	0	0	0	0	1	200601102662	20060110266201	224.559083454347
70	02	02	13	223.26423656	9500	52	48	54	3	01	2	78	54	95	3	6	0	0	0	0	0	0	1	200601102662	20060110266202	224.559083454347
70	02	03	13	187.04129967	9500	17	48	54	3	07	2	13	54	95	3	6	0	0	0	0	0	0	1	200601102665	20060110266503	181.369236465112
70	01	01	13	441.92367557	4521	52	48	95	4	01	2	52	95	45	4	4	0	0	0	0	0	0	1	200601102667	20060110266701	442.274838756459
70	04	01	13	441.92367557		4	24	45	1	09	1						0	0	0	0	0	0	1	200601102667	20060110266701	442.274838756459
70	02	01	13	469.08250831	9500	34	48	54	3	01	2	26	54	95	3	3	0	0	0	0	0	0	1	200601102672	20060110267201	465.314818229689
70	01	01	13	429.33032364	4521	156	60	58	1	01	2	4	99	45	4	8	300000	0	0	0	0	0	1	200601102673	20060110267301	426.85515400433
70	03	01	13	415.34465919	6421	13	48	54	4	01	2	13	45	64	4	6	0	0	0	0	0	0	1	200601102674	20060110267401	413.440876943161
70	04	01	13	415.34465919	4521	8	60	99	4	02	2	8	99	45	4	6	0	0	0	0	0	0	1	200601102674	20060110267401	413.440876943161
70	02	02	13	239.52918416	9500	4	60	54	3	02	2	4	54	95	3	6	120000	0	0	0	0	0	1	200601102680	20060110268002	235.712881060226
70	03	01	13	226.0389467		52	48	37	1	01	1						0	0	0	0	0	0	1	200601102682	20060110268201	224.866173444776
70	04	01	13	226.0389467		26	48	33	1	01	1						0	0	0	0	0	0	1	200601102682	20060110268201	224.866173444776
70	02	01	13	280.65848432	8511	4	48	59	1	01	2	6	59	85	1	8	0	0	0	0	0	0	1	200601102685	20060110268501	279.298735638697
70	04	01	13	280.65848432	5233	8	48	45	1	01	2	8	45	52	1	8	0	0	0	0	0	0	1	200601102685	20060110268501	279.298735638697
70	03	01	13	234.05760537		4	48	45	1	01	1						0	0	0	0	0	0	1	200601102686	20060110268601	231.853199394188
70	03	01	13	231.69363161		104	48	45	1	01	1						0	0	0	0	0	0	1	200601102688	20060110268801	231.275665805588
70	05	01	13	222.59731776	8532	8	48	13	4	02	2	8	13	85	4	8	137000	0	0	0	0	0	1	200601102689	20060110268901	221.723862264232
70	02	01	13	231.58736339	5521	998	48	54	1	01	2	998	53	55	1	8	0	0	0	0	0	0	1	200601102690	20060110269001	232.70552854623
70	03	01	13	204.82252148	5272	8	48	85	4	01	2	8	85	52	4	8	0	0	0	0	0	0	1	200601102694	20060110269401	205.17170294768
70	01	01	13	258.77335713	6320	4	48	97	4	01	2	4	97	63	4	8	40000	0	0	0	0	0	1	200601102698	20060110269801	259.863504392883
70	10	01	13	231.68359332		52	48	84	1	01	1						0	0	0	0	0	0	1	200601102702	20060110270201	232.25033398247
70	11	01	13	231.68359332		13	48	45	1	01	1						0	0	0	0	0	0	1	200601102702	20060110270201	232.25033398247
70	01	01	13	224.27746199	6039	2	48	98	4	08	2	2	98	60	4	7	365000	0	0	0	0	0	1	200601102703	20060110270301	224.777384812256
70	03	01	13	268.47664832		4	48	36	4	07	1						0	0	0	0	0	0	1	200601102705	20060110270501	267.739321967594
70	04	01	13	227.8350574		52	48	45	1	01	1						0	0	0	0	0	0	1	200601102710	20060110271001	228.3967099162
70	05	01	13	227.8350574		39	48	53	1	01	1						0	0	0	0	0	0	1	200601102710	20060110271001	228.3967099162
70	06	02	13	186.29720643	4521	4	48	58	4	01	2	4	99	45	4	8	200000	0	0	0	0	0	1	200601102711	20060110271102	185.248291150545
70	03	01	13	713.22827228		52	40	85	1	01	1						0	0	0	0	0	0	1	200601102712	20060110271201	716.606693043115
70	02	01	13	617.07118012	9500	4	24	54	3	01	2	156	54	95	3	3	0	0	0	0	0	0	1	200601102715	20060110271501	613.470114644715
70	02	01	13	673.5391232		26	42	54	3	03	1						0	0	0	0	0	0	1	200601102716	20060110271601	674.106740184809
70	01	01	13	716.76662043	4552	2	48	93	1	07	2	2	93	45	4	8	100000	0	0	0	0	0	1	200601102717	20060110271701	712.166601080614
70	06	01	13	716.76662043	6021	156	48	36	4	01	2	156	36	60	4	6	0	0	0	0	0	0	1	200601102717	20060110271701	712.166601080614
70	07	01	13	716.76662043		52	60	54	3	01	1						0	0	0	0	0	0	1	200601102717	20060110271701	712.166601080614
70	02	01	13	853.29041732	5020	13	48	99	4	07	2	13	99	50	4	8	0	0	0	0	0	0	1	200601102719	20060110271901	855.015523838678
70	03	01	13	853.29041732	9500	21	40	54	3	07	2	21	54	95	3	6	0	0	0	0	0	0	1	200601102719	20060110271901	855.015523838678
70	03	01	13	740.06467817	9500	8	72	54	3	01	2	8	54	95	3	8	0	0	0	0	0	0	1	200601102720	20060110272001	736.504092020788
70	03	01	13	694.76209017	5211	2	48	97	4	01	2	12	97	52	4	2	0	0	0	0	0	0	1	200601102721	20060110272101	698.116585638689
70	02	01	13	231.89254876	9242	104	48	55	1	01	2	104	45	92	1	7	0	0	0	0	0	0	1	200601102725	20060110272501	231.852664870934
70	03	01	13	210.33631218		17	48	39	1	01	1						0	0	0	0	0	0	1	200601102730	20060110273001	209.56931021023
70	08	01	13	219.57175135	7492	4	48	58	1	01	2	8	58	74	1	8	0	0	0	0	0	0	1	200601102732	20060110273201	219.447782863051
70	04	01	13	619.02610497		8	48	45	1	01	1						0	0	0	0	0	0	1	200601102737	20060110273701	615.843395730846
70	02	02	13	245.68469886		104	48	39	1	01	1						0	0	0	0	0	0	1	200601102746	20060110274602	247.189939313062
70	04	01	13	223.97745317	5512	13	48	54	1	02	2	13	54	55	1	8	0	0	0	600000	0	0	1	200601102747	20060110274701	222.506046662207
70	06	01	13	298.09104557	9500	8	48	54	3	01	2	8	54	95	3	6	0	0	0	600000	0	0	1	200601102750	20060110275001	297.821307636883
70	03	01	13	241.18438637		52	48	45	1	01	1						0	0	0	0	0	0	1	200601102753	20060110275301	242.011208861583
70	01	01	13	253.27233827	5051	2	48	84	1	02	2	2	81	50	1	8	1800000	0	0	0	0	0	1	200601102758	20060110275801	253.884715767048
70	02	01	13	242.02181925		4	48	05	1	01	1						0	0	0	0	0	0	1	200601102759	20060110275901	241.636170417786
70	03	01	13	242.02181925		4	48	45	1	01	1						0	0	0	0	0	0	1	200601102759	20060110275901	241.636170417786
70	03	01	13	240.62585953	8511	104	48	08	1	01	2	104	21	85	1	0	0	0	0	0	0	0	1	200601102767	20060110276701	242.308057690682
70	06	01	13	279.60520358	9302	4	48	57	1	01	2	52	57	93	1	3	0	0	0	0	0	0	1	200601102774	20060110277401	279.762312814068
70	08	01	13	279.60520358	5223	8	48	33	1	01	2	3	33	52	1	8	320000	0	0	0	0	0	1	200601102774	20060110277401	279.762312814068
70	02	01	13	228.70292929		8	48	58	1	01	1						0	0	0	0	0	0	1	200601102777	20060110277701	227.715045183425
70	03	01	13	228.70292929	9500	52	48	54	3	01	2	43	54	95	3	6	0	0	0	0	0	0	1	200601102777	20060110277701	227.715045183425
70	05	01	13	266.59593873	4521	104	48	95	4	01	2	104	95	45	4	8	0	0	0	0	0	0	1	200601102784	20060110278401	267.737273485454
70	04	01	13	235.65124687	4552	156	48	37	1	01	2	4	93	45	4	8	100000	0	0	1200000	0	0	1	200601102786	20060110278601	236.215981254867
70	03	01	13	249.74516002	5233	156	48	32	1	04	2	52	45	52	1	8	0	0	0	0	0	0	1	200601102788	20060110278801	251.782945320794
70	04	01	13	249.74516002	8041	4	48	19	1	09	2	4	13	80	1	8	0	0	0	0	0	0	1	200601102788	20060110278801	251.782945320794
70	01	01	13	199.05707561	9500	17	48	54	3	01	2	156	54	95	3	3	0	0	0	1200000	0	0	1	200601102789	20060110278901	194.108182922976
70	03	01	13	215.05691228	2811	13	48	87	4	01	2	13	87	28	1	6	0	0	0	0	0	0	1	200601102790	20060110279001	217.408451511179
70	01	02	13	225.90747923	4552	8	48	93	4	01	2	8	93	45	4	8	0	0	0	500000	0	0	1	200601102794	20060110279402	222.291644658329
70	04	01	13	247.76651118	9500	13	48	54	3	01	2	17	54	95	3	3	0	0	0	300000	0	0	1	200601102795	20060110279501	247.935979075192
70	02	02	13	247.76651118		17	48	37	1	01	1						0	0	0	0	0	0	1	200601102795	20060110279502	247.935979075192
70	04	01	13	236.82065797	5233	52	48	55	1	01	2	43	55	52	1	6	0	0	0	0	0	0	1	200601102803	20060110280301	235.710618777582
70	07	01	13	236.82065797	5521	104	48	53	1	01	2	52	53	55	1	6	0	0	0	0	0	0	1	200601102803	20060110280301	235.710618777582
70	11	01	13	236.82065797		26	48	54	4	07	1						0	0	0	600000	0	0	1	200601102803	20060110280301	235.710618777582
70	03	01	13	220.7911545	5521	4	48	34	1	05	2	4	33	55	1	8	0	0	0	0	0	0	1	200601102813	20060110281301	223.947670397884
70	03	01	13	265.62722794	6340	52	48	21	1	01	2	52	19	63	1	6	0	0	0	0	0	0	1	200601102815	20060110281501	265.725174586688
70	02	01	13	282.36554221		26	48	07	1	02	1						0	0	0	0	0	0	1	200601102824	20060110282401	284.525780591099
70	05	01	13	282.36554221		104	24	42	1	07	1						0	0	0	0	0	0	1	200601102824	20060110282401	284.525780591099
70	01	01	13	253.15034201	0501	104	60	98	1	02	2	104	98	05	1	7	0	0	0	100000	0	0	1	200601102827	20060110282701	254.039183727326
70	02	01	13	264.12072882	8011	4	48	13	1	02	2	8	13	80	1	8	950000	0	0	0	0	0	1	200601102829	20060110282901	265.402802804447
70	03	01	13	237.44333024		26	48	37	1	01	1						0	0	0	0	0	0	1	200601102830	20060110283001	237.780866762455
70	01	01	13	267.48315942	6340	13	48	55	1	01	2	13	55	63	1	7	0	0	0	720000	0	0	1	200601102833	20060110283301	268.453229096845
70	02	03	13	186.84768378	9500	8	48	54	3	01	2	47	54	95	3	8	0	0	0	0	0	0	1	200601102834	20060110283403	189.954030568351
70	01	02	13	211.89045168	4552	8	48	58	1	01	2	8	93	45	4	8	0	0	0	600000	0	0	1	200601102838	20060110283802	213.120487011736
70	01	01	13	245.75785346	6512	104	48	21	1	01	2	104	21	65	2	5	0	0	0	0	0	0	1	200601102845	20060110284501	248.08756413706
70	04	01	13	245.75785346	6593	52	48	08	1	01	2	52	08	65	1	8	0	0	0	0	0	0	1	200601102845	20060110284501	248.08756413706
70	02	01	13	280.18531588		17	48	33	1	01	1						0	0	0	0	0	0	1	200601102848	20060110284801	282.353545090276
70	03	01	13	247.55308999	5211	156	48	33	1	01	2	156	45	52	1	8	0	0	0	0	0	0	1	200601102849	20060110284901	248.873170366997
70	07	01	13	229.32518383	5231	26	48	45	1	05	2	26	45	52	1	7	0	0	0	0	0	0	1	200601102853	20060110285301	228.083186711518
70	03	01	13	287.44782794	5051	156	48	90	1	02	2	156	45	50	1	8	0	0	0	0	0	0	1	200601102862	20060110286201	288.007557047371
70	01	01	13	330.1792399	7430	4	48	15	2	08	2	4	15	74	1	8	450000	0	0	500000	0	0	1	200601102863	20060110286301	331.590853683158
70	04	01	13	262.52846269		4	48	45	1	01	1						0	0	0	0	0	0	1	200601102866	20060110286601	263.936842627662
70	03	01	13	230.10790519	5030	108	48	45	1	01	2	208	21	50	1	7	0	0	0	0	0	0	1	200601102872	20060110287201	231.914221050348
70	02	01	13	252.7242313	8513	52	48	06	1	01	2	998	06	85	4	3	0	0	0	0	0	0	1	200601102874	20060110287401	252.270272517433
70	05	01	13	483.94540192		4	48	59	1	01	1						0	0	0	0	0	0	1	200601102878	20060110287801	482.399635205829
70	03	01	13	431.61034312	3511	8	48	93	4	02	2	8	93	35	4	8	0	0	0	0	0	0	1	200601102883	20060110288301	434.55787757158
70	05	01	13	431.61034312	9500	204	48	54	3	01	2	156	54	95	3	6	0	0	0	0	0	0	1	200601102883	20060110288301	434.55787757158
70	04	01	13	462.2465125	7430	104	48	37	1	01	2	998	37	74	1	7	0	0	0	0	0	0	1	200601102884	20060110288401	463.454656058555
70	06	01	13	462.2465125	9500	52	48	55	1	01	2	52	55	95	4	6	0	0	0	13000	0	0	1	200601102884	20060110288401	463.454656058555
