Reg	Orden	Hogar	Area	Fex_c	Rama4d	P49	P50	P51	P52	P52na	P53	P54	P55	P56	P57	P57na	Valor58a	Valor58b	Valor58c	Valor59a	Valor59b	Valor59c	Dsi	Llave_viv	Llave_hog	Fex_c_2011
70	02	01	50	149.74488086	8511	52	48	45	1	07	2	78	44	85	1	0	0	0	0	0	0	0	1	200601104464	20060110446401	149.569145664906
70	03	01	50	149.74488086	9242	8	48	50	1	01	2	8	21	92	1	7	0	0	0	0	0	0	1	200601104464	20060110446401	149.569145664906
70	01	01	50	189.03317471	4552	13	48	95	1	09	2	2	93	45	1	8	15000	0	0	0	0	0	1	200601104467	20060110446701	188.647459651001
70	02	01	50	189.03317471	9500	13	56	54	3	10	2	13	54	95	3	1	0	0	0	0	0	0	1	200601104467	20060110446701	188.647459651001
70	01	02	50	177.37193464	1551	26	84	58	1	01	2	26	77	15	1	7	0	0	0	0	0	0	1	200601104468	20060110446802	178.866567036649
70	02	02	50	177.37193464	4521	4	56	95	1	01	2	4	95	45	1	8	400000	0	0	0	0	0	1	200601104468	20060110446802	178.866567036649
70	04	01	50	142.472748	4521	8	84	98	4	09	2	8	95	45	1	8	0	120000	0	0	0	0	1	200601104469	20060110446901	142.279890982678
70	06	01	50	216.20584893	7493	8	48	54	3	01	2	998	54	74	4	4	0	0	0	0	0	0	1	200601104470	20060110447001	216.501848040313
70	01	01	50	146.92278178	5530	8	48	41	4	08	2	52	50	55	1	1	0	0	0	0	0	0	1	200601104472	20060110447201	147.358786324218
70	02	01	50	146.92278178	7513	17	48	18	1	01	2	17	18	75	1	8	0	0	0	0	0	0	1	200601104472	20060110447201	147.358786324218
70	03	01	50	146.92278178	5530	4	56	53	1	02	2	13	53	55	1	8	400000	0	0	0	0	0	1	200601104472	20060110447201	147.358786324218
70	04	01	50	146.92278178	4530	4	48	95	1	02	2	4	95	45	1	8	0	0	0	0	0	0	1	200601104472	20060110447201	147.358786324218
70	01	01	50	194.6134944	5511	104	48	54	1	07	2	998	54	55	1	0	0	0	400000	0	0	0	1	200601104474	20060110447401	193.553769082849
70	03	01	50	156.80921316	1530	26	48	13	2	01	2	998	45	15	1	2	0	0	0	0	0	0	1	200601104475	20060110447501	157.494191618722
70	03	01	50	194.12117027		104	48	58	1	01	1						0	0	0	0	0	0	1	200601104476	20060110447601	194.042723255085
70	01	01	50	152.24507498	7530	8	48	37	1	02	2	8	37	75	1	8	0	0	0	0	0	0	1	200601104477	20060110447701	152.891927448087
70	01	01	50	161.24283693	4552	8	60	95	4	01	2	4	93	45	4	8	0	0	0	0	0	0	1	200601104478	20060110447801	161.411858763342
70	02	01	50	161.24283693		26	60	59	1	01	1						0	0	0	0	0	0	1	200601104478	20060110447801	161.411858763342
70	04	01	50	160.10663833	5125	4	48	45	1	01	2	4	45	51	1	8	0	0	0	2160000	0	0	1	200601104489	20060110448901	159.826516730564
70	02	01	50	163.99074315	5233	104	48	45	1	02	2	52	45	52	1	7	0	0	0	0	0	0	1	200601104491	20060110449101	164.736839615401
70	05	01	50	149.92340705	4521	4	84	99	1	02	2	4	95	45	1	8	98	0	0	0	0	0	1	200601104493	20060110449301	151.537679219322
70	02	01	50	125.11584025	5235	4	30	45	1	01	2	998	45	52	1	3	0	0	0	0	0	0	1	200601104494	20060110449401	124.375191524573
70	01	01	50	133.73450241	5020	8	48	84	1	01	2	104	84	50	1	6	0	0	0	500000	0	0	1	200601104500	20060110450001	134.511246850303
70	01	01	50	106.83188489		4	84	41	4	08	1						0	300000	0	0	0	0	1	200601104501	20060110450101	106.452531654529
70	04	01	50	106.83188489	8519	13	48	98	4	01	2	21	06	85	4	6	0	0	0	0	0	0	1	200601104501	20060110450101	106.452531654529
70	01	01	50	177.86687088	4522	26	84	95	1	01	2	8	95	45	1	8	0	0	0	200000	0	0	1	200601104504	20060110450401	178.453038528108
70	02	01	50	139.64113929	4521	2	48	95	5	01	2	4	95	45	4	8	0	0	0	0	0	0	1	200601104505	20060110450501	139.554887571724
70	01	01	50	179.82691126	0115	17	48	61	1	01	2	17	61	01	1	7	0	0	0	0	0	0	1	200601104509	20060110450901	179.700857003243
70	05	01	50	126.80137561	1551	8	48	95	1	01	2	17	77	15	1	6	0	0	0	0	0	0	1	200601104512	20060110451201	126.247858769014
70	01	01	50	108.1055826	4521	2	48	95	1	09	2	2	95	45	1	1	385000	0	385000	0	0	0	1	200601104513	20060110451301	106.7504784638
70	01	01	50	171.13743454	9213	4	48	15	1	01	2	4	15	92	1	8	1300000	0	0	0	0	0	1	200601104521	20060110452101	170.936593814595
70	01	01	50	192.79898458	8060	13	48	13	4	01	2	13	13	80	4	8	0	0	0	0	0	0	1	200601104525	20060110452501	193.497213961935
70	02	01	50	192.79898458	8060	156	30	32	1	01	2	8	13	80	6	8	0	0	0	0	0	0	1	200601104525	20060110452501	193.497213961935
70	05	01	50	171.6950942	5030	4	44	32	1	01	2	4	39	50	1	8	286000	0	0	0	0	0	1	200601104531	20060110453101	170.966627527728
70	01	01	50	126.50125663	5521	17	48	53	1	01	2	17	53	55	1	4	0	0	0	0	0	0	1	200601104535	20060110453501	125.881520399156
70	03	01	50	126.50125663	5233	52	48	07	2	01	2	52	45	52	1	3	0	0	0	0	0	0	1	200601104535	20060110453501	125.881520399156
70	03	01	50	121.76649899	6042	4	60	98	4	05	2	4	98	60	4	7	200000	0	0	0	0	0	1	200601104541	20060110454101	121.888872125563
70	02	01	50	162.32295652	4542	26	48	39	1	01	2	13	39	45	1	8	0	0	0	0	0	0	1	200601104552	20060110455201	162.685292368876
70	04	01	50	197.01861981	3611	13	48	81	1	01	2	13	81	36	1	6	0	0	0	0	0	0	1	200601104556	20060110455601	197.297558539659
70	06	01	50	197.01861981	7412	8	48	33	2	05	2	17	33	74	1	6	0	0	0	0	0	0	1	200601104556	20060110455601	197.297558539659
70	01	01	50	164.94248882	1931	78	48	98	1	01	2	104	45	19	1	7	0	700000	0	0	0	0	1	200601104561	20060110456101	164.748918258437
70	02	01	50	160.29902282	6422	26	48	45	1	01	2	26	34	64	1	6	0	0	0	0	0	0	1	200601104562	20060110456201	159.173447396349
70	01	01	50	144.5353163	8043	52	48	19	1	01	2	52	19	80	4	8	0	0	0	0	0	0	1	200601104563	20060110456301	144.048947347051
70	04	01	50	155.1221965	7512	78	48	85	4	09	2	8	85	75	4	8	0	0	0	0	0	0	1	200601104567	20060110456701	155.618130625286
70	03	01	50	130.33837529		208	48	37	1	12	1						0	0	0	0	0	0	1	200601104571	20060110457101	131.42778639112
70	04	01	50	130.33837529	0115	156	48	05	1	05	2	156	05	01	1	8	0	0	0	0	0	0	1	200601104571	20060110457101	131.42778639112
70	01	01	50	143.26718152	8012	998	48	45	1	01	2	998	13	80	2	3	0	0	0	0	0	0	1	200601104577	20060110457701	142.993262734446
70	03	01	50	143.26718152		998	48	45	1	01	1						0	0	0	0	0	0	1	200601104577	20060110457701	142.993262734446
70	04	01	50	143.93002667	7512	52	48	21	1	01	2	52	39	75	1	8	0	0	0	98	0	0	1	200601104578	20060110457801	145.142347718344
70	02	01	50	147.03854059	4530	78	48	02	4	01	2	78	02	45	2	1	0	1500000	0	0	0	0	1	200601104581	20060110458101	147.577036428519
70	01	01	50	154.5709766	1120	4	48	13	1	05	2	4	08	11	1	1	1700000	0	0	0	0	0	1	200601104584	20060110458401	154.675132796613
70	06	01	50	154.5709766	8041	52	48	13	1	01	2	52	13	80	1	6	0	0	0	0	0	0	1	200601104584	20060110458401	154.675132796613
70	02	01	50	145.83340533	5241	104	48	45	1	01	2	104	41	52	1	7	0	0	0	0	0	0	1	200601104588	20060110458801	145.966529575797
70	03	01	50	158.23071042	4521	13	54	93	1	05	2	13	95	45	1	8	0	0	0	100000	0	0	1	200601104601	20060110460101	158.052819335461
70	01	01	50	186.3622099	8512	17	48	05	1	09	2	34	05	85	1	7	0	0	0	200000	0	0	1	200601104605	20060110460501	185.954296067704
70	02	01	50	186.3622099		4	48	45	1	09	1						0	0	0	0	0	0	1	200601104605	20060110460501	185.954296067704
70	01	01	50	172.47492483	4521	4	48	95	4	09	2	4	95	45	4	6	0	0	0	0	0	0	1	200601104608	20060110460801	171.847014626532
70	02	01	50	150.86261705	1810	156	84	45	1	01	2	52	79	18	1	6	0	0	0	0	0	400000	1	200601104612	20060110461201	149.536536862423
70	01	01	50	195.9185796	2812	8	60	87	1	01	2	8	87	28	1	8	0	0	0	0	0	0	1	200601104613	20060110461301	196.564237408325
70	04	01	50	154.63397612	4552	52	48	93	1	01	2	8	93	45	1	7	0	0	0	0	0	0	1	200601104626	20060110462601	154.120310556496
70	05	01	50	154.63397612	4552	52	48	93	1	01	2	8	93	45	1	7	0	0	0	0	0	0	1	200601104626	20060110462601	154.120310556496
70	02	01	50	164.94248882	4549	4	30	53	1	11	2	8	44	45	1	6	0	0	0	0	0	0	1	200601104634	20060110463401	164.748918258437
70	03	01	50	164.94248882	9242	4	48	45	1	01	2	8	45	92	1	7	0	0	0	0	0	0	1	200601104634	20060110463401	164.748918258437
70	01	01	50	165.22085632	4530	1	48	39	1	09	2	1	39	45	1	8	700000	0	0	300000	0	0	1	200601104635	20060110463501	165.689493834731
70	02	01	50	161.66011137	4530	52	48	32	1	04	2	104	32	45	1	8	0	0	0	2200000	0	0	1	200601104636	20060110463601	160.536207384978
70	01	01	50	140.38007068	0140	104	84	61	5	08	2	156	04	01	5	4	0	0	0	1000000	0	0	1	200601104646	20060110464601	139.971296553753
70	02	01	50	140.38007068		156	48	61	5	08	1						0	0	0	0	0	0	1	200601104646	20060110464601	139.971296553753
70	01	01	52	117.12813241	5252	21	40	49	1	01	2	26	49	52	1	8	0	0	0	0	0	0	1	200601104655	20060110465501	116.698382477455
70	02	01	52	136.52889377		104	40	45	1	07	1						0	0	0	0	0	0	1	200601104657	20060110465701	135.730924379682
70	02	01	52	176.09187538	5233	104	48	45	1	01	2	104	45	52	4	3	0	0	0	0	0	0	1	200601104661	20060110466101	174.527665506616
70	03	02	52	176.09187538	4521	52	40	99	1	01	2	52	99	45	1	8	0	0	0	0	0	0	1	200601104661	20060110466102	174.527665506616
70	03	01	52	105.01434333	5233	4	40	45	1	01	2	4	45	52	1	8	98	0	0	0	0	0	1	200601104663	20060110466301	105.350150172417
70	02	01	52	106.38334694	6421	4	40	45	1	07	2	4	59	64	1	8	180000	0	0	0	0	0	1	200601104664	20060110466401	105.798441644179
70	02	02	52	135.98038812	6310	8	40	53	1	01	2	8	59	63	4	3	0	0	0	0	0	0	1	200601104669	20060110466902	134.886767770747
70	01	03	52	135.98038812	6331	4	48	55	1	01	2	4	59	63	1	8	98	0	0	0	0	0	1	200601104669	20060110466903	134.886767770747
70	01	01	52	136.88892174	2811	4	50	83	1	01	2	4	83	28	1	8	100000	0	0	0	0	0	1	200601104670	20060110467001	136.851286346663
70	02	01	52	123.79613619	5521	52	50	45	1	14	2	998	53	55	1	3	0	0	0	0	0	0	1	200601104682	20060110468201	123.696116342339
70	05	01	52	147.73157581		104	40	58	1	01	1						0	0	0	0	0	0	1	200601104683	20060110468301	148.999541413953
70	03	01	52	122.9013401	8060	4	40	32	1	02	2	4	32	80	1	8	426000	0	0	0	0	0	1	200601104684	20060110468401	122.884158639673
70	03	01	52	116.84129047		104	30	45	1	01	1						0	0	0	0	0	0	1	200601104685	20060110468501	116.595770346476
70	01	01	52	101.3966977	8060	4	44	55	1	14	2	4	55	80	1	8	98	0	0	0	0	0	1	200601104689	20060110468901	101.61016832232
70	02	01	52	101.3966977	5233	4	36	84	1	01	2	52	45	52	1	8	0	0	0	0	0	0	1	200601104689	20060110468901	101.61016832232
70	01	01	52	143.70170114	6042	26	40	98	1	01	2	4	98	60	1	6	400000	0	0	0	0	0	1	200601104690	20060110469001	142.753208360526
70	02	01	52	102.15469658	5234	26	48	50	1	01	2	52	40	52	1	8	0	0	0	0	0	0	1	200601104692	20060110469201	102.460887187049
70	02	01	52	111.24355608	5233	26	40	45	1	07	2	156	45	52	1	8	0	0	0	0	0	0	1	200601104693	20060110469301	110.782967799836
70	03	01	52	125.40108765		4	20	45	1	09	1						0	0	0	0	0	0	1	200601104694	20060110469401	124.519758207987
70	02	01	52	98.510798497	7512	52	40	59	1	12	2	52	59	75	4	4	0	0	0	0	0	0	1	200601104698	20060110469801	98.7481597624934
70	03	01	52	72.904841186	5233	52	40	45	1	09	2	4	45	52	1	8	250000	0	0	0	0	0	1	200601104700	20060110470001	72.3138651109411
70	03	01	52	116.18811984	3611	4	50	81	1	01	2	4	81	36	1	7	98	0	0	0	0	0	1	200601104702	20060110470201	117.13750722982
70	03	02	52	116.18811984	1581	104	40	45	1	07	2	104	97	15	1	6	0	0	0	0	0	0	1	200601104702	20060110470202	117.13750722982
70	01	01	52	98.510798497	4521	2	48	95	4	01	2	4	95	45	5	8	700000	0	0	0	0	0	1	200601104707	20060110470701	98.7481597624934
70	02	01	52	111.96463615	1810	26	60	79	4	08	2	26	79	18	4	6	0	0	0	0	0	0	1	200601104709	20060110470901	111.863893240454
70	02	01	52	98.831471772	4521	52	50	95	1	01	2	17	95	45	1	8	0	0	0	0	0	0	1	200601104713	20060110471301	99.0579913542654
70	03	01	52	113.01949585		21	48	45	1	01	1						0	0	0	0	0	0	1	200601104714	20060110471401	113.764080183583
70	01	01	52	143.73710299	9302	26	48	45	1	14	2	52	57	93	1	1	0	0	0	2400000	0	0	1	200601104715	20060110471501	142.970679706386
70	02	01	52	99.25487124		4	40	06	1	01	1						0	0	0	0	0	0	1	200601104719	20060110471901	99.0199485745485
70	03	01	52	99.25487124	6412	52	40	12	1	05	2	998	37	64	1	2	0	0	0	0	0	0	1	200601104719	20060110471901	99.0199485745485
70	03	01	52	108.6001606	1931	52	60	80	1	01	2	8	80	19	1	8	0	0	0	0	0	0	1	200601104722	20060110472201	108.502299514897
70	02	01	52	86.982585583	9500	104	40	54	3	14	2	104	54	95	3	1	0	0	0	0	0	0	1	200601104723	20060110472301	86.7658997419528
70	02	01	52	87.744044475	9500	21	40	54	3	01	2	21	54	95	3	1	0	0	0	0	0	0	1	200601104724	20060110472401	87.4975570644349
70	01	02	52	87.744044475	9500	13	40	54	3	01	2	13	54	95	3	1	0	0	0	1200000	0	0	1	200601104724	20060110472402	87.4975570644349
70	04	01	52	167.15361045	5511	26	48	55	1	01	2	34	55	55	1	8	0	0	0	0	0	0	1	200601104725	20060110472501	166.879055234514
70	07	01	52	167.15361045	5244	104	40	13	2	01	2	998	45	52	1	2	0	0	0	0	0	0	1	200601104725	20060110472501	166.879055234514
70	09	01	52	91.832024263	8532	4	40	54	4	02	2	4	54	85	4	8	160000	0	0	0	0	0	1	200601104726	20060110472601	91.0562178976812
70	10	01	52	91.832024263	7020	52	40	58	1	01	2	52	58	70	1	8	0	0	0	0	0	0	1	200601104726	20060110472601	91.0562178976812
70	13	01	52	91.832024263		52	40	59	1	07	1						0	0	0	0	0	0	1	200601104726	20060110472601	91.0562178976812
70	02	01	52	99.632285365	8012	104	20	55	1	09	2	52	53	80	4	6	0	0	0	0	0	0	1	200601104727	20060110472701	100.600179051957
70	02	02	52	126.89673297		104	40	45	1	07	1						0	0	0	0	0	0	1	200601104728	20060110472802	126.841770881826
70	01	01	52	101.52833748	5521	2	48	53	1	01	2	2	53	55	1	8	130000	0	0	0	0	0	1	200601104733	20060110473301	103.693285574642
70	04	01	52	112.36504295	5233	13	48	54	3	01	2	4	45	52	1	8	80000	0	0	0	0	0	1	200601104738	20060110473801	112.634987089299
70	02	02	52	153.64652632	2693	13	60	89	1	01	2	4	89	26	1	7	60000	0	0	0	0	0	1	200601104743	20060110474302	151.425197230386
70	02	01	52	184.7159964		52	48	45	1	01	1						0	0	0	0	0	0	1	200601104748	20060110474801	183.628171250086
70	03	01	52	127.36709121	9500	4	60	54	3	01	2	4	54	95	3	6	60000	0	0	0	0	0	1	200601104749	20060110474901	125.303963547271
70	04	01	52	127.36709121		4	60	54	3	09	1						0	0	0	0	0	0	1	200601104749	20060110474901	125.303963547271
70	03	01	52	166.58221534	9500	26	44	32	1	14	2	52	54	95	3	0	0	0	0	0	0	0	1	200601104752	20060110475201	163.950490867569
70	02	02	52	166.58221534	9301	17	30	59	4	08	2	104	56	93	4	7	0	0	0	0	0	0	1	200601104752	20060110475202	163.950490867569
70	02	02	52	146.33693729	9500	52	50	55	1	14	2	998	54	95	3	3	0	0	0	0	0	0	1	200601104754	20060110475402	145.985762915522
70	05	01	52	124.59694978	5224	4	48	45	1	01	2	30	45	52	1	8	0	0	0	0	0	0	1	200601104756	20060110475601	125.238304040031
70	01	01	52	80.97559675		4	78	45	4	08	1						0	0	0	0	0	0	1	200601104765	20060110476501	81.8394259617856
70	01	01	52	118.23223313	6022	13	60	98	4	01	2	17	98	60	1	6	0	0	0	0	0	0	1	200601104766	20060110476601	118.090533256492
70	05	01	52	125.80149445	1551	4	48	45	1	01	2	52	45	15	1	8	0	0	0	1200000	0	0	1	200601104767	20060110476701	125.290852056832
70	05	01	52	131.70906345	9500	13	60	53	1	01	2	13	54	95	3	1	0	0	0	0	0	0	1	200601104769	20060110476901	130.397130105889
70	05	01	52	106.26093444	8511	4	40	45	1	07	2	104	59	85	1	8	0	0	0	0	0	0	1	200601104770	20060110477001	106.787382541631
70	06	01	52	106.26093444	5222	78	40	59	1	01	2	104	45	52	1	6	0	0	0	0	0	0	1	200601104770	20060110477001	106.787382541631
70	02	01	52	119.3842125	5511	34	48	59	1	01	2	104	59	55	1	8	0	0	0	0	0	0	1	200601104771	20060110477101	120.911850967121
70	01	01	52	128.05873174	1551	60	48	77	1	09	2	60	77	15	1	4	0	0	0	0	0	0	1	200601104773	20060110477301	126.834210687209
70	02	01	52	137.83748323	4552	8	48	15	1	01	2	4	93	45	4	8	400000	0	0	0	0	0	1	200601104775	20060110477501	139.493303035953
70	04	01	52	137.83748323	7499	998	48	85	1	05	2	2	39	74	4	8	100000	0	0	0	0	0	1	200601104775	20060110477501	139.493303035953
70	06	01	52	137.83748323	6421	26	48	85	1	05	2	8	85	64	1	8	0	0	0	0	0	0	1	200601104775	20060110477501	139.493303035953
70	02	02	52	137.83748323	5236	78	40	33	1	01	2	52	33	52	1	8	0	0	0	0	0	0	1	200601104775	20060110477502	139.493303035953
70	03	01	52	109.01104753	9191	104	50	55	1	01	2	104	55	91	1	8	0	0	0	0	0	0	1	200601104776	20060110477601	109.755266203655
70	03	01	52	122.09929156	7411	52	48	45	1	01	2	52	32	74	1	8	0	0	0	0	0	0	1	200601104778	20060110477801	122.414459857698
70	04	01	52	98.921164336	6421	4	44	33	1	01	2	4	51	64	4	7	500000	0	0	0	0	0	1	200601104779	20060110477901	99.6348849665461
70	05	01	52	98.921164336	1591	52	44	32	1	01	2	156	32	15	1	7	0	0	0	0	0	0	1	200601104779	20060110477901	99.6348849665461
70	03	01	52	133.6439653		52	30	45	1	07	1						0	0	0	0	0	0	1	200601104780	20060110478001	134.955480238426
70	04	01	52	133.6439653	5233	1	48	45	1	01	2	4	45	52	1	8	180000	0	0	0	0	0	1	200601104780	20060110478001	134.955480238426
70	03	01	52	124.29698693	7524	21	40	59	1	01	2	21	59	75	4	8	0	0	0	0	0	0	1	200601104782	20060110478201	123.12760742895
70	03	01	52	127.99103564	5233	52	48	45	1	01	2	52	45	52	1	8	0	0	0	0	0	0	1	200601104783	20060110478301	128.853407956425
70	03	01	52	124.86838204	5231	21	40	05	1	01	2	21	45	52	1	7	0	0	0	0	0	0	1	200601104784	20060110478401	126.056171795895
70	02	01	52	122.06710461	9500	17	20	55	1	14	2	208	54	95	3	3	0	0	0	0	0	0	1	200601104785	20060110478501	122.127462903596
70	02	01	52	129.86088999	1563	52	48	45	1	01	2	4	45	15	1	8	200000	0	0	0	0	0	1	200601104787	20060110478701	128.733190514798
70	04	01	52	116.61211826		26	40	09	1	01	1						0	0	0	0	0	0	1	200601104792	20060110479201	117.728682117719
70	06	01	52	147.78913878		13	40	02	1	07	1						0	0	0	0	0	0	1	200601104796	20060110479601	148.10119434086
70	02	01	52	138.22003988	5234	104	44	45	1	07	2	998	45	52	1	3	0	0	0	0	0	0	1	200601104798	20060110479801	138.407274126993
70	01	01	52	134.22217737	8043	4	40	13	1	02	2	4	13	80	1	8	1000000	0	0	0	0	0	1	200601104800	20060110480001	134.567004293398
70	02	01	52	152.46386181	7524	52	40	03	1	01	2	52	93	75	4	8	0	0	0	0	2400000	0	1	200601104801	20060110480101	153.474769762139
70	04	01	52	109.73475382		26	44	85	1	07	1						0	0	0	0	0	0	1	200601104808	20060110480801	110.863748715099
70	03	01	52	83.337815576	1810	104	40	79	1	01	2	208	79	18	1	7	0	0	0	0	0	0	1	200601104810	20060110481001	82.7452063064882
70	06	01	52	83.337815576	4542	4	40	85	1	01	2	3	85	45	1	8	100000	0	0	0	0	0	1	200601104810	20060110481001	82.7452063064882
70	02	01	52	129.86088999	5233	998	48	45	1	01	2	998	45	52	1	8	0	0	0	0	0	0	1	200601104811	20060110481101	128.733190514798
70	02	02	52	111.92528145	5235	34	40	33	1	01	2	13	33	52	1	2	0	0	0	0	0	0	1	200601104813	20060110481302	111.053362865244
70	01	01	52	111.94725	6421	156	48	40	1	01	2	208	58	64	1	8	0	0	381500	0	0	0	1	200601104816	20060110481601	111.404024730027
70	02	01	52	110.21821842	6421	104	48	45	1	01	2	26	59	64	1	6	0	0	0	1200000	0	0	1	200601104821	20060110482101	109.835371291283
70	03	01	52	103.04936389	5125	2	48	11	1	01	2	2	11	51	1	6	99	0	0	0	0	0	1	200601104822	20060110482201	103.406146339788
70	02	01	52	117.12813241	5233	26	48	45	1	01	2	2	45	52	1	8	200000	0	0	0	0	0	1	200601104825	20060110482501	116.698382477455
70	02	01	52	104.79578163	0118	8	48	53	4	01	2	998	61	01	4	8	0	0	0	0	0	0	1	200601104826	20060110482601	105.434668288959
70	03	01	52	104.79578163		104	24	53	1	01	1						0	0	0	0	0	0	1	200601104826	20060110482601	105.434668288959
70	02	01	52	122.6630393		52	40	33	1	07	1						0	0	0	0	0	0	1	200601104831	20060110483101	122.424940245407
70	04	01	52	132.50987705	4521	2	48	99	1	01	2	2	99	45	1	8	160000	0	0	0	0	0	1	200601104837	20060110483701	131.939317803581
70	04	01	52	121.29015094	2429	104	44	99	1	01	2	104	94	24	1	7	0	0	0	0	0	0	1	200601104841	20060110484101	122.686390950504
70	02	02	52	121.29015094	5234	52	44	45	1	01	2	998	45	52	1	1	0	0	0	0	0	0	1	200601104841	20060110484102	122.686390950504
70	03	01	52	177.68694053	5020	8	40	95	1	01	2	8	99	50	1	1	0	0	0	0	0	0	1	200601104847	20060110484701	176.669873911566
70	07	01	52	177.68694053	9500	8	40	75	1	07	2	104	54	95	3	8	0	0	0	0	0	0	1	200601104847	20060110484701	176.669873911566
70	02	01	52	181.99842026		26	48	39	1	01	1						0	0	0	0	120000	0	1	200601104851	20060110485101	180.793742049018
70	02	01	52	143.19689755	9500	26	60	45	4	08	2	52	54	95	3	7	0	0	0	0	0	0	1	200601104852	20060110485201	142.728658244565
70	06	01	52	105.86052764	8514	30	50	32	1	07	2	30	32	85	1	7	0	0	0	0	0	0	1	200601104854	20060110485401	106.016288692786
70	01	02	52	88.06471775	9500	4	50	58	1	05	2	4	58	95	3	6	500000	0	0	0	0	0	1	200601104857	20060110485702	87.8073886562069
70	03	02	52	88.06471775		52	48	45	1	01	1						0	0	0	0	0	0	1	200601104857	20060110485702	87.8073886562069
70	01	01	52	144.13853391	5511	998	60	55	1	01	2	998	39	55	1	7	0	150000	0	0	0	0	1	200601104859	20060110485901	142.581975061887
70	01	02	52	156.48864677	4552	104	48	55	1	11	2	998	99	45	1	4	0	0	0	2400000	0	0	1	200601104860	20060110486002	155.741296414572
70	06	01	52	129.53592198	6041	8	48	98	1	01	2	8	98	60	1	7	0	0	0	0	0	0	1	200601104863	20060110486301	130.667384466171
70	04	01	52	79.572844964	5233	104	40	45	1	07	2	104	45	52	1	1	0	0	0	0	0	0	1	200601104864	20060110486401	79.3115989758249
70	03	01	52	134.00458651	6021	52	40	98	1	01	2	52	98	60	1	8	0	0	0	0	0	0	1	200601104866	20060110486601	134.722048727025
70	03	01	52	113.06873687	5529	13	40	54	3	01	2	2	45	55	1	8	250000	0	0	0	0	0	1	200601104867	20060110486701	113.25604401949
70	04	01	52	113.06873687	6421	4	20	53	1	01	2	4	59	64	1	8	30000	0	0	0	0	0	1	200601104867	20060110486701	113.25604401949
70	03	01	52	118.23223313	5233	4	40	45	1	01	2	4	45	52	1	8	200000	0	0	0	0	0	1	200601104868	20060110486801	118.090533256492
70	01	02	52	128.73510838	1551	4	50	77	1	01	2	4	77	15	1	6	200000	0	0	0	0	0	1	200601104870	20060110487002	129.12519676848
70	01	02	52	94.763214034	3430	4	24	58	1	12	2	34	83	34	1	4	0	0	0	0	0	0	1	200601104876	20060110487602	95.7744209422571
70	03	01	52	115.71874804	5237	34	40	45	1	07	2	43	45	52	1	8	0	0	0	600000	0	0	1	200601104884	20060110488401	115.302372814928
70	02	02	52	115.71874804	1530	8	40	77	1	01	2	78	97	15	1	3	0	0	0	0	0	0	1	200601104884	20060110488402	115.302372814928
70	03	01	52	97.485460836	8512	8	40	06	1	02	2	4	06	85	4	8	1300000	0	0	0	0	0	1	200601104887	20060110488701	97.800563253941
70	02	01	52	99.231878568	5233	998	48	45	1	01	2	998	45	52	1	7	0	0	0	0	0	0	1	200601104890	20060110489001	99.8290852031111
70	01	01	52	88.077824107	5231	52	48	19	2	05	2	26	45	52	4	6	0	0	0	1650000	0	0	1	200601104892	20060110489201	88.3168185669463
70	03	01	52	149.52612979	5269	52	48	37	1	01	2	26	99	52	6	0	0	0	0	0	0	0	1	200601104893	20060110489301	149.433911666125
70	03	01	52	99.552551843	7130	52	48	45	1	01	2	78	50	71	1	8	0	0	0	0	0	0	1	200601104900	20060110490001	100.138916794883
70	02	01	52	117.12813241	6042	104	48	98	1	01	2	104	98	60	1	7	0	0	0	0	0	0	1	200601104905	20060110490501	116.698382477455
70	03	01	52	152.78710097		2	40	37	1	09	1						0	0	0	0	0	0	1	200601104911	20060110491101	152.710319224191
70	02	01	52	130.38930086	4521	26	40	93	1	01	2	26	93	45	1	6	150000	0	0	0	0	0	1	200601104918	20060110491801	129.440802470035
70	02	01	52	123.25093885	5233	34	40	45	1	01	2	52	45	52	1	1	0	0	0	0	0	0	1	200601104919	20060110491901	123.980875939706
70	03	01	52	123.25093885	5233	13	40	45	1	01	2	52	15	52	1	1	0	0	0	0	0	0	1	200601104919	20060110491901	123.980875939706
70	04	01	52	138.14274511	5219	4	40	45	1	01	2	4	45	52	1	8	426000	0	0	600000	0	0	1	200601104921	20060110492101	138.608941455475
70	02	01	52	141.03424705	5190	156	44	40	1	01	2	156	42	51	1	3	0	0	0	0	0	0	1	200601104926	20060110492601	140.963371591561
70	01	01	52	74.985038551	1810	52	48	79	1	01	2	52	79	18	1	7	0	0	0	0	0	0	1	200601104934	20060110493401	75.1616485626226
70	02	01	52	74.985038551	5244	78	48	34	1	01	2	34	33	52	1	8	0	0	0	0	0	0	1	200601104934	20060110493401	75.1616485626226
70	02	01	52	107.09556482	6421	13	40	15	1	05	2	156	44	64	1	3	0	0	0	0	0	6000000	1	200601104936	20060110493601	107.038135130754
70	01	01	52	111.56422935	8030	8	40	50	1	01	2	8	13	80	4	8	0	0	0	0	0	0	1	200601104938	20060110493801	111.092799391608
70	03	01	52	103.77044397	5233	52	40	98	4	01	2	52	41	52	4	6	0	0	0	0	0	0	1	200601104940	20060110494001	104.487071780406
70	03	01	52	86.139093012		39	48	02	1	01	1						0	0	0	0	0	0	1	200601104942	20060110494201	86.6739151987874
70	04	01	52	86.139093012	5235	17	48	45	1	01	2	8	45	52	1	6	0	0	0	0	0	0	1	200601104942	20060110494201	86.6739151987874
