Reg	Orden	Hogar	Area	Fex_c	P3	P4	P5	P6	P7	P8	Pn8a	Pn8b	P9	P10	P10n	P10u	Llave_viv	Llave_hog	Fex_c_2011
10	01	01	05	688.25574666	01	1	40	1	1	2	2	01		406	4	6	200601100232	20060110023201	687.763540991129
10	02	01	05	688.25574666	02	2	41	1	1	2	2	07		406	4	6	200601100232	20060110023201	687.763540991129
10	03	01	05	688.25574666	03	2	13	5	1	1			1	407	4	7	200601100232	20060110023201	687.763540991129
10	04	01	05	688.25574666	03	1	3	5									200601100232	20060110023201	687.763540991129
10	01	01	05	600.44012065	01	2	66	3	1	2	2	11		407	4	7	200601100233	20060110023301	603.064214409376
10	02	01	05	600.44012065	03	2	40	5	1	2	2	02		305	3	5	200601100233	20060110023301	603.064214409376
10	03	01	05	600.44012065	05	2	17	5	1	1			1	409	4	9	200601100233	20060110023301	603.064214409376
10	04	01	05	600.44012065	05	1	15	5	1	2	2	02		406	4	6	200601100233	20060110023301	603.064214409376
10	05	01	05	600.44012065	05	2	12	5	1	1			1	304	3	4	200601100233	20060110023301	603.064214409376
10	06	01	05	600.44012065	05	1	3	5									200601100233	20060110023301	603.064214409376
10	07	01	05	600.44012065	03	1	35	4	1	2	2	01		305	3	5	200601100233	20060110023301	603.064214409376
10	08	01	05	600.44012065	05	1	14	5	1	1			1	406	4	6	200601100233	20060110023301	603.064214409376
10	01	01	05	442.01305872	01	1	24	1	1	2	2	01		611	6	11	200601100234	20060110023401	441.561395672523
10	02	01	05	442.01305872	02	2	24	1	1	2	2	01		611	6	11	200601100234	20060110023401	441.561395672523
10	03	01	05	442.01305872	03	2	8	5	1	1			1	301	3	1	200601100234	20060110023401	441.561395672523
10	04	01	05	442.01305872	03	1	2	5									200601100234	20060110023401	441.561395672523
10	05	01	05	442.01305872	08	2	19	5	1	2	2	01		611	6	11	200601100234	20060110023401	441.561395672523
10	01	01	05	737.8722692	01	1	61	2	1	2	2	11		305	3	5	200601100235	20060110023501	739.252841393886
10	02	01	05	737.8722692	02	2	55	2	1	2	2	07		305	3	5	200601100235	20060110023501	739.252841393886
10	03	01	05	737.8722692	03	1	15	5	1	1			1	408	4	8	200601100235	20060110023501	739.252841393886
10	01	01	05	627.38120837	01	1	30	2	1	2	2	01		611	6	11	200601100236	20060110023601	625.571908910224
10	02	01	05	627.38120837	02	2	23	2	1	2	2	07		611	6	11	200601100236	20060110023601	625.571908910224
10	03	01	05	627.38120837	03	2	3	5									200601100236	20060110023601	625.571908910224
10	04	01	05	627.38120837	03	1	0	5									200601100236	20060110023601	625.571908910224
10	01	01	05	627.38120837	01	1	30	2	1	2	2	01		305	3	5	200601100237	20060110023701	625.571908910224
10	02	01	05	627.38120837	02	2	24	2	1	2	2	01		503	5	3	200601100237	20060110023701	625.571908910224
10	03	01	05	627.38120837	03	1	1	5									200601100237	20060110023701	625.571908910224
10	04	01	05	627.38120837	03	2	0	5									200601100237	20060110023701	625.571908910224
10	01	01	05	760.0682691	01	1	41	2	1	2	2	01		611	6	11	200601100238	20060110023801	760.29421777679
10	02	01	05	760.0682691	02	2	33	2	1	2	2	07		611	6	11	200601100238	20060110023801	760.29421777679
10	03	01	05	760.0682691	03	1	15	5	1	1			1	406	4	6	200601100238	20060110023801	760.29421777679
10	04	01	05	760.0682691	03	1	9	5	1	1			1	303	3	3	200601100238	20060110023801	760.29421777679
10	01	01	05	723.66771256	01	2	65	3	1	2	2	07		406	4	6	200601100239	20060110023901	722.339704313092
10	02	01	05	723.66771256	03	1	36	5	1	2	2	01		305	3	5	200601100239	20060110023901	722.339704313092
10	03	01	05	723.66771256	03	1	31	5	1	2	2	01		305	3	5	200601100239	20060110023901	722.339704313092
10	04	01	05	723.66771256	05	1	11	5	1	1			1	400	4	0	200601100239	20060110023901	722.339704313092
10	05	01	05	723.66771256	03	2	18	5	1	2	2	01		611	6	11	200601100239	20060110023901	722.339704313092
10	06	01	05	723.66771256	05	1	11	5	1	1			1	400	4	0	200601100239	20060110023901	722.339704313092
10	01	01	05	680.29844307	01	2	54	5	1	2	2	01		302	3	2	200601100240	20060110024001	679.389406275964
10	02	01	05	680.29844307	11	2	52	4	1	2	2	07		304	3	4	200601100240	20060110024001	679.389406275964
10	03	01	05	680.29844307	11	1	11	5	1	1			1	400	4	0	200601100240	20060110024001	679.389406275964
10	01	01	05	673.5446405	01	1	35	2	1	1			1	500	5	0	200601100241	20060110024101	670.376303380301
10	02	01	05	673.5446405	02	2	39	2	1	2	2	07		611	6	11	200601100241	20060110024101	670.376303380301
10	03	01	05	673.5446405	03	1	10	5	1	1			1	304	3	4	200601100241	20060110024101	670.376303380301
10	04	01	05	673.5446405	03	2	2	5									200601100241	20060110024101	670.376303380301
10	05	01	05	673.5446405	03	2	2	5									200601100241	20060110024101	670.376303380301
10	01	01	05	648.47758413	01	2	59	3	1	2	2	01		302	3	2	200601100242	20060110024201	648.766226796818
10	02	01	05	648.47758413	03	1	23	5	1	2	2	01		305	3	5	200601100242	20060110024201	648.766226796818
10	03	01	05	648.47758413	05	1	3	5									200601100242	20060110024201	648.766226796818
10	01	01	05	681.27989083	01	1	39	1	1	2	2	01		305	3	5	200601100243	20060110024301	678.256634660804
10	02	01	05	681.27989083	02	2	28	1	1	2	2	07		409	4	9	200601100243	20060110024301	678.256634660804
10	03	01	05	681.27989083	03	2	11	5	1	1			1	406	4	6	200601100243	20060110024301	678.256634660804
10	04	01	05	681.27989083	03	2	7	5	1	1			1	302	3	2	200601100243	20060110024301	678.256634660804
10	05	01	05	681.27989083	03	2	6	5	2	1			1	300	3	0	200601100243	20060110024301	678.256634660804
10	01	01	05	758.71960864	01	1	58	2	1	2	2	01		305	3	5	200601100244	20060110024401	759.153986290257
10	02	01	05	758.71960864	02	2	48	2	1	2	2	07		305	3	5	200601100244	20060110024401	759.153986290257
10	03	01	05	758.71960864	07	2	83	5	1	2	2	07		302	3	2	200601100244	20060110024401	759.153986290257
10	01	01	05	539.42749038	01	1	45	2	1	2	2	01		305	3	5	200601100245	20060110024501	539.908638645465
10	02	01	05	539.42749038	02	2	37	2	1	2	2	07		409	4	9	200601100245	20060110024501	539.908638645465
10	03	01	05	539.42749038	03	2	17	5	1	1			1	409	4	9	200601100245	20060110024501	539.908638645465
10	04	01	05	539.42749038	03	2	15	5	1	1			1	408	4	8	200601100245	20060110024501	539.908638645465
10	05	01	05	539.42749038	03	2	14	5	1	1			1	408	4	8	200601100245	20060110024501	539.908638645465
10	06	01	05	539.42749038	03	2	6	5	2	1			2	200	2	0	200601100245	20060110024501	539.908638645465
10	01	01	05	745.89201578	01	2	66	3	1	2	2	07		302	3	2	200601100246	20060110024601	747.113469769761
10	02	01	05	745.89201578	03	2	40	5	1	2	2	01		409	4	9	200601100246	20060110024601	747.113469769761
10	03	01	05	745.89201578	05	2	15	5	1	1			1	408	4	8	200601100246	20060110024601	747.113469769761
10	04	01	05	745.89201578	03	1	38	5	1	2	2	01		408	4	8	200601100246	20060110024601	747.113469769761
10	01	01	05	820.76918004	01	1	43	1	1	2	2	01		611	6	11	200601100247	20060110024701	821.13891629667
10	02	01	05	820.76918004	02	2	53	1	1	2	2	07		303	3	3	200601100247	20060110024701	821.13891629667
10	01	01	05	621.08560484	01	2	49	4	1	2	2	01		304	3	4	200601100248	20060110024801	621.581902443827
10	02	01	05	621.08560484	03	1	27	5	1	2	2	01		305	3	5	200601100248	20060110024801	621.581902443827
10	03	01	05	621.08560484	03	1	23	5	1	2	2	02		610	6	10	200601100248	20060110024801	621.581902443827
10	04	01	05	621.08560484	03	1	21	5	1	2	2	02		409	4	9	200601100248	20060110024801	621.581902443827
10	05	01	05	621.08560484	03	2	19	5	1	2	2	02		407	4	7	200601100248	20060110024801	621.581902443827
10	06	01	05	621.08560484	05	1	2	5									200601100248	20060110024801	621.581902443827
10	07	01	05	621.08560484	05	1	2	5									200601100248	20060110024801	621.581902443827
10	01	01	05	595.43651454	01	1	46	1	1	2	2	01		305	3	5	200601100249	20060110024901	593.855620128242
10	02	01	05	595.43651454	02	2	43	1	1	2	2	07		305	3	5	200601100249	20060110024901	593.855620128242
10	03	01	05	595.43651454	03	1	24	5	1	2	2	01		407	4	7	200601100249	20060110024901	593.855620128242
10	04	01	05	595.43651454	03	2	22	5	1	2	2	07		303	3	3	200601100249	20060110024901	593.855620128242
10	05	01	05	595.43651454	05	1	5	5	2	1			1	200	2	0	200601100249	20060110024901	593.855620128242
10	06	01	05	595.43651454	05	1	3	5									200601100249	20060110024901	593.855620128242
10	01	02	05	595.43651454	01	2	34	5	2	2	2	07		100	1	0	200601100249	20060110024902	593.855620128242
10	02	02	05	595.43651454	03	2	11	5	1	1			1	303	3	3	200601100249	20060110024902	593.855620128242
10	01	01	05	814.29994916	01	2	35	2	1	2	2	07		305	3	5	200601100250	20060110025001	815.801976269249
10	02	01	05	814.29994916	02	1	42	2	1	2	2	11		305	3	5	200601100250	20060110025001	815.801976269249
10	03	01	05	814.29994916	03	1	17	5	1	2	2	01		406	4	6	200601100250	20060110025001	815.801976269249
10	01	01	05	357.35298544	01	2	64	3	1	2	2	11		305	3	5	200601100251	20060110025101	357.41106638672
10	02	01	05	357.35298544	03	2	24	5	1	2	2	01		610	6	10	200601100251	20060110025101	357.41106638672
10	03	01	05	357.35298544	05	2	8	5	2	1			1	300	3	0	200601100251	20060110025101	357.41106638672
10	04	01	05	357.35298544	03	2	22	5	1	2	2	01		610	6	10	200601100251	20060110025101	357.41106638672
10	05	01	05	357.35298544	05	2	5	5	2	1			1	200	2	0	200601100251	20060110025101	357.41106638672
10	06	01	05	357.35298544	05	1	3	5									200601100251	20060110025101	357.41106638672
10	07	01	05	357.35298544	03	2	44	4	1	2	2	02		305	3	5	200601100251	20060110025101	357.41106638672
10	08	01	05	357.35298544	05	2	20	5	1	2	2	02		305	3	5	200601100251	20060110025101	357.41106638672
10	09	01	05	357.35298544	05	2	18	5	1	2	2	02		611	6	11	200601100251	20060110025101	357.41106638672
10	10	01	05	357.35298544	05	1	16	5	1	2	2	02		409	4	9	200601100251	20060110025101	357.41106638672
10	11	01	05	357.35298544	03	1	43	4	1	2	2	01		305	3	5	200601100251	20060110025101	357.41106638672
10	01	01	05	580.88477863	01	1	32	1	1	2	2	01		407	4	7	200601100252	20060110025201	577.944481698269
10	02	01	05	580.88477863	02	2	23	1	1	2	2	07		409	4	9	200601100252	20060110025201	577.944481698269
10	03	01	05	580.88477863	03	1	7	5	1	1			1	301	3	1	200601100252	20060110025201	577.944481698269
10	04	01	05	580.88477863	03	2	1	5									200601100252	20060110025201	577.944481698269
10	05	01	05	580.88477863	03	2	1	5									200601100252	20060110025201	577.944481698269
10	01	01	05	547.70253327	01	1	62	2	1	2	2	01		304	3	4	200601100253	20060110025301	543.252535557198
10	02	01	05	547.70253327	02	2	67	2	2	2	2	07		100	1	0	200601100253	20060110025301	543.252535557198
10	03	01	05	547.70253327	03	2	21	1	1	2	2	07		304	3	4	200601100253	20060110025301	543.252535557198
10	04	01	05	547.70253327	04	1	30	1	1	2	2	01		304	3	4	200601100253	20060110025301	543.252535557198
10	05	01	05	547.70253327	05	1	6	5	2	1			1	200	2	0	200601100253	20060110025301	543.252535557198
10	06	01	05	547.70253327	05	2	3	5									200601100253	20060110025301	543.252535557198
10	07	01	05	547.70253327	05	2	0	5									200601100253	20060110025301	543.252535557198
10	01	02	05	547.70253327	01	2	30	1	2	2	2	07		100	1	0	200601100253	20060110025302	543.252535557198
10	02	02	05	547.70253327	02	1	26	1	1	2	2	01		305	3	5	200601100253	20060110025302	543.252535557198
10	03	02	05	547.70253327	03	1	9	5	1	1			1	301	3	1	200601100253	20060110025302	543.252535557198
10	04	02	05	547.70253327	03	2	13	5	1	1			1	303	3	3	200601100253	20060110025302	543.252535557198
10	05	02	05	547.70253327	03	1	6	5	2	2	2	02		100	1	0	200601100253	20060110025302	543.252535557198
10	01	01	05	713.6827837	01	2	54	3	1	2	2	01		611	6	11	200601100254	20060110025401	714.996019872052
10	02	01	05	713.6827837	03	1	20	5	1	2	2	01		407	4	7	200601100254	20060110025401	714.996019872052
10	01	01	05	624.42751089	01	2	55	3	2	2	2	01		100	1	0	200601100255	20060110025501	626.406368476193
10	02	01	05	624.42751089	03	1	15	5	1	1			1	409	4	9	200601100255	20060110025501	626.406368476193
10	03	01	05	624.42751089	03	2	13	5	1	2	2	02		305	3	5	200601100255	20060110025501	626.406368476193
10	01	01	05	595.37383153	01	2	43	3	1	2	2	01		305	3	5	200601100256	20060110025601	594.837915874435
10	02	01	05	595.37383153	03	2	23	5	1	2	2	01		611	6	11	200601100256	20060110025601	594.837915874435
10	03	01	05	595.37383153	05	2	2	5									200601100256	20060110025601	594.837915874435
10	01	01	05	582.65742305	01	1	46	4	1	2	2	01		305	3	5	200601100257	20060110025701	584.657839254253
10	02	01	05	582.65742305	03	2	22	5	1	2	2	01		407	4	7	200601100257	20060110025701	584.657839254253
10	03	01	05	582.65742305	03	1	20	5	1	2	2	02		611	6	11	200601100257	20060110025701	584.657839254253
10	04	01	05	582.65742305	03	2	16	1	1	2	2	07		305	3	5	200601100257	20060110025701	584.657839254253
10	05	01	05	582.65742305	04	1	18	1	1	2	2	01		611	6	11	200601100257	20060110025701	584.657839254253
10	06	01	05	582.65742305	05	1	6	5	2	1			1	300	3	0	200601100257	20060110025701	584.657839254253
10	01	01	05	641.87026127	01	2	30	5	1	2	2	01		611	6	11	200601100258	20060110025801	642.465343086391
10	02	01	05	641.87026127	03	2	12	5	1	1			1	407	4	7	200601100258	20060110025801	642.465343086391
10	01	01	05	560.52386613	01	2	57	5	1	2	2	07		302	3	2	200601100259	20060110025901	563.102956532059
10	02	01	05	560.52386613	03	2	37	4	1	2	2	01		408	4	8	200601100259	20060110025901	563.102956532059
10	03	01	05	560.52386613	05	2	18	5	1	1			1	500	5	0	200601100259	20060110025901	563.102956532059
10	04	01	05	560.52386613	05	2	17	5	1	1			1	409	4	9	200601100259	20060110025901	563.102956532059
10	05	01	05	560.52386613	05	1	15	5	1	2	2	06		406	4	6	200601100259	20060110025901	563.102956532059
10	01	01	05	664.20567342	01	1	50	2	1	2	2	01		305	3	5	200601100260	20060110026001	665.403682670504
10	02	01	05	664.20567342	02	2	44	2	1	2	2	01		407	4	7	200601100260	20060110026001	665.403682670504
10	03	01	05	664.20567342	03	2	19	5	1	1			2	500	5	0	200601100260	20060110026001	665.403682670504
10	04	01	05	664.20567342	03	2	16	5	1	1			1	610	6	10	200601100260	20060110026001	665.403682670504
10	01	01	05	683.05253524	01	1	48	2	1	2	2	01		305	3	5	200601100261	20060110026101	684.969992216788
10	02	01	05	683.05253524	02	2	42	2	1	2	2	07		305	3	5	200601100261	20060110026101	684.969992216788
10	03	01	05	683.05253524	03	1	23	5	1	2	2	01		611	6	11	200601100261	20060110026101	684.969992216788
10	04	01	05	683.05253524	03	2	20	5	1	2	2	02		409	4	9	200601100261	20060110026101	684.969992216788
10	05	01	05	683.05253524	05	2	1	5									200601100261	20060110026101	684.969992216788
10	06	01	05	683.05253524	03	1	13	5	1	1			1	407	4	7	200601100261	20060110026101	684.969992216788
10	01	01	05	742.48742673	01	2	50	4	1	2	2	01		305	3	5	200601100262	20060110026201	743.271299483587
10	02	01	05	742.48742673	03	1	26	5	1	2	2	01		611	6	11	200601100262	20060110026201	743.271299483587
10	03	01	05	742.48742673	03	2	16	5	1	1			1	409	4	9	200601100262	20060110026201	743.271299483587
10	01	01	05	828.67805772	01	1	45	2	1	2	2	01		302	3	2	200601100263	20060110026301	830.366181138198
10	02	01	05	828.67805772	02	2	42	2	1	2	2	07		303	3	3	200601100263	20060110026301	830.366181138198
10	03	01	05	828.67805772	03	2	25	5	1	2	2	01		611	6	11	200601100263	20060110026301	830.366181138198
10	04	01	05	828.67805772	03	1	22	5	1	2	2	01		408	4	8	200601100263	20060110026301	830.366181138198
10	01	01	05	656.38646181	01	2	32	4	1	2	2	01		303	3	3	200601100264	20060110026401	657.993491638346
10	02	01	05	656.38646181	03	1	16	5	1	1			1	610	6	10	200601100264	20060110026401	657.993491638346
10	03	01	05	656.38646181	03	1	11	5	1	1			1	400	4	0	200601100264	20060110026401	657.993491638346
10	04	01	05	656.38646181	08	1	13	5	1	1			1	400	4	0	200601100264	20060110026401	657.993491638346
10	05	01	05	656.38646181	06	2	56	5	1	2	2	07		302	3	2	200601100264	20060110026401	657.993491638346
10	01	01	05	838.86462037	01	1	29	2	1	2	2	01		407	4	7	200601100265	20060110026501	838.242928720454
10	02	01	05	838.86462037	02	2	30	2	1	2	2	07		610	6	10	200601100265	20060110026501	838.242928720454
10	03	01	05	838.86462037	03	1	12	5	1	1			1	406	4	6	200601100265	20060110026501	838.242928720454
10	04	01	05	838.86462037	03	2	8	5	1	1			1	302	3	2	200601100265	20060110026501	838.242928720454
10	05	01	05	838.86462037	03	2	4	5									200601100265	20060110026501	838.242928720454
10	06	01	05	838.86462037	03	2	2	5									200601100265	20060110026501	838.242928720454
10	07	01	05	838.86462037	08	1	29	4	1	2	2	01		305	3	5	200601100265	20060110026501	838.242928720454
10	08	01	05	838.86462037	08	1	23	5	1	2	2	01		305	3	5	200601100265	20060110026501	838.242928720454
10	01	01	05	785.50000393	01	1	33	2	1	2	2	01		611	6	11	200601100266	20060110026601	783.277449740399
10	02	01	05	785.50000393	02	2	27	2	1	2	2	07		611	6	11	200601100266	20060110026601	783.277449740399
10	03	01	05	785.50000393	03	2	3	5									200601100266	20060110026601	783.277449740399
10	04	01	05	785.50000393	03	1	1	5									200601100266	20060110026601	783.277449740399
10	01	01	05	571.22664923	01	2	25	1	1	2	2	01		408	4	8	200601100267	20060110026701	568.718593941855
10	02	01	05	571.22664923	02	1	35	1	1	2	2	01		304	3	4	200601100267	20060110026701	568.718593941855
10	03	01	05	571.22664923	03	1	1	5									200601100267	20060110026701	568.718593941855
10	04	01	05	571.22664923	08	2	26	5	1	2	2	01		302	3	2	200601100267	20060110026701	568.718593941855
10	05	01	05	571.22664923	09	2	6	5	1	1			1	200	2	0	200601100267	20060110026701	568.718593941855
10	06	01	05	571.22664923	09	1	3	5									200601100267	20060110026701	568.718593941855
10	07	01	05	571.22664923	09	2	20	5	1	2	2	01		611	6	11	200601100267	20060110026701	568.718593941855
10	08	01	05	571.22664923	09	2	20	5	1	2	2	01		304	3	4	200601100267	20060110026701	568.718593941855
10	01	01	05	809.9869587	01	1	40	2	1	2	2	01		611	6	11	200601100268	20060110026801	810.84209331964
10	02	01	05	809.9869587	02	2	38	2	1	2	2	01		503	5	3	200601100268	20060110026801	810.84209331964
10	03	01	05	809.9869587	03	2	12	5	1	1			1	408	4	8	200601100268	20060110026801	810.84209331964
10	01	01	05	700.22268672	01	2	41	3	1	2	2	07		407	4	7	200601100269	20060110026901	700.871867426374
10	02	01	05	700.22268672	03	2	18	5	1	1			1	409	4	9	200601100269	20060110026901	700.871867426374
10	01	01	05	793.93846587	01	1	40	2	1	2	2	01		305	3	5	200601100270	20060110027001	791.874181937612
10	02	01	05	793.93846587	02	2	32	2	1	2	2	07		611	6	11	200601100270	20060110027001	791.874181937612
10	03	01	05	793.93846587	03	2	8	5	1	1			1	302	3	2	200601100270	20060110027001	791.874181937612
10	04	01	05	793.93846587	03	2	6	5	2	1			1	301	3	1	200601100270	20060110027001	791.874181937612
10	01	01	05	785.62103422	01	2	44	4	1	2	2	11		505	5	5	200601100271	20060110027101	785.818429283935
10	01	01	05	951.0829096	01	1	36	1	1	2	2	01		611	6	11	200601100272	20060110027201	952.170985192247
10	02	01	05	951.0829096	02	2	31	1	1	2	2	01		611	6	11	200601100272	20060110027201	952.170985192247
10	03	01	05	951.0829096	03	1	16	5	1	1			1	408	4	8	200601100272	20060110027201	952.170985192247
10	04	01	05	951.0829096	03	2	2	5									200601100272	20060110027201	952.170985192247
10	05	01	05	951.0829096	07	2	78	3	1	2	2	07		407	4	7	200601100272	20060110027201	952.170985192247
10	06	01	05	951.0829096	08	1	50	4	1	2	2	01		305	3	5	200601100272	20060110027201	952.170985192247
10	01	01	05	693.16533806	01	2	40	5	1	2	2	01		505	5	5	200601100273	20060110027301	695.04974618106
10	02	01	05	693.16533806	03	2	17	5	1	2	2	01		611	6	11	200601100273	20060110027301	695.04974618106
10	03	01	05	693.16533806	03	1	12	5	1	1			1	407	4	7	200601100273	20060110027301	695.04974618106
