Reg	Orden	Hogar	Area	Fex_c	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	Llave_viv	Llave_hog	Fex_c_2011
50	01	01	23	80.404283221	1	1												200601104080	20060110408001	82.5183858683164
50	02	01	23	80.404283221	1	5	2	1										200601104080	20060110408001	82.5183858683164
50	03	01	23	80.404283221	1	1												200601104080	20060110408001	82.5183858683164
50	04	01	23	80.404283221	1	5	2	2	2	1							1	200601104080	20060110408001	82.5183858683164
50	05	01	23	80.404283221	1	6												200601104080	20060110408001	82.5183858683164
50	01	01	23	124.77309491	1	5	2	1										200601104081	20060110408101	125.938762713258
50	01	01	23	117.13089031	1	1												200601104082	20060110408201	117.167336945034
50	02	01	23	117.13089031	1	2	2	2	2	1							1	200601104082	20060110408201	117.167336945034
50	05	01	23	117.13089031	1	1												200601104082	20060110408201	117.167336945034
50	01	01	23	108.66268325	2	1												200601104083	20060110408301	110.418653066788
50	02	01	23	108.66268325	2	1												200601104083	20060110408301	110.418653066788
50	03	01	23	108.66268325	2	1												200601104083	20060110408301	110.418653066788
50	05	01	23	108.66268325	2	1												200601104083	20060110408301	110.418653066788
50	01	01	23	111.22557574	2	1												200601104084	20060110408401	112.32598287251
50	02	01	23	111.22557574	2	2	2	2	2	1							1	200601104084	20060110408401	112.32598287251
50	01	01	23	124.11464483	2	1												200601104085	20060110408501	126.367963985036
50	02	01	23	124.11464483	2	5	2	2	2	1							1	200601104085	20060110408501	126.367963985036
50	03	01	23	124.11464483	3	1												200601104085	20060110408501	126.367963985036
50	01	01	23	109.06285646	2	2	1											200601104086	20060110408601	108.125369892213
50	02	01	23	109.06285646	2	1												200601104086	20060110408601	108.125369892213
50	03	01	23	109.06285646	2	1												200601104086	20060110408601	108.125369892213
50	04	01	23	109.06285646	2	3	2	2	2	2	2							200601104086	20060110408601	108.125369892213
50	05	01	23	109.06285646	2	3	2	2	2	2	2							200601104086	20060110408601	108.125369892213
50	06	01	23	109.06285646	2	3	2	2	2	2	2							200601104086	20060110408601	108.125369892213
50	01	01	23	121.75492965	1	1												200601104087	20060110408701	122.157223878917
50	02	01	23	121.75492965	1	4	2	2	2	1							1	200601104087	20060110408701	122.157223878917
50	03	01	23	121.75492965	1	3	2	2	2	2	2							200601104087	20060110408701	122.157223878917
50	01	01	23	68.109399987	2	1												200601104088	20060110408801	70.3516074561326
50	02	01	23	68.109399987	2	1												200601104088	20060110408801	70.3516074561326
50	03	01	23	68.109399987	3	1												200601104088	20060110408801	70.3516074561326
50	04	01	23	68.109399987	2	5	2	2	2	2	2							200601104088	20060110408801	70.3516074561326
50	01	01	23	102.00638555	1	5	2	2	2	2	2							200601104089	20060110408901	103.211051066229
50	01	01	23	123.80617409	2	2	2	2	2	1							1	200601104090	20060110409001	124.535356639569
50	02	01	23	123.80617409	2	1												200601104090	20060110409001	124.535356639569
50	01	01	23	78.142510438	1	5	2	2	2	2	2							200601104091	20060110409101	77.8827091547493
50	02	01	23	78.142510438	1	1												200601104091	20060110409101	77.8827091547493
50	04	01	23	78.142510438	1	5	2	2	2	2	2							200601104091	20060110409101	77.8827091547493
50	01	01	23	93.60099247	1	5	2	1										200601104092	20060110409201	91.4716346064548
50	02	01	23	93.60099247	1	3	2	2	2	2	2							200601104092	20060110409201	91.4716346064548
50	03	01	23	93.60099247	1	3	2	2	2	2	2							200601104092	20060110409201	91.4716346064548
50	04	01	23	93.60099247	4	1												200601104092	20060110409201	91.4716346064548
50	01	01	23	128.26249361	2	5	2	2	2	2	1	02	1	1		04	1	200601104093	20060110409301	128.944742971679
50	02	01	23	128.26249361	2	3	2	2	2	2	2							200601104093	20060110409301	128.944742971679
50	01	01	23	104.90159839	1	4	2	2	2	2	2							200601104094	20060110409401	104.341828624307
50	02	01	23	104.90159839	1	3	2	2	2	2	1	14						200601104094	20060110409401	104.341828624307
50	01	01	23	114.71497444	1	1												200601104095	20060110409501	115.33196313093
50	02	01	23	114.71497444	1	4	2	1										200601104095	20060110409501	115.33196313093
50	03	01	23	114.71497444	1	3	2	2	2	2	2							200601104095	20060110409501	115.33196313093
50	01	01	23	104.42362852	1	1												200601104096	20060110409601	106.69209894391
50	02	01	23	104.42362852	2	1												200601104096	20060110409601	106.69209894391
50	03	01	23	104.42362852	1	3	2	2	2	1							1	200601104096	20060110409601	106.69209894391
50	01	01	23	95.590027554	2	5	2	1										200601104097	20060110409701	97.5733071097028
50	02	01	23	95.590027554	2	4	2	2	2	2	2							200601104097	20060110409701	97.5733071097028
50	03	01	23	95.590027554	2	5	2	1										200601104097	20060110409701	97.5733071097028
50	06	01	23	95.590027554	2	1												200601104097	20060110409701	97.5733071097028
50	01	01	23	83.18643623	1	1												200601104098	20060110409801	84.3067573144707
50	02	01	23	83.18643623	1	4	2	2	2	2	2							200601104098	20060110409801	84.3067573144707
50	03	01	23	83.18643623	1	1												200601104098	20060110409801	84.3067573144707
50	01	01	23	97.376106963	2	5	1											200601104099	20060110409901	99.2359930509006
50	02	01	23	97.376106963	2	4	2	2	2	2	2							200601104099	20060110409901	99.2359930509006
50	03	01	23	97.376106963	2	1												200601104099	20060110409901	99.2359930509006
50	04	01	23	97.376106963	2	3	2	2	2	2	2							200601104099	20060110409901	99.2359930509006
50	05	01	23	97.376106963	2	1												200601104099	20060110409901	99.2359930509006
50	01	01	23	78.569537554	1	5	2	2	2	2	2							200601104100	20060110410001	79.5090377515448
50	02	01	23	78.569537554	1	2	2	2	2	1							1	200601104100	20060110410001	79.5090377515448
50	03	01	23	78.569537554	1	1												200601104100	20060110410001	79.5090377515448
50	04	01	23	78.569537554	1	1												200601104100	20060110410001	79.5090377515448
50	05	01	23	78.569537554	1	1												200601104100	20060110410001	79.5090377515448
50	01	01	23	96.934819557	2	1												200601104101	20060110410101	99.2849173077696
50	02	01	23	96.934819557	2	4	2	2	2	2	2							200601104101	20060110410101	99.2849173077696
50	03	01	23	96.934819557	2	1												200601104101	20060110410101	99.2849173077696
50	04	01	23	96.934819557	2	1												200601104101	20060110410101	99.2849173077696
50	01	01	23	119.44062048	1	1												200601104102	20060110410201	120.58337067462
50	02	01	23	119.44062048	1	1												200601104102	20060110410201	120.58337067462
50	01	01	23	88.327474318	2	1												200601104103	20060110410301	87.8847311581404
50	02	01	23	88.327474318	2	4	2	2	2	2	1	09	1	2				200601104103	20060110410301	87.8847311581404
50	03	01	23	88.327474318	2	3	2	2	2	2	2							200601104103	20060110410301	87.8847311581404
50	04	01	23	88.327474318	2	3	2	2	2	2	2							200601104103	20060110410301	87.8847311581404
50	05	01	23	88.327474318	2	1												200601104103	20060110410301	87.8847311581404
50	01	01	23	91.952137365	1	4	2	2	2	2	2							200601104104	20060110410401	89.5603310511734
50	02	01	23	91.952137365	2	4	2	2	2	2	2							200601104104	20060110410401	89.5603310511734
50	03	01	23	91.952137365	2	1												200601104104	20060110410401	89.5603310511734
50	04	01	23	91.952137365	4	3	2	2	2	2	1	14						200601104104	20060110410401	89.5603310511734
50	05	01	23	91.952137365	1	1												200601104104	20060110410401	89.5603310511734
50	01	01	23	102.14440636	1	4	2	2	2	2	2							200601104105	20060110410501	100.404852566497
50	02	01	23	102.14440636	1	1												200601104105	20060110410501	100.404852566497
50	03	01	23	102.14440636	1	1												200601104105	20060110410501	100.404852566497
50	04	01	23	102.14440636	1	1												200601104105	20060110410501	100.404852566497
50	01	01	23	118.40923505	2	1												200601104106	20060110410601	119.086399517999
50	02	01	23	118.40923505	2	1												200601104106	20060110410601	119.086399517999
50	06	01	23	118.40923505	6	1												200601104106	20060110410601	119.086399517999
50	01	01	23	68.735703956	1	1												200601104107	20060110410701	69.7864134417394
50	02	01	23	68.735703956	1	4	2	2	2	2	2							200601104107	20060110410701	69.7864134417394
50	03	01	23	68.735703956	1	1												200601104107	20060110410701	69.7864134417394
50	04	01	23	68.735703956	1	1												200601104107	20060110410701	69.7864134417394
50	01	01	23	84.605437411	1	1												200601104108	20060110410801	84.6783421958907
50	02	01	23	84.605437411	1	4	2	2	2	2	2							200601104108	20060110410801	84.6783421958907
50	03	01	23	84.605437411	1	3	2	2	2	2	2							200601104108	20060110410801	84.6783421958907
50	04	01	23	84.605437411	1	1												200601104108	20060110410801	84.6783421958907
50	01	01	23	82.552636003	1	4	1											200601104109	20060110410901	82.3065348500959
50	02	01	23	82.552636003	1	4	2	2	2	2	2							200601104109	20060110410901	82.3065348500959
50	03	01	23	82.552636003	1	1												200601104109	20060110410901	82.3065348500959
50	01	01	23	97.248829356	1	1												200601104110	20060110411001	98.0543692872126
50	02	01	23	97.248829356	1	4	2	2	2	2	2							200601104110	20060110411001	98.0543692872126
50	05	01	23	97.248829356	1	1												200601104110	20060110411001	98.0543692872126
50	06	01	23	97.248829356	1	1												200601104110	20060110411001	98.0543692872126
50	01	01	23	127.06277246	1	1												200601104111	20060110411101	126.648043213408
50	02	01	23	127.06277246	2	1												200601104111	20060110411101	126.648043213408
50	03	01	23	127.06277246	1	3	2	2	2	2	2							200601104111	20060110411101	126.648043213408
50	04	01	23	127.06277246	1	1												200601104111	20060110411101	126.648043213408
50	01	01	23	123.34073556	2	1												200601104112	20060110411201	123.441654251159
50	02	01	23	123.34073556	2	1												200601104112	20060110411201	123.441654251159
50	03	01	23	123.34073556	2	1												200601104112	20060110411201	123.441654251159
50	01	01	23	123.52697943	1	5	2	2	2	1							1	200601104113	20060110411301	122.132375818151
50	02	01	23	123.52697943	2	4	2	2	2	2	1	09	2		2			200601104113	20060110411301	122.132375818151
50	03	01	23	123.52697943	3	3	2	2	2	2	1	14						200601104113	20060110411301	122.132375818151
50	04	01	23	123.52697943	1	3	2	2	2	2	2							200601104113	20060110411301	122.132375818151
50	05	01	23	123.52697943	1	3	2	2	2	2	2							200601104113	20060110411301	122.132375818151
50	01	01	23	126.32787991	1	1												200601104114	20060110411401	125.23108244326
50	02	01	23	126.32787991	1	1												200601104114	20060110411401	125.23108244326
50	03	01	23	126.32787991	1	3	2	2	2	2	2							200601104114	20060110411401	125.23108244326
50	05	01	23	126.32787991	5	4	2	2	2	2	2							200601104114	20060110411401	125.23108244326
50	01	01	23	105.57345776	1	1												200601104115	20060110411501	105.119389633792
50	02	01	23	105.57345776	1	4	2	2	2	2	2							200601104115	20060110411501	105.119389633792
50	03	01	23	105.57345776	1	3	2	2	2	2	2							200601104115	20060110411501	105.119389633792
50	04	01	23	105.57345776	1	3	2	2	2	2	2							200601104115	20060110411501	105.119389633792
50	05	01	23	105.57345776	1	1												200601104115	20060110411501	105.119389633792
50	01	01	23	78.581226113	1	4	2	2	2	2	2							200601104116	20060110411601	80.912540690978
50	02	01	23	78.581226113	2	5	2	2	2	2	2							200601104116	20060110411601	80.912540690978
50	03	01	23	78.581226113	1	5	2	2	2	2	2							200601104116	20060110411601	80.912540690978
50	01	01	23	107.89816768	1	1												200601104117	20060110411701	105.804988311661
50	02	01	23	107.89816768	1	3	2	2	2	2	2							200601104117	20060110411701	105.804988311661
50	04	01	23	107.89816768	1	1												200601104117	20060110411701	105.804988311661
50	01	01	23	77.3928544	1	5	1											200601104118	20060110411801	77.1621352902921
50	02	01	23	77.3928544	1	1												200601104118	20060110411801	77.1621352902921
50	03	01	23	77.3928544	1	5	2	2	2	2	2							200601104118	20060110411801	77.1621352902921
50	01	01	23	99.429960619	3	1												200601104119	20060110411901	99.0563044334147
50	02	01	23	99.429960619	3	4	2	2	2	2	2							200601104119	20060110411901	99.0563044334147
50	03	01	23	99.429960619	3	3	2	2	2	2	1	14						200601104119	20060110411901	99.0563044334147
50	04	01	23	99.429960619	3	2	1											200601104119	20060110411901	99.0563044334147
50	01	01	23	121.47395567	3	5	2	2	2	2	2							200601104120	20060110412001	124.517621324343
50	02	01	23	121.47395567	3	1												200601104120	20060110412001	124.517621324343
50	03	01	23	121.47395567	3	2	2	2	2	1							1	200601104120	20060110412001	124.517621324343
50	04	01	23	121.47395567	3	1												200601104120	20060110412001	124.517621324343
50	05	01	23	121.47395567	3	4	2	2	2	2	2							200601104120	20060110412001	124.517621324343
50	06	01	23	121.47395567	3	1												200601104120	20060110412001	124.517621324343
50	07	01	23	121.47395567	3	1												200601104120	20060110412001	124.517621324343
50	08	01	23	121.47395567	3	3	2	2	2	2	2							200601104120	20060110412001	124.517621324343
50	01	01	50	165.00049647	2	1												200601104121	20060110412101	164.4930766117
50	02	01	50	165.00049647	2	1												200601104121	20060110412101	164.4930766117
50	01	01	50	145.03693425	1	2	2	2	2	1							1	200601104122	20060110412201	144.996346337711
50	02	01	50	145.03693425	1	1												200601104122	20060110412201	144.996346337711
50	03	01	50	145.03693425	1	3	2	2	2	2	2							200601104122	20060110412201	144.996346337711
50	04	01	50	145.03693425	1	3	2	2	2	2	2							200601104122	20060110412201	144.996346337711
50	01	01	50	150.63204461	1	1												200601104123	20060110412301	151.26583187123
50	01	01	50	125.11584025	1	4	2	2	2	2	2							200601104124	20060110412401	124.375191524573
50	02	01	50	125.11584025	1	1												200601104124	20060110412401	124.375191524573
50	03	01	50	125.11584025	3	1												200601104124	20060110412401	124.375191524573
50	04	01	50	125.11584025	3	4	2	2	1									200601104124	20060110412401	124.375191524573
50	01	01	50	163.99074315	1	5	2	2	2	2	2							200601104125	20060110412501	164.736839615401
50	02	01	50	163.99074315	1	1												200601104125	20060110412501	164.736839615401
50	01	01	50	138.71746295	3	4	2	2	2	2	2							200601104126	20060110412601	138.716239206585
50	02	01	50	138.71746295	3	1												200601104126	20060110412601	138.716239206585
50	03	01	50	138.71746295	3	1												200601104126	20060110412601	138.716239206585
50	04	01	50	138.71746295	4	4	2	2	2	2	2							200601104126	20060110412601	138.716239206585
50	01	01	50	156.53489031	1	5	2	2	2	2	2							200601104127	20060110412701	156.839059436147
50	02	01	50	156.53489031	1	1												200601104127	20060110412701	156.839059436147
50	03	01	50	156.53489031	1	3	2	2	2	2	2							200601104127	20060110412701	156.839059436147
50	04	01	50	156.53489031	1	3	2	2	2	2	2							200601104127	20060110412701	156.839059436147
50	01	01	50	187.08344871	2	1												200601104128	20060110412801	186.770610414966
50	02	01	50	187.08344871	2	4	2	2	2	2	1	09	2		2			200601104128	20060110412801	186.770610414966
50	03	01	50	187.08344871	2	1												200601104128	20060110412801	186.770610414966
50	04	01	50	187.08344871	2	1												200601104128	20060110412801	186.770610414966
50	05	01	50	187.08344871	2	1												200601104128	20060110412801	186.770610414966
50	07	01	50	187.08344871	2	5	2	2	2	2	2							200601104128	20060110412801	186.770610414966
50	01	01	50	183.23756079	1	1												200601104129	20060110412901	183.160351953324
50	02	01	50	183.23756079	1	3	1											200601104129	20060110412901	183.160351953324
50	03	01	50	183.23756079	1	3	2	2	2	2	2							200601104129	20060110412901	183.160351953324
50	01	01	50	136.31268055	1	4	2	2	2	2	2							200601104130	20060110413001	136.189820278617
50	01	01	50	143.65151787	1	1												200601104131	20060110413101	143.490017463128
50	02	01	50	143.65151787	1	4	2	2	2	2	2							200601104131	20060110413101	143.490017463128
50	03	01	50	143.65151787	1	3	2	2	2	2	2							200601104131	20060110413101	143.490017463128
50	01	01	50	159.28279654	2	1												200601104132	20060110413201	160.164040288206
50	02	01	50	159.28279654	2	4	2	2	2	2	2							200601104132	20060110413201	160.164040288206
50	01	01	50	171.8219046	1	1												200601104133	20060110413301	171.548082627676
50	02	01	50	171.8219046	1	4	2	2	2	2	1	12						200601104133	20060110413301	171.548082627676
50	03	01	50	171.8219046	1	3	2	2	2	1							1	200601104133	20060110413301	171.548082627676
50	04	01	50	171.8219046	1	1												200601104133	20060110413301	171.548082627676
50	01	01	50	121.7449133	1	5	2	2	2	2	2							200601104134	20060110413401	122.134548770614
50	02	01	50	121.7449133	1	1												200601104134	20060110413401	122.134548770614
50	03	01	50	121.7449133	1	3	2	2	2	2	2							200601104134	20060110413401	122.134548770614
50	01	01	50	140.77291506	1	1												200601104135	20060110413501	140.760420536934
50	02	01	50	140.77291506	1	3	2	2	2	2	2							200601104135	20060110413501	140.760420536934
50	01	01	50	203.28935138	2	1												200601104136	20060110413601	203.186122840597
50	02	01	50	203.28935138	2	1												200601104136	20060110413601	203.186122840597
50	03	01	50	203.28935138	2	1												200601104136	20060110413601	203.186122840597
50	04	01	50	203.28935138	2	3	2	2	2	2	2							200601104136	20060110413601	203.186122840597
50	06	01	50	203.28935138	2	1												200601104136	20060110413601	203.186122840597
50	07	01	50	203.28935138	2	4	2	2	2	2	1	12						200601104136	20060110413601	203.186122840597
50	01	01	50	152.07465581	1	2	2	2	2	1							1	200601104137	20060110413701	152.26845917783
50	02	01	50	152.07465581	2	1												200601104137	20060110413701	152.26845917783
50	03	01	50	152.07465581	2	5	2	2	2	2	1	10	1	2				200601104137	20060110413701	152.26845917783
50	01	01	50	133.49058147	2	2	2	2	2	1							1	200601104138	20060110413801	133.979460937929
50	02	01	50	133.49058147	2	4	2	2	2	1							1	200601104138	20060110413801	133.979460937929
50	01	01	50	138.69085222	1	4	2	2	2	1							1	200601104139	20060110413901	138.063306092888
50	02	01	50	138.69085222	1	3	2	2	2	2	2							200601104139	20060110413901	138.063306092888
50	01	01	50	172.55715289	1	2	1											200601104140	20060110414001	171.929168393281
50	02	01	50	172.55715289	1	3	2	2	2	2	2							200601104140	20060110414001	171.929168393281
50	03	01	50	172.55715289	1	3	2	2	2	2	2							200601104140	20060110414001	171.929168393281
50	01	01	50	162.17839739	1	1												200601104141	20060110414101	162.282717271012
50	02	01	50	162.17839739	1	5	2	2	2	2	2							200601104141	20060110414101	162.282717271012
50	03	01	50	162.17839739	1	4	2	2	2	2	2							200601104141	20060110414101	162.282717271012
50	01	01	50	150.63204461	1	1												200601104142	20060110414201	151.26583187123
50	01	01	50	148.30226966	2	1												200601104143	20060110414301	148.566518358305
50	02	01	50	148.30226966	2	4	2	2	2	2	2							200601104143	20060110414301	148.566518358305
50	01	01	50	175.17697407	2	1												200601104144	20060110414401	175.566083034481
50	02	01	50	175.17697407	2	4	2	2	2	1							1	200601104144	20060110414401	175.566083034481
50	03	01	50	175.17697407	2	3	2	2	2	2	2							200601104144	20060110414401	175.566083034481
50	06	01	50	175.17697407	2	4	2	2	2	2	2							200601104144	20060110414401	175.566083034481
50	01	02	50	175.17697407	1	5	1											200601104144	20060110414402	175.566083034481
50	02	02	50	175.17697407	1	3	2	2	2	2	1	14						200601104144	20060110414402	175.566083034481
50	03	02	50	175.17697407	1	3	2	2	2	2	1	14						200601104144	20060110414402	175.566083034481
50	01	03	50	175.17697407	1	1												200601104144	20060110414403	175.566083034481
50	01	04	50	175.17697407	1	4	2	2	2	2	2							200601104144	20060110414404	175.566083034481
50	01	01	50	209.30259302	2	1												200601104145	20060110414501	210.08127571325
50	02	01	50	209.30259302	2	4	1											200601104145	20060110414501	210.08127571325
50	01	01	50	139.38680759	1	1												200601104146	20060110414601	140.277030815839
50	02	01	50	139.38680759	2	1												200601104146	20060110414601	140.277030815839
50	01	01	50	166.69582671	3	1												200601104147	20060110414701	166.349615961346
50	02	01	50	166.69582671	3	3	2	2	2	2	2							200601104147	20060110414701	166.349615961346
50	03	01	50	166.69582671	3	4	2	2	2	2	2							200601104147	20060110414701	166.349615961346
50	04	01	50	166.69582671	3	1												200601104147	20060110414701	166.349615961346
50	05	01	50	166.69582671	3	1												200601104147	20060110414701	166.349615961346
50	01	01	50	181.19532961	1	1												200601104148	20060110414801	181.818105821215
50	02	01	50	181.19532961	2	4	2	2	2	1							1	200601104148	20060110414801	181.818105821215
50	01	02	50	181.19532961	1	1												200601104148	20060110414802	181.818105821215
50	02	02	50	181.19532961	1	1												200601104148	20060110414802	181.818105821215
50	01	03	50	181.19532961	2	1												200601104148	20060110414803	181.818105821215
50	02	03	50	181.19532961	2	1												200601104148	20060110414803	181.818105821215
50	01	01	50	165.95078354	1	4	1											200601104149	20060110414901	165.984658090537
50	02	01	50	165.95078354	1	5	2	2	2	1							1	200601104149	20060110414901	165.984658090537
50	03	01	50	165.95078354	1	1												200601104149	20060110414901	165.984658090537
50	04	01	50	165.95078354	1	5	2	2	2	1							1	200601104149	20060110414901	165.984658090537
50	01	01	50	145.97249471	1	1												200601104150	20060110415001	145.867204845381
50	02	01	50	145.97249471	1	3	2	2	2	2	2							200601104150	20060110415001	145.867204845381
50	03	01	50	145.97249471	1	3	2	2	2	2	2							200601104150	20060110415001	145.867204845381
50	01	01	50	149.09471277	1	5	2	2	2	2	2							200601104151	20060110415101	148.443902555928
50	02	01	50	149.09471277	1	5	2	2	2	2	2							200601104151	20060110415101	148.443902555928
50	01	01	50	161.6609682	2	1												200601104152	20060110415201	162.037526102477
50	02	01	50	161.6609682	2	1												200601104152	20060110415201	162.037526102477
50	03	01	50	161.6609682	2	3	2	2	1									200601104152	20060110415201	162.037526102477
50	01	01	50	166.36891482	1	1												200601104153	20060110415301	166.610325429672
50	02	01	50	166.36891482	1	1												200601104153	20060110415301	166.610325429672
50	04	01	50	166.36891482	1	5	2	2	2	2	1	12						200601104153	20060110415301	166.610325429672
50	01	01	50	138.19852809	1	1												200601104154	20060110415401	138.552260265124
50	02	01	50	138.19852809	1	1												200601104154	20060110415401	138.552260265124
50	01	01	50	161.6609682	2	1												200601104155	20060110415501	162.037526102477
50	02	01	50	161.6609682	2	1												200601104155	20060110415501	162.037526102477
50	03	01	50	161.6609682	2	1												200601104155	20060110415501	162.037526102477
50	01	01	50	128.58711064	1	1												200601104156	20060110415601	128.049047999706
50	02	01	50	128.58711064	1	1												200601104156	20060110415601	128.049047999706
50	01	01	50	165.00049647	2	1												200601104157	20060110415701	164.4930766117
50	02	01	50	165.00049647	2	1												200601104157	20060110415701	164.4930766117
50	01	01	50	47.386126607	1	1												200601104158	20060110415801	47.5179272802664
50	02	01	50	47.386126607	1	4	2	2	2	2	2							200601104158	20060110415801	47.5179272802664
50	01	01	50	54.901741889	2	1												200601104159	20060110415901	54.9814073917918
50	02	01	50	54.901741889	2	4	2	2	2	2	2							200601104159	20060110415901	54.9814073917918
50	03	01	50	54.901741889	2	1												200601104159	20060110415901	54.9814073917918
50	01	01	50	51.115929114	1	4	2	2	2	2	2							200601104160	20060110416001	50.9780101111112
50	02	01	50	51.115929114	1	1												200601104160	20060110416001	50.9780101111112
50	01	01	50	47.077391654	2	1												200601104161	20060110416101	47.2305439727352
50	02	01	50	47.077391654	2	1												200601104161	20060110416101	47.2305439727352
50	03	01	50	47.077391654	2	3	2	2	2	2	2							200601104161	20060110416101	47.2305439727352
50	01	01	50	60.249689772	1	1												200601104162	20060110416201	60.3985264922499
50	02	01	50	60.249689772	1	1												200601104162	20060110416201	60.3985264922499
50	03	01	50	60.249689772	1	3	2	2	2	2	2							200601104162	20060110416201	60.3985264922499
50	01	01	50	54.901741889	1	1												200601104163	20060110416301	54.9814073917918
50	02	01	50	54.901741889	1	1												200601104163	20060110416301	54.9814073917918
50	03	01	50	54.901741889	1	5	2	2	2	2	2							200601104163	20060110416301	54.9814073917918
50	01	01	50	54.11694524	2	1												200601104164	20060110416401	54.3631570730824
50	02	01	50	54.11694524	2	4	2	2	2	2	2							200601104164	20060110416401	54.3631570730824
50	01	01	50	59.004802342	1	1												200601104165	20060110416501	59.1768860218067
50	02	01	50	59.004802342	1	4	2	2	2	2	1	12						200601104165	20060110416501	59.1768860218067
50	01	01	50	42.137217988	1	1												200601104166	20060110416601	42.2216998418614
50	03	01	50	42.137217988	1	4	2	2	2	2	2							200601104166	20060110416601	42.2216998418614
50	01	01	50	135.21858505	1	1												200601104167	20060110416701	134.727703643221
50	01	01	50	168.69868976	2	1												200601104168	20060110416801	169.309638942596
50	02	01	50	168.69868976	2	1												200601104168	20060110416801	169.309638942596
50	01	01	50	121.15124895	1	1												200601104169	20060110416901	121.528543247142
50	02	01	50	121.15124895	1	4	1											200601104169	20060110416901	121.528543247142
50	03	01	50	121.15124895	1	5	2	2	2	2	2							200601104169	20060110416901	121.528543247142
50	01	01	50	142.65876259	1	1												200601104170	20060110417001	143.12286052344
50	02	01	50	142.65876259	1	2	1											200601104170	20060110417001	143.12286052344
50	03	01	50	142.65876259	1	3	2	2	2	2	2							200601104170	20060110417001	143.12286052344
50	01	01	50	196.86907649	2	5	2	2	2	1							1	200601104171	20060110417101	197.367704107144
50	02	01	50	196.86907649	2	4	2	2	2	2	1	12						200601104171	20060110417101	197.367704107144
50	03	01	50	196.86907649	2	3	2	2	2	2	2							200601104171	20060110417101	197.367704107144
50	01	01	50	177.86687088	1	4	2	2	2	2	2							200601104172	20060110417201	178.453038528108
50	02	01	50	177.86687088	1	1												200601104172	20060110417201	178.453038528108
50	03	01	50	177.86687088	1	3	2	2	2	2	2							200601104172	20060110417201	178.453038528108
50	01	01	50	133.64788879	2	1												200601104173	20060110417301	134.037010125761
50	02	01	50	133.64788879	2	4	2	2	2	2	2							200601104173	20060110417301	134.037010125761
50	03	01	50	133.64788879	2	2	2	2	2	1							1	200601104173	20060110417301	134.037010125761
50	04	01	50	133.64788879	2	3	2	2	2	2	2							200601104173	20060110417301	134.037010125761
50	01	02	50	133.64788879	2	1												200601104173	20060110417302	134.037010125761
50	02	02	50	133.64788879	2	4	2	2	2	2	2							200601104173	20060110417302	134.037010125761
50	01	03	50	133.64788879	1	1												200601104173	20060110417303	134.037010125761
50	01	02	50	177.86687088	2	1												200601104174	20060110417402	178.453038528108
50	02	02	50	177.86687088	2	4	2	2	2	2	2							200601104174	20060110417402	178.453038528108
50	03	02	50	177.86687088	2	1												200601104174	20060110417402	178.453038528108
50	01	01	50	129.57438689	1	4	1											200601104175	20060110417501	130.306984961844
50	02	01	50	129.57438689	1	6												200601104175	20060110417501	130.306984961844
50	03	01	50	129.57438689	3	2	1											200601104175	20060110417501	130.306984961844
50	01	01	50	132.39648597	1	4	2	2	2	2	2							200601104176	20060110417601	132.517344302533
50	02	01	50	132.39648597	2	1												200601104176	20060110417601	132.517344302533
50	01	01	50	174.09448473	2	1												200601104177	20060110417701	174.751097708583
50	02	01	50	174.09448473	2	4	2	2	2	2	1	12						200601104177	20060110417701	174.751097708583
50	01	01	50	165.95078354	2	1												200601104178	20060110417801	165.984658090537
50	02	01	50	165.95078354	2	1												200601104178	20060110417801	165.984658090537
50	03	01	50	165.95078354	2	3	2	2	2	2	2							200601104178	20060110417801	165.984658090537
50	04	01	50	165.95078354	2	3	2	2	2	2	2							200601104178	20060110417801	165.984658090537
50	01	01	50	132.39648597	2	1												200601104179	20060110417901	132.517344302533
50	02	01	50	132.39648597	2	1												200601104179	20060110417901	132.517344302533
50	01	01	50	163.99074315	2	4	2	2	2	1							1	200601104180	20060110418001	164.736839615401
50	02	01	50	163.99074315	2	4	1											200601104180	20060110418001	164.736839615401
50	01	01	50	157.02721445	1	5	1											200601104181	20060110418101	156.350105263911
50	02	01	50	157.02721445	1	5	2	2	2	2	1	10	2		2			200601104181	20060110418101	156.350105263911
50	03	01	50	157.02721445	1	5	2	2	2	2	1	13						200601104181	20060110418101	156.350105263911
50	04	01	50	157.02721445	1	4	2	2	2	2	1	12						200601104181	20060110418101	156.350105263911
50	01	01	50	91.576269285	2	1												200601104182	20060110418201	91.528600707735
50	02	01	50	91.576269285	2	4	2	2	2	2	2							200601104182	20060110418201	91.528600707735
50	03	01	50	91.576269285	2	1												200601104182	20060110418201	91.528600707735
50	05	01	50	91.576269285	2	1												200601104182	20060110418201	91.528600707735
50	06	01	50	91.576269285	2	6												200601104182	20060110418201	91.528600707735
50	01	01	50	141.02062717	1	1												200601104183	20060110418301	140.762619605812
50	01	01	50	129.77539014	2	5	2	2	2	2	2							200601104184	20060110418401	129.773818550421
50	02	01	50	129.77539014	2	4	2	2	2	2	2							200601104184	20060110418401	129.773818550421
50	01	01	50	124.45460263	2	1												200601104185	20060110418501	124.159465199478
50	02	01	50	124.45460263	2	4	2	2	2	2	2							200601104185	20060110418501	124.159465199478
