Reg	Orden	Hogar	Area	Fex_c	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	Llave_viv	Llave_hog	Fex_c_2011
50	05	01	11	1659.5621384	4	3	2	2	2	2	2							200601101804	20060110180401	1654.04442415334
50	01	01	11	2523.2940257	2	1												200601101805	20060110180501	2516.58304434888
50	02	01	11	2523.2940257	2	4	2	2	2	2	1	12						200601101805	20060110180501	2516.58304434888
50	01	02	11	2523.2940257	1	1												200601101805	20060110180502	2516.58304434888
50	02	02	11	2523.2940257	1	3	2	2	2	2	2							200601101805	20060110180502	2516.58304434888
50	03	02	11	2523.2940257	1	3	2	2	2	2	2							200601101805	20060110180502	2516.58304434888
50	01	01	11	1660.37115	2	4	2	2	2	2	1	09	2		2			200601101806	20060110180601	1664.68418341014
50	02	01	11	1660.37115	2	5	1											200601101806	20060110180601	1664.68418341014
50	03	01	11	1660.37115	2	1												200601101806	20060110180601	1664.68418341014
50	04	01	11	1660.37115	2	1												200601101806	20060110180601	1664.68418341014
50	01	01	11	2686.4209208	1	4	2	2	2	1							1	200601101807	20060110180701	2684.73687121104
50	01	01	11	1835.7189659	4	1												200601101808	20060110180801	1837.58279990697
50	02	01	11	1835.7189659	4	1												200601101808	20060110180801	1837.58279990697
50	04	01	11	1835.7189659	4	4	2	2	2	2	1	13						200601101808	20060110180801	1837.58279990697
50	01	02	11	1835.7189659	1	5	2	1										200601101808	20060110180802	1837.58279990697
50	01	01	11	2886.552163	2	1												200601101809	20060110180901	2890.95646691148
50	02	01	11	2886.552163	2	5	2	1										200601101809	20060110180901	2890.95646691148
50	01	01	11	2285.3448407	1	5	2	2	2	2	1	12						200601101810	20060110181001	2281.67047969372
50	02	01	11	2285.3448407	1	3	2	2	2	2	2							200601101810	20060110181001	2281.67047969372
50	01	01	11	3127.5467957	2	1												200601101811	20060110181101	3130.59752376748
50	02	01	11	3127.5467957	2	1												200601101811	20060110181101	3130.59752376748
50	01	01	11	1831.625122	1	5	2	2	2	2	2							200601101812	20060110181201	1837.98134924574
50	02	01	11	1831.625122	1	4	2	2	2	2	2							200601101812	20060110181201	1837.98134924574
50	03	01	11	1831.625122	3	1												200601101812	20060110181201	1837.98134924574
50	01	01	11	3163.7684039	1	1												200601101813	20060110181301	3163.12473889157
50	02	01	11	3163.7684039	2	4	2	2	2	2	1	12						200601101813	20060110181301	3163.12473889157
50	03	01	11	3163.7684039	1	5	2	2	2	2	2							200601101813	20060110181301	3163.12473889157
50	01	01	11	1859.8107298	1	1												200601101814	20060110181401	1858.53059044591
50	02	01	11	1859.8107298	1	4	2	2	2	2	1	02	2		1	02	1	200601101814	20060110181401	1858.53059044591
50	03	01	11	1859.8107298	1	4	2	2	2	1							1	200601101814	20060110181401	1858.53059044591
50	04	01	11	1859.8107298	1	4	2	2	2	1							1	200601101814	20060110181401	1858.53059044591
50	01	01	11	2927.3462325	1	5	2	1										200601101815	20060110181501	2926.43532949805
50	02	01	11	2927.3462325	1	5	2	1										200601101815	20060110181501	2926.43532949805
50	01	02	11	2927.3462325	2	1												200601101815	20060110181502	2926.43532949805
50	02	02	11	2927.3462325	2	4	2	1										200601101815	20060110181502	2926.43532949805
50	01	01	11	2626.691816	1	4	2	2	2	2	2							200601101816	20060110181601	2620.43194695084
50	02	01	11	2626.691816	1	1												200601101816	20060110181601	2620.43194695084
50	03	01	11	2626.691816	1	1												200601101816	20060110181601	2620.43194695084
50	01	01	11	1637.3729389	2	4	2	2	2	2	2							200601101817	20060110181701	1639.32439292296
50	02	01	11	1637.3729389	2	1												200601101817	20060110181701	1639.32439292296
50	01	01	11	2345.9510182	1	1												200601101818	20060110181801	2346.3275647892
50	01	01	11	2345.9510182	1	1												200601101819	20060110181901	2346.3275647892
50	01	01	11	1095.3986051	1	5	2	2	2	2	2							200601101820	20060110182001	1095.39605822996
50	02	01	11	1095.3986051	1	5	2	2	2	2	2							200601101820	20060110182001	1095.39605822996
50	03	01	11	1095.3986051	1	5	2	2	2	2	2							200601101820	20060110182001	1095.39605822996
50	04	01	11	1095.3986051	1	1												200601101820	20060110182001	1095.39605822996
50	01	01	11	1095.3986051	2	1												200601101821	20060110182101	1095.39605822996
50	02	01	11	1095.3986051	2	1												200601101821	20060110182101	1095.39605822996
50	01	02	11	1095.3986051	1	5	2	2	2	2	2							200601101821	20060110182102	1095.39605822996
50	02	02	11	1095.3986051	2	4	2	2	2	2	2							200601101821	20060110182102	1095.39605822996
50	01	01	11	2086.5444518	2	1												200601101822	20060110182201	2088.23342321416
50	02	01	11	2086.5444518	2	4	2	2	2	2	1	12						200601101822	20060110182201	2088.23342321416
50	03	01	11	2086.5444518	2	3	2	2	2	2	2							200601101822	20060110182201	2088.23342321416
50	01	01	11	1888.1984248	1	1												200601101823	20060110182301	1889.97501623015
50	01	01	11	2172.2478509	1	1												200601101824	20060110182401	2173.37335659635
50	02	01	11	2172.2478509	1	3	2	2	2	2	2							200601101824	20060110182401	2173.37335659635
50	01	01	11	2598.5641166	1	6												200601101825	20060110182501	2593.52135157317
50	02	01	11	2598.5641166	1	5	2	1										200601101825	20060110182501	2593.52135157317
50	03	01	11	2598.5641166	1	1												200601101825	20060110182501	2593.52135157317
50	04	01	11	2598.5641166	1	4	2	2	2	2	2							200601101825	20060110182501	2593.52135157317
50	05	01	11	2598.5641166	1	2	2	2	2	1							1	200601101825	20060110182501	2593.52135157317
50	06	01	11	2598.5641166	6	5	2	1										200601101825	20060110182501	2593.52135157317
50	07	01	11	2598.5641166	6	4	2	2	2	1							1	200601101825	20060110182501	2593.52135157317
50	08	01	11	2598.5641166	6	1												200601101825	20060110182501	2593.52135157317
50	01	01	11	2359.2406911	2	1												200601101826	20060110182601	2365.94368872783
50	02	01	11	2359.2406911	2	4	2	2	2	2	1	09	2		2			200601101826	20060110182601	2365.94368872783
50	01	01	11	2857.2332629	1	5	2	1										200601101827	20060110182701	2853.02298856627
50	02	01	11	2857.2332629	1	3	2	2	2	2	2							200601101827	20060110182701	2853.02298856627
50	01	01	11	4646.5728792	2	1												200601101828	20060110182801	4652.50463910584
50	02	01	11	4646.5728792	2	1												200601101828	20060110182801	4652.50463910584
50	01	01	11	4973.1586528	1	1												200601101829	20060110182901	4969.3040721799
50	02	01	11	4973.1586528	2	1												200601101829	20060110182901	4969.3040721799
50	03	01	11	4973.1586528	2	5	2	2	2	2	2							200601101829	20060110182901	4969.3040721799
50	01	01	11	4531.1374417	1	1												200601101830	20060110183001	4532.63676773932
50	02	01	11	4531.1374417	2	5	2	1										200601101830	20060110183001	4532.63676773932
50	01	01	11	2964.4382619	1	5	2	2	2	2	2							200601101831	20060110183101	2967.57788918734
50	01	01	11	4220.8298258	1	1												200601101832	20060110183201	4221.56587108073
50	01	01	11	4113.6248268	1	1												200601101833	20060110183301	4107.01097045966
50	02	01	11	4113.6248268	1	5	2	2	2	2	2							200601101833	20060110183301	4107.01097045966
50	01	01	11	4164.8584651	1	5	2	2	2	2	1	10	2		2			200601101834	20060110183401	4171.15387568288
50	02	01	11	4164.8584651	2	4	2	2	2	1							1	200601101834	20060110183401	4171.15387568288
50	01	01	11	5080.3636518	2	1												200601101835	20060110183501	5083.85897280098
50	02	01	11	5080.3636518	2	1												200601101835	20060110183501	5083.85897280098
50	01	01	11	3731.0676924	2	1												200601101836	20060110183601	3739.79954198774
50	02	01	11	3731.0676924	2	4	2	2	2	1							1	200601101836	20060110183601	3739.79954198774
50	01	01	11	4531.1374417	1	1												200601101837	20060110183701	4532.63676773932
50	02	01	11	4531.1374417	1	1												200601101837	20060110183701	4532.63676773932
50	01	01	11	4778.2864744	1	1												200601101838	20060110183801	4778.10104688784
50	02	01	11	4778.2864744	1	5	2	2	2	2	2							200601101838	20060110183801	4778.10104688784
50	01	01	11	3585.0534937	2	4	2	2	2	2	2							200601101839	20060110183901	3589.71968250451
50	02	01	11	3585.0534937	2	5	1											200601101839	20060110183901	3589.71968250451
50	03	01	11	3585.0534937	2	5	2	1										200601101839	20060110183901	3589.71968250451
50	01	01	11	4220.8298258	1	1												200601101840	20060110184001	4221.56587108073
50	01	01	11	2200.1829349	1	4	2	2	2	2	1	12						200601101841	20060110184101	2207.38806442595
50	02	01	11	2200.1829349	1	5	2	2	2	2	2							200601101841	20060110184101	2207.38806442595
50	01	02	11	2200.1829349	1	1												200601101841	20060110184102	2207.38806442595
50	05	02	11	2200.1829349	1	1												200601101841	20060110184102	2207.38806442595
50	01	03	11	2200.1829349	1	2	1											200601101841	20060110184103	2207.38806442595
50	01	04	11	2200.1829349	1	1												200601101841	20060110184104	2207.38806442595
50	01	01	11	2044.2218989	1	4	2	2	2	2	2							200601101842	20060110184201	2043.42384965758
50	02	01	11	2044.2218989	1	1												200601101842	20060110184201	2043.42384965758
50	03	01	11	2044.2218989	1	1												200601101842	20060110184201	2043.42384965758
50	01	01	11	2857.6894991	2	1												200601101843	20060110184301	2862.04976429213
50	02	01	11	2857.6894991	2	5	2	2	2	1							1	200601101843	20060110184301	2862.04976429213
50	01	01	11	2794.2000085	1	1												200601101844	20060110184401	2796.12243504054
50	02	01	11	2794.2000085	1	1												200601101844	20060110184401	2796.12243504054
50	01	01	11	2957.0384177	2	1												200601101845	20060110184501	2960.17906871853
50	02	01	11	2957.0384177	2	2	2	2	2	1							1	200601101845	20060110184501	2960.17906871853
50	03	01	11	2957.0384177	2	5	2	2	2	2	2							200601101845	20060110184501	2960.17906871853
50	01	01	11	2794.2000085	2	1												200601101846	20060110184601	2796.12243504054
50	02	01	11	2794.2000085	2	5	2	2	2	2	2							200601101846	20060110184601	2796.12243504054
50	01	01	11	1297.5823801	1	5	2	2	2	2	2							200601101847	20060110184701	1301.2690288003
50	02	01	11	1297.5823801	2	4	2	2	2	2	2							200601101847	20060110184701	1301.2690288003
50	01	01	11	2787.1711721	1	1												200601101848	20060110184801	2785.46243938055
50	02	01	11	2787.1711721	2	4	2	2	1									200601101848	20060110184801	2785.46243938055
50	03	01	11	2787.1711721	2	5	2	2	2	1							1	200601101848	20060110184801	2785.46243938055
50	01	01	11	3353.1065649	2	1												200601101849	20060110184901	3345.19357626575
50	02	01	11	3353.1065649	2	4	1											200601101849	20060110184901	3345.19357626575
50	01	02	11	3353.1065649	1	1												200601101849	20060110184902	3345.19357626575
50	02	02	11	3353.1065649	1	1												200601101849	20060110184902	3345.19357626575
50	01	01	11	1749.262008	1	4	2	2	2	2	2							200601101850	20060110185001	1754.18117916341
50	02	01	11	1749.262008	1	1												200601101850	20060110185001	1754.18117916341
50	03	01	11	1749.262008	3	1												200601101850	20060110185001	1754.18117916341
50	01	01	11	2170.1373961	1	1												200601101851	20060110185101	2162.57371706912
50	02	01	11	2170.1373961	1	1												200601101851	20060110185101	2162.57371706912
50	03	01	11	2170.1373961	1	5	2	2	2	2	2							200601101851	20060110185101	2162.57371706912
50	01	01	11	1277.9181089	1	1												200601101852	20060110185201	1281.54888815476
50	02	01	11	1277.9181089	1	4	2	2	2	2	2							200601101852	20060110185201	1281.54888815476
50	01	01	11	2061.8340887	1	4	2	2	2	2	2							200601101853	20060110185301	2050.15145689968
50	02	01	11	2061.8340887	1	1												200601101853	20060110185301	2050.15145689968
50	03	01	11	2061.8340887	1	1												200601101853	20060110185301	2050.15145689968
50	01	02	11	2061.8340887	1	1												200601101853	20060110185302	2050.15145689968
50	02	02	11	2061.8340887	1	1												200601101853	20060110185302	2050.15145689968
50	01	01	11	3055.6099498	2	5	2	1										200601101854	20060110185401	3046.61580056102
50	02	01	11	3055.6099498	2	4	2	2	2	2	1	12						200601101854	20060110185401	3046.61580056102
50	01	02	11	3055.6099498	1	1												200601101854	20060110185402	3046.61580056102
50	02	02	11	3055.6099498	1	1												200601101854	20060110185402	3046.61580056102
50	01	01	11	1715.7460301	1	4	1											200601101855	20060110185501	1713.87891434032
50	02	01	11	1715.7460301	1	1												200601101855	20060110185501	1713.87891434032
50	03	01	11	1715.7460301	1	4	2	2	2	2	1	06	2		1	01	1	200601101855	20060110185501	1713.87891434032
50	01	01	11	1773.8152259	1	4	2	2	2	1							1	200601101856	20060110185601	1775.92929458523
50	02	01	11	1773.8152259	1	5	2	2	2	1							1	200601101856	20060110185601	1775.92929458523
50	01	01	11	1668.4676919	1	5	2	2	2	2	2							200601101857	20060110185701	1673.1341158665
50	02	01	11	1668.4676919	1	4	2	2	2	2	2							200601101857	20060110185701	1673.1341158665
50	03	01	11	1668.4676919	1	5	2	2	2	2	2							200601101857	20060110185701	1673.1341158665
50	01	01	11	3518.4936637	1	2	2	2	2	1							1	200601101858	20060110185801	3521.92573616415
50	02	01	11	3518.4936637	1	1												200601101858	20060110185801	3521.92573616415
50	01	01	11	1474.5254319	2	5	2	2	2	2	2							200601101859	20060110185901	1478.71480545489
50	02	01	11	1474.5254319	2	4	2	2	2	2	2							200601101859	20060110185901	1478.71480545489
50	01	01	11	3365.3007537	1	1												200601101860	20060110186001	3364.09957936029
50	02	01	11	3365.3007537	1	5	2	2	2	2	2							200601101860	20060110186001	3364.09957936029
50	01	01	11	2192.767035	3	1												200601101861	20060110186101	2190.86048125009
50	02	01	11	2192.767035	3	4	2	1										200601101861	20060110186101	2190.86048125009
50	03	01	11	2192.767035	3	1												200601101861	20060110186101	2190.86048125009
50	01	01	11	1369.2482564	3	5	2	2	2	2	2							200601101862	20060110186201	1369.24507278745
50	02	01	11	1369.2482564	3	4	2	2	2	2	2							200601101862	20060110186201	1369.24507278745
50	03	01	11	1369.2482564	3	4	2	2	2	2	1	15						200601101862	20060110186201	1369.24507278745
50	04	01	11	1369.2482564	3	1												200601101862	20060110186201	1369.24507278745
50	01	01	11	2095.5624233	1	4	2	2	2	2	2							200601101863	20060110186301	2099.2385827562
50	02	01	11	2095.5624233	1	1												200601101863	20060110186301	2099.2385827562
50	01	01	11	3492.2398893	2	1												200601101864	20060110186401	3486.92207688373
50	02	01	11	3492.2398893	2	2	2	2	2	1							1	200601101864	20060110186401	3486.92207688373
50	03	01	11	3492.2398893	2	5	2	2	2	2	2							200601101864	20060110186401	3486.92207688373
50	04	01	11	3492.2398893	2	5	2	2	2	2	2							200601101864	20060110186401	3486.92207688373
50	01	01	11	1831.6037466	2	5	2	2	2	2	1	07	1	2				200601101865	20060110186501	1834.92631453425
50	02	01	11	1831.6037466	2	4	1											200601101865	20060110186501	1834.92631453425
50	04	01	11	1831.6037466	2	5	2	2	2	2	2							200601101865	20060110186501	1834.92631453425
50	01	01	11	2056.8124134	1	1												200601101866	20060110186601	2053.50548522983
50	02	01	11	2056.8124134	1	3	2	2	2	2	2							200601101866	20060110186601	2053.50548522983
50	01	01	11	2465.5763069	2	1												200601101867	20060110186701	2456.64910866562
50	02	01	11	2465.5763069	2	4	2	2	2	2	1	13						200601101867	20060110186701	2456.64910866562
50	03	01	11	2465.5763069	2	2	2	2	2	1							1	200601101867	20060110186701	2456.64910866562
50	04	01	11	2465.5763069	2	4	2	2	2	1							1	200601101867	20060110186701	2456.64910866562
50	05	01	11	2465.5763069	2	5	2	2	2	2	1	12						200601101867	20060110186701	2456.64910866562
50	01	01	11	1454.2334506	2	1												200601101868	20060110186801	1458.58294689475
50	02	01	11	1454.2334506	2	4	1											200601101868	20060110186801	1458.58294689475
50	01	01	11	2872.5126497	2	1												200601101869	20060110186901	2877.47452461458
50	02	01	11	2872.5126497	2	1												200601101869	20060110186901	2877.47452461458
50	01	01	11	1482.219131	1	5	2	2	2	2	2							200601101870	20060110187001	1483.78894459367
50	01	01	11	2381.0041583	1	1												200601101871	20060110187101	2386.18625523618
50	02	01	11	2381.0041583	1	4	2	2	2	2	1	09	2		2			200601101871	20060110187101	2386.18625523618
50	01	01	11	1556.9906416	2	1												200601101872	20060110187201	1559.31521200342
50	02	01	11	1556.9906416	2	2	2	2	2	1							1	200601101872	20060110187201	1559.31521200342
50	03	01	11	1556.9906416	2	1												200601101872	20060110187201	1559.31521200342
50	01	01	11	1789.431716	1	5	2	2	2	2	2							200601101873	20060110187301	1788.67457001071
50	02	01	11	1789.431716	1	1												200601101873	20060110187301	1788.67457001071
50	01	01	11	2814.7949309	2	1												200601101874	20060110187401	2817.54058893132
50	02	01	11	2814.7949309	2	4	1											200601101874	20060110187401	2817.54058893132
50	01	01	11	3761.5509248	2	5	1											200601101875	20060110187501	3762.85687797948
50	02	01	11	3761.5509248	2	4	2	2	2	1							1	200601101875	20060110187501	3762.85687797948
50	03	01	11	3761.5509248	2	3	2	2	2	2	2							200601101875	20060110187501	3762.85687797948
50	04	01	11	3761.5509248	2	3	2	2	2	2	2							200601101875	20060110187501	3762.85687797948
50	01	01	11	1919.5908475	1	1												200601101876	20060110187601	1923.09784040903
50	02	01	11	1919.5908475	1	1												200601101876	20060110187601	1923.09784040903
50	03	01	11	1919.5908475	1	1												200601101876	20060110187601	1923.09784040903
50	04	01	11	1919.5908475	1	6												200601101876	20060110187601	1923.09784040903
50	01	01	11	2539.7875041	2	5	2	2	2	2	2							200601101877	20060110187701	2542.58163376287
50	02	01	11	2539.7875041	2	4	2	2	2	1							1	200601101877	20060110187701	2542.58163376287
50	03	01	11	2539.7875041	2	5	2	2	2	2	2							200601101877	20060110187701	2542.58163376287
50	04	01	11	2539.7875041	2	1												200601101877	20060110187701	2542.58163376287
50	05	01	11	2539.7875041	2	1												200601101877	20060110187701	2542.58163376287
50	01	02	11	2539.7875041	1	4	1											200601101877	20060110187702	2542.58163376287
50	01	03	11	2539.7875041	1	1												200601101877	20060110187703	2542.58163376287
50	01	01	11	1533.5064492	1	5	2	2	2	2	2							200601101878	20060110187801	1537.86339767309
50	02	01	11	1533.5064492	1	5	2	2	2	2	2							200601101878	20060110187801	1537.86339767309
50	01	01	11	3337.0501109	2	1												200601101879	20060110187901	3334.05958211235
50	02	01	11	3337.0501109	2	5	1											200601101879	20060110187901	3334.05958211235
50	01	01	11	2950.5891221	2	5	2	1										200601101880	20060110188001	2949.66733001509
50	02	01	11	2950.5891221	2	5	2	1										200601101880	20060110188001	2949.66733001509
50	03	01	11	2950.5891221	2	5	2	1										200601101880	20060110188001	2949.66733001509
50	01	01	11	3659.2334102	2	1												200601101881	20060110188101	3662.80276561072
50	02	01	11	3659.2334102	2	1												200601101881	20060110188101	3662.80276561072
50	01	01	11	2891.5424503	1	5	2	1										200601101882	20060110188201	2894.28837910174
50	03	01	11	2891.5424503	1	1												200601101882	20060110188201	2894.28837910174
50	01	02	11	2891.5424503	1	1												200601101882	20060110188202	2894.28837910174
50	01	01	11	3002.4142247	2	2	2	2	2	1							1	200601101883	20060110188301	3000.52915628801
50	02	01	11	3002.4142247	2	5	1											200601101883	20060110188301	3000.52915628801
50	04	01	11	3002.4142247	2	5	2	2	2	2	1	15						200601101883	20060110188301	3000.52915628801
50	05	01	11	3002.4142247	2	5	2	2	2	2	1	11						200601101883	20060110188301	3000.52915628801
50	01	01	11	2181.075525	1	5	2	2	2	1							1	200601101884	20060110188401	2183.88813126513
50	02	01	11	2181.075525	1	1												200601101884	20060110188401	2183.88813126513
50	03	01	11	2181.075525	1	1												200601101884	20060110188401	2183.88813126513
50	01	01	11	1819.3014462	1	1												200601101885	20060110188501	1821.46972622063
50	02	01	11	1819.3014462	1	4	2	2	2	2	2							200601101885	20060110188501	1821.46972622063
50	01	01	11	1984.7475591	7	1												200601101886	20060110188601	1994.19336587317
50	02	01	11	1984.7475591	7	1												200601101886	20060110188601	1994.19336587317
50	05	01	11	1984.7475591	7	4	2	2	2	2	2							200601101886	20060110188601	1994.19336587317
50	06	01	11	1984.7475591	7	1												200601101886	20060110188601	1994.19336587317
50	07	01	11	1984.7475591	7	1												200601101886	20060110188601	1994.19336587317
50	01	01	11	2027.5391695	1	5	2	2	2	2	2							200601101887	20060110188701	2031.074784406
50	02	01	11	2027.5391695	1	4	2	2	2	2	2							200601101887	20060110188701	2031.074784406
50	03	01	11	2027.5391695	1	1												200601101887	20060110188701	2031.074784406
50	04	01	11	2027.5391695	1	1												200601101887	20060110188701	2031.074784406
50	05	01	11	2027.5391695	1	1												200601101887	20060110188701	2031.074784406
50	08	01	11	2027.5391695	1	1												200601101887	20060110188701	2031.074784406
50	09	01	11	2027.5391695	1	5	2	2	2	1							1	200601101887	20060110188701	2031.074784406
50	01	01	11	1819.3014462	1	4	2	2	2	2	1	13						200601101888	20060110188801	1821.46972622063
50	02	01	11	1819.3014462	1	5	2	2	2	2	1	13						200601101888	20060110188801	1821.46972622063
50	01	01	11	1703.4651637	2	1												200601101889	20060110188901	1707.51573656835
50	02	01	11	1703.4651637	2	4	2	2	2	2	1	12						200601101889	20060110188901	1707.51573656835
50	03	01	11	1703.4651637	2	5	2	2	2	2	2							200601101889	20060110188901	1707.51573656835
50	06	01	11	1703.4651637	2	5	2	2	2	2	2							200601101889	20060110188901	1707.51573656835
50	07	01	11	1703.4651637	2	4	2	2	2	2	2							200601101889	20060110188901	1707.51573656835
50	01	01	11	2822.4214286	1	1												200601101890	20060110189001	2824.36327163445
50	02	01	11	2822.4214286	1	1												200601101890	20060110189001	2824.36327163445
50	01	01	11	2013.2550387	1	1												200601101891	20060110189101	2014.02278673446
50	02	01	11	2013.2550387	1	3	2	2	2	2	2							200601101891	20060110189101	2014.02278673446
50	04	01	11	2013.2550387	1	5	2	2	2	1							1	200601101891	20060110189101	2014.02278673446
50	01	01	11	2519.1788064	2	5	1											200601101892	20060110189201	2513.92655897615
50	02	01	11	2519.1788064	2	4	2	1										200601101892	20060110189201	2513.92655897615
50	03	01	11	2519.1788064	3	5	2	2	2	1							1	200601101892	20060110189201	2513.92655897615
50	04	01	11	2519.1788064	3	1												200601101892	20060110189201	2513.92655897615
50	01	01	11	2225.8503504	1	1												200601101893	20060110189301	2230.65080690689
50	01	01	11	2650.6478474	1	4	2	2	2	2	2							200601101894	20060110189401	2652.91554793799
50	02	01	11	2650.6478474	1	1												200601101894	20060110189401	2652.91554793799
50	03	01	11	2650.6478474	1	1												200601101894	20060110189401	2652.91554793799
50	04	01	11	2650.6478474	1	1												200601101894	20060110189401	2652.91554793799
50	05	01	11	2650.6478474	1	1												200601101894	20060110189401	2652.91554793799
50	06	01	11	2650.6478474	6	2	2	2	2	1							1	200601101894	20060110189401	2652.91554793799
50	01	01	11	2442.7457367	1	1												200601101895	20060110189501	2446.32797375446
50	01	01	11	2597.8995446	1	1												200601101896	20060110189601	2601.86342208375
50	02	01	11	2597.8995446	1	4	2	2	2	1							1	200601101896	20060110189601	2601.86342208375
50	01	01	11	3089.408036	1	1												200601101897	20060110189701	3093.15169146216
50	02	01	11	3089.408036	1	4	2	2	2	2	2							200601101897	20060110189701	3093.15169146216
50	01	01	11	2341.3604199	5	1												200601101898	20060110189801	2338.31586541058
50	02	01	11	2341.3604199	5	4	1											200601101898	20060110189801	2338.31586541058
50	03	01	11	2341.3604199	5	5	2	2	2	2	2							200601101898	20060110189801	2338.31586541058
50	05	01	11	2341.3604199	5	1												200601101898	20060110189801	2338.31586541058
50	01	01	11	2689.689009	2	5	2	1										200601101899	20060110189901	2690.94601149457
50	02	01	11	2689.689009	2	1												200601101899	20060110189901	2690.94601149457
50	03	01	11	2689.689009	2	1												200601101899	20060110189901	2690.94601149457
50	01	01	11	2432.5549483	2	1												200601101900	20060110190001	2432.18166595239
50	02	01	11	2432.5549483	2	1												200601101900	20060110190001	2432.18166595239
50	03	01	11	2432.5549483	2	1												200601101900	20060110190001	2432.18166595239
50	04	01	11	2432.5549483	2	3	2	2	2	2	2							200601101900	20060110190001	2432.18166595239
50	01	01	11	2396.8873177	4	1												200601101901	20060110190101	2401.22338238665
50	02	01	11	2396.8873177	4	3	1											200601101901	20060110190101	2401.22338238665
50	03	01	11	2396.8873177	4	1												200601101901	20060110190101	2401.22338238665
50	04	01	11	2396.8873177	4	3	2	2	2	1							1	200601101901	20060110190101	2401.22338238665
50	01	01	11	1652.0349375	1	1												200601101902	20060110190201	1653.17331324831
50	02	01	11	1652.0349375	1	4	2	1										200601101902	20060110190201	1653.17331324831
50	03	01	11	1652.0349375	1	1												200601101902	20060110190201	1653.17331324831
50	01	01	11	1819.3014462	1	1												200601101903	20060110190301	1821.46972622063
50	02	01	11	1819.3014462	1	4	2	2	2	2	2							200601101903	20060110190301	1821.46972622063
50	01	01	11	2645.5575304	2	1												200601101904	20060110190401	2651.31541005547
50	02	01	11	2645.5575304	2	4	2	2	2	2	2							200601101904	20060110190401	2651.31541005547
50	01	01	11	2858.6430368	2	5	2	2	2	2	2							200601101905	20060110190501	2856.89048675854
50	02	01	11	2858.6430368	2	4	2	2	2	2	2							200601101905	20060110190501	2856.89048675854
50	03	01	11	2858.6430368	3	5	1											200601101905	20060110190501	2856.89048675854
50	01	01	11	2189.7970651	1	1												200601101906	20060110190601	2187.79046865232
50	02	01	11	2189.7970651	1	1												200601101906	20060110190601	2187.79046865232
50	03	01	11	2189.7970651	1	1												200601101906	20060110190601	2187.79046865232
50	04	01	11	2189.7970651	1	2	2	2	2	1							1	200601101906	20060110190601	2187.79046865232
50	05	01	11	2189.7970651	1	1												200601101906	20060110190601	2187.79046865232
50	06	01	11	2189.7970651	1	5	2	2	2	2	2							200601101906	20060110190601	2187.79046865232
50	01	01	11	3312.8246865	3	1												200601101907	20060110190701	3304.82739819427
50	02	01	11	3312.8246865	3	4	2	2	2	2	2							200601101907	20060110190701	3304.82739819427
50	03	01	11	3312.8246865	3	1												200601101907	20060110190701	3304.82739819427
50	04	01	11	3312.8246865	3	1												200601101907	20060110190701	3304.82739819427
50	05	01	11	3312.8246865	3	5	2	2	2	2	2							200601101907	20060110190701	3304.82739819427
50	06	01	11	3312.8246865	3	5	2	2	2	2	2							200601101907	20060110190701	3304.82739819427
50	01	01	11	1862.4987637	1	5	2	2	2	2	1	05	1	1		12	1	200601101908	20060110190801	1860.31453051598
50	02	01	11	1862.4987637	2	5	2	1										200601101908	20060110190801	1860.31453051598
50	03	01	11	1862.4987637	2	5	2	2	2	1							1	200601101908	20060110190801	1860.31453051598
50	06	01	11	1862.4987637	2	5	2	2	2	2	2							200601101908	20060110190801	1860.31453051598
50	01	01	11	1686.3848401	2	4	1											200601101909	20060110190901	1688.59014385488
50	02	01	11	1686.3848401	2	4	2	1										200601101909	20060110190901	1688.59014385488
50	03	01	11	1686.3848401	2	5	2	2	2	2	2							200601101909	20060110190901	1688.59014385488
50	04	01	11	1686.3848401	2	1												200601101909	20060110190901	1688.59014385488
50	01	01	11	2323.2864396	2	1												200601101910	20060110191001	2326.25231955292
50	02	01	11	2323.2864396	2	1												200601101910	20060110191001	2326.25231955292
50	01	01	11	2659.641123	1	1												200601101911	20060110191101	2662.00514060203
50	01	01	11	2814.7949309	1	1												200601101912	20060110191201	2817.54058893132
50	02	01	11	2814.7949309	1	5	2	2	2	2	2							200601101912	20060110191201	2817.54058893132
50	01	01	11	2719.0204008	2	1												200601101913	20060110191301	2714.01139409724
50	02	01	11	2719.0204008	2	4	2	2	2	1							1	200601101913	20060110191301	2714.01139409724
50	01	01	11	2853.1711893	1	1												200601101914	20060110191401	2841.5439150022
50	02	01	11	2853.1711893	1	1												200601101914	20060110191401	2841.5439150022
50	03	01	11	2853.1711893	1	1												200601101914	20060110191401	2841.5439150022
50	04	01	11	2853.1711893	1	1												200601101914	20060110191401	2841.5439150022
50	05	01	11	2853.1711893	5	5	2	1										200601101914	20060110191401	2841.5439150022
50	01	01	11	2501.1048261	1	5	2	2	2	1							1	200601101915	20060110191501	2501.86301311849
50	02	01	11	2501.1048261	1	5	2	2	2	2	1	14						200601101915	20060110191501	2501.86301311849
50	01	01	11	2292.3485187	1	1												200601101916	20060110191601	2289.05011447867
50	02	01	11	2292.3485187	2	1												200601101916	20060110191601	2289.05011447867
50	01	01	11	2602.0147639	2	1												200601101917	20060110191701	2604.51990745647
