Reg	Orden	Hogar	Area	Fex_c	P24	P26	P27	P27na	P27nba	P27nbb	Valor28	P29	Valor29	P30	Valor30	P30a	Valor30a	P30b	Valor30b	Valor31	Valor32a	Valor32b	Valor33a	Valor33b	Valor33c	P33a	P33b	P33c	P33d	P33e	Rama4d	Oci	Llave_viv	Llave_hog	Fex_c_2011
60	01	02	08	600.76954326	84	50	4													210000	0	0	0	0	0	2			2		5020	1	200601101605	20060110160502	597.634729418332
60	01	01	08	506.9946573	84	50	4													500000	0	0	0	0	0	1	2		2		5020	1	200601101606	20060110160601	508.216667610076
60	01	01	08	416.52743408	45	52	4													190000	0	0	0	0	0	1	2		2		5269	1	200601101607	20060110160701	417.206856272321
60	03	01	08	416.52743408	45	52	4													180000	0	0	0	0	0	1	2		2		5269	1	200601101607	20060110160701	417.206856272321
60	01	01	08	399.66323827	14	91	1	1	1		600000	2		2		2		2			0	0	0	0	0	1	1	1	2		9191	1	200601101608	20060110160801	400.131906454527
60	03	01	08	256.91011739	77	15	1	2			350000	2		2		2		2			0	0	0	0	0	1	2		2		1551	1	200601101609	20060110160901	258.211261754204
60	05	01	08	256.91011739	53	55	1	2			200000	2		2		2		2			0	0	0	0	0	1	2		2		5529	1	200601101609	20060110160901	258.211261754204
60	02	01	08	359.86628214	45	15	1	1	2	12	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1530	1	200601101610	20060110161001	359.416835486086
60	03	01	08	359.86628214	45	15	1	1	2	12	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1530	1	200601101610	20060110161001	359.416835486086
60	05	01	08	359.86628214	93	74	4													98	0	0	0	0	0	2			2		7430	1	200601101610	20060110161001	359.416835486086
60	03	01	08	481.17959708	98	60	4													300000	0	0	0	0	0	2			2		6039	1	200601101611	20060110161101	481.256414355654
60	01	01	08	455.97082011	19	93	4													99	0	0	0	0	0	1	2		2		9309	1	200601101612	20060110161201	458.323490158042
60	01	02	08	455.97082011	45	52	4													600000	0	0	0	0	0	1	1	5	2		5269	1	200601101612	20060110161202	458.323490158042
60	02	02	08	455.97082011	53	55	4													300000	0	0	0	0	0	1	1	4	2		5529	1	200601101612	20060110161202	458.323490158042
60	02	01	08	391.58296558	55	75	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7512	1	200601101613	20060110161301	391.23381935752
60	05	01	08	391.58296558	45	52	4													98	0	0	0	0	0	2			2		5261	1	200601101613	20060110161301	391.23381935752
60	01	01	08	530.57865039	13	80	1	1	2	99	1000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601101614	20060110161401	530.811196044862
60	02	01	08	530.57865039	34	72	4													0	0	0	0	0	0	1	1	5	2		7230	1	200601101614	20060110161401	530.811196044862
60	01	01	08	489.25986977	38	64	4													500000	0	0	0	0	0	2			2		6421	1	200601101615	20060110161501	490.154501452661
60	01	01	08	469.18771079	53	15	4													190000	0	0	0	0	0	2			2		1594	1	200601101616	20060110161601	468.664032132334
60	01	01	08	457.96082973	58	74	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7492	1	200601101617	20060110161701	459.48592564874
60	02	01	08	410.82375358	53	15	4													200000	0	0	0	0	0	1	1	5	2		1551	1	200601101618	20060110161801	409.970772077411
60	08	01	08	410.82375358	98	60	4													600000	0	0	0	0	0	1	2		2		6031	1	200601101618	20060110161801	409.970772077411
60	01	01	08	487.19000498	58	75	2	1	1		920000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7522	1	200601101619	20060110161901	488.112207094174
60	02	01	08	487.19000498	45	52	4													600000	0	0	0	0	0	1	1	5	2		5261	1	200601101619	20060110161901	488.112207094174
60	04	01	08	427.12478094	13	80	2	1	2	12	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8045	1	200601101620	20060110162001	428.601035745231
60	06	01	08	427.12478094	89	26	1	1	2	12	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2610	1	200601101620	20060110162001	428.601035745231
60	01	01	08	469.9843219	11	55	1	1	2	12	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5511	1	200601101621	20060110162101	470.675032816339
60	05	01	08	469.9843219	45	52	4													98	0	0	0	0	0	1	1	5	2		5261	1	200601101621	20060110162101	470.675032816339
60	02	01	08	442.24477522	33	52	4													99	0	0	0	0	0	2			2		5223	1	200601101622	20060110162201	444.729078603297
60	03	01	08	442.24477522	77	52	4													98	0	0	0	0	0	2			2		5223	1	200601101622	20060110162201	444.729078603297
60	01	01	08	456.98264781	21	74	5													1000000	0	0	0	0	0	1	1	5	2		7499	1	200601101623	20060110162301	457.848737872718
60	02	01	08	456.98264781	13	80	2	1	1		1100000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8045	1	200601101623	20060110162301	457.848737872718
60	02	01	08	451.53277842	99	50	4													350000	0	0	0	0	0	1	2		2		5020	1	200601101624	20060110162401	451.481724842707
60	02	01	08	529.82917449	45	52	4													700000	0	0	0	0	0	2			2		5269	1	200601101625	20060110162501	528.228873306589
60	01	01	08	491.14287924	45	51	4													600000	0	0	0	0	0	1	2		2		5127	1	200601101628	20060110162801	489.331536954047
60	01	01	08	445.96894345	45	52	1	1	2	12	381500	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5233	1	200601101629	20060110162901	446.89354342542
60	03	01	08	445.96894345	08	63	1	1	2	12	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6333	1	200601101629	20060110162901	446.89354342542
60	01	01	08	537.16192793	13	80	2	1	1		1000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8045	1	200601101630	20060110163001	534.561599971731
60	01	01	08	564.32215263	98	60	1	1	1		750000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6021	1	200601101631	20060110163101	564.949946038522
60	02	01	08	564.32215263	07	75	2	1	1		1300000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7513	1	200601101631	20060110163101	564.949946038522
60	01	01	08	440.04789862	58	15	1	1	2	04	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1593	1	200601101632	20060110163201	440.010757354669
60	04	01	08	440.04789862	58	15	1	1	2	04	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1593	1	200601101632	20060110163201	440.010757354669
60	01	01	08	596.26723912	13	80	2	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8045	1	200601101633	20060110163301	595.814434537502
60	02	01	08	596.26723912	13	80	2	1	1		1100000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8045	1	200601101633	20060110163301	595.814434537502
60	05	01	08	596.26723912	39	52	1	1	2	12	460000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5211	1	200601101633	20060110163301	595.814434537502
60	01	01	08	580.23464677	53	55	1	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5530	1	200601101634	20060110163401	579.293395073921
60	02	01	08	385.14272856	54	95	3	2			80000	1	150000	2		2		2			0	0	0	0	0	2			2		9500	1	200601101635	20060110163501	386.233478572731
60	03	01	08	385.14272856	95	45	4													300000	0	0	0	0	0	2			2		4521	1	200601101635	20060110163501	386.233478572731
60	04	01	08	385.14272856	58	63	1	1	2	12	360000	2		2		2		2			0	0	0	0	0	2			2		6331	1	200601101635	20060110163501	386.233478572731
60	01	01	08	556.7899691	58	75	2	1	1		700000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7512	1	200601101636	20060110163601	557.843916999648
60	01	01	08	464.41312035	97	27	1	1	1		800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2729	1	200601101638	20060110163801	463.619495461306
60	01	01	08	554.80636295	45	52	4													400000	0	0	0	0	0	1	2		2		5221	1	200601101639	20060110163901	555.653091143446
60	01	01	08	537.16929451	03	15	1	2			600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1571	1	200601101640	20060110164001	537.028955909477
60	01	01	08	426.686029	94	36	1	1	2	12	450000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	3699	1	200601101641	20060110164101	424.946718851352
60	04	01	08	426.686029	87	21	1	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2102	1	200601101641	20060110164101	424.946718851352
60	07	01	08	426.686029	98	60	4													300000	0	0	0	0	0	1	2		2		6039	1	200601101641	20060110164101	424.946718851352
60	02	01	08	371.09968719	45	52	4													200000	0	0	0	0	0	2			2		5261	1	200601101642	20060110164201	373.899791578794
60	04	01	08	371.09968719	39	74	4													98	0	0	0	0	0	2			2		7499	1	200601101642	20060110164201	373.899791578794
60	01	01	08	414.40111087	12	74	4													98	0	0	0	0	0	1	1	4	3		7411	1	200601101643	20060110164301	413.251565723948
60	01	01	08	559.66080855	45	51	4													800000	0	0	0	0	0	1	2		2		5134	1	200601101644	20060110164401	561.577486682262
60	02	01	08	559.66080855	16	74	4													500000	0	0	0	0	0	2			2		7499	1	200601101644	20060110164401	561.577486682262
60	04	01	08	559.66080855	97	15	1	1	1		450000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1594	1	200601101644	20060110164401	561.577486682262
60	08	01	08	559.66080855	16	74	4													400000	0	0	0	0	0	1	2		2		7499	1	200601101644	20060110164401	561.577486682262
60	01	01	08	543.75993863	58	75	2	1	1		800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7524	1	200601101645	20060110164501	543.246715774092
60	01	01	08	512.20696207	39	45	1	1	1		480000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	4521	1	200601101647	20060110164701	512.497746939018
60	02	01	08	512.20696207	32	74	1	1	2	12	480000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7411	1	200601101647	20060110164701	512.497746939018
60	03	01	08	512.20696207	03	51	4													600000	0	0	0	0	0	1	1	4	1	3	5170	1	200601101647	20060110164701	512.497746939018
60	05	01	08	512.20696207	34	72	1	1	2	12	470000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7230	1	200601101647	20060110164701	512.497746939018
60	06	01	08	512.20696207	03	29	1	1	1		448000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2919	1	200601101647	20060110164701	512.497746939018
60	01	01	08	413.59400241	58	75	2	1	1		750000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7524	1	200601101648	20060110164801	415.14974892203
60	01	01	08	526.15559014	58	75	2	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7524	1	200601101649	20060110164901	526.073761462179
60	02	01	08	337.92813505	54	95	3	2			150000	2		2		2		2			0	0	0	0	0	1	1	1	2		9500	1	200601101650	20060110165001	340.1449963914
60	03	01	08	337.92813505	85	45	1	2			480000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	4541	1	200601101650	20060110165001	340.1449963914
60	05	01	08	416.82046594	45	50	4													800000	0	0	0	0	0	2			2		5012	1	200601101651	20060110165101	416.309627176405
60	06	01	08	416.82046594	07	85	1	1	2	12	650000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8511	1	200601101651	20060110165101	416.309627176405
60	01	01	08	295.3465981	74	24	1	1	1		405000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2423	1	200601101652	20060110165201	295.54782424263
60	02	01	08	295.3465981	45	52	1	1	2	12	410000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5232	1	200601101652	20060110165201	295.54782424263
60	01	01	08	484.70433056	79	18	4													250000	0	0	0	0	0	1	2		2		1810	1	200601101653	20060110165301	485.236520030102
60	02	01	08	484.70433056	53	55	4													400000	0	0	0	0	0	1	2		2		5529	1	200601101653	20060110165301	485.236520030102
60	03	01	08	484.70433056	54	85	4													150000	0	0	0	0	0	1	1	4	2		8532	1	200601101653	20060110165301	485.236520030102
60	04	01	08	484.70433056	58	63	1	1	1		405000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6333	1	200601101653	20060110165301	485.236520030102
60	01	01	08	521.63481081	45	52	4													400000	0	0	0	0	0	1	2		2		5211	1	200601101654	20060110165401	521.898295956051
60	01	01	08	487.99711344	44	64	1	1	2	12	650000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6421	1	200601101655	20060110165501	486.214023896092
60	01	01	08	456.98264781	81	85	1	1	2	12	850000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8511	1	200601101657	20060110165701	457.848737872718
60	02	01	08	456.98264781	32	66	1	1	1		600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6601	1	200601101657	20060110165701	457.848737872718
60	01	01	08	563.4473086	97	27	1	1	1		950000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2710	1	200601101659	20060110165901	562.161510894143
60	01	01	08	519.81638372	59	85	4													99	0	0	0	0	0	1	2		2		8515	1	200601101660	20060110166001	517.573534352722
60	02	01	08	519.81638372	13	80	1	1	2	12	98	2		2		2		2			0	0	0	0	0	1	2		2		8011	1	200601101660	20060110166001	517.573534352722
60	03	01	08	519.81638372	45	52	1	2			450000	2		2		2		2			0	0	0	0	0	1	2		2		5223	1	200601101660	20060110166001	517.573534352722
60	01	01	08	472.03323149	53	55	4													500000	0	0	0	0	0	1	2		2		5529	1	200601101661	20060110166101	470.594358231482
60	02	01	08	472.03323149	45	52	4													400000	0	0	0	0	0	1	2		2		5269	1	200601101661	20060110166101	470.594358231482
60	03	01	08	472.03323149	44	65	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6512	1	200601101661	20060110166101	470.594358231482
60	02	01	08	336.19635408	55	63	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6390	1	200601101662	20060110166201	340.209166831378
60	03	01	08	336.19635408	76	19	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1910	1	200601101662	20060110166201	340.209166831378
60	04	01	08	336.19635408	33	25	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2529	1	200601101662	20060110166201	340.209166831378
60	06	01	08	336.19635408	03	51	1	1	1		640000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5170	1	200601101662	20060110166201	340.209166831378
60	04	01	08	475.24199724	33	29	1	1	2	12	381500	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2919	1	200601101663	20060110166301	475.063271053708
60	01	01	08	472.24106262	45	51	1	1	1		380000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5125	1	200601101664	20060110166401	472.897255564221
60	01	01	08	514.9034784	55	85	1	1	2	12	381500	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8512	1	200601101665	20060110166501	515.066159567807
60	02	01	08	514.9034784	94	36	1	2			381500	2		2		2		2			0	0	0	0	0	1	1	1	1	1	3699	1	200601101665	20060110166501	515.066159567807
60	01	01	08	397.26159263	38	64	4													98	0	0	0	0	0	1	2		2		6421	1	200601101666	20060110166601	398.107033608145
60	02	01	08	397.26159263	34	72	1	2			300000	2		2		2		2			0	0	0	0	0	1	2		2		7230	1	200601101666	20060110166601	398.107033608145
60	01	01	08	428.77744272	59	85	1	2			200000	2		2		2		2			0	0	0	0	0	1	2		2		8512	1	200601101667	20060110166701	430.644296257538
60	02	01	08	428.77744272	45	52	4													400000	0	0	0	0	0	2			2		5269	1	200601101667	20060110166701	430.644296257538
60	01	01	08	381.31678046	50	92	1	9			700000	2		2		2		2			0	0	0	0	0	1	2		2		9242	1	200601101669	20060110166901	382.843985342087
60	02	01	08	381.31678046	21	15	1	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1541	1	200601101669	20060110166901	382.843985342087
60	01	01	08	598.90439773	45	52	1	2			381500	2		2		2		2			0	0	0	0	0	2			2		5252	1	200601101671	20060110167101	597.015865972604
60	01	01	08	481.17959708	93	45	4													200000	0	0	0	0	0	1	2		2		4552	1	200601101672	20060110167201	481.256414355654
60	03	01	08	481.17959708	40	24	1	9			381500	2		2		2		2			0	0	0	0	0	1	1	1	2		2411	1	200601101672	20060110167201	481.256414355654
60	01	01	08	529.82917449	58	75	2	1	1		1000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7522	1	200601101673	20060110167301	528.228873306589
60	01	01	08	422.88200561	53	85	2	1	1		381500	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8531	1	200601101674	20060110167401	421.902395161441
60	02	01	08	555.50323024	07	85	1	1	2	06	900000	2		2		2		2			0	0	0	0	0	1	1	4	2		8511	1	200601101675	20060110167501	556.121212828638
60	01	01	08	449.62114305	83	28	1	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2891	1	200601101676	20060110167601	450.148394761343
60	02	01	08	449.62114305	77	15	4													98	0	0	0	0	0	1	1	5	2		1511	1	200601101676	20060110167601	450.148394761343
60	01	01	08	554.60704275	45	52	4													500000	0	0	0	0	0	1	1	5	2		5211	1	200601101677	20060110167701	553.858837059132
60	02	01	08	560.06829405	83	28	4													200000	0	0	0	0	0	2			2		2811	1	200601101678	20060110167801	560.5237820403
60	01	01	08	580.33268454	44	64	4													800000	0	0	0	0	0	1	1	4	2		6421	1	200601101679	20060110167901	578.005147005022
60	02	01	08	580.33268454	45	52	4													250000	0	0	0	0	0	1	1	5	2		5261	1	200601101679	20060110167901	578.005147005022
60	01	01	08	470.37084206	13	80	5													1500000	0	0	0	0	0	1	1	1	2		8045	1	200601101680	20060110168001	468.965090801715
60	02	01	08	470.37084206	13	80	6														0	0	0	0	0	1	1	5	2		8045	1	200601101680	20060110168001	468.965090801715
60	03	01	08	527.59635086	98	60	4													98	0	0	0	0	0	2			2		6039	1	200601101681	20060110168101	529.246260108043
60	01	01	08	449.62114305	45	52	4													98	0	0	0	0	0	1	1	5	2		5211	1	200601101682	20060110168201	450.148394761343
60	01	01	11	2692.240603	55	74	4													90000	0	0	0	0	0	2			2		7493	1	200601101683	20060110168301	2691.27966348823
60	02	01	11	2486.5793264	59	85	5													180000	0	0	0	0	0	1	1	4	2		8532	1	200601101684	20060110168401	2484.65203608995
60	01	01	11	3166.8612941	54	95	3	2			381500	1	144000	2		2		2			0	0	0	0	0	1	2		2		9500	1	200601101685	20060110168501	3157.22149081502
60	02	01	11	3166.8612941	36	60	1	2			240000	2		2		2		2			0	0	0	0	0	1	2		2		6021	1	200601101685	20060110168501	3157.22149081502
60	04	01	11	3166.8612941	54	85	4													48000	0	0	0	0	0	1	1	5	2		8532	1	200601101685	20060110168501	3157.22149081502
60	05	01	11	3166.8612941	53	55	1	9			384000	1	120000	2		2		2			0	0	0	0	0	1	2		2		5521	1	200601101685	20060110168501	3157.22149081502
60	01	01	11	2442.7457367	54	95	4													400000	0	0	0	0	0	1	2		2		9500	1	200601101686	20060110168601	2446.32797375446
60	01	01	11	2241.3131965	54	95	4													98	0	0	0	0	0	1	2		2		9500	1	200601101687	20060110168701	2246.74396496404
60	01	01	11	2597.9909043	95	45	4													100000	0	0	0	0	0	1	2		2		4521	1	200601101688	20060110168801	2604.31212462145
60	01	02	11	2597.9909043	39	15	1	2			500000	2		2		2		2			0	0	0	0	0	1	2		2		1592	1	200601101688	20060110168802	2604.31212462145
60	01	01	11	2513.4933877	95	45	4													381500	0	0	0	0	0	1	2		2		4521	1	200601101689	20060110168901	2521.64645832918
60	02	01	11	2513.4933877	79	18	4													20000	0	0	0	0	0	1	2		2		1810	1	200601101689	20060110168901	2521.64645832918
60	01	02	11	2513.4933877	95	20	4													400000	0	0	0	0	0	2			2		2090	1	200601101689	20060110168902	2521.64645832918
60	01	01	11	2265.5687209	95	92	1	1	2	12	426000	1	96000	2		2		2			0	0	0	0	0	1	1	1	1	1	9249	1	200601101690	20060110169001	2266.31838386966
60	02	01	11	2265.5687209	56	95	3	2			174000	1	56000	2		2		2			0	0	0	0	0	2			3		9500	1	200601101690	20060110169001	2266.31838386966
60	02	01	11	2576.8965251	41	52	4													75000	0	0	0	0	0	1	2		2		5211	1	200601101691	20060110169101	2573.86049465941
60	01	01	11	2597.8995446	98	60	4													300000	0	0	0	0	0	1	2		2		6031	1	200601101692	20060110169201	2601.86342208375
60	01	01	11	2345.9510182	41	52	4													1200000	0	0	0	0	0	2			2		5211	1	200601101693	20060110169301	2346.3275647892
60	01	01	11	2114.5301322	41	52	4													500000	0	0	0	0	0	1	2		2		5219	1	200601101694	20060110169401	2113.43942091309
60	01	02	11	2052.7057118	45	52	4													450000	0	0	0	0	0	1	2		2		5262	1	200601101695	20060110169502	2055.70866929225
60	01	03	11	2052.7057118	33	74	1	1	1		700000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7412	1	200601101695	20060110169503	2055.70866929225
60	02	03	11	2052.7057118	90	36	1	1	2	06	454000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	3694	1	200601101695	20060110169503	2055.70866929225
60	01	01	11	2847.3944109	41	52	4													98	0	0	0	0	0	1	2		2		5211	1	200601101696	20060110169601	2846.81511181752
60	02	01	11	2847.3944109	45	52	6														0	0	0	0	0	1	2		2		5211	1	200601101696	20060110169601	2846.81511181752
60	02	01	11	1294.6318346	45	15	1	1	1		455700	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1551	1	200601101697	20060110169701	1289.22486305305
60	01	01	11	2999.453188	54	85	4													60000	100000	0	0	0	0	1	2		2		8532	1	200601101698	20060110169801	2996.16528890527
60	02	01	11	2999.453188	33	70	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7020	1	200601101698	20060110169801	2996.16528890527
60	03	01	11	2999.453188	59	85	6														0	0	0	0	0	1	2		2		8532	1	200601101698	20060110169801	2996.16528890527
60	01	01	11	2385.0280179	45	52	1	1	2	06	455700	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5269	1	200601101699	20060110169901	2386.3940380712
60	01	01	11	2799.6115936	44	66	1	1	2	12	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6601	1	200601101700	20060110170001	2796.08045378418
60	03	01	11	2799.6115936	38	74	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7499	1	200601101700	20060110170001	2796.08045378418
60	04	01	11	2799.6115936	98	60	4													120000	0	0	0	0	0	2			2		6031	1	200601101700	20060110170001	2796.08045378418
60	02	01	11	1680.7311495	54	95	3	2			98	1	90000	2		2		2			0	0	0	0	0	1	2		2		9500	1	200601101701	20060110170101	1672.29324125255
60	03	01	11	1680.7311495	37	64	1	1	2	01	150000	2		2		2		2			0	0	0	0	0	1	2		2		6412	1	200601101701	20060110170101	1672.29324125255
60	06	01	11	1680.7311495	98	60	4													140000	0	0	0	0	0	1	2		2		6021	1	200601101701	20060110170101	1672.29324125255
60	01	01	11	1147.1868572	91	22	1	1	1		456000	2		2		2		2			0	0	0	0	0	1	1	1	9		2220	1	200601101702	20060110170201	1143.94321115258
60	02	01	11	1147.1868572	45	52	4													200000	0	0	0	0	0	1	1	5	2		5261	1	200601101702	20060110170201	1143.94321115258
60	03	01	11	1147.1868572	18	92	1	2			250000	2		2		2		2			0	0	0	0	98	1	1	5	2		9241	1	200601101702	20060110170201	1143.94321115258
60	02	02	11	1147.1868572	92	22	4													250000	0	0	0	0	0	2			2		2220	1	200601101702	20060110170202	1143.94321115258
60	01	01	11	2751.6198808	97	63	1	2			98	1	98000	2		2		2			0	0	0	0	0	2			2		6390	1	200601101703	20060110170301	2743.28591698344
60	03	01	11	2751.6198808	58	75	2	1	2	26	98	1	210000	2		2		1	98		0	0	0	0	0	1	1	2	1	2	7522	1	200601101703	20060110170301	2743.28591698344
60	01	01	11	1986.7575546	79	18	5													98	170000	0	0	0	0	1	1	4	2		1810	1	200601101704	20060110170401	1990.46176286354
60	02	01	11	1986.7575546	45	51	1	1	2	12	500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5139	1	200601101704	20060110170401	1990.46176286354
60	05	01	11	1986.7575546	97	18	1	2			100000	1	98	2		2		2			0	0	0	0	0	1	1	5	2		1810	1	200601101704	20060110170401	1990.46176286354
60	01	01	11	1428.6166315	54	85	4													50000	0	0	0	0	0	1	2		2		8532	1	200601101705	20060110170501	1426.51149428313
60	02	01	11	1428.6166315	54	95	4													98	0	0	0	0	0	1	2		2		9500	1	200601101705	20060110170501	1426.51149428313
60	01	01	11	2814.7949309	95	70	1	2			350000	2		2		2		2			0	0	0	0	0	1	2		2		7010	1	200601101706	20060110170601	2817.54058893132
60	02	01	11	2814.7949309	54	95	4													250000	0	0	100000	0	0	1	2		2		9500	1	200601101706	20060110170601	2817.54058893132
60	01	01	11	2366.977239	98	60	4													98	0	0	0	0	0	1	1	4	2		6021	1	200601101707	20060110170701	2370.38731802219
60	06	01	11	2366.977239	98	60	4													98	0	0	0	0	0	1	1	4	1	3	6021	1	200601101707	20060110170701	2370.38731802219
60	01	02	11	1585.5996394	87	50	4													300000	0	0	0	0	0	1	1	5	2		5020	1	200601101708	20060110170802	1589.1579160004
60	01	01	11	2905.1121297	95	45	4													381500	0	0	0	0	0	1	2		2		4521	1	200601101709	20060110170901	2906.74904750078
60	03	01	11	2905.1121297	95	45	4													381500	0	0	0	0	0	1	2		2		4521	1	200601101709	20060110170901	2906.74904750078
60	01	01	11	2724.840083	41	52	4													400000	0	0	0	0	0	1	2		2		5239	1	200601101710	20060110171001	2720.55418637443
60	01	01	11	2979.8836403	98	95	3	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	9500	1	200601101711	20060110171101	2982.27531491053
60	01	02	11	2979.8836403	98	60	1	1	2	12	500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6021	1	200601101711	20060110171102	2982.27531491053
60	02	01	11	2540.1818259	54	95	3	2			136000	1	98	2		2		2			0	0	0	0	0	1	2		2		9500	1	200601101712	20060110171201	2541.92948640049
60	01	01	11	2416.0890267	85	45	1	1	1		424000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	4542	1	200601101713	20060110171301	2402.0281437278
60	02	01	11	2416.0890267	54	95	3	1	1		424000	1	98	2		2		2			0	0	0	0	0	2			2		9500	1	200601101713	20060110171301	2402.0281437278
60	05	01	11	2416.0890267	32	85	4													700000	0	0	0	0	0	1	2		2		8511	1	200601101713	20060110171301	2402.0281437278
60	01	01	11	3093.5232552	41	55	4													250000	0	0	0	0	0	1	2		2		5530	1	200601101714	20060110171401	3095.80817683488
60	02	01	11	3093.5232552	45	52	1	2			300000	1	21000	2		2		2			0	0	0	0	0	1	2		2		5239	1	200601101714	20060110171401	3095.80817683488
60	01	01	11	2566.9616237	45	52	4													280000	0	0	0	0	0	2			2		5262	1	200601101715	20060110171501	2564.6612170095
60	01	01	11	2671.2375835	54	95	4													480000	50000	0	0	0	0	1	2		2		9500	1	200601101716	20060110171601	2663.2767360639
60	01	01	11	2544.2970451	59	63	1	1	1		424000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6331	1	200601101717	20060110171701	2544.58597177321
60	02	01	11	2544.2970451	54	95	3	1	1		424000	1	75000	2		2		2			0	0	0	0	0	1	1	1	1	1	9500	1	200601101717	20060110171701	2544.58597177321
60	01	01	11	2158.3637219	75	17	1	1	1		463000	2		2		2		2			98	0	0	0	0	1	1	1	1	1	1730	1	200601101718	20060110171801	2151.76348324858
60	02	01	11	2158.3637219	54	95	3	2			480000	1	200000	2		2		2			0	0	0	0	0	1	2		2		9500	1	200601101718	20060110171801	2151.76348324858
60	03	01	11	2158.3637219	54	95	3	2			426000	1	200000	2		2		2			0	0	0	0	0	1	2		2		9500	1	200601101718	20060110171801	2151.76348324858
60	04	01	11	2158.3637219	53	55	1	1	1		426000	1	98	2		2		2			0	0	0	0	0	1	1	1	1	1	5529	1	200601101718	20060110171801	2151.76348324858
60	07	01	11	2985.6604186	59	63	1	1	2	12	440000	1	270000	2		2		2			0	0	0	0	0	1	1	1	1	1	6331	1	200601101719	20060110171901	2977.0041180952
