Reg	Orden	Hogar	Area	Fex_c	P24	P26	P27	P27na	P27nba	P27nbb	Valor28	P29	Valor29	P30	Valor30	P30a	Valor30a	P30b	Valor30b	Valor31	Valor32a	Valor32b	Valor33a	Valor33b	Valor33c	P33a	P33b	P33c	P33d	P33e	Rama4d	Oci	Llave_viv	Llave_hog	Fex_c_2011
60	01	01	54	347.32415604	95	45	4													400000	0	0	0	0	0	1	1	5	2		4521	1	200601105484	20060110548401	346.658956373527
60	02	01	54	347.32415604	45	52	1	1	2	12	600000	1	60000	2		2		2			0	0	0	0	0	1	1	1	1	1	5233	1	200601105484	20060110548401	346.658956373527
60	01	01	54	306.97583857	11	63	1	1	1		2000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6390	1	200601105485	20060110548501	306.79938998514
60	01	01	54	325.83630852	41	51	4													600000	0	0	0	0	0	1	1	5	2		5124	1	200601105486	20060110548601	324.639886360817
60	02	01	54	325.83630852	33	65	1	1	1		1000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6512	1	200601105486	20060110548601	324.639886360817
60	03	01	54	325.83630852	19	15	1	1	2	12	98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1541	1	200601105486	20060110548601	324.639886360817
60	01	01	54	301.58989431	60	01	1	2			500000	2		1	60000	2		2			0	600000	0	0	0	1	1	3	2		0121	1	200601105487	20060110548701	302.603785687703
60	01	01	54	391.68699585	21	25	5													1200000	0	0	0	0	0	2			2		2529	1	200601105488	20060110548801	390.8978577005
60	01	01	54	358.46725188	98	60	4													2000000	0	0	0	0	0	1	1	4	1	3	6021	1	200601105489	20060110548901	358.314094288032
60	02	01	54	358.46725188	49	65	4													300000	0	0	0	0	0	1	1	5	2		6599	1	200601105489	20060110548901	358.314094288032
60	01	01	54	336.97029654	84	50	4													400000	0	0	0	0	0	1	1	4	2		5020	1	200601105490	20060110549001	338.491344736393
60	02	01	54	336.97029654	13	80	2	1	1		800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105490	20060110549001	338.491344736393
60	01	01	54	296.20135262	98	60	4													350000	0	0	0	0	0	1	1	5	2		6021	1	200601105491	20060110549101	296.609117190539
60	02	01	54	296.20135262	45	52	4													350000	0	0	0	0	0	1	1	4	1	3	5269	1	200601105491	20060110549101	296.609117190539
60	02	01	54	340.19558255	13	80	2	1	1		980000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105492	20060110549201	339.383153397608
60	02	01	54	263.38181847	32	74	1	1	1		426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7411	1	200601105493	20060110549301	263.813465232187
60	03	01	54	263.38181847	21	19	1	1	1		800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1929	1	200601105493	20060110549301	263.813465232187
60	01	01	54	226.5015231	84	26	1	1	1		408000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2693	1	200601105494	20060110549401	227.860256151914
60	02	01	54	226.5015231	53	55	1	2			200000	1	75000	2		2		2			0	0	0	0	0	1	1	5	2		5521	1	200601105494	20060110549401	227.860256151914
60	03	01	54	226.5015231	97	26	1	1	1		816000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2693	1	200601105494	20060110549401	227.860256151914
60	04	01	54	226.5015231	16	17	1	2			408000	2		2		2		2			0	0	0	0	0	2			2		1749	1	200601105494	20060110549401	227.860256151914
60	06	01	54	226.5015231	84	50	1	2			0	2		2		2		2			0	0	0	0	0	2			2		5020	1	200601105494	20060110549401	227.860256151914
60	02	01	54	215.49460692	37	75	4													700000	0	0	0	0	0	1	1	4	1	2	7523	1	200601105495	20060110549501	215.847773095013
60	03	01	54	215.49460692	45	52	4													450000	0	0	0	0	0	1	1	4	2		5224	1	200601105495	20060110549501	215.847773095013
60	01	01	54	285.41288384	98	60	4													500000	0	0	0	0	0	2			2		6021	1	200601105496	20060110549601	285.807536729579
60	01	01	54	332.4314517	39	75	2	1	1		1500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7523	1	200601105498	20060110549801	331.379936965997
60	01	01	54	296.37923674	21	35	1	2			300000	2		2		2		2			0	0	0	0	0	1	1	5	2		3592	1	200601105499	20060110549901	296.172974228338
60	02	01	54	296.37923674	21	35	5													1300000	0	0	0	0	0	1	1	4	2		3592	1	200601105499	20060110549901	296.172974228338
60	04	01	54	226.47995725	71	10	1	2			300000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1010	1	200601105500	20060110550001	226.076531184004
60	07	01	54	226.47995725	71	10	1	1	2	12	600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	1010	1	200601105500	20060110550001	226.076531184004
60	01	01	54	259.02523652	05	85	4													1300000	0	0	8400000	0	0	2			2		8514	1	200601105501	20060110550101	259.814297723377
60	02	01	54	259.02523652	95	45	4													300000	0	0	0	0	0	2			2		4521	1	200601105501	20060110550101	259.814297723377
60	01	01	54	349.05281588	53	55	4													200000	0	0	3600000	0	0	1	2		2		5521	1	200601105502	20060110550201	348.303646267738
60	04	01	54	349.05281588	53	55	4													200000	0	0	98	0	0	2			2		5521	1	200601105502	20060110550201	348.303646267738
60	01	01	54	267.37599344	79	18	1	2			450000	2		2		2		2			170000	0	1800000	0	0	1	1	5	2		1810	1	200601105503	20060110550301	267.312192876795
60	01	01	54	259.02523652	19	85	4													1000000	0	0	0	0	0	1	1	5	2		8532	1	200601105504	20060110550401	259.814297723377
60	02	01	54	259.02523652	13	80	2	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105504	20060110550401	259.814297723377
60	02	01	54	522.35216977	98	90	1	1	9		408000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	9000	1	200601105505	20060110550501	523.684448280338
60	03	01	54	522.35216977	39	64	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6421	1	200601105505	20060110550501	523.684448280338
60	01	01	54	685.9701613	45	52	4													600000	0	0	0	0	0	1	1	5	2		5269	1	200601105506	20060110550601	686.576954885682
60	02	01	54	685.9701613	51	55	5													300000	0	0	0	0	0	1	1	5	2		5521	1	200601105506	20060110550601	686.576954885682
60	04	01	54	685.9701613	42	52	1	1	2	12	381500	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5219	1	200601105506	20060110550601	686.576954885682
60	05	01	54	685.9701613	45	52	1	1	2	12	381500	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5219	1	200601105506	20060110550601	686.576954885682
60	09	01	54	685.9701613	98	60	1	2			800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6042	1	200601105506	20060110550601	686.576954885682
60	12	01	54	685.9701613	54	95	3	2			0	1	90000	1	90000	2		2			0	0	0	0	0	2			2		9500	1	200601105506	20060110550601	686.576954885682
60	01	01	54	459.17911052	51	55	5													400000	0	0	0	0	0	2			2		5521	1	200601105507	20060110550701	463.499918964984
60	03	01	54	459.17911052	45	52	1	2			408000	2		2		2		2			0	0	0	0	0	2			2		5241	1	200601105507	20060110550701	463.499918964984
60	04	01	54	459.17911052	98	60	4													360000	0	0	0	0	0	2			2		6031	1	200601105507	20060110550701	463.499918964984
60	05	01	54	459.17911052	53	55	6														0	0	0	0	0	2			2		5521	1	200601105507	20060110550701	463.499918964984
60	02	01	54	532.84643804	84	15	1	1	9		1000000	2		2		2		2			0	0	0	0	0	1	1	1	9		1594	1	200601105508	20060110550801	535.541680812947
60	03	01	54	532.84643804	11	91	1	1	9		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	9199	1	200601105508	20060110550801	535.541680812947
60	02	01	54	487.33556911	59	93	1	1	9		460000	2		2		2		2			0	0	0	0	0	1	1	1	9		9303	1	200601105509	20060110550901	487.391324774596
60	02	01	54	605.99154088	35	75	2	1	1		98	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7514	1	200601105510	20060110551001	606.631197450225
60	05	01	54	605.99154088	39	75	2	1	1		900000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7523	1	200601105510	20060110551001	606.631197450225
60	06	01	54	605.99154088	45	24	1	1	1		600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2423	1	200601105510	20060110551001	606.631197450225
60	01	01	54	541.04035899	41	52	4													200000	0	0	1800000	0	0	1	1	5	2		5225	1	200601105511	20060110551101	541.057034644099
60	02	01	54	541.04035899	59	92	1	1	1		150000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	9249	1	200601105511	20060110551101	541.057034644099
60	01	01	54	586.58384232	11	72	1	1	1		700000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7220	1	200601105513	20060110551301	586.333220349908
60	01	01	54	604.2148514	13	80	2	1	1		808000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105515	20060110551501	603.008242513842
60	01	01	54	147.11419419	45	50	4													500000	0	0	0	0	0	1	1	5	2		5030	1	200601105516	20060110551601	147.072523905773
60	08	01	54	147.11419419	93	50	4													480000	0	0	0	0	0	2			2		5020	1	200601105516	20060110551601	147.072523905773
60	10	01	54	147.11419419	84	50	1	2			320000	2		2		2		2			0	0	0	0	0	2			2		5020	1	200601105516	20060110551601	147.072523905773
60	01	02	54	147.11419419	98	60	4													300000	0	0	0	0	0	1	1	4	2		6021	1	200601105516	20060110551602	147.072523905773
60	01	01	54	350.04615357	41	51	5													1000000	0	0	0	0	0	1	1	4	2		5155	1	200601105517	20060110551701	349.492044296202
60	02	01	54	350.04615357	32	51	6														0	0	0	0	0	1	1	5	2		5155	1	200601105517	20060110551701	349.492044296202
60	01	01	54	242.34700186	81	20	4													400000	0	0	0	0	0	2			2		2090	1	200601105518	20060110551801	242.680628029765
60	02	01	54	242.34700186	81	20	6														0	0	0	0	0	1	1	5	2		2090	1	200601105518	20060110551801	242.680628029765
60	01	01	54	350.89593325	41	52	4													400000	0	0	0	0	0	1	2		2		5211	1	200601105519	20060110551901	351.251596222887
60	02	01	54	350.89593325	53	55	1	2			300000	1	120000	2		2		2			0	0	0	0	0	1	2		2		5521	1	200601105519	20060110551901	351.251596222887
60	03	01	54	350.89593325	59	64	1	2			98	2		2		2		2			0	0	0	0	0	1	2		2		6421	1	200601105519	20060110551901	351.251596222887
60	04	01	54	350.89593325	45	52	6														0	0	0	0	0	1	2		2		5211	1	200601105519	20060110551901	351.251596222887
60	01	01	54	270.5201795	98	60	4													600000	0	0	0	0	0	1	1	4	1	3	6021	1	200601105521	20060110552101	270.528517322049
60	01	01	54	296.37923674	77	15	1	9			98	1	75000	2		2		2			0	0	0	0	0	2			2		1551	1	200601105522	20060110552201	296.172974228338
60	02	01	54	270.5201795	51	55	4													600000	0	0	0	0	0	2			2		5530	1	200601105523	20060110552301	270.528517322049
60	01	01	54	260.81076683	14	91	1	2			400000	2		1	80000	2		2			0	0	0	0	0	1	1	4	2		9191	1	200601105524	20060110552401	261.66894800946
60	03	01	54	260.81076683	97	60	4													50000	0	0	0	0	0	2			2		6041	1	200601105524	20060110552401	261.66894800946
60	01	01	54	309.97015582	51	55	4													500000	0	0	0	0	0	2			2		5530	1	200601105525	20060110552501	310.300279868567
60	02	01	54	309.97015582	50	55	6														0	0	0	0	0	1	2		2		5530	1	200601105525	20060110552501	310.300279868567
60	01	01	54	313.0574714	12	74	4													600000	0	0	0	0	0	1	1	4	1	3	7411	1	200601105526	20060110552601	313.30664392195
60	01	01	54	278.39921682	98	60	4													150000	0	0	0	0	0	2			2		6021	1	200601105529	20060110552901	277.887590767424
60	03	01	54	213.35450237	45	52	1	2			350000	2		2		2		2			0	0	0	0	0	2			2		5241	1	200601105530	20060110553001	213.67218074952
60	01	01	54	372.41001809	81	36	5													800000	0	0	0	0	0	1	1	4	2		3611	1	200601105531	20060110553101	371.500481612428
60	01	01	54	272.67174444	79	18	1	2			410000	1	90000	2		2		2			0	0	0	0	1000000	1	1	1	2		1810	1	200601105532	20060110553201	273.439783016036
60	02	01	54	272.67174444	79	18	1	2			180000	2		2		2		2			0	0	0	0	300000	1	1	5	2		1810	1	200601105532	20060110553201	273.439783016036
60	01	01	54	334.21698201	58	01	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	0115	1	200601105533	20060110553301	333.23458725208
60	06	01	54	334.21698201	79	18	1	2			300000	2		2		2		2			0	0	0	0	0	2			2		1810	1	200601105533	20060110553301	333.23458725208
60	01	01	54	251.1625064	06	85	1	1	2	12	1800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8511	1	200601105534	20060110553401	251.018139111731
60	01	01	54	251.1625064	13	80	2	1	1		1600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105535	20060110553501	251.018139111731
60	01	01	54	247.22056434	84	50	5													700000	0	0	0	0	0	1	1	5	2		5020	1	200601105536	20060110553601	248.424981646426
60	02	01	54	247.22056434	32	50	6														0	0	0	0	0	1	1	4	1	3	5020	1	200601105536	20060110553601	248.424981646426
60	01	01	54	259.02523652	98	60	4													400000	0	0	0	0	0	1	1	5	2		6031	1	200601105537	20060110553701	259.814297723377
60	02	01	54	259.02523652	32	63	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	2		6331	1	200601105537	20060110553701	259.814297723377
60	01	01	54	205.47546505	98	50	1	2			150000	2		2		2		2			0	0	0	0	0	1	1	4	2		5051	1	200601105538	20060110553801	206.313107304145
60	03	01	54	205.47546505	44	64	1	2			99	2		2		2		2			0	0	0	0	0	2			2		6421	1	200601105538	20060110553801	206.313107304145
60	05	01	54	205.47546505	41	52	4													200000	0	0	0	0	0	2			2		5211	1	200601105538	20060110553801	206.313107304145
60	01	01	54	147.11419419	98	45	1	1	1		452000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	4542	1	200601105539	20060110553901	147.072523905773
60	01	01	54	242.34700186	45	52	4													3000000	0	0	0	0	0	2			2		5239	1	200601105540	20060110554001	242.680628029765
60	01	01	54	401.35639092	84	50	5													600000	0	0	0	0	0	2			2		5040	1	200601105541	20060110554101	400.1513025721
60	01	01	54	365.78792101	21	22	5													98	0	0	0	0	0	1	1	4	2		2220	1	200601105542	20060110554201	365.647276353222
60	03	01	54	365.78792101	45	22	1	2			426000	2		2		2		2			0	0	0	0	0	1	1	5	2		2220	1	200601105542	20060110554201	365.647276353222
60	07	01	54	365.78792101	54	95	3	2			140000	1	150000	1	100000	2		2			0	0	0	0	0	1	2		2		9500	1	200601105542	20060110554201	365.647276353222
60	01	01	54	263.43405138	13	80	2	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105543	20060110554301	264.719035411489
60	02	01	54	215.49460692	21	50	5													1000000	0	0	0	0	0	1	1	4	9		5020	1	200601105544	20060110554401	215.847773095013
60	01	01	54	293.29192116	32	70	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7010	1	200601105545	20060110554501	293.166610174954
60	02	01	54	293.29192116	12	74	4													500000	0	0	0	0	0	1	1	5	2		7411	1	200601105545	20060110554501	293.166610174954
60	02	01	54	236.26980206	45	24	1	1	2	03	426000	2		2		2		2			0	0	0	0	0	1	1	1	9		2423	1	200601105546	20060110554601	235.739119704202
60	01	01	54	285.41288384	40	52	1	1	1		480000	1	200000	2		2		2			0	0	0	0	0	2			2		5225	1	200601105547	20060110554701	285.807536729579
60	01	01	54	309.97015582	13	80	2	1	1		1280000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105548	20060110554801	310.300279868567
60	02	01	54	309.97015582	81	20	5													0	0	0	0	0	0	2			2		2090	1	200601105548	20060110554801	310.300279868567
60	04	01	54	309.97015582	93	20	1	2			400000	2		2		2		2			0	0	0	0	0	2			2		2090	1	200601105548	20060110554801	310.300279868567
60	01	01	54	251.1625064	44	64	1	1	1		450000	2		2		2		2			0	0	1200000	0	0	1	1	1	1	1	6421	1	200601105549	20060110554901	251.018139111731
60	01	01	54	229.23982783	83	34	4													98	0	0	0	0	0	1	1	4	3		3430	1	200601105550	20060110555001	229.256258908318
60	02	01	54	229.23982783	57	93	4													600000	0	0	0	0	0	1	1	5	2		9302	1	200601105550	20060110555001	229.256258908318
60	01	01	54	285.41288384	45	50	4													98	0	0	0	0	0	2			2		5030	1	200601105551	20060110555101	285.807536729579
60	01	01	54	285.41288384	45	50	4													300000	0	0	0	0	0	2			2		5051	1	200601105552	20060110555201	285.807536729579
60	01	01	54	246.26778992	60	01	1	2			350000	2		1	200000	2		2			0	0	0	0	0	1	1	1	1	1	0121	1	200601105553	20060110555301	248.883629176105
60	05	01	54	246.26778992	58	52	1	2			450000	2		2		2		2			0	0	0	0	0	2			2		5234	1	200601105553	20060110555301	248.883629176105
60	01	01	54	227.45429752	44	70	4													800000	0	0	0	0	0	1	1	5	2		7020	1	200601105554	20060110555401	227.401608622235
60	02	01	54	227.45429752	39	85	2	1	1		600000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8511	1	200601105554	20060110555401	227.401608622235
60	01	01	54	285.79719932	85	52	4													0	300000	0	0	0	0	2			2		5272	1	200601105556	20060110555601	285.844133450521
60	03	01	54	285.79719932	39	74	4													300000	0	0	0	0	0	2			2		7499	1	200601105556	20060110555601	285.844133450521
60	04	01	54	285.79719932	84	72	4													350000	0	0	0	0	0	2			2		7250	1	200601105556	20060110555601	285.844133450521
60	01	01	54	246.75581672	51	55	5													600000	0	0	0	0	0	2			2		5521	1	200601105557	20060110555701	247.585365717876
60	01	01	54	275.40933259	79	18	4													400000	0	0	7200000	0	0	2			2		1810	1	200601105558	20060110555801	273.952446495245
60	03	01	54	231.70809396	39	41	1	2			700000	2		2		2		2			300000	0	0	0	0	1	1	1	1	1	4100	1	200601105559	20060110555901	232.141826860076
60	01	01	54	317.53874735	02	45	4													98	0	0	0	0	0	1	1	4	1	3	4530	1	200601105561	20060110556101	316.100917558468
60	02	01	54	258.5604889	54	95	3	2			208000	1	168000	1	150000	2		2			0	0	0	0	0	2			2		9500	1	200601105562	20060110556201	258.974681794828
60	04	01	54	206.8341208	03	52	4													400000	0	550000	0	0	0	1	1	3	3		5272	1	200601105563	20060110556301	207.674781463317
60	01	01	54	323.3556567	06	85	4													800000	0	0	0	0	0	2			2		8512	1	200601105564	20060110556401	324.312941531688
60	01	01	54	389.22548694	41	51	4													800000	0	0	0	0	0	2			2		5133	1	200601105565	20060110556501	388.078455939585
60	02	01	54	389.22548694	51	55	5													700000	0	0	0	0	0	2			2		5521	1	200601105565	20060110556501	388.078455939585
60	03	01	54	389.22548694	32	40	4													780000	0	0	0	0	0	1	1	4	1	3	4010	1	200601105565	20060110556501	388.078455939585
60	01	01	54	410.47463409	02	72	5													520000	0	0	8400000	0	0	1	1	4	2		7250	1	200601105566	20060110556601	409.688487821362
60	02	01	54	410.47463409	45	36	1	2			450000	1	72000	2		2		2			0	0	0	0	0	1	1	5	2		3611	1	200601105566	20060110556601	409.688487821362
60	01	01	54	296.82887332	21	70	1	1	1		1500000	2		2		2		2			0	0	2000000	0	0	1	1	1	1	1	7010	1	200601105567	20060110556701	296.658257165027
60	01	01	54	286.41053374	40	51	1	1	1		1300000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5141	1	200601105568	20060110556801	286.804819818137
60	02	01	54	286.41053374	13	80	1	1	2	10	800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105568	20060110556801	286.804819818137
60	01	01	54	357.03659784	41	52	5													700000	0	0	0	0	0	1	1	4	1	3	5211	1	200601105569	20060110556901	356.323600583854
60	02	01	54	265.09417593	54	95	3	2			200000	1	200000	1	100000	2		2			0	0	0	0	0	2			2		9500	1	200601105570	20060110557001	264.946652546039
60	01	01	54	286.41053374	08	72	4													1800000	0	0	0	0	0	1	1	5	1	3	7210	1	200601105571	20060110557101	286.804819818137
60	02	01	54	286.41053374	07	85	1	1	1		1200000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8511	1	200601105571	20060110557101	286.804819818137
60	01	01	54	339.43610199	33	65	1	1	1		1600000	2		2		2		2			0	0	6000000	0	0	1	1	1	1	1	6512	1	200601105572	20060110557201	338.266549867648
60	03	01	54	339.43610199	54	95	3	1	1		216000	1	180000	1	80000	2		2			0	0	0	0	0	2			2		9500	1	200601105572	20060110557201	338.266549867648
60	01	01	54	316.5395446	45	52	1	1	1		700000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	5243	1	200601105574	20060110557401	316.907170682332
60	01	01	54	243.70135799	44	50	4													1000000	0	0	0	0	0	1	1	4	2		5012	1	200601105575	20060110557501	243.644905526121
60	02	01	54	342.35969992	39	41	1	1	1		550000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	4100	1	200601105576	20060110557601	341.622952427574
60	03	01	54	342.35969992	51	55	4													0	0	0	0	0	0	1	1	5	2		5529	1	200601105576	20060110557601	341.622952427574
60	01	02	54	342.35969992	56	93	1	2			400000	1	172000	2		2		2			0	0	0	0	0	1	1	5	2		9301	1	200601105576	20060110557602	341.622952427574
60	02	02	54	342.35969992	53	55	1	9			426000	2		2		2		2			0	0	0	0	0	1	1	1	2		5529	1	200601105576	20060110557602	341.622952427574
60	02	01	54	211.97388834	45	52	1	1	2	12	426000	2		2		2		2			0	0	600000	0	0	1	1	1	1	1	5225	1	200601105577	20060110557701	211.488524087719
60	01	02	54	211.97388834	11	75	2	1	1		1500000	2		2		2		2			0	0	0	800000	0	1	1	1	1	1	7512	1	200601105577	20060110557702	211.488524087719
60	04	01	54	317.96214052	79	18	1	1	2	12	98	2		2		2		2			0	0	0	0	98	2			2		1810	1	200601105578	20060110557801	318.314256803951
60	01	01	54	323.68695912	59	85	2	1	2	12	600000	2		2		2		2			0	0	0	0	600000	1	1	1	1	1	8511	1	200601105579	20060110557901	323.040560638303
60	02	01	54	248.77441968	34	72	1	2			426000	2		2		2		2			0	0	0	0	0	2			2		7230	1	200601105580	20060110558001	248.08357108732
60	02	01	54	375.95828882	57	93	4													50000	0	0	0	0	0	1	1	5	2		9302	1	200601105581	20060110558101	374.632438301663
60	03	01	54	375.95828882	92	74	1	1	2	12	680000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7494	1	200601105581	20060110558101	374.632438301663
60	01	01	54	322.68360004	45	18	1	1	2	06	426000	2		2		2		2			200000	0	2400000	0	0	1	1	1	1	1	1810	1	200601105583	20060110558301	321.992233201329
60	01	02	54	322.68360004	58	75	2	1	1		750000	2		2		1	98	2			0	0	0	0	0	1	1	1	1	1	7522	1	200601105583	20060110558302	321.992233201329
60	01	01	54	381.57871654	39	85	2	1	2	12	800000	2		2		2		2			0	0	200000	0	0	1	1	1	1	1	8511	1	200601105584	20060110558401	380.35386512584
60	01	01	54	317.54960562	21	28	1	1	2	12	800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	2812	1	200601105585	20060110558501	317.328609777468
60	02	01	54	317.54960562	59	85	1	1	1		780000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8511	1	200601105585	20060110558501	317.328609777468
60	01	01	54	252.94803671	79	18	1	2			400000	2		2		2		2			0	0	0	0	0	2			2		1810	1	200601105586	20060110558601	252.872789397814
60	02	01	54	252.94803671	45	92	1	1	9		408000	2		2		2		2			0	0	0	0	0	1	1	1	2		9242	1	200601105586	20060110558601	252.872789397814
60	01	01	54	371.57098223	45	51	1	2			300000	2		2		2		2			0	0	0	0	0	2			2		5125	1	200601105587	20060110558701	369.593263757041
60	02	01	54	371.57098223	45	15	1	2			320000	1	30000	2		2		2			0	0	0	0	0	2			2		1511	1	200601105587	20060110558701	369.593263757041
60	01	01	54	309.97015582	41	52	4													280000	0	0	0	0	0	1	2		2		5211	1	200601105588	20060110558801	310.300279868567
60	03	01	54	385.16190131	45	52	1	1	1		310000	1	50000	2		2		2			0	0	0	0	0	1	2		2		5211	1	200601105590	20060110559001	383.72056939727
60	02	01	54	227.45429752	89	26	1	1	9		408000	1	45000	2		1	60000	2			0	0	0	0	0	1	1	1	1	1	2693	1	200601105591	20060110559101	227.401608622235
60	02	01	54	296.37923674	53	55	1	1	2	12	448000	1	150000	2		2		2			0	0	0	0	0	1	1	1	2		5521	1	200601105592	20060110559201	296.172974228338
60	01	01	54	313.44178688	90	25	1	2			350000	2		2		2		2			0	0	0	0	0	2			2		2529	1	200601105593	20060110559301	313.343240642892
60	03	01	54	313.44178688	53	55	1	2			408000	1	150000	2		2		2			0	0	0	0	0	2			2		5521	1	200601105593	20060110559301	313.343240642892
60	04	01	54	313.44178688	45	52	4													350000	0	0	0	0	0	2			2		5269	1	200601105593	20060110559301	313.343240642892
60	06	01	54	313.44178688	45	52	1	2			80000	1	15000	2		2		2			0	0	0	0	0	2			2		5221	1	200601105593	20060110559301	313.343240642892
60	01	01	54	220.38376002	55	74	4													240000	0	0	0	0	0	1	2		2		7493	1	200601105595	20060110559501	219.271702268209
60	01	01	54	301.15465128	37	80	1	1	2	12	426000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105596	20060110559601	301.9627687866
60	02	01	54	301.15465128	54	95	3	2			200000	1	120000	2		2		2			0	0	0	0	0	1	1	5	2		9500	1	200601105596	20060110559601	301.9627687866
60	03	01	54	301.15465128	99	50	4													250000	0	0	0	0	0	2			2		5020	1	200601105596	20060110559601	301.9627687866
60	04	01	54	301.15465128	97	52	1	2			360000	1	120000	2		2		2			0	0	0	0	0	2			2		5262	1	200601105596	20060110559601	301.9627687866
60	02	01	54	278.39921682	56	93	4													120000	0	0	0	0	0	2			2		9301	1	200601105597	20060110559701	277.887590767424
60	01	01	54	296.01391869	71	10	1	2			400000	1	90000	1	30000	2		2			0	0	0	0	0	9			9		1010	1	200601105598	20060110559801	295.999698097629
60	01	01	54	360.68524914	30	75	4													830000	0	0	0	0	0	1	1	4	1	3	7513	1	200601105600	20060110560001	359.876581749424
60	01	01	54	337.30665438	95	45	5													2000000	550000	0	0	0	0	1	1	5	2		4521	1	200601105601	20060110560101	337.773063057751
60	01	02	54	281.79274462	45	51	4													1800000	0	0	0	0	0	2			2		5132	1	200601105602	20060110560202	280.836319986661
60	01	01	54	281.20261974	13	80	2	1	1		2000000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8043	1	200601105603	20060110560301	282.747899565811
60	02	01	54	281.20261974	53	55	4													300000	0	0	0	0	0	1	1	5	2		5521	1	200601105603	20060110560301	282.747899565811
60	03	01	54	281.20261974	33	74	4													0	0	0	0	0	0	1	1	4	2		7412	1	200601105603	20060110560301	282.747899565811
60	01	01	54	217.91391725	85	52	5													800000	0	0	0	0	0	2			2		5272	1	200601105605	20060110560501	217.779525862315
60	02	01	54	217.91391725	57	93	4													500000	0	0	0	0	0	2			2		9302	1	200601105605	20060110560501	217.779525862315
60	03	01	54	217.91391725	33	65	1	1	1		800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6596	1	200601105605	20060110560501	217.779525862315
60	01	01	54	258.39169832	08	72	4													1000000	0	0	0	0	0	1	1	5	1	3	7220	1	200601105606	20060110560601	258.89433175504
60	03	01	54	258.39169832	08	85	1	1	2	12	800000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	8512	1	200601105606	20060110560601	258.89433175504
60	04	01	54	258.39169832	59	92	1	1	2	04	480000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	9213	1	200601105606	20060110560601	258.89433175504
60	01	01	54	272.45953606	41	52	4													300000	0	0	900000	0	0	1	2		2		5211	1	200601105607	20060110560701	273.344698292074
60	01	01	54	346.61825827	58	75	2	1	1		1400000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	7523	1	200601105608	20060110560801	346.470163236964
60	02	01	54	346.61825827	39	66	1	1	9		500000	2		2		2		2			0	0	0	0	0	1	1	1	1	1	6601	1	200601105608	20060110560801	346.470163236964
60	01	01	54	244.8532767	95	45	4													0	0	0	0	0	0	1	1	5	2		4521	1	200601105609	20060110560901	246.213227910608
