Reg	Orden	Hogar	Area	Fex_c	P60	P61	P61na	P62	P63	P64	P64na	Valor65a	Valor65b	Valor65c	Valor66a	Valor66b	Valor66c	Ini	Llave_viv	Llave_hog	Fex_c_2011
80	03	01	05	838.48943467	2				2			0	0	0	0	0	0	1	200601100204	20060110020401	840.058797791082
80	01	01	05	670.51553404	1	4	3	2				0	0	0	0	0	0	1	200601100205	20060110020501	669.264523517072
80	03	01	05	670.51553404	1	4	7	2				0	0	0	0	0	0	1	200601100205	20060110020501	669.264523517072
80	04	01	05	670.51553404	1	4	7	2				0	0	0	0	0	0	1	200601100205	20060110020501	669.264523517072
80	05	01	05	670.51553404	2				2			0	0	0	0	0	0	1	200601100205	20060110020501	669.264523517072
80	02	01	05	689.52176612	1	4	3	2				0	0	0	0	0	0	1	200601100206	20060110020601	690.30693224421
80	03	01	05	689.52176612	2				2			0	0	0	0	0	0	1	200601100206	20060110020601	690.30693224421
80	04	01	05	689.52176612	2				2			0	0	0	0	0	0	1	200601100206	20060110020601	690.30693224421
80	01	01	05	577.93108115	1	4	3	2				0	0	0	0	0	0	1	200601100207	20060110020701	578.778941264238
80	03	01	05	577.93108115	2				2			0	0	0	0	0	0	1	200601100207	20060110020701	578.778941264238
80	03	01	05	688.25574666	1	2	2	2				0	0	0	0	0	0	1	200601100208	20060110020801	687.763540991129
80	02	01	05	652.89915631	1	2	8	2				0	0	0	0	0	0	1	200601100209	20060110020901	651.85861534585
80	03	01	05	652.89915631	2				2			0	0	0	0	0	0	1	200601100209	20060110020901	651.85861534585
80	06	01	05	652.89915631	2				2			0	0	0	0	0	0	1	200601100209	20060110020901	651.85861534585
80	02	01	05	774.2727503	2				2			0	0	0	0	0	0	1	200601100211	20060110021101	773.511489084715
80	02	01	05	595.26288719	2				2			0	0	0	0	0	0	1	200601100212	20060110021201	592.508686567218
80	02	01	05	635.1164587	1	1	3	2				0	0	0	0	0	0	1	200601100214	20060110021401	633.452240190727
80	02	01	05	574.58917511	2				2			0	0	0	0	0	0	1	200601100215	20060110021501	573.954475231872
80	04	01	05	574.58917511	2				2			0	0	0	0	0	0	1	200601100215	20060110021501	573.954475231872
80	08	01	05	574.58917511	2				2			0	0	0	0	0	0	1	200601100215	20060110021501	573.954475231872
80	02	01	05	737.79686023	1	4	3	2				0	0	0	0	0	0	1	200601100216	20060110021601	737.306601964687
80	03	01	05	737.79686023	2				2			0	0	0	0	0	0	1	200601100216	20060110021601	737.306601964687
80	02	01	05	696.16462434	2				2			0	0	0	0	0	0	1	200601100218	20060110021801	696.990805832656
80	03	01	05	696.16462434	2				2			0	0	0	0	0	0	1	200601100218	20060110021801	696.990805832656
