Reg	Orden	Hogar	Area	Fex_c	Oci	P37	P37na	Valor38	P39	P40	P41	P42	P43	P44	P45	P46a	P46b	P46c	P46d	P46e	P46f	P46g	P46h	P46i	P47	P48	Llave_viv	Llave_hog	Fex_c_2011
62	05	01	11	1835.7189659	1	2				2					1		1	1							2	1	200601102342	20060110234201	1837.58279990697
62	01	01	11	2909.2520736	1	2				2					2												200601102343	20060110234301	2911.13600615705
62	02	01	11	2909.2520736	1	2				2					2												200601102343	20060110234301	2911.13600615705
62	02	01	11	1752.296042	1	2				2					2												200601102344	20060110234401	1754.72470459266
62	01	01	11	3175.2272824	1	1	1	400000	10	2					2												200601102345	20060110234501	3177.41185800061
62	02	01	11	3175.2272824	1	2				2					1	1					1				2	2	200601102345	20060110234501	3177.41185800061
62	01	01	11	2904.1080495	1	2				2					2												200601102347	20060110234701	2907.81539944115
62	02	01	11	2904.1080495	1	2				2					2												200601102347	20060110234701	2907.81539944115
62	01	01	11	2914.2818981	1	2				1	10	1	1	2													200601102348	20060110234801	2911.39573470083
62	03	01	11	2914.2818981	1	2				2					2												200601102348	20060110234801	2911.39573470083
62	01	01	11	3247.3744308	1	2				1	08	2	1	2													200601102349	20060110234901	3252.32927760469
62	01	01	11	2697.9546524	1	2				1	30	1	1	2													200601102350	20060110235001	2689.70435406073
62	02	01	11	2697.9546524	1	1	4	800000	12	2					2												200601102350	20060110235001	2689.70435406073
62	03	01	11	2697.9546524	1	2				1	10	2	1	2													200601102350	20060110235001	2689.70435406073
62	04	01	11	2697.9546524	1	2				1	12	2	1	2													200601102350	20060110235001	2689.70435406073
62	01	01	11	2638.0186411	1	2				2					2												200601102351	20060110235101	2638.47866942546
62	01	01	11	1474.5254319	1	2				2					1								1		2	2	200601102352	20060110235201	1478.71480545489
62	01	01	11	2932.4387727	1	1	4	5000000	12	1	20	2	2	2													200601102353	20060110235301	2932.9094559865
62	01	01	11	2932.4387727	1	1	4	3000000	01	2					2												200601102354	20060110235401	2932.9094559865
62	01	01	11	3106.2510368	1	2				1	10	2	1	1			1								1	1	200601102355	20060110235501	3105.61907363286
62	02	01	11	3106.2510368	1	2				2					2												200601102355	20060110235501	3105.61907363286
62	01	01	11	3060.2451469	1	2				2					2												200601102357	20060110235701	3055.16258301468
62	02	01	11	3060.2451469	1	2				2					2												200601102357	20060110235701	3055.16258301468
62	01	01	11	2553.0537577	1	2				1	15	1	2	1		1	1								1	1	200601102358	20060110235801	2541.85374968629
62	02	01	11	2471.5315733	1	2				1	48	1	1	1			1						1		1	1	200601102359	20060110235901	2472.34938814725
62	01	01	11	4388.3406587	1	2				2					2												200601102360	20060110236001	4373.54564080937
62	03	01	11	4388.3406587	1	2				2					2												200601102360	20060110236001	4373.54564080937
62	08	01	11	4388.3406587	1	2				2					2												200601102360	20060110236001	4373.54564080937
62	01	01	11	1194.9812923	1	2				2					2												200601102361	20060110236101	1194.97851388364
62	01	01	11	2748.1973517	1	2				2					1		1	1				1			2	1	200601102362	20060110236201	2742.46762245268
62	01	01	11	1228.3841284	1	2				2					2												200601102363	20060110236301	1228.03127141677
62	03	01	11	1228.3841284	1	2				2					2												200601102363	20060110236301	1228.03127141677
62	01	01	11	2712.634253	1	2				2					2												200601102364	20060110236401	2710.53175269089
62	02	01	11	2712.634253	1	2				2					2												200601102364	20060110236401	2710.53175269089
62	02	01	11	2752.6866855	1	2				2					2												200601102365	20060110236501	2745.36560891063
62	01	01	11	1095.3986051	1	2				2					2												200601102366	20060110236601	1095.39605822996
62	03	01	11	1095.3986051	1	2				2					2												200601102366	20060110236601	1095.39605822996
62	04	01	11	1095.3986051	1	2				2					2												200601102366	20060110236601	1095.39605822996
62	01	01	11	2724.840083	1	2				2					2												200601102367	20060110236701	2720.55418637443
62	02	01	11	1334.7741535	1	2				2					2												200601102369	20060110236901	1338.5072926932
62	03	01	11	1334.7741535	1	2				2					2												200601102369	20060110236901	1338.5072926932
62	01	01	11	1126.017846	1	2				2					1								1		2	2	200601102370	20060110237001	1125.69439405338
62	03	01	11	1126.017846	1	2				2					2												200601102370	20060110237001	1125.69439405338
62	01	01	11	2030.0326156	1	2				1	10	2	1	2													200601102371	20060110237101	2030.77375462082
62	01	02	11	2030.0326156	1	2				2					1								1		2	1	200601102371	20060110237102	2030.77375462082
62	01	01	11	1334.7741535	1	2				2					2												200601102372	20060110237201	1338.5072926932
62	02	01	11	1334.7741535	1	2				2					2												200601102372	20060110237201	1338.5072926932
62	03	01	11	1334.7741535	1	2				2					2												200601102372	20060110237201	1338.5072926932
62	01	01	11	2808.3174112	1	2				2					2												200601102373	20060110237301	2806.74863853553
62	03	01	11	2808.3174112	1	2				2					2												200601102373	20060110237301	2806.74863853553
62	01	01	11	2265.5687209	1	2				1	20	1	2	2													200601102374	20060110237401	2266.31838386966
62	01	01	11	2544.2970451	1	2				2					2												200601102375	20060110237501	2544.58597177321
62	02	01	11	2544.2970451	1	2				2					2												200601102375	20060110237501	2544.58597177321
62	05	01	11	2544.2970451	1	2				2					2												200601102375	20060110237501	2544.58597177321
62	01	01	11	1348.2343341	1	2				2					2												200601102376	20060110237601	1346.50231336359
62	02	01	11	1348.2343341	1	2				2					2												200601102376	20060110237601	1346.50231336359
62	03	01	11	1348.2343341	1	2				2					2												200601102376	20060110237601	1346.50231336359
62	01	01	11	2061.426213	1	2				1	20	1	1	1		1	1								1	1	200601102377	20060110237701	2057.5740104171
62	02	01	11	2061.426213	1	2				1	20	2	1	2													200601102377	20060110237701	2057.5740104171
62	03	01	11	2061.426213	1	2				2					2												200601102377	20060110237701	2057.5740104171
62	01	01	11	1637.3729389	1	2				2					2												200601102378	20060110237801	1639.32439292296
62	02	01	11	1637.3729389	1	1	4	400000	04	2					2												200601102378	20060110237801	1639.32439292296
62	01	01	11	1672.5182936	1	2				2					2												200601102379	20060110237901	1677.99328737117
62	03	01	11	1672.5182936	1	1	1	300000	00	2					2												200601102379	20060110237901	1677.99328737117
62	01	01	11	2004.5125115	1	2				2					2												200601102380	20060110238001	2002.71200879797
62	02	01	11	2004.5125115	1	1	4	200000	00	2					2												200601102380	20060110238001	2002.71200879797
62	04	01	11	2004.5125115	1	2				2					2												200601102380	20060110238001	2002.71200879797
62	02	01	11	2820.0312333	1	2				1	25	2	1	2													200601102381	20060110238101	2819.79489813199
62	01	01	11	2485.5980881	1	2				1	20	2	1	1		1									2	1	200601102382	20060110238201	2485.59490255781
62	02	01	11	2485.5980881	1	2				2					1							1			2	1	200601102382	20060110238201	2485.59490255781
62	01	01	11	3127.9268711	1	2				2					2												200601102383	20060110238301	3128.42893196039
62	01	01	11	3127.9268711	1	1	1	1200000	00	1	20	2	1	2													200601102384	20060110238401	3128.42893196039
62	01	01	11	3020.7507426	1	2				2					2												200601102385	20060110238501	3021.75029076493
62	02	01	11	3020.7507426	1	1	4	98	30	2					2												200601102385	20060110238501	3021.75029076493
62	01	01	11	2813.8795158	1	2				2					2												200601102386	20060110238601	2814.37021144404
62	01	01	11	2949.2809219	1	2				2					2												200601102387	20060110238701	2945.38054794238
62	03	01	11	2949.2809219	1	2				2					1		1								2	1	200601102387	20060110238701	2945.38054794238
62	01	01	11	2476.3048946	1	2				2					2												200601102388	20060110238801	2471.95603687195
62	02	01	11	2476.3048946	1	2				2					2												200601102388	20060110238801	2471.95603687195
62	02	01	11	2509.7796419	1	2				2					2												200601102389	20060110238901	2500.37070013321
62	05	01	11	2509.7796419	1	2				2					2												200601102389	20060110238901	2500.37070013321
62	01	01	11	2731.4830294	1	2				2					2												200601102390	20060110239001	2732.88650368764
62	02	01	11	2731.4830294	1	2				2					2												200601102390	20060110239001	2732.88650368764
62	03	01	11	2731.4830294	1	2				2					2												200601102390	20060110239001	2732.88650368764
62	01	01	11	3247.3744308	1	2				2					2												200601102392	20060110239201	3252.32927760469
62	01	01	11	2904.1080495	1	1	5	98	06	2					2												200601102393	20060110239301	2907.81539944115
62	01	01	11	1474.5254319	1	2				2					2												200601102394	20060110239401	1478.71480545489
62	03	01	11	2159.2922877	1	2				2					2												200601102395	20060110239501	2162.44581798883
62	01	01	11	2685.1067366	1	2				1	05	2	1	2													200601102398	20060110239801	2685.99522219464
62	02	01	11	2685.1067366	1	2				2					2												200601102398	20060110239801	2685.99522219464
62	02	01	11	2506.6897295	1	2				1	15	2	1	2													200601102399	20060110239901	2506.47965422519
62	01	01	11	2501.2215465	1	2				1	06	2	1	1			1								2	1	200601102400	20060110240001	2501.65771954373
62	03	01	11	1298.2445188	1	2				2					2												200601102401	20060110240101	1298.24150029298
62	01	01	11	2237.8550091	1	2				2					2												200601102402	20060110240201	2239.96058973565
62	01	01	11	1756.6964696	1	2				1	20	2	1	2													200601102403	20060110240301	1758.55698135353
62	01	01	11	2501.2215465	1	2				2					2												200601102404	20060110240401	2501.65771954373
62	01	01	11	2621.5781262	1	1	1	98	30	2					2												200601102405	20060110240501	2618.1111336356
62	02	01	11	2621.5781262	1	1	1	98	10	2					2												200601102405	20060110240501	2618.1111336356
62	03	01	11	2621.5781262	1	2				2					2												200601102405	20060110240501	2618.1111336356
62	01	01	11	2780.3742277	1	2				1	10	2	1	2													200601102406	20060110240601	2780.82050323687
62	01	01	11	2753.5126225	1	2				2					2												200601102407	20060110240701	2757.02772408773
62	01	01	11	2758.389898	1	2				2					2												200601102409	20060110240901	2760.17613742177
62	02	01	11	2758.389898	1	2				2					2												200601102409	20060110240901	2760.17613742177
62	05	01	11	2758.389898	1	2				2					2												200601102409	20060110240901	2760.17613742177
62	01	01	11	1913.7200545	1	1	1	381500	02	2					2												200601102410	20060110241001	1919.1017048553
62	01	01	11	1302.79495	1	2				2					2												200601102411	20060110241101	1307.209289461
62	03	01	11	1302.79495	1	2				2					2												200601102411	20060110241101	1307.209289461
62	01	01	11	2124.4668498	1	2				2					2												200601102412	20060110241201	2127.23198665535
62	02	01	11	2124.4668498	1	2				2					2												200601102412	20060110241201	2127.23198665535
62	01	01	11	2807.2633307	1	2				2					2												200601102414	20060110241401	2799.9399111979
62	03	01	11	2807.2633307	1	2				2					2												200601102414	20060110241401	2799.9399111979
62	01	01	11	2621.5781262	1	2				2					1		1								1	1	200601102415	20060110241501	2618.1111336356
62	02	01	11	2621.5781262	1	2				2					1		1								2	1	200601102415	20060110241501	2618.1111336356
62	03	01	11	2621.5781262	1	2				2					2												200601102415	20060110241501	2618.1111336356
62	02	01	11	3404.4445421	1	2				2					2												200601102417	20060110241701	3410.32525708271
62	02	01	11	2405.9540553	1	2				2					1		1								1	1	200601102418	20060110241801	2406.83243850151
62	03	01	11	1581.9476312	1	2				1	25	1	1	2													200601102419	20060110241901	1586.37207315413
62	01	01	11	3418.7793427	1	2				2					1							1			1	1	200601102420	20060110242001	3413.50584793962
62	02	01	11	3418.7793427	1	1	4	200000	01	2					2												200601102420	20060110242001	3413.50584793962
62	01	01	13	446.93882176	1	2				2					2												200601102421	20060110242101	449.313135167528
62	02	01	13	446.93882176	1	2				2					1		1								2	1	200601102421	20060110242101	449.313135167528
62	03	01	13	446.93882176	1	2				2					1		1								1	1	200601102421	20060110242101	449.313135167528
62	04	01	13	446.93882176	1	2				2					2												200601102421	20060110242101	449.313135167528
62	01	01	13	437.80966509	1	2				2					1		1								2	1	200601102422	20060110242201	433.225123345871
62	02	01	13	437.80966509	1	2				2					2												200601102422	20060110242201	433.225123345871
62	07	01	13	437.80966509	1	2				2					1		1								1	2	200601102422	20060110242201	433.225123345871
62	09	01	13	437.80966509	1	2				2					2												200601102422	20060110242201	433.225123345871
62	01	01	13	450.52260069	1	2				2					2												200601102423	20060110242301	449.145468005762
62	01	01	13	453.88288916	1	2				2					2												200601102424	20060110242401	455.25251310181
62	01	01	13	475.76807871	1	1	4	57000	18	2					2												200601102425	20060110242501	480.830741844589
62	03	01	13	475.76807871	1	2				2					1		1								2	1	200601102425	20060110242501	480.830741844589
62	04	01	13	475.76807871	1	2				1	30	1	1	1			1								2	1	200601102425	20060110242501	480.830741844589
62	03	01	13	520.82153975	1	2				2					2												200601102426	20060110242601	523.232728080735
62	04	01	13	520.82153975	1	2				2					1		1								2	1	200601102426	20060110242601	523.232728080735
62	07	01	13	520.82153975	1	2				1	20	2	1	1			1								2	1	200601102426	20060110242601	523.232728080735
62	10	01	13	520.82153975	1	2				1	06	1	1	1			1								1	1	200601102426	20060110242601	523.232728080735
62	01	01	13	443.22695881	1	2				1	30	1	1	1					1						2	1	200601102427	20060110242701	443.857026147214
62	01	01	13	442.5340463	1	2				2					2												200601102428	20060110242801	440.569111405867
62	02	01	13	442.5340463	1	2				2					2												200601102428	20060110242801	440.569111405867
62	01	01	13	428.16625299	1	2				2					2												200601102429	20060110242901	423.717515430955
62	01	01	13	470.3700282	1	2				2					2												200601102430	20060110243001	471.285950233789
62	03	01	13	470.3700282	1	2				2					2												200601102430	20060110243001	471.285950233789
62	02	01	13	452.51879642	1	2				2					2												200601102431	20060110243101	454.015570137863
62	03	01	13	452.51879642	1	2				2					2												200601102431	20060110243101	454.015570137863
62	01	01	13	399.0499221	1	2				2					2												200601102432	20060110243201	398.602674513956
62	02	01	13	399.0499221	1	2				2					2												200601102432	20060110243201	398.602674513956
62	03	01	13	399.0499221	1	2				1	10	2	1	2													200601102432	20060110243201	398.602674513956
62	03	01	13	486.23434007	1	2				2					2												200601102433	20060110243301	487.878520757923
62	01	01	13	429.27154948	1	2				2					2												200601102434	20060110243401	426.009249669762
62	02	01	13	487.69673793	1	2				2					2												200601102435	20060110243501	489.720161200464
62	02	01	13	471.65401033	1	2				2					2												200601102436	20060110243601	473.886650264295
62	01	01	13	471.05048426	1	2				2					2												200601102437	20060110243701	473.427271016699
62	02	01	13	471.05048426	1	2				2					2												200601102437	20060110243701	473.427271016699
62	03	01	13	471.05048426	1	2				2					2												200601102437	20060110243701	473.427271016699
62	01	01	13	246.43279424	1	2				2					2												200601102438	20060110243801	247.579225812988
62	03	01	13	246.43279424	1	2				2					2												200601102438	20060110243801	247.579225812988
62	04	01	13	246.43279424	1	2				2					2												200601102438	20060110243801	247.579225812988
62	01	01	13	243.84836896	1	2				2					2												200601102439	20060110243901	244.860080600232
62	02	01	13	243.84836896	1	2				2					2												200601102439	20060110243901	244.860080600232
62	04	01	13	243.84836896	1	2				2					2												200601102439	20060110243901	244.860080600232
62	01	01	13	239.20245015	1	2				2					2												200601102440	20060110244001	239.780808604907
62	02	01	13	235.88682595	1	2				2					1	1									2	1	200601102441	20060110244101	236.140843170881
62	02	01	13	228.44761369	1	2				1	28	1	1	1			1								1	1	200601102442	20060110244201	226.857974780252
62	03	01	13	228.44761369	1	2				1	24	2	1	1		1	1								2	1	200601102442	20060110244201	226.857974780252
62	05	01	13	228.44761369	1	2				1	24	1	1	1		1	1				1				1	1	200601102442	20060110244201	226.857974780252
62	06	01	13	228.44761369	1	2				1	24	2	1	1		1	1				1				2	1	200601102442	20060110244201	226.857974780252
62	01	01	13	213.00029477	1	1	4	200000	20	2					2												200601102443	20060110244301	212.418181948879
62	02	01	13	243.62791745	1	2				2					2												200601102444	20060110244401	242.718468976076
62	01	01	13	239.20245015	1	2				2					2												200601102445	20060110244501	239.780808604907
62	01	01	13	221.39302789	1	2				2					1		1								1	1	200601102446	20060110244601	219.786901449451
62	03	01	13	221.39302789	1	2				2					2												200601102446	20060110244601	219.786901449451
62	01	01	13	211.99671989	1	2				2					1		1				1				2	1	200601102447	20060110244701	211.690624271094
62	02	01	13	211.99671989	1	2				2					2												200601102447	20060110244701	211.690624271094
62	03	01	13	211.99671989	1	2				2					2												200601102447	20060110244701	211.690624271094
62	01	01	13	237.84899669	1	2				2					2												200601102448	20060110244801	238.491846855544
62	02	01	13	237.84899669	1	2				2					2												200601102448	20060110244801	238.491846855544
62	01	01	13	218.26846812	1	2				2					1		1					1			2	1	200601102449	20060110244901	217.865595472297
62	06	01	13	218.26846812	1	2				2					2												200601102449	20060110244901	217.865595472297
62	08	01	13	218.26846812	1	2				2					1		1								1	1	200601102449	20060110244901	217.865595472297
62	01	01	13	244.59662824	1	2				2					2												200601102450	20060110245001	244.730567874843
62	05	01	13	244.59662824	1	1	4	250000	20	2					2												200601102450	20060110245001	244.730567874843
62	02	01	13	210.46755583	1	2				2					2												200601102451	20060110245101	212.090451628368
62	03	01	13	210.46755583	1	2				2					2												200601102451	20060110245101	212.090451628368
62	01	02	13	210.46755583	1	2				2					2												200601102451	20060110245102	212.090451628368
62	01	01	13	191.00098429	1	1	4	80000	12	1	10	1	1	1			1								1	1	200601102452	20060110245201	189.411476338267
62	02	01	13	191.00098429	1	2				2					2												200601102452	20060110245201	189.411476338267
62	01	01	13	258.77335713	1	2				2					1		1								2	1	200601102453	20060110245301	259.863504392883
62	02	01	13	258.77335713	1	2				1	20	2	2	1		1	1								2	1	200601102453	20060110245301	259.863504392883
62	01	01	13	228.14573444	1	2				2					2												200601102454	20060110245401	229.563217365686
62	05	01	13	228.14573444	1	2				2					2												200601102454	20060110245401	229.563217365686
62	01	01	13	231.77842782	1	2				2					2												200601102455	20060110245501	234.424188003101
62	02	01	13	231.77842782	1	2				2					2												200601102455	20060110245501	234.424188003101
62	03	01	13	231.77842782	1	2				2					2												200601102455	20060110245501	234.424188003101
62	01	02	13	231.77842782	1	2				2					1	1	1								1	1	200601102455	20060110245502	234.424188003101
62	01	01	13	241.97270096	1	2				2					2												200601102456	20060110245601	241.199817602915
62	01	01	13	239.20245015	1	2				2					1		1				1				2	1	200601102457	20060110245701	239.780808604907
62	02	01	13	239.20245015	1	2				2					1		1		1						2	2	200601102457	20060110245701	239.780808604907
62	02	01	13	197.69398626	1	2				2					1		1								2	1	200601102458	20060110245801	197.055342006536
62	03	01	13	197.69398626	1	2				1	20	2	1	1			1								2	1	200601102458	20060110245801	197.055342006536
62	04	01	13	197.69398626	1	2				2					1		1	1				1			2	1	200601102458	20060110245801	197.055342006536
62	05	01	13	197.69398626	1	2				2					1		1		1						2	1	200601102458	20060110245801	197.055342006536
62	08	01	13	197.69398626	1	2				2					2												200601102458	20060110245801	197.055342006536
62	01	02	13	197.69398626	1	2				2					1		1				1				2	1	200601102458	20060110245802	197.055342006536
62	02	02	13	197.69398626	1	2				1	10	2	1	1			1		1						2	2	200601102458	20060110245802	197.055342006536
62	01	01	13	235.00925581	1	2				2					2												200601102459	20060110245901	234.915631239614
62	02	01	13	235.00925581	1	2				2					1	1	1								2	1	200601102459	20060110245901	234.915631239614
62	01	01	13	220.96183779	1	2				2					2												200601102460	20060110246001	221.13741937823
62	04	01	13	270.14714201	1	2				2					2												200601102461	20060110246101	271.302100835494
62	01	01	13	216.82181932	1	2				2					2												200601102462	20060110246201	216.414686844605
62	02	03	13	216.82181932	1	2				2					2												200601102462	20060110246203	216.414686844605
62	01	01	13	202.49414368	1	2				2					2												200601102463	20060110246301	205.024209833379
62	02	01	13	202.49414368	1	2				1	20	2	1	2													200601102463	20060110246301	205.024209833379
62	03	01	13	202.49414368	1	1	4	100000	05	2					2												200601102463	20060110246301	205.024209833379
62	04	01	13	202.49414368	1	2				1	20	2	1	2													200601102463	20060110246301	205.024209833379
62	06	01	13	202.49414368	1	2				2					2												200601102463	20060110246301	205.024209833379
62	01	01	13	248.33558983	1	2				2					1	1	1								2	1	200601102464	20060110246401	248.161675771617
62	02	01	13	248.33558983	1	2				2					1	1	1								2	1	200601102464	20060110246401	248.161675771617
62	03	01	13	248.33558983	1	2				2					2												200601102464	20060110246401	248.161675771617
62	01	02	13	248.33558983	1	2				2					2												200601102464	20060110246402	248.161675771617
62	01	03	13	248.33558983	1	2				1	14	1	1	1		1	1				1				1	1	200601102464	20060110246403	248.161675771617
62	01	01	13	242.84696498	1	2				2					2												200601102465	20060110246501	240.572650624044
62	01	02	13	242.84696498	1	2				2					2												200601102465	20060110246502	240.572650624044
62	01	01	13	234.25134598	1	2				2					2												200601102467	20060110246701	235.554400284879
62	02	01	13	234.25134598	1	2				2					2												200601102467	20060110246701	235.554400284879
62	03	01	13	217.9067204	1	2				2					2												200601102468	20060110246801	218.95718703508
62	04	01	13	217.9067204	1	2				2					2												200601102468	20060110246801	218.95718703508
62	01	01	13	234.99960526	1	2				2					2												200601102469	20060110246901	235.42488755949
62	02	01	13	234.99960526	1	2				2					2												200601102469	20060110246901	235.42488755949
62	03	01	13	234.99960526	1	2				2					2												200601102469	20060110246901	235.42488755949
62	03	01	13	258.5548384	1	2				2					2												200601102470	20060110247001	258.88830953021
62	05	01	13	258.5548384	1	2				2					2												200601102470	20060110247001	258.88830953021
62	09	01	13	258.5548384	1	2				1	02	1	1	1		1	1		1		1				1	1	200601102470	20060110247001	258.88830953021
62	01	01	13	215.63387261	1	2				2					2												200601102471	20060110247101	215.439675900931
62	03	01	13	215.63387261	1	2				2					2												200601102471	20060110247101	215.439675900931
62	04	01	13	215.63387261	1	2				2					2												200601102471	20060110247101	215.439675900931
62	01	01	13	256.10937454	1	2				2					2												200601102472	20060110247201	257.014632654234
62	01	01	13	222.59731776	1	2				2					2												200601102473	20060110247301	221.723862264232
62	05	01	13	222.59731776	1	2				2					2												200601102473	20060110247301	221.723862264232
62	03	01	13	222.79800379	1	2				2					2												200601102474	20060110247401	223.986077316374
62	02	01	13	216.71212878	1	2				2					2												200601102475	20060110247501	218.927102884341
62	01	01	13	223.59541562	1	2				2					2												200601102476	20060110247601	224.158913330282
62	02	01	13	223.59541562	1	1	4	98	10	2					2												200601102476	20060110247601	224.158913330282
62	01	01	13	197.43855445	1	2				1	16	2	1	2													200601102478	20060110247801	199.133203812594
62	03	01	13	197.43855445	1	2				2					2												200601102478	20060110247801	199.133203812594
62	04	01	13	197.43855445	1	2				2					2												200601102478	20060110247801	199.133203812594
62	06	01	13	197.43855445	1	2				2					2												200601102478	20060110247801	199.133203812594
62	01	01	13	197.95911632	1	2				2					2												200601102479	20060110247901	196.884356864519
62	03	01	13	197.95911632	1	2				2					2												200601102479	20060110247901	196.884356864519
62	01	02	13	197.95911632	1	2				2					1	1	1					1			2	1	200601102479	20060110247902	196.884356864519
62	01	03	13	197.95911632	1	2				2					2												200601102479	20060110247903	196.884356864519
62	02	03	13	197.95911632	1	2				2					2												200601102479	20060110247903	196.884356864519
62	05	01	13	255.76931041	1	2				1	28	1	1	1			1								1	1	200601102480	20060110248001	255.425173037464
62	08	01	13	255.76931041	1	2				1	24	2	1	1			1				1				2	1	200601102480	20060110248001	255.425173037464
62	01	01	13	236.85553674	1	2				2					2												200601102481	20060110248101	238.152942069647
62	03	01	13	236.85553674	1	2				2					2												200601102481	20060110248101	238.152942069647
62	02	02	13	236.85553674	1	2				2					2												200601102481	20060110248102	238.152942069647
62	01	01	13	267.41148378	1	2				2					2												200601102482	20060110248201	266.129030264279
62	02	01	13	267.41148378	1	2				2					2												200601102482	20060110248201	266.129030264279
62	01	01	13	242.29955563	1	2				2					2												200601102483	20060110248301	242.445579176261
62	04	01	13	242.29955563	1	2				2					2												200601102483	20060110248301	242.445579176261
62	06	01	13	242.29955563	1	2				2					2												200601102483	20060110248301	242.445579176261
62	07	01	13	242.29955563	1	2				2					2												200601102483	20060110248301	242.445579176261
62	01	01	13	229.05462445	1	2				2					2												200601102484	20060110248401	232.377798225718
62	03	01	13	229.05462445	1	2				1	06	2	1	2													200601102484	20060110248401	232.377798225718
62	05	01	13	229.05462445	1	2				2					1		1								2	1	200601102484	20060110248401	232.377798225718
62	06	01	13	229.05462445	1	2				2					1		1				1				2	1	200601102484	20060110248401	232.377798225718
62	01	01	13	246.51235155	1	2				1	12	2	1	2													200601102485	20060110248501	247.708952338881
62	02	01	13	246.51235155	1	2				2					1							1			2	1	200601102485	20060110248501	247.708952338881
62	01	01	13	206.65910416	1	2				2					1	1	1								2	1	200601102486	20060110248601	206.502137113672
62	06	01	13	206.65910416	1	2				2					1		1								1	1	200601102486	20060110248601	206.502137113672
62	08	01	13	206.65910416	1	2				1	12	1	1	1			1								1	1	200601102486	20060110248601	206.502137113672
62	02	01	13	205.32095683	1	2				2					1	1									1	1	200601102487	20060110248701	206.204490943899
62	04	01	13	205.32095683	1	2				2					2												200601102487	20060110248701	206.204490943899
62	08	01	13	205.32095683	1	2				2					2												200601102487	20060110248701	206.204490943899
62	09	01	13	205.32095683	1	2				2					1		1								1	1	200601102487	20060110248701	206.204490943899
62	01	02	13	205.32095683	1	2				2					1		1								2	1	200601102487	20060110248702	206.204490943899
62	02	02	13	205.32095683	1	2				2					2												200601102487	20060110248702	206.204490943899
62	01	01	13	241.3754508	1	2				2					1		1								2	1	200601102488	20060110248801	243.729868318454
62	02	01	13	241.3754508	1	2				2					1		1								2	1	200601102488	20060110248801	243.729868318454
62	03	01	13	241.3754508	1	2				2					1	1	1								2	1	200601102488	20060110248801	243.729868318454
62	04	01	13	241.3754508	1	2				2					1	1	1								2	1	200601102488	20060110248801	243.729868318454
62	05	01	13	241.3754508	1	2				2					2												200601102488	20060110248801	243.729868318454
62	07	01	13	241.3754508	1	2				2					1		1								2	1	200601102488	20060110248801	243.729868318454
62	09	01	13	241.3754508	1	2				2					1		1				1				1	1	200601102488	20060110248801	243.729868318454
62	04	01	13	222.11166198	1	2				1	18	1	2	1			1								1	1	200601102490	20060110249001	223.960725616664
62	07	01	13	222.11166198	1	2				1	14	2	2	1			1								2	1	200601102490	20060110249001	223.960725616664
62	08	01	13	222.11166198	1	2				2					1							1			1	1	200601102490	20060110249001	223.960725616664
62	15	01	13	222.11166198	1	2				1	24	2	2	1			1								2	1	200601102490	20060110249001	223.960725616664
62	01	01	13	209.00601758	1	2				2					1		1								2	1	200601102491	20060110249101	208.130003648931
62	02	01	13	209.00601758	1	2				2					2												200601102491	20060110249101	208.130003648931
62	01	01	13	246.51235155	1	2				2					2												200601102492	20060110249201	247.708952338881
62	01	01	13	217.56665627	1	2				2					2												200601102494	20060110249401	217.36772741831
62	03	01	13	217.56665627	1	2				2					1		1								1	1	200601102494	20060110249401	217.36772741831
62	04	01	13	217.56665627	1	2				2					1		1								1	1	200601102494	20060110249401	217.36772741831
62	01	01	13	185.31143529	1	2				2					1	1									2	1	200601102495	20060110249501	184.286525198437
62	03	01	13	185.31143529	1	2				2					1		1								2	1	200601102495	20060110249501	184.286525198437
62	01	01	13	233.22284336	1	2				2					1		1								1	1	200601102496	20060110249601	233.291971432232
62	02	01	13	233.22284336	1	2				1	18	2	1	1			1								2	1	200601102496	20060110249601	233.291971432232
62	03	01	13	233.22284336	1	2				2					1		1								1	1	200601102496	20060110249601	233.291971432232
62	01	01	13	223.62582038	1	2				2					2												200601102497	20060110249701	223.986291116879
62	01	01	13	227.4439226	1	2				2					2												200601102498	20060110249801	229.065349311699
62	03	01	13	227.4439226	1	2				2					1		1								1	1	200601102498	20060110249801	229.065349311699
62	01	01	13	180.01387487	1	2				1	20	2	1	2													200601102499	20060110249901	178.416159507736
62	01	02	13	180.01387487	1	2				2					1		1				1				1	1	200601102499	20060110249902	178.416159507736
62	04	02	13	180.01387487	1	2				2					1		1								1	1	200601102499	20060110249902	178.416159507736
62	01	01	13	231.58736339	1	2				2					2												200601102500	20060110250001	232.70552854623
62	01	01	13	210.01924301	1	2				2					1		1								1	1	200601102501	20060110250101	208.34830500684
62	02	01	13	210.01924301	1	2				2					1				1						1	1	200601102501	20060110250101	208.34830500684
62	01	01	13	222.28024858	1	2				2					1		1				1				1	1	200601102502	20060110250201	220.502857060842
62	01	01	13	236.27333751	1	2				2					2												200601102503	20060110250301	237.102922008275
62	02	01	13	236.27333751	1	2				2					2												200601102503	20060110250301	237.102922008275
62	01	01	13	210.9879538	1	2				2					2												200601102504	20060110250401	210.360403905607
62	02	01	13	210.9879538	1	2				2					1		1								2	1	200601102504	20060110250401	210.360403905607
62	04	01	13	210.9879538	1	2				1	20	1	1	1			1								1	1	200601102504	20060110250401	210.360403905607
