Reg	Orden	Hogar	Area	Fex_c	Oci	P37	P37na	Valor38	P39	P40	P41	P42	P43	P44	P45	P46a	P46b	P46c	P46d	P46e	P46f	P46g	P46h	P46i	P47	P48	Llave_viv	Llave_hog	Fex_c_2011
62	02	01	50	121.15124895	1	2				2					2												200601104169	20060110416901	121.528543247142
62	01	01	50	142.65876259	1	2				2					1		1								1	1	200601104170	20060110417001	143.12286052344
62	02	01	50	142.65876259	1	1	1	40000	12	1	48	1	1	1			1								1	1	200601104170	20060110417001	143.12286052344
62	02	01	50	177.86687088	1	2				2					2												200601104172	20060110417201	178.453038528108
62	01	01	50	133.64788879	1	2				2					2												200601104173	20060110417301	134.037010125761
62	01	02	50	133.64788879	1	2				2					2												200601104173	20060110417302	134.037010125761
62	01	03	50	133.64788879	1	2				2					2												200601104173	20060110417303	134.037010125761
62	01	02	50	177.86687088	1	2				2					2												200601104174	20060110417402	178.453038528108
62	03	02	50	177.86687088	1	2				2					1	1	1								2	1	200601104174	20060110417402	178.453038528108
62	01	01	50	129.57438689	1	2				1	20	2	1	2													200601104175	20060110417501	130.306984961844
62	03	01	50	129.57438689	1	2				1	23	1	1	1			1		1						1	1	200601104175	20060110417501	130.306984961844
62	02	01	50	132.39648597	1	2				2					2												200601104176	20060110417601	132.517344302533
62	01	01	50	174.09448473	1	2				2					2												200601104177	20060110417701	174.751097708583
62	01	01	50	165.95078354	1	2				2					2												200601104178	20060110417801	165.984658090537
62	02	01	50	165.95078354	1	1	4	120000	20	2					2												200601104178	20060110417801	165.984658090537
62	01	01	50	132.39648597	1	2				2					2												200601104179	20060110417901	132.517344302533
62	02	01	50	132.39648597	1	2				2					2												200601104179	20060110417901	132.517344302533
62	02	01	50	163.99074315	1	2				1	15	2	1	1			1								2	1	200601104180	20060110418001	164.736839615401
62	01	01	50	157.02721445	1	2				2					2												200601104181	20060110418101	156.350105263911
62	01	01	50	91.576269285	1	2				2					2												200601104182	20060110418201	91.528600707735
62	03	01	50	91.576269285	1	2				2					2												200601104182	20060110418201	91.528600707735
62	05	01	50	91.576269285	1	2				2					2												200601104182	20060110418201	91.528600707735
62	01	01	50	141.02062717	1	2				2					2												200601104183	20060110418301	140.762619605812
62	01	01	50	124.45460263	1	2				2					2												200601104185	20060110418501	124.159465199478
62	01	02	50	124.45460263	1	2				2					2												200601104185	20060110418502	124.159465199478
62	02	02	50	124.45460263	1	2				2					1		1								2	1	200601104185	20060110418502	124.159465199478
62	01	01	50	207.81138192	1	2				2					2												200601104186	20060110418601	208.002960177814
62	02	01	50	207.81138192	1	2				2					2												200601104186	20060110418601	208.002960177814
62	01	01	50	210.61650667	1	2				1	42	2	1	1		1									2	1	200601104187	20060110418701	209.627427625562
62	02	01	50	210.61650667	1	2				2					1							1			2	1	200601104187	20060110418701	209.627427625562
62	04	01	50	210.61650667	1	1	4	98	08	2					2												200601104187	20060110418701	209.627427625562
62	01	01	50	158.30265758	1	2				2					2												200601104189	20060110418901	158.088372536612
62	03	01	50	158.30265758	1	2				2					2												200601104189	20060110418901	158.088372536612
62	01	01	50	181.15788462	1	2				2					2												200601104190	20060110419001	181.13680949311
62	03	01	50	181.15788462	1	2				2					2												200601104190	20060110419001	181.13680949311
62	01	01	50	197.14488491	1	2				2					2												200601104191	20060110419101	196.27511688218
62	03	01	50	197.14488491	1	2				2					2												200601104191	20060110419101	196.27511688218
62	01	01	50	159.49222147	1	2				2					2												200601104192	20060110419201	160.163288101895
62	01	01	50	176.15473438	1	2				2					2												200601104193	20060110419301	176.410344771445
62	02	01	50	176.15473438	1	2				2					2												200601104193	20060110419301	176.410344771445
62	03	01	50	185.88876964	1	2				2					2												200601104194	20060110419401	186.868886890292
62	01	01	50	146.32736551	1	2				2					2												200601104195	20060110419501	146.701904213918
62	01	01	50	170.778384	1	2				2					1		1								2	1	200601104197	20060110419701	170.031701411914
62	01	01	50	173.63667866	1	2				2					1		1								1	1	200601104198	20060110419801	174.426660521579
62	01	01	50	178.6215467	1	2				2					2												200601104199	20060110419901	179.2684319052
62	02	01	50	178.6215467	1	2				2					2												200601104199	20060110419901	179.2684319052
62	01	02	50	131.51273982	1	2				2					1		1								1	1	200601104200	20060110420002	131.460196524402
62	01	03	50	131.51273982	1	2				2					1		1								2	1	200601104200	20060110420003	131.460196524402
62	01	01	50	152.10110015	1	2				2					2												200601104201	20060110420101	151.930100290309
62	03	01	50	152.10110015	1	2				2					2												200601104201	20060110420101	151.930100290309
62	01	01	50	143.17214222	1	2				2					2												200601104202	20060110420201	142.652387171515
62	02	01	50	190.84705594	1	2				2					2												200601104203	20060110420301	190.933330504197
62	01	01	50	146.32736551	1	2				2					2												200601104204	20060110420401	146.701904213918
62	01	01	50	138.87568517	1	2				2					2												200601104205	20060110420501	139.002045696543
62	01	01	50	141.86378011	1	2				2					2												200601104206	20060110420601	141.342418373651
62	03	01	50	270.83453396	1	2				2					1	1						1			1	1	200601104207	20060110420701	272.136230070491
62	01	01	50	448.69915779	1	2				2					2												200601104208	20060110420801	448.978972507098
62	02	01	50	448.69915779	1	2				2					2												200601104208	20060110420801	448.978972507098
62	01	01	50	324.42694623	1	1	4	50000	10	2					2												200601104209	20060110420901	324.840394702432
62	02	01	50	324.42694623	1	2				2					2												200601104209	20060110420901	324.840394702432
62	03	01	50	324.42694623	1	2				2					2												200601104209	20060110420901	324.840394702432
62	01	01	50	454.56137606	1	2				2					2												200601104210	20060110421001	456.07228715803
62	01	01	50	313.43624729	1	2				2					1		1					1			1	1	200601104211	20060110421101	314.366393216906
62	03	01	50	313.43624729	1	2				2					2												200601104211	20060110421101	314.366393216906
62	01	01	50	424.95887774	1	2				2					2												200601104212	20060110421201	426.810971369597
62	01	01	50	349.848012	1	2				2					1	1			1						2	1	200601104213	20060110421301	351.43968942512
62	01	01	50	244.72673546	1	2				2					2												200601104214	20060110421401	247.910110641271
62	02	01	50	244.72673546	1	2				2					2												200601104214	20060110421401	247.910110641271
62	03	01	50	244.72673546	1	1	6		10	2					2												200601104214	20060110421401	247.910110641271
62	04	01	50	244.72673546	1	2				2					2												200601104214	20060110421401	247.910110641271
62	01	01	50	414.12645738	1	2				2					2												200601104215	20060110421501	413.959103229003
62	02	01	50	414.12645738	1	2				2					2												200601104215	20060110421501	413.959103229003
62	01	01	50	285.83109184	1	2				2					1		1								2	1	200601104216	20060110421601	284.780637703523
62	01	01	50	258.35912559	1	2				2					2												200601104217	20060110421701	256.939601084506
62	02	01	50	258.35912559	1	2				2					2												200601104217	20060110421701	256.939601084506
62	01	01	50	296.29186231	1	2				2					2												200601104218	20060110421801	297.432224841151
62	01	01	50	314.3832954	1	2				2					1		1					1			2	1	200601104219	20060110421901	315.085058985754
62	01	01	50	384.52395905	1	2				2					2												200601104220	20060110422001	384.69778744057
62	02	01	50	384.52395905	1	2				2					2												200601104220	20060110422001	384.69778744057
62	04	01	50	384.52395905	1	2				2					2												200601104220	20060110422001	384.69778744057
62	01	01	50	339.80436117	1	2				2					2												200601104221	20060110422101	341.684353708441
62	01	01	50	145.03693425	1	2				2					1		1								2	1	200601104222	20060110422201	144.996346337711
62	01	01	50	150.63204461	1	2				2					2												200601104223	20060110422301	151.26583187123
62	01	01	50	109.21005655	1	2				2					2												200601104225	20060110422501	108.3260174688
62	01	02	50	109.21005655	1	2				2					2												200601104225	20060110422502	108.3260174688
62	01	01	50	133.49058147	1	2				2					2												200601104226	20060110422601	133.979460937929
62	01	01	50	136.31268055	1	2				2					2												200601104227	20060110422701	136.189820278617
62	01	01	50	163.99074315	1	2				2					2												200601104228	20060110422801	164.736839615401
62	02	01	50	163.99074315	1	2				2					2												200601104228	20060110422801	164.736839615401
62	01	01	50	112.0210861	1	2				2					2												200601104230	20060110423001	111.445893593372
62	02	01	50	112.0210861	1	2				2					2												200601104230	20060110423001	111.445893593372
62	01	02	50	112.0210861	1	2				1	24	2	1	1			1								2	1	200601104230	20060110423002	111.445893593372
62	01	01	50	163.99074315	1	2				2					1		1								2	1	200601104231	20060110423101	164.736839615401
62	02	01	50	163.99074315	1	2				2					1							1			2	1	200601104231	20060110423101	164.736839615401
62	01	01	50	138.19852809	1	2				2					2												200601104232	20060110423201	138.552260265124
62	01	01	50	122.94291248	1	2				1	20	2	1	1			1								1	1	200601104233	20060110423301	123.628329318329
62	02	01	50	122.94291248	1	2				2					2												200601104233	20060110423301	123.628329318329
62	03	01	50	122.94291248	1	2				1	18	2	1	2													200601104233	20060110423301	123.628329318329
62	04	01	50	122.94291248	1	2				2					2												200601104233	20060110423301	123.628329318329
62	01	01	50	133.98290561	1	2				2					2												200601104234	20060110423401	133.490506765693
62	01	01	50	164.50817234	1	2				2					2												200601104235	20060110423501	164.982030783936
62	02	01	50	164.50817234	1	2				2					2												200601104235	20060110423501	164.982030783936
62	01	01	50	150.63204461	1	2				2					2												200601104236	20060110423601	151.26583187123
62	01	01	50	149.71977581	1	2				2					2												200601104237	20060110423701	148.835000324135
62	03	01	50	149.71977581	1	2				2					2												200601104237	20060110423701	148.835000324135
62	05	01	50	149.71977581	1	2				2					2												200601104237	20060110423701	148.835000324135
62	01	01	50	159.28279654	1	2				2					1	1	1								2	1	200601104238	20060110423801	160.164040288206
62	02	01	50	159.28279654	1	2				2					2												200601104238	20060110423801	160.164040288206
62	04	01	50	133.04665406	1	2				2					2												200601104239	20060110423901	133.642587411511
62	01	01	50	166.44310767	1	2				2					2												200601104240	20060110424001	165.495703918301
62	02	01	50	166.44310767	1	2				2					2												200601104240	20060110424001	165.495703918301
62	03	01	50	166.44310767	1	2				2					2												200601104240	20060110424001	165.495703918301
62	01	01	50	187.7748619	1	2				2					2												200601104241	20060110424101	186.805661375736
62	02	01	50	187.7748619	1	2				2					2												200601104241	20060110424101	186.805661375736
62	03	01	50	187.7748619	1	2				2					2												200601104241	20060110424101	186.805661375736
62	01	01	50	164.29620296	1	2				2					2												200601104242	20060110424201	164.897901138574
62	02	01	50	164.29620296	1	2				2					2												200601104242	20060110424201	164.897901138574
62	01	01	50	156.25030204	1	2				2					2												200601104243	20060110424301	157.001278691563
62	03	01	50	156.25030204	1	2				2					2												200601104243	20060110424301	157.001278691563
62	01	01	50	185.39340154	1	2				2					2												200601104244	20060110424401	186.173447892153
62	01	01	50	207.92949697	1	2				2					2												200601104245	20060110424501	209.035730468752
62	02	01	50	207.92949697	1	2				2					2												200601104245	20060110424501	209.035730468752
62	05	01	50	207.92949697	1	2				2					2												200601104245	20060110424501	209.035730468752
62	06	01	50	207.92949697	1	2				2					2												200601104245	20060110424501	209.035730468752
62	01	01	50	161.42878585	1	2				2					2												200601104246	20060110424601	161.575667046273
62	02	01	50	161.42878585	1	2				2					2												200601104246	20060110424601	161.575667046273
62	04	01	50	161.42878585	1	2				2					2												200601104246	20060110424601	161.575667046273
62	01	01	50	201.83488695	1	2				2					2												200601104247	20060110424701	202.753160093447
62	02	01	50	201.83488695	1	2				2					2												200601104247	20060110424701	202.753160093447
62	01	01	50	181.37452468	1	1	1	600000	01	2					1		1								1	2	200601104248	20060110424801	181.779387274366
62	02	01	50	181.37452468	1	1	4	1000000	08	2					2												200601104248	20060110424801	181.779387274366
62	01	01	50	167.2231853	1	2				2					2												200601104249	20060110424901	167.203731274205
62	02	01	50	167.2231853	1	2				2					2												200601104249	20060110424901	167.203731274205
62	01	01	50	181.92004666	1	2				1	20	2	1	2													200601104250	20060110425001	183.453003926414
62	02	01	50	181.92004666	1	2				1	15	1	2	2													200601104250	20060110425001	183.453003926414
62	01	01	50	201.89445217	1	2				2					2												200601104252	20060110425201	201.736756136776
62	02	01	50	201.89445217	1	2				2					2												200601104252	20060110425201	201.736756136776
62	05	01	50	201.89445217	1	2				2					2												200601104252	20060110425201	201.736756136776
62	01	01	50	167.2231853	1	2				2					2												200601104253	20060110425301	167.203731274205
62	01	01	50	148.5549887	1	2				2					2												200601104254	20060110425401	149.42043040135
62	04	01	50	148.5549887	1	2				2					2												200601104254	20060110425401	149.42043040135
62	01	01	50	166.44310767	1	2				2					2												200601104255	20060110425501	165.495703918301
62	02	01	50	166.44310767	1	2				2					2												200601104255	20060110425501	165.495703918301
62	03	01	50	166.44310767	1	2				2					2												200601104255	20060110425501	165.495703918301
62	01	01	50	131.65313066	1	2				2					2												200601104256	20060110425601	130.791193252769
62	02	01	50	131.65313066	1	2				2					2												200601104256	20060110425601	130.791193252769
62	03	01	50	131.65313066	1	2				2					2												200601104256	20060110425601	130.791193252769
62	01	01	50	166.36891482	1	2				2					2												200601104257	20060110425701	166.610325429672
62	02	01	50	145.49517515	1	2				2					2												200601104258	20060110425801	146.361960821816
62	03	01	50	145.49517515	1	2				2					2												200601104258	20060110425801	146.361960821816
62	04	01	50	145.49517515	1	2				2					2												200601104258	20060110425801	146.361960821816
62	05	01	50	145.49517515	1	2				2					2												200601104258	20060110425801	146.361960821816
62	01	02	50	145.49517515	1	2				2					2												200601104258	20060110425802	146.361960821816
62	02	02	50	145.49517515	1	2				2					2												200601104258	20060110425802	146.361960821816
62	01	03	50	145.49517515	1	2				2					2												200601104258	20060110425803	146.361960821816
62	02	03	50	145.49517515	1	2				2					2												200601104258	20060110425803	146.361960821816
62	03	03	50	145.49517515	1	2				2					2												200601104258	20060110425803	146.361960821816
62	01	01	50	143.59432305	1	2				2					1	1									1	1	200601104259	20060110425901	143.99371903111
62	01	01	50	129.77539014	1	2				2					2												200601104260	20060110426001	129.773818550421
62	02	01	50	129.77539014	1	2				2					2												200601104260	20060110426001	129.773818550421
62	01	01	50	141.02062717	1	2				2					2												200601104261	20060110426101	140.762619605812
62	02	01	50	138.19852809	1	2				2					2												200601104262	20060110426201	138.552260265124
62	01	01	50	163.75321086	1	2				2					2												200601104264	20060110426401	162.608748424674
62	02	01	50	163.75321086	1	2				2					2												200601104264	20060110426401	162.608748424674
62	01	02	50	163.75321086	1	2				2					2												200601104264	20060110426402	162.608748424674
62	01	01	50	163.99074315	1	2				2					2												200601104265	20060110426501	164.736839615401
62	01	01	50	211.95577861	1	2				2					1		1								2	1	200601104266	20060110426601	211.586954556608
62	02	01	50	211.95577861	1	2				2					1		1								2	1	200601104266	20060110426601	211.586954556608
62	03	01	50	211.95577861	1	2				2					2												200601104266	20060110426601	211.586954556608
62	01	01	50	150.63204461	1	2				2					1			1				1			2	1	200601104267	20060110426701	151.26583187123
62	01	01	50	145.75518451	1	2				2					1		1	1				1			2	1	200601104268	20060110426801	145.988352046704
62	01	01	50	167.33027142	1	2				2					2												200601104269	20060110426901	167.192390124625
62	01	02	50	144.89312582	1	2				2					1		1					1			2	1	200601104270	20060110427002	145.025811181152
62	01	03	50	144.89312582	1	2				2					1		1	1	1						2	1	200601104270	20060110427003	145.025811181152
62	01	04	50	144.89312582	1	2				2					1		1								2	1	200601104270	20060110427004	145.025811181152
62	01	01	50	138.99196797	1	2				2					2												200601104271	20060110427101	138.09139043728
62	02	01	50	138.99196797	1	2				2					2												200601104271	20060110427101	138.09139043728
62	01	02	50	138.99196797	1	2				2					1		1								2	1	200601104271	20060110427102	138.09139043728
62	02	02	50	138.99196797	1	2				2					1		1								2	1	200601104271	20060110427102	138.09139043728
62	03	01	50	121.15124895	1	2				2					2												200601104272	20060110427201	121.528543247142
62	01	01	50	299.40438311	1	2				2					2												200601104273	20060110427301	296.407567469838
62	01	02	50	299.40438311	1	2				2					2												200601104273	20060110427302	296.407567469838
62	01	03	50	299.40438311	1	2				2					1		1								2	1	200601104273	20060110427303	296.407567469838
62	01	04	50	299.40438311	1	2				2					1		1					1			2	1	200601104273	20060110427304	296.407567469838
62	01	05	50	299.40438311	1	2				2					2												200601104273	20060110427305	296.407567469838
62	01	06	50	299.40438311	1	2				2					1		1					1			2	1	200601104273	20060110427306	296.407567469838
62	01	08	50	299.40438311	1	2				2					2												200601104273	20060110427308	296.407567469838
62	02	08	50	299.40438311	1	2				2					1				1						2	1	200601104273	20060110427308	296.407567469838
62	01	09	50	299.40438311	1	2				2					1		1								2	1	200601104273	20060110427309	296.407567469838
62	03	09	50	299.40438311	1	2				2					1		1								1	1	200601104273	20060110427309	296.407567469838
62	01	01	50	156.26517324	1	2				2					2												200601104274	20060110427401	156.59606733649
62	01	02	50	156.26517324	1	2				2					2												200601104274	20060110427402	156.59606733649
62	02	02	50	156.26517324	1	2				2					2												200601104274	20060110427402	156.59606733649
62	01	01	50	172.30680221	1	2				2					1		1								1	1	200601104275	20060110427501	172.715616696242
62	01	02	50	172.30680221	1	2				2					2												200601104275	20060110427502	172.715616696242
62	02	02	50	172.30680221	1	2				2					2												200601104275	20060110427502	172.715616696242
62	01	03	50	172.30680221	1	2				2					2												200601104275	20060110427503	172.715616696242
62	02	03	50	172.30680221	1	2				2					2												200601104275	20060110427503	172.715616696242
62	01	04	50	172.30680221	1	2				2					2												200601104275	20060110427504	172.715616696242
62	01	05	50	172.30680221	1	2				2					2												200601104275	20060110427505	172.715616696242
62	01	06	50	172.30680221	1	2				2					1		1								2	1	200601104275	20060110427506	172.715616696242
62	01	07	50	172.30680221	1	2				2					1		1					1			2	1	200601104275	20060110427507	172.715616696242
62	01	01	50	214.4292279	1	2				2					2												200601104276	20060110427601	216.316629824638
62	02	01	50	214.4292279	1	2				2					2												200601104276	20060110427601	216.316629824638
62	01	02	50	214.4292279	1	2				2					2												200601104276	20060110427602	216.316629824638
62	01	03	50	214.4292279	1	2				2					1		1								2	1	200601104276	20060110427603	216.316629824638
62	02	03	50	214.4292279	1	2				2					2												200601104276	20060110427603	216.316629824638
62	01	04	50	214.4292279	1	2				2					2												200601104276	20060110427604	216.316629824638
62	02	04	50	214.4292279	1	2				2					2												200601104276	20060110427604	216.316629824638
62	01	05	50	214.4292279	1	2				2					1		1								2	1	200601104276	20060110427605	216.316629824638
62	02	06	50	214.4292279	1	2				1	40	2	1	1			1								2	1	200601104276	20060110427606	216.316629824638
62	01	01	50	131.85404674	1	2				2					2												200601104277	20060110427701	130.89075561091
62	01	03	50	131.85404674	1	2				2					1		1					1			2	1	200601104277	20060110427703	130.89075561091
62	01	04	50	131.85404674	1	2				2					2												200601104277	20060110427704	130.89075561091
62	01	05	50	131.85404674	1	2				2					2												200601104277	20060110427705	130.89075561091
62	01	01	50	128.27159432	1	2				2					2												200601104278	20060110427801	127.565165163846
62	01	02	50	128.27159432	1	2				2					2												200601104278	20060110427802	127.565165163846
62	02	02	50	128.27159432	1	2				2					2												200601104278	20060110427802	127.565165163846
62	01	03	50	128.27159432	1	2				2					2												200601104278	20060110427803	127.565165163846
62	03	03	50	128.27159432	1	2				2					2												200601104278	20060110427803	127.565165163846
62	04	03	50	128.27159432	1	2				2					2												200601104278	20060110427803	127.565165163846
62	01	04	50	128.27159432	1	2				2					1		1					1			2	1	200601104278	20060110427804	127.565165163846
62	02	04	50	128.27159432	1	2				1	30	2	1	1										9	2	1	200601104278	20060110427804	127.565165163846
62	01	02	50	93.962057313	1	2				2					2												200601104279	20060110427902	92.3394901835466
62	02	02	50	93.962057313	1	2				2					2												200601104279	20060110427902	92.3394901835466
62	02	03	50	93.962057313	1	2				2					1		1					1			2	1	200601104279	20060110427903	92.3394901835466
62	01	01	50	152.07465581	1	2				2					1		1								2	1	200601104280	20060110428001	152.26845917783
62	02	01	50	152.07465581	1	2				2					2												200601104280	20060110428001	152.26845917783
62	02	01	50	165.83600831	1	2				2					2												200601104281	20060110428101	166.731055310047
62	03	01	50	165.83600831	1	2				2					2												200601104281	20060110428101	166.731055310047
62	04	01	50	165.83600831	1	2				2					2												200601104281	20060110428101	166.731055310047
62	01	01	50	146.01488239	1	2				2					1	1	1								2	1	200601104282	20060110428201	146.815474815544
62	02	01	50	146.01488239	1	2				1	16	2	1	2													200601104282	20060110428201	146.815474815544
62	01	01	50	174.94810588	1	2				1	30	1	1	1			1								1	1	200601104283	20060110428301	175.911866184853
62	02	01	50	174.94810588	1	2				2					2												200601104283	20060110428301	175.911866184853
62	01	02	50	174.94810588	1	2				2					2												200601104283	20060110428302	175.911866184853
62	01	01	50	144.19473374	1	2				2					2												200601104286	20060110428601	144.192987529559
62	02	01	50	144.19473374	1	2				2					2												200601104286	20060110428601	144.192987529559
62	01	01	50	166.38303458	1	2				2					2												200601104287	20060110428701	166.187773439734
62	02	01	50	166.38303458	1	2				2					2												200601104287	20060110428701	166.187773439734
62	01	01	50	137.74802673	1	2				2					2												200601104288	20060110428801	137.487532054364
62	02	01	50	137.74802673	1	2				2					2												200601104288	20060110428801	137.487532054364
62	01	01	50	137.84947575	1	1	4	98	21	2					2												200601104289	20060110428901	137.455101500537
62	02	01	50	137.84947575	1	2				2					1		1								2	1	200601104289	20060110428901	137.455101500537
62	03	01	50	137.84947575	1	2				2					1		1								2	1	200601104289	20060110428901	137.455101500537
62	01	01	50	149.74488086	1	2				1	20	1	1	1			1								2	1	200601104290	20060110429001	149.569145664906
62	02	01	50	149.74488086	1	2				1	24	1	1	2													200601104290	20060110429001	149.569145664906
62	03	01	50	149.74488086	1	2				2					1	1	1								2	1	200601104290	20060110429001	149.569145664906
62	01	01	50	152.07465581	1	1	4	2000000	42	2					1		1	1							2	9	200601104291	20060110429101	152.26845917783
62	03	01	50	124.13119198	1	2				2					2												200601104292	20060110429201	125.353099869044
62	02	01	50	115.74734696	1	2				2					2												200601104293	20060110429301	114.742019196996
62	01	01	50	121.64357308	1	2				2					2												200601104294	20060110429401	121.039589074906
62	03	01	50	121.64357308	1	2				2					2												200601104294	20060110429401	121.039589074906
62	01	01	50	168.69868976	1	2				2					2												200601104295	20060110429501	169.309638942596
62	01	01	50	166.36891482	1	2				2					2												200601104296	20060110429601	166.610325429672
62	02	01	50	166.36891482	1	2				2					2												200601104296	20060110429601	166.610325429672
62	01	01	50	175.73788749	1	2				2					2												200601104297	20060110429701	176.477308069207
62	01	01	50	161.23207676	1	2				2					2												200601104299	20060110429901	161.644765483512
62	02	01	50	161.23207676	1	2				2					2												200601104299	20060110429901	161.644765483512
62	01	01	50	144.63598594	1	2				2					2												200601104300	20060110430001	144.362465482144
62	01	01	50	164.87583781	1	2				2					2												200601104301	20060110430101	164.256290577584
62	02	01	50	164.87583781	1	2				2					2												200601104301	20060110430101	164.256290577584
62	01	01	50	150.9651303	1	2				2					1							1			2	1	200601104303	20060110430301	150.947567665836
62	02	01	50	150.9651303	1	2				2					1							1			2	1	200601104303	20060110430301	150.947567665836
62	03	01	50	150.9651303	1	2				2					1	1	1								2	1	200601104303	20060110430301	150.947567665836
62	01	01	50	187.44280118	1	2				2					2												200601104304	20060110430401	188.121632925508
62	02	01	50	187.44280118	1	2				2					2												200601104304	20060110430401	188.121632925508
62	01	01	50	167.36877109	1	2				2					2												200601104305	20060110430501	168.072978450442
62	01	01	50	143.09167342	1	2				2					2												200601104306	20060110430601	143.785035782302
62	01	01	50	154.31804172	1	2				1	08	2	1	2													200601104307	20060110430701	154.911978092217
62	02	01	50	154.31804172	1	2				2					2												200601104307	20060110430701	154.911978092217
62	01	01	50	198.48148802	1	2				2					2												200601104308	20060110430801	198.465597688035
62	02	01	50	198.48148802	1	2				2					2												200601104308	20060110430801	198.465597688035
62	01	01	50	159.54908828	1	2				2					2												200601104310	20060110431001	159.992861152657
62	02	01	50	159.54908828	1	2				2					1		1								2	1	200601104310	20060110431001	159.992861152657
62	01	01	50	153.55376654	1	2				2					2												200601104311	20060110431101	153.946801903182
62	01	01	50	230.81971936	1	2				2					1		1								2	1	200601104312	20060110431201	232.939446046634
62	02	02	50	230.81971936	1	2				2					2												200601104312	20060110431202	232.939446046634
62	01	01	50	124.62351612	1	2				2					2												200601104313	20060110431301	124.864145696809
62	02	01	50	124.62351612	1	2				2					2												200601104313	20060110431301	124.864145696809
62	03	01	50	124.62351612	1	2				2					2												200601104313	20060110431301	124.864145696809
62	04	01	50	124.62351612	1	2				2					2												200601104313	20060110431301	124.864145696809
62	03	01	50	140.41210211	1	2				1	20	2	1	2													200601104315	20060110431501	141.595717709719
62	04	01	50	140.41210211	1	2				2					1		1								2	1	200601104315	20060110431501	141.595717709719
62	06	01	50	140.41210211	1	2				2					2												200601104315	20060110431501	141.595717709719
62	01	02	50	140.41210211	1	2				2					2												200601104315	20060110431502	141.595717709719
62	01	01	50	222.24316028	1	2				2					2												200601104316	20060110431601	222.926616118287
62	01	01	50	160.77380446	1	2				2					2												200601104317	20060110431701	160.340839896153
62	02	01	50	160.77380446	1	2				2					2												200601104317	20060110431701	160.340839896153
62	04	01	50	160.77380446	1	2				2					2												200601104317	20060110431701	160.340839896153
62	05	01	50	160.77380446	1	2				2					2												200601104317	20060110431701	160.340839896153
62	07	01	50	160.77380446	1	2				2					2												200601104317	20060110431701	160.340839896153
62	01	01	50	162.73693419	1	2				2					2												200601104319	20060110431901	163.354111946501
62	02	01	50	162.73693419	1	2				2					2												200601104319	20060110431901	163.354111946501
62	03	01	50	162.73693419	1	2				2					2												200601104319	20060110431901	163.354111946501
62	04	01	50	162.73693419	1	2				2					2												200601104319	20060110431901	163.354111946501
62	06	01	50	162.73693419	1	2				2					2												200601104319	20060110431901	163.354111946501
62	01	01	50	134.68763129	1	2				2					2												200601104321	20060110432101	134.831481621877
62	05	01	50	137.73244651	1	2				2					2												200601104322	20060110432201	138.635050345692
62	06	01	50	137.73244651	1	2				2					1		1								1	1	200601104322	20060110432201	138.635050345692
62	02	01	50	111.49230983	1	2				2					2												200601104323	20060110432301	111.072390823075
62	01	01	50	176.60491112	1	2				2					2												200601104324	20060110432401	177.408397318618
62	02	01	50	176.60491112	1	2				2					2												200601104324	20060110432401	177.408397318618
62	01	01	50	138.68859514	1	2				2					2												200601104325	20060110432501	139.360622021831
62	02	01	50	138.68859514	1	2				2					2												200601104325	20060110432501	139.360622021831
62	02	01	50	177.13510482	1	2				2					2												200601104326	20060110432601	176.881832791454
62	01	01	50	151.66201768	1	2				2					2												200601104327	20060110432701	152.146889425218
62	02	01	50	151.66201768	1	2				2					2												200601104327	20060110432701	152.146889425218
62	01	01	50	181.67499298	1	2				2					2												200601104328	20060110432801	182.332936370061
62	01	01	50	135.96904995	1	2				2					1		1								1	1	200601104330	20060110433001	134.991636063505
62	03	01	50	135.96904995	1	2				2					2												200601104330	20060110433001	134.991636063505
62	02	01	50	175.95685149	1	2				1	20	2	1	1			1								2	1	200601104331	20060110433101	175.307250144463
62	01	01	50	133.83909717	1	2				2					2												200601104332	20060110433201	133.519971609133
62	03	01	50	133.83909717	1	2				2					2												200601104332	20060110433201	133.519971609133
62	02	01	50	168.25545343	1	2				2					2												200601104333	20060110433301	167.94982626269
62	01	01	50	134.93319267	1	2				2					2												200601104334	20060110433401	134.982088244529
62	02	01	50	134.93319267	1	2				2					2												200601104334	20060110433401	134.982088244529
62	05	01	50	134.93319267	1	2				2					2												200601104334	20060110433401	134.982088244529
62	02	01	50	159.08727232	1	2				2					2												200601104335	20060110433501	158.806426677179
62	01	01	50	133.53897819	1	2				2					1	1	1								2	1	200601104336	20060110433601	133.153633239275
62	02	01	50	138.19852809	1	2				2					1		1								1	1	200601104337	20060110433701	138.552260265124
62	02	01	50	194.12117027	1	2				2					2												200601104338	20060110433801	194.042723255085
62	03	01	50	194.12117027	1	2				2					2												200601104338	20060110433801	194.042723255085
62	01	01	50	142.05699121	1	2				2					1		1								2	2	200601104342	20060110434201	141.171789715809
62	02	01	50	142.05699121	1	2				1	28	2	1	1			1								2	1	200601104342	20060110434201	141.171789715809
62	01	01	50	126.94518405	1	2				2					2												200601104343	20060110434301	126.218393925574
62	02	01	50	126.94518405	1	2				2					2												200601104343	20060110434301	126.218393925574
62	01	01	50	152.07465581	1	2				1	48	2	1	1			1								2	1	200601104344	20060110434401	152.26845917783
62	01	01	50	143.59432305	1	2				2					1		1		1						2	1	200601104345	20060110434501	143.99371903111
